dataset_stem,eps,method,precompute_mode,selector_tag,btab_active_size_raw,btab_box_size,tail_size,rho_max_T,tail_energy,cg_iters,outer_iters,time_precond_build,time_solve,time_total,time_post_diagnostics,time_total_with_diagnostics,rmse_train,rmse_test
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1e-07,btab_auto_topk_1024,c1,topk_1024,1024.0,1369.0,312.0,4.134116229619512e-06,0.0001198674397787,14,14.0,0.0695360139998229,0.1028333790000033,0.1203632829999605,6.54529999337683e-05,0.1204287359998943,0.1488953730514211,0.1495240316533362
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1e-07,btab_auto_topk_128,c1,topk_128,128.0,169.0,1512.0,7630.414161542541,309998.7401310643,646,646.0,0.0035326929998973,1.004240998000114,1.022251849000213,8.369099987248774e-05,1.0223355400000855,0.148895383355116,0.1495240373403006
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1e-07,btab_auto_topk_256,c1,topk_256,256.0,361.0,1320.0,233.2848063774234,8206.258994536403,141,141.0,0.0066033390000939,0.2329099769999629,0.2506470610001088,8.005299991964421e-05,0.2507271140000284,0.1488953691828188,0.1495240277489432
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1e-07,btab_auto_topk_512,c1,topk_512,512.0,625.0,1056.0,2.0827556961143703,66.7679132960937,24,24.0,0.0160915409999233,0.0584768779999649,0.0764770460000363,7.681400006731565e-05,0.0765538600001036,0.1488953709675931,0.1495240289259131
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1e-07,btab_auto_topk_64,c1,topk_64,64.0,81.0,1600.0,39384.92902371874,1794798.0241272133,1233,1233.0,0.0026294520000647,1.885249636000026,1.903253306000124,8.008400004655414e-05,1.9033333900001708,0.1488953751679265,0.1495240294586433
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,1e-07,btab_auto_topk_1024,c1,topk_1024,1024.0,1369.0,312.0,4.134116229619301e-05,0.0011986743977871,14,14.0,0.0682565259999137,0.102107161999811,0.1609906299997874,9.12150001113332e-05,0.1610818449998987,0.1371038672765331,0.1371892582629183
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,1e-07,btab_auto_topk_128,c1,topk_128,128.0,169.0,1512.0,76304.14161542151,3099987.401310484,1672,1672.0,0.0036169499999232,2.632975940000051,2.691748041999972,9.817800014388922e-05,2.691846220000116,0.1371039061009717,0.1371892949055486
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,1e-07,btab_auto_topk_256,c1,topk_256,256.0,361.0,1320.0,2332.848063774115,82062.58994535982,378,378.0,0.0068372349999208,0.6227562419999231,0.6812304349998612,9.75870000274881e-05,0.6813280219998887,0.1371038611843971,0.1371892519441105
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,1e-07,btab_auto_topk_512,c1,topk_512,512.0,625.0,1056.0,20.82755696114264,667.6791329609027,54,54.0,0.0164716849999422,0.1113335420000112,0.1697375569999621,8.858099999997648e-05,0.1698261379999621,0.1371038646079943,0.1371892553137938
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,1e-07,btab_auto_topk_64,c1,topk_64,64.0,81.0,1600.0,393849.29023716727,17947980.241271213,3332,3332.0,0.0027318739998918,5.175328474000025,5.234213026000134,0.0001141579998602,5.234327183999994,0.1371039082587986,0.1371892939977473
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,1e-07,btab_auto_topk_1024,c1,topk_1024,1024.0,1369.0,312.0,1.240234868885826e-05,0.0003596023193361,14,14.0,0.0751161430000593,0.1117452109999703,0.1393166230000133,7.72339999457472e-05,0.1393938569999591,0.1431926554839607,0.1431494364069708
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,1e-07,btab_auto_topk_128,c1,topk_128,128.0,169.0,1512.0,22891.24248462712,929996.2203931722,985,985.0,0.0037209070001154,1.5775435479999942,1.604587242999969,9.826300015447488e-05,1.6046855060001235,0.1431926557695482,0.1431494361359983
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,1e-07,btab_auto_topk_256,c1,topk_256,256.0,361.0,1320.0,699.8544191322549,24618.77698360866,233,233.0,0.0069904889999179,0.3904832289999831,0.4177731949998815,9.823100003814034e-05,0.4178714259999196,0.1431926551992988,0.1431494344962954
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,1e-07,btab_auto_topk_512,c1,topk_512,512.0,625.0,1056.0,6.248267088342973,200.30373988827665,34,34.0,0.0296281109999654,0.0924088469998878,0.1199898449999636,8.417799995186215e-05,0.1200740229999155,0.1431926546390668,0.1431494356256722
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,1e-07,btab_auto_topk_64,c1,topk_64,64.0,81.0,1600.0,118154.7870711536,5384394.072381521,1991,1991.0,1.0833822980000605,4.214996584000119,4.242429181000034,9.898200005409308e-05,4.242528163000088,0.1431927142816106,0.1431494949092775
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain30000000,1e-07,btab_auto_topk_1024,c1,topk_1024,1024.0,1369.0,312.0,0.0001240234868885,0.0035960231933615,14,14.0,0.0711317160000817,0.1047738120000758,0.2525700420001158,0.0001082870001027,0.2526783290002186,0.1326714335763924,0.1326686048436481
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain30000000,1e-07,btab_auto_topk_128,c1,topk_128,128.0,169.0,1512.0,228912.424846266,9299962.20393151,2306,2306.0,0.0036149730001397,3.64041862199997,3.787730580000016,0.0001544039998861,3.787884983999902,0.1326714205190249,0.1326685911592798
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain30000000,1e-07,btab_auto_topk_256,c1,topk_256,256.0,361.0,1320.0,6998.544191322388,246187.76983608105,594,594.0,0.0076923999999962,0.9734436290000305,1.1209741059999487,0.0001046550000864,1.1210787610000352,0.1326714183290362,0.1326685888507193
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain30000000,1e-07,btab_auto_topk_512,c1,topk_512,512.0,625.0,1056.0,62.48267088342832,2003.037398882721,81,81.0,0.0186175930000445,0.160638992000031,0.3079298750001271,0.0001051880001341,0.3080350630002613,0.1326714370569944,0.1326686084463411
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain30000000,1e-07,btab_auto_topk_64,c1,topk_64,64.0,81.0,1600.0,1181547.8707115091,53843940.72381398,4693,4693.0,0.0027040350000788,7.258971647999942,7.406606768999836,0.0001369359999898,7.406743704999826,0.1326713057086099,0.1326684742230414
