N,Kernel,reg_lambda,Method,method,top-k,|B|,q,Iter.,T_solve,T_total,RMSE,RMSE / RMSE_EFGP,Speedup
1000000,SE,0.1,Active inverse,btab_auto_topk_64,64.0,81.0,,1233,1.885249636000026,1.903253306000124,0.1488953751679265,0.9996978748909308,0.8577732910554994
1000000,SE,0.1,Active inverse,btab_auto_topk_128,128.0,169.0,,646,1.004240998000114,1.022251849000213,0.148895383355116,0.9996979298605089,1.5970231343642651
1000000,SE,0.1,Active inverse,btab_auto_topk_256,256.0,361.0,,141,0.2329099769999629,0.2506470610001088,0.1488953691828188,0.9996978347063418,6.513381188216993
1000000,SE,0.1,Active inverse,btab_auto_topk_512,512.0,625.0,,24,0.0584768779999649,0.0764770460000363,0.1488953709675931,0.9996978466894881,21.347056893374397
1000000,SE,0.1,Active inverse,btab_auto_topk_1024,1024.0,1369.0,,14,0.1028333790000033,0.1203632829999605,0.1488953730514211,0.9996978606805098,13.563603545115344
1000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_64_q16,64.0,81.0,16.0,2381,3.807407824000165,3.825484454000161,0.1488953727230641,0.9996978584758894,0.4267589821971126
1000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_64_q32,64.0,81.0,32.0,1344,2.1650770469998406,2.183317824999904,0.1488953278608916,0.9996975572669468,0.7477426480499043
1000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_128_q16,128.0,169.0,16.0,2315,3.676489030000084,3.6946259230001033,0.1488953909837593,0.999697981079954,0.4418741940386532
1000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_128_q32,128.0,169.0,32.0,1572,2.534922707000078,2.552638661999936,0.14889545203504,0.9996983909841266,0.6395577550019991
1000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_128_q64,128.0,169.0,64.0,700,1.241287070999988,1.259253809000029,0.1488953251394587,0.9996975389949844,1.2964501995800184
1000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_256_q32,256.0,361.0,32.0,1431,2.368720553000003,2.38645778099999,0.1488954377855763,0.9996982953118563,0.6840933307087038
1000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_256_q64,256.0,361.0,64.0,677,1.2116508899998737,1.2296626459999516,0.1488953241743867,0.9996975325153982,1.3276485687441546
