dataset_family,n_train,eps,selected_topk,time_total,iterations,cg_iters,outer_iters,rmse_test,btab_eig_theta_q1_over_sigma2,btab_eig_eig_residual_max
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression,10000000,1e-05,2048.0,0.6594032969996988,234.0,234.0,234.0,0.0286150044107516,,
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression,30000000,1e-05,2048.0,0.944747930000176,355.0,355.0,355.0,0.0278567691429332,,
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression,100000000,1e-05,2048.0,1.6136950500003877,545.0,545.0,545.0,0.0276136914730402,,
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression,300000000,1e-05,1024.0,157.77499705399987,100000.0,100000.0,100000.0,0.1106626648342904,,
synthetic_true_func_2d,10000000,1e-05,1024.0,0.415649902000041,187.0,187.0,187.0,0.0005597136677963,,
synthetic_true_func_2d,30000000,1e-05,2048.0,0.6158250220000809,146.0,146.0,146.0,0.0003490940408901,,
synthetic_true_func_2d,100000000,1e-05,1024.0,0.8926738770001066,200.0,200.0,200.0,0.0001987467480199,,
synthetic_true_func_2d,300000000,1e-05,2048.0,2.110943245000044,218.0,218.0,218.0,0.0001277862901746,,
