dataset_stem,n_train,eps,selector_tag,route,method,precompute_mode,top_q,btab_eig_q,btab_active_size_raw,btab_box_size,tail_size,rho_max_T,tail_energy,btab_eig_theta_q1_over_sigma2,btab_eig_eig_residual_max,cg_iters,outer_iters,time_precond_build,time_solve,time_total,time_post_diagnostics,time_total_with_diagnostics,rmse_test
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain300000000,300000000,1e-05,eigenpro_pcg,eigenpro_baseline,eigenpro_pcg_q90,c1,90.0,,,,,,,,,1445,,0.0003000309999379,2.144291775000056,3.994778070000052,,,0.1105905535167308
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain300000000,300000000,1e-05,eigenpro_pcg,eigenpro_baseline,eigenpro_pcg_q180,c1,180.0,,,,,,,,,619,,0.0003031190000228,0.9702308639999728,3.098086477000038,,,0.1105945083356378
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain300000000,300000000,1e-05,plain_cg,cg_baseline,plain_cg,original/default,,,,,,,,,,14875,,,16.373782172999995,19.768872961000056,,,0.1106141085874017
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain300000000,300000000,1e-05,topk_16384,inverse,btab_auto_topk_16384,c1,,,16384.0,21025.0,14696.0,102.54141773704696,482569.3284404339,,,1288,1288.0,0.0046281659999749,82.59008084700008,84.13323098900003,0.0002935929999239,84.13352458199995,0.110619494707983
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain300000000,300000000,1e-05,topk_20480,boxeig,btab_boxeig_topk_20480_q192,c1,,192.0,20480.0,25921.0,9800.0,61.11745189407293,245733.59331716324,78356.13000058362,1.812480067138105e-13,3402,3402.0,0.375048076999974,6.2573406649999015,7.800584353999966,0.0825447279999025,7.8831290819998685,0.1105824896333527
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain300000000,300000000,1e-05,topk_20480,boxeig,btab_boxeig_topk_20480_q256,c1,,256.0,20480.0,25921.0,9800.0,61.11745189407293,245733.59331716324,36467.574825891264,2.961606068654493e-12,2613,2613.0,0.4906960640000761,5.054115561999879,6.596879145999992,0.1077737980001529,6.704652944000145,0.1105825231752029
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain300000000,300000000,1e-05,topk_32768,boxeig,btab_boxeig_topk_32768_q192,c1,,192.0,32768.0,35721.0,0.0,0.0,0.0,78377.26795223462,1.9101251824692144e-12,507,507.0,0.3732326649999322,1.2553223489999257,2.798042450999901,0.0820068739999442,2.8800493249998453,0.1105972362363086
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain300000000,300000000,1e-05,topk_32768,boxeig,btab_boxeig_topk_32768_q256,c1,,256.0,32768.0,35721.0,0.0,0.0,0.0,36487.72282887767,1.139861066987178e-12,344,344.0,0.4816676989998996,1.1061199890000353,2.6487090720002016,0.1092604540001502,2.757969526000352,0.1106008877555826
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain300000000,300000000,1e-05,topk_32768,boxeig,btab_boxeig_topk_32768_q320,c1,,320.0,32768.0,35721.0,0.0,0.0,0.0,20336.5086949508,1.9097314135492525e-12,266,266.0,0.6273346689999926,1.1245151460000216,2.667220269999916,0.1371909749998394,2.804411244999756,0.1105991783839972
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain300000000,300000000,1e-05,topk_36864,boxeig,btab_boxeig_topk_36864_q192,c1,,192.0,35721.0,35721.0,0.0,0.0,0.0,78377.26795223475,2.017243893318099e-13,509,509.0,0.3692893059999278,1.245009620999781,2.7882913659998394,0.0809574830000201,2.8692488489998595,0.1105967226218058
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain300000000,300000000,1e-05,topk_36864,boxeig,btab_boxeig_topk_36864_q256,c1,,256.0,35721.0,35721.0,0.0,0.0,0.0,36487.72282887766,1.4847963454330977e-12,344,344.0,0.4993835220000164,1.1224557220000406,2.6658999759999915,0.1090589170000839,2.7749588930000755,0.1106009178110563
