dataset_stem,n_train,kernel,kernel_family,kernel_label,kernel_nu,kernel_lengthscale,eps,reg_lambda,method,method_family,M,mtot,topk,q,btab_active_topk,btab_box_size,btab_eig_q,cg_iters,time_solve,time_total,rmse_test,rmse_train,Speedup,status,table1_source
synthetic_true_func_2d_n3000000,3000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,plain_cg,EFGP-CG,35721.0,189.0,,,,,,1808.0,1.9679338880000612,2.013159531000156,0.0008799803351337,0.0199709015662062,1.0,ok,group_a
synthetic_true_func_2d_n3000000,3000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,eigenpro_pcg_q64,EigenPro-PCG,35721.0,189.0,,64.0,,,,630.0,0.945083398999941,1.2112783160000615,0.0008843007089859,0.0199708081286891,1.6620123586857423,ok,group_a
synthetic_true_func_2d_n3000000,3000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,eigenpro_pcg_q128,EigenPro-PCG,35721.0,189.0,,128.0,,,,343.0,0.5249015930000951,0.9925804740000784,0.0008846070057033,0.0199708109475503,2.0282078720400025,ok,group_a
synthetic_true_func_2d_n3000000,3000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,eigenpro_pcg_q192,EigenPro-PCG,35721.0,189.0,,192.0,,,,228.0,0.3639432410000154,1.0342778229999112,0.0008845232494946,0.0199708118970846,1.9464398116562236,ok,group_a
synthetic_true_func_2d_n3000000,3000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,eigenpro_pcg_q256,EigenPro-PCG,35721.0,189.0,,256.0,,,,163.0,0.2690581980000388,1.163141651999922,0.0008844662654351,0.0199708141216651,1.730794806925452,ok,group_a
synthetic_true_func_2d_n3000000,3000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,eigenpro_pcg_q320,EigenPro-PCG,35721.0,189.0,,320.0,,,,128.0,0.2191984279997996,1.3468888879999668,0.0008844833146199,0.0199708140258542,1.4946737989572054,ok,group_a
synthetic_true_func_2d_n3000000,3000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,btab_auto_topk_512,Active inverse,35721.0,189.0,512.0,,512.0,625.0,,352.0,0.5538202660000024,0.5904608470000312,0.0008843104494498,0.0199708027621766,3.4094716715400604,ok,group_a
synthetic_true_func_2d_n3000000,3000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,btab_auto_topk_728,Active inverse,35721.0,189.0,728.0,,728.0,961.0,,283.0,0.4679074210000635,0.5104024439999648,0.000884313414155,0.0199708027144998,3.944259191282977,ok,group_a
synthetic_true_func_2d_n3000000,3000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,btab_auto_topk_1024,Active inverse,35721.0,189.0,1024.0,,1024.0,1369.0,,188.0,0.3510862819998692,0.3937974779998967,0.0008843619163788,0.0199708037327764,5.112169689925451,ok,group_a
synthetic_true_func_2d_n3000000,3000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,btab_auto_topk_2048,Active inverse,35721.0,189.0,2048.0,,2048.0,2601.0,,111.0,0.4017454540000926,0.4445972089999941,0.0008842870982225,0.019970802499806,4.528052561391997,ok,group_a
