Dataset,N,Kernel,reg_lambda,Method,method,top-k,|B|,q,Iter.,T_solve,T_total,RMSE,RMSE / RMSE_EFGP,Speedup
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Active inverse,btab_auto_topk_512,512.0,625.0,,420.0,0.6475215349998962,0.6673904790000051,0.0349148339014579,0.9927075708467925,3.186376313288764
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Active inverse,btab_auto_topk_728,728.0,961.0,,284.0,0.4592791999998553,0.4792982279998341,0.0349148293550742,0.9927074415828375,4.436814262540513
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Active inverse,btab_auto_topk_1024,1024.0,1369.0,,205.0,0.3713130179999098,0.3911388519998127,0.0349148347904187,0.9927075961219555,5.436834523411336
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Active inverse,btab_auto_topk_2048,2048.0,2601.0,,120.0,0.4068026239999653,0.4294314950000171,0.034914829923412,0.9927074577419646,4.9520289935883115
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Active inverse,btab_auto_topk_4096,4096.0,5329.0,,56.0,1.0252196290000484,1.049087911000015,0.0349148323984492,0.9927075281128611,2.0270533972438733
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_1024_q64,1024.0,1369.0,64.0,1210.0,2.17865744300002,2.198775286,0.0349148372301812,0.9927076654899126,0.9671553193908595
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_1024_q128,1024.0,1369.0,128.0,658.0,1.3522522800001298,1.375622347999979,0.034914835106092,0.9927076050972603,1.5458873702450864
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_2048_q64,2048.0,2601.0,64.0,1374.0,2.4784083380000084,2.5014491500000986,0.034914831400592,0.9927074997415276,0.8501300991866954
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_2048_q128,2048.0,2601.0,128.0,700.0,1.4511415769998166,1.47384792999992,0.0349148303015564,0.9927074684934637,1.442860671521365
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_2048_q192,2048.0,2601.0,192.0,462.0,1.164109033999921,1.187580134999962,0.0349148244229058,0.9927073013501523,1.790664184526905
