Dataset,N,Kernel,reg_lambda,Method,method,top-k,|B|,q,Iter.,T_solve,T_total,RMSE,RMSE / RMSE_EFGP,Speedup
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Active inverse,btab_auto_topk_512,512.0,625.0,,3000,4.540385764000007,4.558754054000019,0.1231039462999149,0.9935204404835626,0.4309592366089881
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Active inverse,btab_auto_topk_728,728.0,961.0,,3000,4.5875098480000815,4.608932497000069,0.1231358084758796,0.9937775867737562,0.42626729037119776
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Active inverse,btab_auto_topk_1024,1024.0,1369.0,,3000,4.710022571999957,4.731223914999987,0.1231321326525647,0.9937479207418479,0.4152492467691594
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Active inverse,btab_auto_topk_2048,2048.0,2601.0,,3000,4.985931046000019,5.007271007000099,0.1231623840416077,0.9939920670447944,0.39235686749397847
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Active inverse,btab_auto_topk_4096,4096.0,5329.0,,3000,6.599735659999965,6.621064771999954,0.1232705127182343,0.9948647283498125,0.2967252601588039
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_2048_q192,2048.0,2601.0,192.0,408,1.049557560999915,1.0709937450000098,0.1230750640085808,0.9932873435953562,1.8344058274588337
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_4096_q192,4096.0,5329.0,192.0,362,0.988103733999992,1.009337182999957,0.1230750716334759,0.9932874051326941,1.946462688673248
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_4096_q256,4096.0,5329.0,256.0,220,0.859151493000013,0.8805500299999949,0.1230750588725307,0.9932873021444449,2.231147691857996
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_8192_q192,8192.0,10609.0,192.0,294,0.8903017750000117,0.9123545319999948,0.123075079390422,0.9932874677357604,2.1533703161349442
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_8192_q256,8192.0,10609.0,256.0,212,0.8443135960000063,0.8659301120000009,0.1230750730182553,0.9932874163086691,2.2688172402993834
