mode,top_q,precompute_method,N,eps,wall_s_total_median,wall_s_total_mean,wall_s_total_std,wall_s_total_p10,wall_s_total_p90,time_train_median,time_train_mean,time_train_std,time_train_p10,time_train_p90,time_precompute_median,time_precompute_mean,time_precompute_std,time_precompute_p10,time_precompute_p90,time_precompute_NUFFT_median,time_precompute_NUFFT_mean,time_precompute_NUFFT_std,time_precompute_NUFFT_p10,time_precompute_NUFFT_p90,time_precompute_binned_median,time_precompute_binned_mean,time_precompute_binned_std,time_precompute_binned_p10,time_precompute_binned_p90,t_original_exact_gpu_precompute_v1_s_median,t_original_exact_gpu_precompute_v1_s_mean,t_original_exact_gpu_precompute_v1_s_std,t_original_exact_gpu_precompute_v1_s_p10,t_original_exact_gpu_precompute_v1_s_p90,t_original_efgp_solver_precompute_s_median,t_original_efgp_solver_precompute_s_mean,t_original_efgp_solver_precompute_s_std,t_original_efgp_solver_precompute_s_p10,t_original_efgp_solver_precompute_s_p90,t_h2d_xy_s_median,t_h2d_xy_s_mean,t_h2d_xy_s_std,t_h2d_xy_s_p10,t_h2d_xy_s_p90,t_gpu_fused_bin_moments_s_median,t_gpu_fused_bin_moments_s_mean,t_gpu_fused_bin_moments_s_std,t_gpu_fused_bin_moments_s_p10,t_gpu_fused_bin_moments_s_p90,t_compact_occupied_s_median,t_compact_occupied_s_mean,t_compact_occupied_s_std,t_compact_occupied_s_p10,t_compact_occupied_s_p90,t_binned_cufinufft_on_centers_s_median,t_binned_cufinufft_on_centers_s_mean,t_binned_cufinufft_on_centers_s_std,t_binned_cufinufft_on_centers_s_p10,t_binned_cufinufft_on_centers_s_p90,t_rhs_D_multiply_s_median,t_rhs_D_multiply_s_mean,t_rhs_D_multiply_s_std,t_rhs_D_multiply_s_p10,t_rhs_D_multiply_s_p90,t_exact_dense_point_dual_nufft_s_median,t_exact_dense_point_dual_nufft_s_mean,t_exact_dense_point_dual_nufft_s_std,t_exact_dense_point_dual_nufft_s_p10,t_exact_dense_point_dual_nufft_s_p90,t_gpu_to_cpu_copy_s_median,t_gpu_to_cpu_copy_s_mean,t_gpu_to_cpu_copy_s_std,t_gpu_to_cpu_copy_s_p10,t_gpu_to_cpu_copy_s_p90,effective_work_ratio_median,effective_work_ratio_mean,effective_work_ratio_std,effective_work_ratio_p10,effective_work_ratio_p90,binned_used_exact_dense_point_nufft_median,binned_used_exact_dense_point_nufft_mean,binned_used_exact_dense_point_nufft_std,binned_used_exact_dense_point_nufft_p10,binned_used_exact_dense_point_nufft_p90,time_eigenspace_median,time_eigenspace_mean,time_eigenspace_std,time_eigenspace_p10,time_eigenspace_p90,time_precond_build_median,time_precond_build_mean,time_precond_build_std,time_precond_build_p10,time_precond_build_p90,time_solve_median,time_solve_mean,time_solve_std,time_solve_p10,time_solve_p90,time_predict_median,time_predict_mean,time_predict_std,time_predict_p10,time_predict_p90,cg_iters_median,cg_iters_mean,cg_iters_std,cg_iters_p10,cg_iters_p90,t_matvec_total_median,t_matvec_total_mean,t_matvec_total_std,t_matvec_total_p10,t_matvec_total_p90,t_precond_total_median,t_precond_total_mean,t_precond_total_std,t_precond_total_p10,t_precond_total_p90,rmse_test_median,rmse_test_mean,rmse_test_std,rmse_test_p10,rmse_test_p90,peak_mem_gb_median,peak_mem_gb_mean,peak_mem_gb_std,peak_mem_gb_p10,peak_mem_gb_p90,repeat_count,fail_count,logN,logT,local_alpha
gpu_v1_topq0,0,c1,100000,1e-05,0.9665295999730006,0.9665295999730006,,0.9665295999730006,0.9665295999730006,0.9617059999727644,0.9617059999727644,,0.9617059999727644,0.9617059999727644,0.024581599980592728,0.024581599980592728,,0.024581599980592728,0.024581599980592728,,,,,,0.024581599980592728,0.024581599980592728,,0.024581599980592728,0.024581599980592728,,,,,,,,,,,0.00017720001051202416,0.00017720001051202416,,0.00017720001051202416,0.00017720001051202416,0.00017770001431927085,0.00017770001431927085,,0.00017770001431927085,0.00017770001431927085,0.0012444000458344817,0.0012444000458344817,,0.0012444000458344817,0.0012444000458344817,0.021682200022041798,0.021682200022041798,,0.021682200022041798,0.021682200022041798,0.00024830002803355455,0.00024830002803355455,,0.00024830002803355455,0.00024830002803355455,,,,,,,,,,,0.7392,0.7392,,0.7392,0.7392,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.9371243999921717,0.9371243999921717,,0.9371243999921717,0.9371243999921717,0.004823600000236183,0.004823600000236183,,0.004823600000236183,0.004823600000236183,421.0,421.0,,421.0,421.0,0.6228314006584696,0.6228314006584696,,0.6228314006584696,0.6228314006584696,,,,,,0.0028659351041113936,0.0028659351041113936,,0.0028659351041113936,0.0028659351041113936,0.8848632806912065,0.8848632806912065,,0.8848632806912065,0.8848632806912065,1,0,11.512925464970229,-0.03904648835962713,
gpu_v1_topq0,0,c1,300000,1e-05,1.3564963999087922,1.3564963999087922,,1.3564963999087922,1.3564963999087922,1.346744799928274,1.346744799928274,,1.346744799928274,1.346744799928274,0.035754699958488345,0.035754699958488345,,0.035754699958488345,0.035754699958488345,,,,,,0.035754699958488345,0.035754699958488345,,0.035754699958488345,0.035754699958488345,,,,,,,,,,,0.0008122999570332468,0.0008122999570332468,,0.0008122999570332468,0.0008122999570332468,0.0008126999600790441,0.0008126999600790441,,0.0008126999600790441,0.0008126999600790441,0.0016008999664336443,0.0016008999664336443,,0.0016008999664336443,0.0016008999664336443,0.031632900005206466,0.031632900005206466,,0.031632900005206466,0.031632900005206466,0.0002310999552719295,0.0002310999552719295,,0.0002310999552719295,0.0002310999552719295,,,,,,,,,,,0.74486,0.74486,,0.74486,0.74486,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,1.3109900999697857,1.3109900999697857,,1.3109900999697857,1.3109900999697857,0.009751599980518222,0.009751599980518222,,0.009751599980518222,0.009751599980518222,583.0,583.0,,583.0,583.0,0.8729147004778497,0.8729147004778497,,0.8729147004778497,0.8729147004778497,,,,,,0.0018755595163583566,0.0018755595163583566,,0.0018755595163583566,0.0018755595163583566,0.9219726556912065,0.9219726556912065,,0.9219726556912065,0.9219726556912065,1,0,12.611537753638338,0.2976904213705868,0.3065111442895413
gpu_v1_topq0,0,original,100000,1e-05,0.9359323000535369,0.9359323000535369,,0.9359323000535369,0.9359323000535369,0.9311284000286832,0.9311284000286832,,0.9311284000286832,0.9311284000286832,0.019879400031641126,0.019879400031641126,,0.019879400031641126,0.019879400031641126,0.019879400031641126,0.019879400031641126,,0.019879400031641126,0.019879400031641126,,,,,,0.019879400031641126,0.019879400031641126,,0.019879400031641126,0.019879400031641126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.9112489999970421,0.9112489999970421,,0.9112489999970421,0.9112489999970421,0.004803900024853647,0.004803900024853647,,0.004803900024853647,0.004803900024853647,408.0,408.0,,408.0,408.0,0.5997357000014745,0.5997357000014745,,0.5997357000014745,0.5997357000014745,,,,,,0.002596623195582497,0.002596623195582497,,0.002596623195582497,0.002596623195582497,0.8829101556912065,0.8829101556912065,,0.8829101556912065,0.8829101556912065,1,0,11.512925464970229,-0.07135809496471335,
gpu_v1_topq0,0,original,300000,1e-05,1.371531699958723,1.371531699958723,,1.371531699958723,1.371531699958723,1.3620955999358557,1.3620955999358557,,1.3620955999358557,1.3620955999358557,0.03700839995872229,0.03700839995872229,,0.03700839995872229,0.03700839995872229,0.03700839995872229,0.03700839995872229,,0.03700839995872229,0.03700839995872229,,,,,,0.03700839995872229,0.03700839995872229,,0.03700839995872229,0.03700839995872229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,1.3250871999771334,1.3250871999771334,,1.3250871999771334,1.3250871999771334,0.009436100022867322,0.009436100022867322,,0.009436100022867322,0.009436100022867322,582.0,582.0,,582.0,582.0,0.8672702990588732,0.8672702990588732,,0.8672702990588732,0.8672702990588732,,,,,,0.0018115137287771498,0.0018115137287771498,,0.0018115137287771498,0.0018115137287771498,0.9141601556912065,0.9141601556912065,,0.9141601556912065,0.9141601556912065,1,0,12.611537753638338,0.30902439611270416,0.3462390645006986
gpu_v3_topq_eigenpro_nystrom,45,c1,100000,1e-05,0.8298647000337951,0.8298647000337951,,0.8298647000337951,0.8298647000337951,0.8248877000296488,0.8248877000296488,,0.8248877000296488,0.8248877000296488,0.022052600048482418,0.022052600048482418,,0.022052600048482418,0.022052600048482418,,,,,,0.022052600048482418,0.022052600048482418,,0.022052600048482418,0.022052600048482418,,,,,,,,,,,0.0001799999736249447,0.0001799999736249447,,0.0001799999736249447,0.0001799999736249447,0.0001805999781936407,0.0001805999781936407,,0.0001805999781936407,0.0001805999781936407,0.001249800028745085,0.001249800028745085,,0.001249800028745085,0.001249800028745085,0.01920009998138994,0.01920009998138994,,0.01920009998138994,0.01920009998138994,0.00022139999782666564,0.00022139999782666564,,0.00022139999782666564,0.00022139999782666564,,,,,,,,,,,0.7392,0.7392,,0.7392,0.7392,0.0,0.0,,0.0,0.0,0.23589690000517294,0.23589690000517294,,0.23589690000517294,0.23589690000517294,0.0004545999690890312,0.0004545999690890312,,0.0004545999690890312,0.0004545999690890312,0.5664836000069045,0.5664836000069045,,0.5664836000069045,0.5664836000069045,0.004977000004146248,0.004977000004146248,,0.004977000004146248,0.004977000004146248,191.0,191.0,,191.0,191.0,0.28397960000438616,0.28397960000438616,,0.28397960000438616,0.28397960000438616,0.09091630054172128,0.09091630054172128,,0.09091630054172128,0.09091630054172128,0.0028659520399368743,0.0028659520399368743,,0.0028659520399368743,0.0028659520399368743,1.3594726556912065,1.3594726556912065,,1.3594726556912065,1.3594726556912065,1,0,11.512925464970229,-0.19250802308896742,
gpu_v3_topq_eigenpro_nystrom,45,c1,300000,1e-05,1.054517200042028,1.054517200042028,,1.054517200042028,1.054517200042028,1.04592370003229,1.04592370003229,,1.04592370003229,1.04592370003229,0.03114940004888922,0.03114940004888922,,0.03114940004888922,0.03114940004888922,,,,,,0.03114940004888922,0.03114940004888922,,0.03114940004888922,0.03114940004888922,,,,,,,,,,,0.0007998000364750624,0.0007998000364750624,,0.0007998000364750624,0.0007998000364750624,0.0008001000387594104,0.0008001000387594104,,0.0008001000387594104,0.0008001000387594104,0.0012814000365324318,0.0012814000365324318,,0.0012814000365324318,0.0012814000365324318,0.02760530001251027,0.02760530001251027,,0.02760530001251027,0.02760530001251027,0.0002484000287950039,0.0002484000287950039,,0.0002484000287950039,0.0002484000287950039,,,,,,,,,,,0.74486,0.74486,,0.74486,0.74486,0.0,0.0,,0.0,0.0,0.23518229997716844,0.23518229997716844,,0.23518229997716844,0.23518229997716844,0.0003428999916650355,0.0003428999916650355,,0.0003428999916650355,0.0003428999916650355,0.7792491000145674,0.7792491000145674,,0.7792491000145674,0.7792491000145674,0.008593500009737909,0.008593500009737909,,0.008593500009737909,0.008593500009737909,260.0,260.0,,260.0,260.0,0.387270399951376,0.387270399951376,,0.387270399951376,0.387270399951376,0.12504349963273853,0.12504349963273853,,0.12504349963273853,0.12504349963273853,0.0018760778801412844,0.0018760778801412844,,0.0018760778801412844,0.0018760778801412844,1.3790039056912065,1.3790039056912065,,1.3790039056912065,1.3790039056912065,1,0,12.611537753638338,0.04490041846235112,0.21609847623235504
gpu_v3_topq_eigenpro_nystrom,45,original,100000,1e-05,0.8232760000391863,0.8232760000391863,,0.8232760000391863,0.8232760000391863,0.8184053000295535,0.8184053000295535,,0.8184053000295535,0.8184053000295535,0.020080499991308898,0.020080499991308898,,0.020080499991308898,0.020080499991308898,0.020080499991308898,0.020080499991308898,,0.020080499991308898,0.020080499991308898,,,,,,0.020080499991308898,0.020080499991308898,,0.020080499991308898,0.020080499991308898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23377720004646108,0.23377720004646108,,0.23377720004646108,0.23377720004646108,0.00045549997594207525,0.00045549997594207525,,0.00045549997594207525,0.00045549997594207525,0.5640921000158414,0.5640921000158414,,0.5640921000158414,0.5640921000158414,0.004870700009632856,0.004870700009632856,,0.004870700009632856,0.004870700009632856,182.0,182.0,,182.0,182.0,0.2728907000273466,0.2728907000273466,,0.2728907000273466,0.2728907000273466,0.09242519963299856,0.09242519963299856,,0.09242519963299856,0.09242519963299856,0.002597660017059416,0.002597660017059416,,0.002597660017059416,0.002597660017059416,1.3379882806912065,1.3379882806912065,,1.3379882806912065,1.3379882806912065,1,0,11.512925464970229,-0.20039758827874793,
gpu_v3_topq_eigenpro_nystrom,45,original,300000,1e-05,1.062643500044942,1.062643500044942,,1.062643500044942,1.062643500044942,1.0546655000653118,1.0546655000653118,,1.0546655000653118,1.0546655000653118,0.036833600024692714,0.036833600024692714,,0.036833600024692714,0.036833600024692714,0.036833600024692714,0.036833600024692714,,0.036833600024692714,0.036833600024692714,,,,,,0.036833600024692714,0.036833600024692714,,0.036833600024692714,0.036833600024692714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23551000002771616,0.23551000002771616,,0.23551000002771616,0.23551000002771616,0.0004422999918460846,0.0004422999918460846,,0.0004422999918460846,0.0004422999918460846,0.7818796000210568,0.7818796000210568,,0.7818796000210568,0.7818796000210568,0.007977999979630113,0.007977999979630113,,0.007977999979630113,0.007977999979630113,260.0,260.0,,260.0,260.0,0.3901565998676233,0.3901565998676233,,0.3901565998676233,0.3901565998676233,0.12458909949054942,0.12458909949054942,,0.12458909949054942,0.12458909949054942,0.0018120546036179538,0.0018120546036179538,,0.0018120546036179538,0.0018120546036179538,1.3594726556912065,1.3594726556912065,,1.3594726556912065,1.3594726556912065,1,0,12.611537753638338,0.05322365510392219,0.23085600443277868
gpu_v3_topq_eigenpro_nystrom,90,c1,100000,1e-05,0.6964419999858364,0.6964419999858364,,0.6964419999858364,0.6964419999858364,0.6915205999976024,0.6915205999976024,,0.6915205999976024,0.6915205999976024,0.022061399999074638,0.022061399999074638,,0.022061399999074638,0.022061399999074638,,,,,,0.022061399999074638,0.022061399999074638,,0.022061399999074638,0.022061399999074638,,,,,,,,,,,0.00020070001482963562,0.00020070001482963562,,0.00020070001482963562,0.00020070001482963562,0.00020150002092123032,0.00020150002092123032,,0.00020150002092123032,0.00020150002092123032,0.0013345999759621918,0.0013345999759621918,,0.0013345999759621918,0.0013345999759621918,0.018957399995997548,0.018957399995997548,,0.018957399995997548,0.018957399995997548,0.0002513999934308231,0.0002513999934308231,,0.0002513999934308231,0.0002513999934308231,,,,,,,,,,,0.7392,0.7392,,0.7392,0.7392,0.0,0.0,,0.0,0.0,0.3121947000036016,0.3121947000036016,,0.3121947000036016,0.3121947000036016,0.0003578999894671142,0.0003578999894671142,,0.0003578999894671142,0.0003578999894671142,0.35690660000545904,0.35690660000545904,,0.35690660000545904,0.35690660000545904,0.004921399988234043,0.004921399988234043,,0.004921399988234043,0.004921399988234043,118.0,118.0,,118.0,118.0,0.174787700176239,0.174787700176239,,0.174787700176239,0.174787700176239,0.05746060033561662,0.05746060033561662,,0.05746060033561662,0.05746060033561662,0.0028663319894963245,0.0028663319894963245,,0.0028663319894963245,0.0028663319894963245,1.3614257806912065,1.3614257806912065,,1.3614257806912065,1.3614257806912065,1,0,11.512925464970229,-0.36886233801359547,
gpu_v3_topq_eigenpro_nystrom,90,c1,300000,1e-05,0.8141145000117831,0.8141145000117831,,0.8141145000117831,0.8141145000117831,0.8054294000030495,0.8054294000030495,,0.8054294000030495,0.8054294000030495,0.03178439999464899,0.03178439999464899,,0.03178439999464899,0.03178439999464899,,,,,,0.03178439999464899,0.03178439999464899,,0.03178439999464899,0.03178439999464899,,,,,,,,,,,0.0008172999951057136,0.0008172999951057136,,0.0008172999951057136,0.0008172999951057136,0.000818000000435859,0.000818000000435859,,0.000818000000435859,0.000818000000435859,0.0012672999873757362,0.0012672999873757362,,0.0012672999873757362,0.0012672999873757362,0.028256300021894276,0.028256300021894276,,0.028256300021894276,0.028256300021894276,0.0002145000034943223,0.0002145000034943223,,0.0002145000034943223,0.0002145000034943223,,,,,,,,,,,0.74486,0.74486,,0.74486,0.74486,0.0,0.0,,0.0,0.0,0.3229337999946438,0.3229337999946438,,0.3229337999946438,0.3229337999946438,0.00041790003888309,0.00041790003888309,,0.00041790003888309,0.00041790003888309,0.45029329997487366,0.45029329997487366,,0.45029329997487366,0.45029329997487366,0.00868510000873357,0.00868510000873357,,0.00868510000873357,0.00868510000873357,153.0,153.0,,153.0,153.0,0.22572739940369502,0.22572739940369502,,0.22572739940369502,0.22572739940369502,0.07159340020734817,0.07159340020734817,,0.07159340020734817,0.07159340020734817,0.0018759634003985563,0.0018759634003985563,,0.0018759634003985563,0.0018759634003985563,1.3790039056912065,1.3790039056912065,,1.3790039056912065,1.3790039056912065,1,0,12.611537753638338,-0.21637972762654195,0.13879565335275304
