method,time_s,rhs_rel_err,note,rhs_direct_sum_s,theta_actual,G,num_occupied_bins
original,0.4310981000016909,,EFGPSolver.precompute (CPU grid state),83.09907030001341,,,
C0,0.06600420000904705,2.200889892257866,sparse binning: never allocated dense length-G accumulator vectors.,83.09907030001341,17.498004134427372,1225.0,1225.0
C1,0.13572709998697974,2.568596627301582,sparse binning: never allocated dense length-G accumulator vectors.,83.09907030001341,17.498004134427372,1225.0,1225.0
C2,0.25915870000608265,4.203537063541909,sparse binning: never allocated dense length-G accumulator vectors.,83.09907030001341,17.498004134427372,1225.0,1225.0
