run_id,timestamp,mode,precompute_method,N,eps,top_q,reg_lambda,cg_tol,wall_s_outer_s,rmse_test,peak_mem_gb,status,error,cg_iters,cg_relres,n_matvec,t_matvec_total,n_precond,t_precond_total,time_eigenspace,time_precond_build,time_solve,time_predict,nufft_stage,device_name,eig_nystrom_kernel_s,surrogate_tag,time_precompute_NUFFT,time_precompute_binned,time_precompute,time_train,wall_s_total,repeat_idx,repeat_count,binned_theta_actual,binned_G,binned_num_occupied_bins
20260504_235627_gpu_v1_topq0_pcmoriginal_q0_N100000_20260421,2026-05-04T23:58:22.158485,gpu_v1_topq0,original,100000,1e-05,0,0.1,1e-06,1.194538100011414,0.002596638406518913,0.8887695306912065,ok,,408,7.84730233902311e-07,409,0.7668708001583582,0,,0.0,0.0,1.1555515999934869,0.006012800004100427,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,,0.031242199998814613,,0.031242199998814613,1.1867937999923015,1.192806599996402,0,5,,,
20260504_235627_gpu_v1_topq0_pcmoriginal_q0_N100000_20260422,2026-05-04T23:58:23.537401,gpu_v1_topq0,original,100000,1e-05,0,0.1,1e-06,1.1643033000000287,0.0026999902574257246,0.8887695306912065,ok,,407,8.816343804005921e-07,408,0.7502599000290502,0,,0.0,0.0,1.1367642999975942,0.005138199994689785,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,,0.020672500002547167,,0.020672500002547167,1.1574368000001414,1.1625749999948312,1,5,,,
20260504_235627_gpu_v1_topq0_pcmoriginal_q0_N100000_20260423,2026-05-04T23:58:25.010234,gpu_v1_topq0,original,100000,1e-05,0,0.1,1e-06,1.2040612999990117,0.0025183480932475626,0.8887695306912065,ok,,413,8.15606088036411e-07,414,0.7668561997270444,0,,0.0,0.0,1.1729018000041833,0.0049146999954245985,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,,0.025141400008578785,,0.025141400008578785,1.198043200012762,1.2029579000081867,2,5,,,
20260504_235627_gpu_v1_topq0_pcmoriginal_q0_N100000_20260424,2026-05-04T23:58:26.254030,gpu_v1_topq0,original,100000,1e-05,0,0.1,1e-06,1.0265321000042604,0.0026131008225321615,0.8887695306912065,ok,,402,9.238125153026819e-07,403,0.659581400002935,0,,0.0,0.0,1.0008799999923212,0.005170599994016811,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,,0.019421999997575767,,0.019421999997575767,1.020301999989897,1.0254725999839138,3,5,,,
20260504_235627_gpu_v1_topq0_pcmoriginal_q0_N100000_20260425,2026-05-04T23:58:27.603744,gpu_v1_topq0,original,100000,1e-05,0,0.1,1e-06,1.1496276999969268,0.002589029167742148,0.8887695306912065,ok,,414,8.763908117331503e-07,415,0.7319311999162892,0,,0.0,0.0,1.1195659000077285,0.006858900000224821,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,,0.02170480000495445,,0.02170480000495445,1.141270700012683,1.1481296000129078,4,5,,,
20260504_235627_gpu_v1_topq0_pcmc0_q0_N100000_20260421,2026-05-04T23:58:29.420476,gpu_v1_topq0,c0,100000,1e-05,0,0.1,1e-06,1.6073783000028925,0.031403864704143816,0.8887695306912065,ok,,580,9.928314665544646e-07,581,0.9998001998756081,0,,0.0,0.0,1.5151962999952957,0.012693900003796443,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,,0.019024799999897368,0.05687539999780711,0.07590019999770448,1.5910964999930002,1.6037903999967966,0,5,5.516534344228107,12321.0,12320.0
20260504_235627_gpu_v1_topq0_pcmc0_q0_N100000_20260422,2026-05-04T23:58:31.182618,gpu_v1_topq0,c0,100000,1e-05,0,0.1,1e-06,1.5601917000021785,0.029824861020037126,0.8887695306912065,ok,,557,9.936767519520883e-07,558,0.9708326998807024,0,,0.0,0.0,1.4754439999960596,0.004918000006000511,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,,0.020252299989806488,0.055891500000143424,0.07614379998994991,1.5515877999860095,1.55650579999201,1,5,5.5165671534752425,12321.0,12317.0
20260504_235627_gpu_v1_topq0_pcmc0_q0_N100000_20260423,2026-05-04T23:58:32.973880,gpu_v1_topq0,c0,100000,1e-05,0,0.1,1e-06,1.5832669000083115,0.0333853442050436,0.8887695306912065,ok,,575,8.76479678626734e-07,576,0.9800081000721548,0,,0.0,0.0,1.492688400001498,0.011645699996734038,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,,0.0192799000069499,0.05575400000088848,0.07503390000783838,1.5677223000093363,1.5793680000060704,2,5,5.51651805632413,12321.0,12316.0
20260504_235627_gpu_v1_topq0_pcmc0_q0_N100000_20260424,2026-05-04T23:58:34.759578,gpu_v1_topq0,c0,100000,1e-05,0,0.1,1e-06,1.580530600011116,0.029957720554413855,0.8887695306912065,ok,,561,8.927459415090096e-07,562,0.9758051999961026,0,,0.0,0.0,1.4860409999964759,0.005208000002312474,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,,0.02626229998713825,0.0592558999924222,0.08551819997956045,1.5715591999760363,1.5767671999783488,3,5,5.516517891438353,12321.0,12321.0
20260504_235627_gpu_v1_topq0_pcmc0_q0_N100000_20260425,2026-05-04T23:58:36.580180,gpu_v1_topq0,c0,100000,1e-05,0,0.1,1e-06,1.6069677000050433,0.034455025726835196,0.8887695306912065,ok,,580,7.009228889561365e-07,581,1.0001102002424886,0,,0.0,0.0,1.5129884000052698,0.005836199998157099,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,,0.019673400005558506,0.06429029999708291,0.08396370000264142,1.5969521000079112,1.6027883000060683,4,5,5.516505438915954,12321.0,12315.0
