dataset_stem,n_train,eps,method,route,precompute_mode,top_q,iterations,cg_iters,n_matvec,cg_n_matvec,n_precond,time_precompute,time_eigenspace,time_precond_build,time_solve,time_predict,time_total,rmse_train,rmse_test,cg_relres,status
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain100000,100000,1e-05,plain_cg,cg_baseline,original/default,,578.0,578.0,579.0,579.0,,0.0203995000047143,,,1.3272310000029393,0.006835799998953,1.3476313000137452,0.0525628224877498,0.0544179861178378,9.396708533597412e-07,ok
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain100000,100000,1e-05,eigenpro_pcg_q45,eigenpro_baseline,c1,45.0,252.0,252.0,253.0,253.0,252.0,0.0264864999917335,0.6036612000025343,0.0004693000082625,0.7133439999888651,0.0051377000054344,1.3439609999913955,0.050878459274639,0.0526789899737599,9.004136711707546e-07,ok
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain100000,100000,1e-05,eigenpro_pcg_q90,eigenpro_baseline,c1,90.0,147.0,147.0,148.0,148.0,147.0,0.0250042999978177,1.3994775000028312,0.0005421999958343,0.4900775999994948,0.005328900006134,1.9151015999959784,0.0508784396464986,0.0526791245927107,9.481080082487432e-07,ok
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,1e-05,plain_cg,cg_baseline,original/default,,1497.0,1497.0,1498.0,1498.0,,0.094369700003881,,,3.319049300000188,0.0216531999903963,3.4134196000086376,0.0351715065187229,0.0357788159083114,9.254404094039044e-07,ok
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,1e-05,eigenpro_pcg_q45,eigenpro_baseline,c1,45.0,652.0,652.0,653.0,653.0,652.0,0.0693969999992987,0.6095368999958737,0.0004422000056365,1.858710899992729,0.0216477000067243,2.5380869999935385,0.0349150444358789,0.035526731668654,9.227393367589818e-07,ok
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,1e-05,eigenpro_pcg_q90,eigenpro_baseline,c1,90.0,368.0,368.0,369.0,369.0,368.0,0.0683973999985028,1.403872399998363,0.000422700002673,1.2590294999972684,0.0220901000138837,2.7317219999968074,0.0349152159924811,0.0355270873632021,9.83756002061571e-07,ok
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain300000,300000,1e-05,plain_cg,cg_baseline,original/default,,905.0,905.0,906.0,906.0,,0.0373820999957388,,,2.0243377999868244,0.0093660999991698,2.0617205999878934,0.0434138683961939,0.044279567110076,9.141843993243126e-07,ok
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain300000,300000,1e-05,eigenpro_pcg_q45,eigenpro_baseline,c1,45.0,400.0,400.0,401.0,401.0,400.0,0.0376920999988215,0.6067286000034073,0.0004514000029303,1.1680466999969212,0.0094768999988446,1.8129188000020804,0.0426649739072886,0.0435167114857871,9.716711118311482e-07,ok
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain300000,300000,1e-05,eigenpro_pcg_q90,eigenpro_baseline,c1,90.0,234.0,234.0,235.0,235.0,234.0,0.0366757000010693,1.4004951000097208,0.0004778000002261,0.7659578999882797,0.0089039000013144,2.203606499999296,0.0426649872082601,0.0435166676286383,8.431265927455712e-07,ok
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,3000000,1e-05,plain_cg,cg_baseline,original/default,,2250.0,2250.0,2251.0,2251.0,,0.5094492000062019,,,5.034900099999504,0.0612339000072097,5.544350500000292,0.0307314033566629,0.0311743828649996,7.659926738575049e-07,ok
