dataset_stem,n_train,eps,selector_tag,route,method,precompute_mode,top_q,btab_eig_q,btab_active_size_raw,btab_box_size,tail_size,rho_max_T,tail_energy,epsilon_T,eta_inv,eta_eig,btab_eig_theta_q1_over_sigma2,btab_eig_eig_residual_max,cg_iters,outer_iters,time_precond_build,time_solve,time_total,time_post_diagnostics,time_total_with_diagnostics,rmse_test
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain100000,100000,1e-05,eigenpro_pcg,eigenpro_baseline,eigenpro_pcg_q45,c1,45.0,,,,,,,,,,,,252.0,,0.0004693000082625,0.7133439999888651,1.3439609999913955,,,0.0526789899737599
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain100000,100000,1e-05,eigenpro_pcg,eigenpro_baseline,eigenpro_pcg_q90,c1,90.0,,,,,,,,,,,,147.0,,0.0005421999958343,0.4900775999994948,1.9151015999959784,,,0.0526791245927107
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain100000,100000,1e-05,plain_cg,cg_baseline,plain_cg,original/default,,,,,,,,,,,,,578.0,,,1.3272310000029393,1.3476313000137452,,,0.0544179861178378
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain100000,100000,1e-05,topk_1024,boxeig,btab_boxeig_topk_1024_q64,c1,,64.0,1024.0,1369.0,34352.0,24.015196295328728,15924.37420763832,4.928656325459732,,0.9367790524021268,2564.208624380421,3.792438327844691e-15,369.0,369.0,0.2042603000008966,1.3363858999946387,1.362783299991861,0.2100090000021737,1.5727922999940347,0.0526787476860664
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain100000,100000,1e-05,topk_1024,boxeig,btab_boxeig_topk_1024_q128,c1,,128.0,1024.0,1369.0,34352.0,24.015196295328728,15924.37420763832,4.928656325459735,,1.091202578407544,658.2591643702655,8.855265926588724e-15,197.0,197.0,0.3402308999939123,0.9376225000014528,0.9651659000082872,0.2457231999869691,1.2108890999952564,0.0526789950918136
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain100000,100000,1e-05,topk_1024,boxeig,btab_boxeig_topk_1024_q192,c1,,192.0,1024.0,1369.0,34352.0,24.015196295328728,15924.37420763832,4.928656325459731,,1.2466843407116903,269.24504139864393,5.609536052657443e-14,132.0,132.0,0.5247481000114931,0.9238181000109762,0.9488121000031242,0.2815254000015557,1.23033750000468,0.0526789648110301
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain100000,100000,1e-05,topk_1024,boxeig,btab_boxeig_topk_1024_q256,c1,,256.0,1024.0,1369.0,34352.0,24.015196295328728,15924.37420763832,4.928656325459733,,1.4233372742358752,136.71971621259266,3.273528845356083e-14,96.0,96.0,0.7391033000021707,1.0279071999975713,1.0526327999978091,0.3315781999990577,1.384210999996867,0.0526789512541134
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain100000,100000,1e-05,topk_1024,inverse,btab_auto_topk_1024,c1,,,1024.0,1369.0,34352.0,24.015196295328728,15924.37420763832,4.928656325459733,2.5231077899208496,,,,63.0,63.0,0.1033726000023307,0.3750910999951884,0.4031308999983594,0.2044994000025326,0.607630300000892,0.0526789739685487
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain100000,100000,1e-05,topk_2048,boxeig,btab_boxeig_topk_2048_q64,c1,,64.0,2048.0,2601.0,33120.0,5.454774512434308,6302.112012772776,3.958777724326378,,0.6373474767943259,2568.654806132723,5.008584422585252e-15,369.0,369.0,0.1777646999980788,1.286376999996719,1.3126661999995122,0.2076225999917369,1.520288799991249,0.0526793307987764
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain100000,100000,1e-05,topk_2048,boxeig,btab_boxeig_topk_2048_q128,c1,,128.0,2048.0,2601.0,33120.0,5.454774512434308,6302.112012772776,3.958777724326379,,0.7366573111229595,660.9261207828021,9.585823986599786e-15,186.0,186.0,0.378575800001272,0.948973799997475,0.9737885999929858,0.2369149000005563,1.2107034999935422,0.0526791441930424
