dataset_stem,eps,method,precompute_mode,selector_tag,btab_eig_q,btab_active_size_raw,btab_box_size,btab_eig_size_S,btab_eig_size_T,rho_max_T,tail_energy,epsilon_T,btab_eig_theta_q1,btab_eig_theta_q1_over_sigma2,theta_q1_over_sigma2,btab_eig_eig_residual_max,btab_eig_eig_residual_median,eta_eig,eta_eig_sq,btab_eig_storage_bytes,btab_eig_n_eig_matvec,btab_eig_n_ABB_matvec_cols,btab_eig_ncv_actual,btab_eig_backend,cg_iters,outer_iters,time_eig_setup,time_precond_build,time_solve,time_total,time_post_diagnostics,time_total_with_diagnostics,rmse_train,rmse_test
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain100000,1e-05,btab_boxeig_topk_1024_q64,c1,topk_1024,64.0,1024.0,1369.0,1369.0,34352.0,24.015196295328728,15924.37420763832,4.928656325459732,256.4208624380421,2564.208624380421,2564.208624380421,3.792438327844691e-15,1.0298014951102457e-15,0.9367790524021268,0.8775549930194267,1402880.0,162.0,162.0,162.0,cupy,369.0,369.0,0.199850899996818,0.2042603000008966,1.3363858999946387,1.362783299991861,0.2100090000021737,1.5727922999940347,0.0508787475875137,0.0526787476860664
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain100000,1e-05,btab_boxeig_topk_1024_q128,c1,topk_1024,128.0,1024.0,1369.0,1369.0,34352.0,24.015196295328728,15924.37420763832,4.928656325459735,65.82591643702655,658.2591643702655,658.2591643702655,8.855265926588724e-15,1.7583142916084282e-15,1.091202578407544,1.1907230671232722,2805760.0,290.0,290.0,290.0,cupy,197.0,197.0,0.3361870999942766,0.3402308999939123,0.9376225000014528,0.9651659000082872,0.2457231999869691,1.2108890999952564,0.0508786872807979,0.0526789950918136
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain100000,1e-05,btab_boxeig_topk_1024_q192,c1,topk_1024,192.0,1024.0,1369.0,1369.0,34352.0,24.015196295328728,15924.37420763832,4.928656325459731,26.9245041398644,269.24504139864393,269.24504139864393,5.609536052657443e-14,2.5871885690709416e-15,1.2466843407116903,1.5542218453757424,4208640.0,418.0,418.0,418.0,cupy,132.0,132.0,0.5204214999976102,0.5247481000114931,0.9238181000109762,0.9488121000031242,0.2815254000015557,1.23033750000468,0.0508786324864008,0.0526789648110301
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain100000,1e-05,btab_boxeig_topk_1024_q256,c1,topk_1024,256.0,1024.0,1369.0,1369.0,34352.0,24.015196295328728,15924.37420763832,4.928656325459733,13.671971621259267,136.71971621259266,136.71971621259266,3.273528845356083e-14,5.233199748937802e-15,1.4233372742358752,2.0258889962292117,5611520.0,546.0,546.0,546.0,cupy,96.0,96.0,0.7347237999929348,0.7391033000021707,1.0279071999975713,1.0526327999978091,0.3315781999990577,1.384210999996867,0.0508786358856229,0.0526789512541134
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain100000,1e-05,btab_boxeig_topk_2048_q64,c1,topk_2048,64.0,2048.0,2601.0,2601.0,33120.0,5.454774512434308,6302.112012772776,3.958777724326378,256.8654806132723,2568.654806132723,2568.654806132723,5.008584422585252e-15,1.1092103767016346e-15,0.6373474767943259,0.4062118061760937,2664448.0,162.0,162.0,162.0,cupy,369.0,369.0,0.1736367999983485,0.1777646999980788,1.286376999996719,1.3126661999995122,0.2076225999917369,1.520288799991249,0.0508786446666891,0.0526793307987764
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain100000,1e-05,btab_boxeig_topk_2048_q128,c1,topk_2048,128.0,2048.0,2601.0,2601.0,33120.0,5.454774512434308,6302.112012772776,3.958777724326379,66.09261207828021,660.9261207828021,660.9261207828021,9.585823986599786e-15,1.769077795437014e-15,0.7366573111229595,0.5426639940309087,5328896.0,290.0,290.0,290.0,cupy,186.0,186.0,0.3743549000064377,0.378575800001272,0.948973799997475,0.9737885999929858,0.2369149000005563,1.2107034999935422,0.0508784788832386,0.0526791441930424
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain100000,1e-05,btab_boxeig_topk_2048_q192,c1,topk_2048,192.0,2048.0,2601.0,2601.0,33120.0,5.454774512434308,6302.112012772776,3.958777724326379,27.148310511181183,271.4831051118118,271.4831051118118,1.5254995493495105e-14,2.723246251580345e-15,0.8307653209159904,0.6901710184366485,7993344.0,418.0,418.0,418.0,cupy,125.0,125.0,0.5355801999976393,0.5398099000012735,0.917796100009582,0.9451845000003232,0.281724899992696,1.2269093999930192,0.0508786552282415,0.0526791947298769
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain100000,1e-05,btab_boxeig_topk_2048_q256,c1,topk_2048,256.0,2048.0,2601.0,2601.0,33120.0,5.454774512434308,6302.112012772776,3.9587777243263775,14.013482730131622,140.13482730131622,140.13482730131622,2.4821933892142227e-14,5.621958257296998e-15,0.9196762883192184,0.8458044752966141,10657792.0,546.0,546.0,546.0,cupy,91.0,91.0,0.7543378999980632,0.7596864999941317,1.057176400005119,1.0832013000035658,0.3486466000031214,1.4318479000066873,0.0508785912969421,0.0526791030048083
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain100000,1e-05,btab_boxeig_topk_256_q64,c1,topk_256,64.0,256.0,361.0,361.0,35360.0,385.2559473214425,91743.26479516704,5.90584082414094,248.98554623496872,2489.855462349687,2489.855462349687,3.952813401358182e-15,9.223747429456658e-16,1.4361600705238706,2.0625557481671293,370688.0,162.0,162.0,162.0,cupy,338.0,338.0,0.1804662000067765,0.1843083000130718,1.2298197000054645,1.2624804000079166,0.212708000006387,1.4751884000143036,0.0508786087352774,0.0526790516366198
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain100000,1e-05,btab_boxeig_topk_256_q128,c1,topk_256,128.0,256.0,361.0,361.0,35360.0,385.2559473214425,91743.26479516704,5.905840824140942,11.868757869775765,118.68757869775764,118.68757869775764,9.712016484171449e-14,1.683079878959232e-15,2.061893064849214,4.251403010873284,741376.0,290.0,290.0,290.0,cupy,186.0,186.0,0.3413789999904111,0.3456344000005629,0.9180518000066512,0.9439133999985644,0.2398534999956609,1.1837668999942252,0.0508785474167687,0.0526789664809192
