dataset_stem,eps,method,precompute_mode,selector_tag,btab_active_size_raw,btab_box_size,tail_size,rho_max_T,tail_energy,epsilon_T,eta_inv,eta_inv_sq,eta_inv_status,cg_iters,outer_iters,time_precond_build,time_solve,time_total,time_post_diagnostics,time_total_with_diagnostics,rmse_train,rmse_test
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain100000,1e-05,btab_auto_topk_1024,c1,topk_1024,1024.0,1369.0,34352.0,24.015196295328728,15924.37420763832,4.928656325459733,2.5231077899208496,6.366072919559273,ok,63.0,63.0,0.1033726000023307,0.3750910999951884,0.4031308999983594,0.2044994000025326,0.607630300000892,0.050878613023396,0.0526789739685487
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain100000,1e-05,btab_auto_topk_2048,c1,topk_2048,2048.0,2601.0,33120.0,5.454774512434308,6302.112012772776,3.958777724326378,2.15524863664228,4.645096685748405,ok,36.0,36.0,0.461886000004597,0.7332480999903055,0.7578981999977259,0.2908789000066463,1.0487771000043722,0.0508786252630763,0.0526789794905785
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain100000,1e-05,btab_auto_topk_256,c1,topk_256,256.0,361.0,35360.0,385.2559473214425,91743.26479516704,5.905840824140942,2.589251841639784,6.704225099435012,ok,197.0,197.0,0.010349700009101,0.6353321000060532,0.6629516999964835,0.1678660000034142,0.8308176999998977,0.0508785770648543,0.052678922186363
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain100000,1e-05,btab_auto_topk_4096,c1,topk_4096,4096.0,5329.0,30392.0,0.9838544680282528,2124.139962108919,2.189192112787321,,,skipped_no_exact_inverse,22.0,22.0,0.0038789999962318,2.0066578999976628,2.0309547999931965,0.0791046999947866,2.110059499987983,0.0508783338711927,0.0526786985748551
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain100000,1e-05,btab_auto_topk_512,c1,topk_512,512.0,625.0,35096.0,131.3518777416826,46289.08004706075,5.715394083911413,2.6544345015766795,7.046022523160635,ok,130.0,130.0,0.0232613000116543,0.4424001000006683,0.4687369000021135,0.174104100005934,0.6428410000080476,0.0508785602367734,0.0526789274350958
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1e-05,btab_auto_topk_1024,c1,topk_1024,1024.0,1369.0,34352.0,240.15196295342736,159243.74207647608,5.965348978769048,3.0681859332900787,9.41376492123911,ok,154.0,154.0,0.1027086000103736,0.7644364000007045,0.8341737999871839,0.2142119999916758,1.0483857999788595,0.0349148643553832,0.0355266718784881
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1e-05,btab_auto_topk_2048,c1,topk_2048,2048.0,2601.0,33120.0,54.54774512437489,63021.1201277645,5.690954425193257,3.0281045245555127,9.169417011633568,ok,90.0,90.0,0.4582825999968918,1.099116800003685,1.1699076000077184,0.2926098000025376,1.462517400010256,0.034914831909431,0.0355266295178468
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1e-05,btab_auto_topk_256,c1,topk_256,256.0,361.0,35360.0,3852.559473216672,917432.6479522054,6.415214545156618,2.835031733549705,8.037404930233844,ok,442.0,442.0,0.0102340000012191,1.4405560000013793,1.511399099996197,0.1761139000009279,1.687512999997125,0.0349148420236203,0.0355266409441167
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1e-05,btab_auto_topk_4096,c1,topk_4096,4096.0,5329.0,30392.0,9.838544680288264,21241.399621101573,4.931851559891995,,,skipped_no_exact_inverse,40.0,40.0,0.0037867000064579,3.972920600004727,4.041930400009733,0.0809504999924684,4.122880900002201,0.0349153695355398,0.0355270230039111
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1e-05,btab_auto_topk_512,c1,topk_512,512.0,625.0,35096.0,1313.518777417592,462890.8004708774,6.388460870011983,2.9635431788641746,8.782588172992376,ok,301.0,301.0,0.023322699998971,1.0139525999984471,1.0843834999977844,0.1733590999938314,1.257742599991616,0.0349148868751663,0.0355266802832276
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain300000,1e-05,btab_auto_topk_1024,c1,topk_1024,1024.0,1369.0,34352.0,72.04558888598662,47773.12262291524,5.643314555990227,2.753906870754017,7.584003052786185,ok,96.0,96.0,0.109294800000498,0.5407464999880176,0.579769199990551,0.2067942999856313,0.7865634999761824,0.0426649550908667,0.0435167365140895
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain300000,1e-05,btab_auto_topk_2048,c1,topk_2048,2048.0,2601.0,33120.0,16.364323537303022,18906.336038318444,4.973095772877806,2.5782611824149813,6.647430724747898,ok,56.0,56.0,0.4583795000071404,0.8583720000024186,0.8990701000002446,0.2946004999976139,1.1936705999978583,0.0426648955738755,0.0435166539893594
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain300000,1e-05,btab_auto_topk_256,c1,topk_256,256.0,361.0,35360.0,1155.7678419643346,275229.7943855028,6.514084379768329,2.6423462619651272,6.98199376812108,ok,277.0,277.0,0.0105190000031143,0.8670171999983722,0.9047617000032916,0.167895699996734,1.0726574000000255,0.0426648849171877,0.0435166156669136
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain300000,1e-05,btab_auto_topk_4096,c1,topk_4096,4096.0,5329.0,30392.0,2.951563404084776,6372.419886326795,3.598141238064297,,,skipped_no_exact_inverse,33.0,33.0,0.0047284000029321,3.246811400007573,3.283577000009245,0.0876565999933518,3.371233600002597,0.0426649535354266,0.0435166912364425
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain300000,1e-05,btab_auto_topk_512,c1,topk_512,512.0,625.0,35096.0,394.0556332250501,138867.24014118308,6.30896051092081,2.74781122392469,7.550466522326503,ok,196.0,196.0,0.0231588000024203,0.6517131999862613,0.6894190999882994,0.1784990999876754,0.8679181999759749,0.0426649327396355,0.0435167155508763
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,1e-05,btab_auto_topk_1024,c1,topk_1024,1024.0,1369.0,34352.0,720.4558888598436,477731.2262291375,7.294641315144396,3.208422249082864,10.293973328409942,ok,248.0,248.0,0.1080991000053472,1.1641762999934144,1.35314720000315,0.2039264000050025,1.5570736000081524,0.030654318761437,0.031097446586251
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,1e-05,btab_auto_topk_2048,c1,topk_2048,2048.0,2601.0,33120.0,163.64323537302514,189063.3603831785,6.659925207394539,3.222190938576632,10.382514444645356,ok,140.0,140.0,0.4527131999930134,1.4607488000037847,1.6476660999906017,0.2908063999930164,1.938472499983618,0.0306542803459713,0.0310974038387763
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,1e-05,btab_auto_topk_256,c1,topk_256,256.0,361.0,35360.0,11557.678419642983,2752297.943854942,7.72437633084683,2.8794718789162186,8.291358301469298,ok,722.0,722.0,0.0105434999859426,2.294984200008912,2.47839030000614,0.1844946000055642,2.6628849000117043,0.0306543099922956,0.0310974229580537
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,1e-05,btab_auto_topk_4096,c1,topk_4096,4096.0,5329.0,30392.0,29.51563404084684,63724.19886326596,5.6411880953076405,,,skipped_no_exact_inverse,46.0,46.0,0.0042920999985653,4.722602399997413,4.907815699989442,0.0710490999917965,4.978864799981238,0.0306545227427313,0.0310976522681384
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,1e-05,btab_auto_topk_512,c1,topk_512,512.0,625.0,35096.0,3940.556332250379,1388672.4014117874,7.621116718924885,3.0957921696018382,9.583929157368058,ok,487.0,487.0,0.0225434999883873,1.6251541999954495,1.813152499991702,0.1750934000010602,1.988245899992762,0.0306543406347946,0.0310974451872528
synthetic_true_func_2d_n100000,1e-05,btab_auto_topk_1024,c1,topk_1024,1024.0,1369.0,34352.0,24.01471832986902,15924.037585041098,2.8909697413207445,1.6979056015001457,2.8828834316055705,ok,43.0,43.0,0.1070724000019254,0.2993868000048678,0.3238507999922149,0.2011135999928228,0.5249643999850377,0.0196773676246365,0.0028663056555757
synthetic_true_func_2d_n100000,1e-05,btab_auto_topk_2048,c1,topk_2048,2048.0,2601.0,33120.0,5.454659259340382,6301.974534358144,2.4078465970894887,1.434504427106825,2.05780295138908,ok,24.0,24.0,0.4946804999926826,0.6620538999995915,0.6876088999997592,0.3005671999999322,0.9881760999996914,0.0196773983562221,0.0028668116533099
synthetic_true_func_2d_n100000,1e-05,btab_auto_topk_256,c1,topk_256,256.0,361.0,35360.0,385.250428730141,91741.62177133362,3.3340620179486784,1.909119086018836,3.644735684601396,ok,124.0,124.0,0.0153824000008171,0.4485284999973373,0.4755108000099426,0.1833324000035645,0.6588432000135072,0.0196773649528333,0.0028661512193466
synthetic_true_func_2d_n100000,1e-05,btab_auto_topk_4096,c1,topk_4096,4096.0,5329.0,30392.0,0.983832940883816,2124.092769245548,1.3113255278082407,,,skipped_no_exact_inverse,15.0,15.0,0.0178717999951913,1.7729057999968063,1.799311900002067,0.059688699999242,1.859000600001309,0.0196773426522086,0.0028663640811152
synthetic_true_func_2d_n100000,1e-05,btab_auto_topk_512,c1,topk_512,512.0,625.0,35096.0,131.34961397239357,46288.17184947727,3.1871976068283066,1.859318297231479,3.4570645304197662,ok,84.0,84.0,0.0234067999990656,0.2873208999953931,0.3157761999900685,0.1692067000112729,0.4849829000013415,0.0196773294235547,0.0028662263247393
synthetic_true_func_2d_n1000000,1e-05,btab_auto_topk_1024,c1,topk_1024,1024.0,1369.0,34352.0,240.1514296249552,159243.36646233394,2.8394050022110275,1.8063859279535828,3.2630301207087262,ok,91.0,91.0,0.1037869000138016,0.4885326999938115,0.5578022999980021,0.2042385000095237,0.7620408000075258,0.0199360744607412,0.0012661960952068
synthetic_true_func_2d_n1000000,1e-05,btab_auto_topk_2048,c1,topk_2048,2048.0,2601.0,33120.0,54.54761652132973,63020.96672492494,2.731338618741146,1.7168587239733133,2.9476038780832736,ok,57.0,57.0,0.4652139999961946,0.8778615000046557,0.9487147000036202,0.2937149999925168,1.242429699996137,0.019936053564873,0.0012655525452145
synthetic_true_func_2d_n1000000,1e-05,btab_auto_topk_256,c1,topk_256,256.0,361.0,35360.0,3852.553315432024,917430.8146185433,2.948956654334704,1.8800557892970728,3.53460977086944,ok,249.0,249.0,0.0122275999892735,0.7912177000107476,0.861182499997085,0.1677710000076331,1.028953500004718,0.0199360178038636,0.001265606847605
synthetic_true_func_2d_n1000000,1e-05,btab_auto_topk_4096,c1,topk_4096,4096.0,5329.0,30392.0,9.838520659606608,21241.346961770272,2.429680498750641,,,skipped_no_exact_inverse,21.0,21.0,0.0037942999915685,1.8731716999900527,1.9459633999940704,0.0814159000001382,2.027379299994209,0.0199360360466358,0.0012659150488504
synthetic_true_func_2d_n1000000,1e-05,btab_auto_topk_512,c1,topk_512,512.0,625.0,35096.0,1313.5162514399249,462889.78707640665,2.921056339067285,1.868381911280368,3.4908509663996816,ok,186.0,186.0,0.0249800000019604,0.6417469999869354,0.7121853999997256,0.1729475000029197,0.8851329000026453,0.0199360621811305,0.0012663059652412
synthetic_true_func_2d_n300000,1e-05,btab_auto_topk_1024,c1,topk_1024,1024.0,1369.0,34352.0,72.04464791750979,47772.45991525851,2.883063160976817,1.7600713880463406,3.097851291019372,ok,64.0,64.0,0.111898300005123,0.3923407000111183,0.4334111000061966,0.2171257000009063,0.650536800007103,0.0198685356540744,0.0018751596965656
synthetic_true_func_2d_n300000,1e-05,btab_auto_topk_2048,c1,topk_2048,2048.0,2601.0,33120.0,16.364096638967,18906.06538502218,2.6140808146733017,1.5775544987697807,2.488678196588774,ok,36.0,36.0,0.5008917999948608,0.7675768999906722,0.804900599992834,0.2954205999994883,1.1003211999923224,0.01986851762205,0.0018749872826183
synthetic_true_func_2d_n300000,1e-05,btab_auto_topk_256,c1,topk_256,256.0,361.0,35360.0,1155.7569775576071,275226.5597735452,3.0609582701007985,1.878367586682567,3.528264790699691,ok,156.0,156.0,0.0128665999945951,0.5254501999879722,0.5665710999892326,0.1764266999962274,0.74299779998546,0.019868466916255,0.0018743570959141
synthetic_true_func_2d_n300000,1e-05,btab_auto_topk_4096,c1,topk_4096,4096.0,5329.0,30392.0,2.9515210236665936,6372.326977883447,1.971562333851464,,,skipped_no_exact_inverse,17.0,17.0,0.0051207999931648,1.7135433000075864,1.7519353000097908,0.0638611000031232,1.815796400012914,0.0198686206614233,0.0018746597804685
synthetic_true_func_2d_n300000,1e-05,btab_auto_topk_512,c1,topk_512,512.0,625.0,35096.0,394.05117655616414,138865.4521767447,3.004412446749192,1.8578788458869604,3.451713805994264,ok,122.0,122.0,0.027634099998977,0.4727988999948138,0.5114422999904491,0.1965875999885611,0.7080298999790102,0.0198685674906007,0.0018756846957805
