M,S_kind,active_mode,active_size,active_tau,active_topk,box_memory_bytes,box_radii,box_shape,box_size,btab_active_mode,btab_active_size_raw,btab_active_tau,btab_active_topk,btab_box_budget,btab_box_size,btab_diagnostic_mode,btab_diagnostic_power_iter,btab_diagnostic_tol,btab_eig_apply_batch_cols,btab_eig_backend,btab_eig_eig_residual_max,btab_eig_eig_residual_median,btab_eig_maxiter,btab_eig_n_ABB_matvec_cols,btab_eig_n_eig_matvec,btab_eig_ncv,btab_eig_ncv_actual,btab_eig_q,btab_eig_size_S,btab_eig_size_T,btab_eig_storage_bytes,btab_eig_theta_q1,btab_eig_theta_q1_over_sigma2,btab_eig_tol,btab_exact_apply_mode,btab_exact_box_max_size,btab_experiment_route,btab_inner_maxiter,btab_inner_precond,btab_inner_tol,btab_outer_gmres_restart,btab_outer_solver,btab_route_group,btab_solve_mode,cg_iters,cg_n_matvec,cg_relres,chol_memory_bytes,chunk_size,coord_nystrom_gamma,dataset_dim,dataset_stem,debug_finite_checks,device_name,diagnostic_mode,diagnostic_n_ASS_matvec,diagnostic_n_A_matvec,diagnostic_n_eig_matvec,diagnostic_n_matvec,diagnostic_n_power_iter,diagnostic_n_precond,dim,efgp_matrix_dim,eig_block_size,eig_n_iter,eig_nystrom_kernel_s,eig_residual_cols_rel,eig_residual_fro,eig_residual_fro_rel,eig_residual_max,eig_residual_median,eigen_apply_A_block_calls,eigen_n_matvec,eigen_t_matvec_avg,eigen_t_matvec_total,eps,exact_apply_mode,gamma,has_nufft,injected_eps_coord_topq,inner_last_relres,inner_max_iters,inner_maxiter,inner_precond,inner_tol,inner_total_iters,inner_total_matvec,inner_total_precond,inverse_memory_bytes,is_warmup,iterations,kernel_family,kernel_lengthscale,kernel_nu,kernel_variance,lambda1_coord_nystrom,local_fft_memory_bytes,maxiter,method,mtot,n_matvec,n_precond,n_test,n_train,non_v1_maxiter,nufft_backend,nufft_stage,outer_gmres_restart,outer_iters,outer_relres,outer_solver,outer_status,precond_apply_calls,precond_kind,profile_components,reg_lambda,repeat_idx,rho_max_T,rmse_test,rmse_train,run_seed,sigma2_equiv_reg_lambda,solve_mode,status,surrogate_tag,t_matvec_avg,t_matvec_total,t_precond_avg,t_precond_total,tail_energy,tail_size,theta_coord_topq,theta_q1_over_sigma2,time_active_set,time_box_gather_avg,time_box_gather_total,time_box_scatter_avg,time_box_scatter_total,time_box_solve_avg,time_box_solve_total,time_build_Ag,time_build_box_matrix,time_build_inverse,time_build_local_fft,time_cholesky,time_diag_avg,time_diag_total,time_eig_setup,time_eigenspace,time_post_diagnostics,time_precompute,time_precond_build,time_predict,time_solve,time_symmetrize_regularize,time_total,time_total_with_diagnostics,tol,top_q,v1_maxiter,version
1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_b,,,,,,group_b,,3584,3585,8.606373509672571e-08,,,,2,synthetic_true_func_2d_ntrain300000000,False,NVIDIA A100-SXM4-40GB,,,,,,,,2,1225,,,,,,,,,0,0,,,1e-05,,,True,,,,,,,,,,,False,3584.0,SE,0.1,1.5,1.0,,,80000,plain_cg,35,3585,,75000000,300000000,3000,cufinufft,cufinufft,,,,,,,,True,0.1,0,,0.00034231607701422974,0.30001748473444934,0,,,ok,,0.0009468100990232661,3.394314204998409,,,,,,,,,,,,,,,,,,,,,,,,5.036153825999918,,1.5270031610000387,5.688072031000047,,10.724227220999865,,1e-07,,80000,v1
1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_b,,,,,,group_b,,1038,1039,9.790760237107628e-08,,,nan,2,synthetic_true_func_2d_ntrain300000000,False,NVIDIA A100-SXM4-40GB,,,,,,,,2,1225,72,3,nan,,147830.24167632236,0.0029478247697103596,,,5,352,0.0012520640004764904,0.4407265281677246,1e-05,,,True,[],,,,,,,,,,False,1038.0,SE,0.1,1.5,1.0,nan,,3000,eigenpro_pcg_q64,35,1039,1038,75000000,300000000,3000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.0005657121185923956,0.300017820972611,0,,,ok,,0.0006328816092413564,0.6575639920017693,0.00017320475818763888,0.17978653899876917,,,[],,,,,,,,,,,,,,,,,2.0468246349998935,,3.4790980120001223,0.45795896000004177,1.536109993999844,1.4982005570000183,,7.482082164000076,,1e-07,64,80000,v3
1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_b,,,,,,group_b,,262,263,7.273419607043637e-08,,,nan,2,synthetic_true_func_2d_ntrain300000000,False,NVIDIA A100-SXM4-40GB,,,,,,,,2,1225,136,3,nan,,6884.036745143314,0.00013720063112451734,,,5,672,0.0005997135298592704,0.4030074920654297,1e-05,,,True,[],,,,,,,,,,False,262.0,SE,0.1,1.5,1.0,nan,,3000,eigenpro_pcg_q128,35,263,262,75000000,300000000,3000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.0005657952469641558,0.30001782106296165,0,,,ok,,0.000633367475295377,0.16657564600268415,0.00015183891221182727,0.03978179499949874,,,[],,,,,,,,,,,,,,,,,0.4161526549999053,,1.4951725810001335,0.0003182319999268657,1.5260628799999267,0.3719392960001642,,2.28358276400013,,1e-07,128,80000,v3
1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_b,,,,,,group_b,,8,9,9.480001314136564e-08,,,nan,2,synthetic_true_func_2d_ntrain300000000,False,NVIDIA A100-SXM4-40GB,,,,,,,,2,1225,264,3,nan,,20.373877183799888,4.0605621586503044e-07,,,5,1312,0.0006103757997838463,0.8008130493164063,1e-05,,,True,[],,,,,,,,,,False,8.0,SE,0.1,1.5,1.0,nan,,3000,eigenpro_pcg_q256,35,9,8,75000000,300000000,3000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.0005493454627117664,0.30001782028676355,0,,,ok,,0.0006375277777755804,0.005737749999980224,0.0001578223749731933,0.0012625789997855463,,,[],,,,,,,,,,,,,,,,,0.8198296240000218,,1.4942752849999579,0.0002843049999228242,1.5262286040001527,0.012536001999933433,,2.326925215999836,,1e-07,256,80000,v3
1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_b,,,,,,group_b,,1,2,8.162194179380025e-08,,,nan,2,synthetic_true_func_2d_ntrain300000000,False,NVIDIA A100-SXM4-40GB,,,,,,,,2,1225,328,3,nan,,1.5426088807633085,3.074456172604192e-08,,,5,1632,0.0006116505043179381,0.998213623046875,1e-05,,,True,[],,,,,,,,,,False,1.0,SE,0.1,1.5,1.0,nan,,3000,eigenpro_pcg_q320,35,2,1,75000000,300000000,3000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.0004973369518583065,0.3000177688635325,0,,,ok,,0.0006743605000565367,0.0013487210001130734,0.0002395440001237148,0.0002395440001237148,,,[],,,,,,,,,,,,,,,,,1.025603861000036,,1.4943516060000093,0.000288167999997313,1.536848928999916,0.002672209000138537,,2.522915844000181,,1e-07,320,80000,v3
1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_b,,,,,,group_b,,3,4,5.082535676737875e-08,,,nan,2,synthetic_true_func_2d_ntrain300000000,False,NVIDIA A100-SXM4-40GB,,,,,,,,2,1225,392,3,nan,,0.25124320764097374,5.007336857638323e-09,,,5,1952,0.0006111769207188341,1.1930173492431642,1e-05,,,True,[],,,,,,,,,,False,3.0,SE,0.1,1.5,1.0,nan,,3000,eigenpro_pcg_q384,35,4,3,75000000,300000000,3000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.0005660178911157569,0.30001782326504595,0,,,ok,,0.0006474062500387845,0.002589625000155138,0.00018937800011068853,0.0005681340003320656,,,[],,,,,,,,,,,,,,,,,1.2186774939998486,,1.4943395160000819,0.00032144600004357926,1.52540901999987,0.005504245000111041,,2.718842701000085,,1e-07,384,80000,v3
1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_b,,,,,,group_b,,2,3,7.770437074727748e-08,,,nan,2,synthetic_true_func_2d_ntrain300000000,False,NVIDIA A100-SXM4-40GB,,,,,,,,2,1225,456,3,nan,,0.23683639554351735,4.720205667529687e-09,,,5,2272,0.0006088500224368673,1.3833072509765625,1e-05,,,True,[],,,,,,,,,,False,2.0,SE,0.1,1.5,1.0,nan,,3000,eigenpro_pcg_q448,35,3,2,75000000,300000000,3000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.0005648667555864013,0.30001782059729654,0,,,ok,,0.000668201333307176,0.002004603999921528,0.00021218799997768656,0.0004243759999553731,,,[],,,,,,,,,,,,,,,,,1.4124586230000205,,1.4939987660000043,0.0002900580000186892,1.5305844199999683,0.0042259829999693466,,2.9109734300000127,,1e-07,448,80000,v3
1225,expanded_box,topk,512,,512,0,"[12, 12]","[25, 25]",625,topk,512,,512,80000,625,cheap,30,0.01,,,,,,,,,,,,,,,,,inverse,20000,group_b,50,diag,0.001,50,auto,group_b,auto,79,80,8.872770851523098e-08,0,,,2,synthetic_true_func_2d_ntrain300000000,False,NVIDIA A100-SXM4-40GB,cheap,0,0,0,0,0,0,2,1225,,,,,,,,,,,,,1e-05,inverse,299999999.99935234,True,,nan,0,50,diag,0.001,0,0,0,6250000,False,79.0,SE,0.1,1.5,1.0,,0,3000,btab_auto_topk_512,35,80,79,75000000,300000000,3000,cufinufft,binned_c1,50,79,8.872770851523098e-08,pcg,converged,79,,True,0.1,0,248.7941398093209,0.0005649614801120792,0.30001782106078523,0,0.1,exact,ok,,0.0006373150000030137,0.05098520000024109,0.00026287960759251703,0.020767488999808847,7451.295978545698,600,,,0.00710295099997893,4.503107594027364e-05,0.0035574549992816173,4.150487341610619e-05,0.003278884999872389,7.599360760593035e-05,0.006003495000868497,0.7817927519997738,0.4031830269998409,0.12898488999985602,0.0,0.14198424000005616,5.707055697712349e-05,0.0045085740011927555,,,0.0001811250001537701,1.49622820400009,1.2824563220001437,1.5347744480000074,1.4042331489999924,0.10764059500002077,2.9004613530000825,2.9006424780002362,1e-07,,80000,v6_btab
1225,expanded_box,topk,1024,,1024,0,"[17, 17]","[35, 35]",1225,topk,1024,,1024,80000,1225,cheap,30,0.01,,,,,,,,,,,,,,,,,inverse,20000,group_b,50,diag,0.001,50,auto,group_b,auto,3,4,2.69713729530375e-09,0,,,2,synthetic_true_func_2d_ntrain300000000,False,NVIDIA A100-SXM4-40GB,cheap,0,0,0,0,0,0,2,1225,,,,,,,,,,,,,1e-05,inverse,299999999.99935234,True,,nan,0,50,diag,0.001,0,0,0,24010000,False,3.0,SE,0.1,1.5,1.0,,0,3000,btab_auto_topk_1024,35,4,3,75000000,300000000,3000,cufinufft,binned_c1,50,3,2.69713729530375e-09,pcg,converged,3,,True,0.1,0,0.0,0.000564988381736162,0.30001782103888075,0,0.1,exact,ok,,0.0007224769999538694,0.0028899079998154775,0.00026658233332454984,0.0007997469999736495,0.0,0,,,0.0005550420000872691,1.7708333340730558e-05,5.312500002219167e-05,3.618133329534127e-05,0.00010854399988602381,0.00010151566668052207,0.0003045470000415662,0.05380925500003286,0.04746055800001159,0.003049558000157049,0.0,0.0027927290000206995,5.681833332952616e-05,0.0001704549999885785,,,6.731400003445742e-05,1.4940813830000934,0.055178096999952686,1.5287846379999337,0.06136577200004467,0.0005064099998435267,1.555447155000138,1.5555144690001725,1e-07,,80000,v6_btab
1225,expanded_box,topk,256,,256,0,"[9, 9]","[19, 19]",361,topk,256,,256,80000,361,cheap,30,0.01,,cupy,7.438085260392145e-15,1.193350158785199e-15,320,162,162,,162,64,361,864,370688,451215.6210841662,4512156.210841662,0.001,boxeig,20000,group_b,50,diag,0.001,50,auto,group_b,boxeig,1470,1471,9.351421657498125e-08,0,,,2,synthetic_true_func_2d_ntrain300000000,False,NVIDIA A100-SXM4-40GB,cheap,64,0,64,64,0,0,2,1225,,,,,,,7.438085260392145e-15,1.193350158785199e-15,,,,,1e-05,boxeig,299999999.99935234,True,,nan,0,0,,nan,0,0,0,0,False,1470.0,SE,0.1,1.5,1.0,,21904,3000,btab_boxeig_topk_256_q64,35,1471,1470,75000000,300000000,3000,cufinufft,binned_c1,50,1470,9.351421657498125e-08,pcg,converged,1470,,True,0.1,0,41989.68361803287,0.0005573048851335279,0.30001780733861627,0,0.1,boxeig,ok,,0.0006385513004720231,0.9393089629943461,0.0004321124163247461,0.6352052519973768,1369995.9262617128,864,,4512156.210841662,0.000470450000193523,4.634684421798862e-05,0.06812986100044327,4.038612312976765e-05,0.05936760100075844,0.00024377148503340848,0.35834408299911047,1.4711369089998243,0.0,0.0,0.2342885649998152,0.0,5.883504761764975e-05,0.08648751999794513,1.236848344000009,,0.7560933379998005,1.4937560920000124,1.577315808000094,1.5278968720001558,4.082591881999861,0.0,5.576347973999873,6.332441311999673,1e-07,,80000,v7_btab_boxeig
