dataset_family,n_train,eps,selected_topk,selected_q,time_total,iterations,cg_iters,outer_iters,rmse_test,btab_eig_theta_q1_over_sigma2,btab_eig_eig_residual_max,eta_eig
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression,1000000,1e-05,4096.0,192.0,1.8558320000011008,315.0,315.0,315.0,0.0355266026954496,2716.911292688934,1.1698347773240454e-14,0.6991630655277277
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression,3000000,1e-05,4096.0,192.0,3.5359754000091925,486.0,486.0,486.0,0.0310973131992319,8157.913459002125,5.2271429830565175e-14,0.8393746415592395
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression,10000000,1e-05,4096.0,192.0,4.210458399989875,691.0,691.0,691.0,0.028615214000336,27186.30232839466,1.8236824786577125e-14,0.906395968410499
synthetic_true_func_2d,1000000,1e-05,8192.0,128.0,1.1359108999895398,140.0,140.0,140.0,0.0012634316579828,6920.915484633265,1.5461292422372126e-14,0.2620215712693283
synthetic_true_func_2d,3000000,1e-05,4096.0,128.0,1.264128199982224,119.0,119.0,119.0,0.0008886637048553,20761.633870444337,1.0538863908215202e-14,0.5056852415738493
synthetic_true_func_2d,10000000,1e-05,4096.0,128.0,1.7070504000002984,148.0,148.0,148.0,0.0005593070869972,69198.87974009594,1.0650072699641988e-14,0.5279254300228816
