run_id,timestamp,mode,N,eps,top_q,reg_lambda,cg_tol,wall_s_total,rmse_test,peak_mem_gb,status,error,cg_iters,cg_relres,n_matvec,t_matvec_total,n_precond,t_precond_total,time_precompute,time_eigenspace,time_precond_build,time_solve,time_predict,nufft_stage,device_name,surrogate_tag,repeat_idx,repeat_count
20260424_022751_gpu_v1_topq0_q0_N100000_20260421,2026-04-24T02:28:07.188720,gpu_v1_topq0,100000,1e-05,0,0.1,1e-06,0.9494160999893211,0.0025972092727744056,0.8672851556912065,ok,,400,9.792567772445387e-07,401,0.6056530993664637,0,,0.02186430001165718,0.0,0.0,0.9211525000282563,0.004853599995840341,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,0,20
20260424_022751_gpu_v1_topq0_q0_N100000_20260422,2026-04-24T02:28:08.314100,gpu_v1_topq0,100000,1e-05,0,0.1,1e-06,0.9778564000152983,0.0027004286397797296,0.8672851556912065,ok,,397,9.42825366043847e-07,398,0.6104103999678046,0,,0.019064899999648333,0.0,0.0,0.952587699983269,0.00502109999069944,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,1,20
20260424_022751_gpu_v1_topq0_q0_N100000_20260423,2026-04-24T02:28:09.423277,gpu_v1_topq0,100000,1e-05,0,0.1,1e-06,0.9647638000315055,0.0025183503491304315,0.8672851556912065,ok,,409,9.64121186416462e-07,410,0.614646399859339,0,,0.019113800022751093,0.0,0.0,0.939623299986124,0.004966899985447526,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,2,20
20260424_022751_gpu_v1_topq0_q0_N100000_20260424,2026-04-24T02:28:10.528479,gpu_v1_topq0,100000,1e-05,0,0.1,1e-06,0.9622970999917015,0.0026131014150946406,0.8672851556912065,ok,,403,8.688419341026124e-07,404,0.6118352994672023,0,,0.018371100013609976,0.0,0.0,0.937468699994497,0.0050894999876618385,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,3,20
20260424_022751_gpu_v1_topq0_q0_N100000_20260425,2026-04-24T02:28:11.618485,gpu_v1_topq0,100000,1e-05,0,0.1,1e-06,0.951473499997519,0.002589021556799175,0.8672851556912065,ok,,414,8.73214071983126e-07,415,0.616228299215436,0,,0.019778900023084134,0.0,0.0,0.9258984999614768,0.004822299990337342,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,4,20
20260424_022751_gpu_v1_topq0_q0_N100000_20260426,2026-04-24T02:28:12.697668,gpu_v1_topq0,100000,1e-05,0,0.1,1e-06,0.9332564999931492,0.002508246733824633,0.8672851556912065,ok,,400,9.900452016342066e-07,401,0.5987693006754853,0,,0.019063299987465143,0.0,0.0,0.9079050000291318,0.005036399990785867,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,5,20
20260424_022751_gpu_v1_topq0_q0_N100000_20260427,2026-04-24T02:28:13.836965,gpu_v1_topq0,100000,1e-05,0,0.1,1e-06,0.9930187999852933,0.0025435660766200724,0.8672851556912065,ok,,405,9.77004732875527e-07,406,0.6228469999623485,0,,0.01956739998422563,0.0,0.0,0.966975099989213,0.00536179996561259,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,6,20
20260424_022751_gpu_v1_topq0_q0_N100000_20260428,2026-04-24T02:28:14.901097,gpu_v1_topq0,100000,1e-05,0,0.1,1e-06,0.9221401999820955,0.002539147861361781,0.8672851556912065,ok,,397,9.759060429743214e-07,398,0.5917848000535741,0,,0.019098999968264252,0.0,0.0,0.8966631999937817,0.005229000002145767,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,7,20
20260424_022751_gpu_v1_topq0_q0_N100000_20260429,2026-04-24T02:28:15.970664,gpu_v1_topq0,100000,1e-05,0,0.1,1e-06,0.9229863999644294,0.0025840092461330145,0.8672851556912065,ok,,402,8.810441435237447e-07,403,0.5946113009704277,0,,0.019957699987571687,0.0,0.0,0.8965288999606855,0.005129099998157471,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,8,20
20260424_022751_gpu_v1_topq0_q0_N100000_20260430,2026-04-24T02:28:17.095580,gpu_v1_topq0,100000,1e-05,0,0.1,1e-06,0.9808577999938279,0.0023980965371647213,0.8672851556912065,ok,,413,9.340651047098999e-07,414,0.6203692004783079,0,,0.019017299986444414,0.0,0.0,0.9557461999938823,0.004965700034517795,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,9,20
