M,S_kind,active_mode,active_size,active_tau,active_topk,box_memory_bytes,box_radii,box_shape,box_size,btab_active_mode,btab_active_size_raw,btab_active_tau,btab_active_topk,btab_box_budget,btab_box_size,btab_diagnostic_mode,btab_diagnostic_power_iter,btab_diagnostic_tol,btab_eig_apply_batch_cols,btab_eig_backend,btab_eig_eig_residual_max,btab_eig_eig_residual_median,btab_eig_maxiter,btab_eig_n_ABB_matvec_cols,btab_eig_n_eig_matvec,btab_eig_ncv,btab_eig_ncv_actual,btab_eig_q,btab_eig_size_S,btab_eig_size_T,btab_eig_storage_bytes,btab_eig_theta_q1,btab_eig_theta_q1_over_sigma2,btab_eig_tol,btab_exact_apply_mode,btab_exact_box_max_size,btab_inner_maxiter,btab_inner_precond,btab_inner_tol,btab_outer_gmres_restart,btab_outer_solver,btab_solve_mode,cg_iters,cg_n_matvec,cg_relres,chol_memory_bytes,chunk_size,dataset_dim,dataset_stem,debug_finite_checks,device_name,diagnostic_mode,diagnostic_n_ASS_matvec,diagnostic_n_A_matvec,diagnostic_n_eig_matvec,diagnostic_n_matvec,diagnostic_n_power_iter,diagnostic_n_precond,dim,efgp_matrix_dim,eig_residual_max,eig_residual_median,eps,exact_apply_mode,gamma,has_nufft,inner_last_relres,inner_max_iters,inner_maxiter,inner_precond,inner_tol,inner_total_iters,inner_total_matvec,inner_total_precond,inverse_memory_bytes,is_warmup,iterations,kernel_family,kernel_lengthscale,kernel_nu,kernel_variance,local_fft_memory_bytes,maxiter,method,mtot,n_matvec,n_precond,n_test,n_train,nufft_backend,nufft_stage,outer_gmres_restart,outer_iters,outer_relres,outer_solver,outer_status,precond_apply_calls,profile_components,reg_lambda,repeat_idx,rho_max_T,rmse_test,rmse_train,run_seed,sigma2_equiv_reg_lambda,solve_mode,status,t_matvec_avg,t_matvec_total,t_precond_avg,t_precond_total,tail_energy,tail_size,theta_q1_over_sigma2,time_active_set,time_box_gather_avg,time_box_gather_total,time_box_scatter_avg,time_box_scatter_total,time_box_solve_avg,time_box_solve_total,time_build_Ag,time_build_box_matrix,time_build_inverse,time_build_local_fft,time_cholesky,time_diag_avg,time_diag_total,time_eig_setup,time_post_diagnostics,time_precompute,time_precond_build,time_predict,time_solve,time_symmetrize_regularize,time_total,time_total_with_diagnostics,tol,version
35721,expanded_box,topk,512,,512,0,"[12, 12]","[25, 25]",625,topk,512,,512,5000,625,cheap,30,0.01,,cupy,2.0666653106620588e-15,1.0259619996936422e-15,160,98,98,,98,32,625,35096,320512,23047.579093510234,230475.79093510233,0.001,boxeig,4096,50,diag,0.001,50,auto,boxeig,499,500,9.946724270668603e-07,0,,2,synthetic_true_func_2d_n3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,32,0,32,32,0,0,2,35721,2.0666653106620588e-15,1.0259619996936422e-15,1e-05,boxeig,2999999.9999964214,True,nan,0,0,,nan,0,0,0,0,False,499.0,matern,0.1,1.5,1.0,38416,6000,btab_boxeig_topk_512_q32,189,500,499,1000,3000000,cufinufft,cufinufft,50,499,9.946724270668603e-07,pcg,converged,499,True,0.1,0,3940.5522633324426,0.0008813052999465544,0.019970949565540574,0,0.1,boxeig,ok,0.0015587059999525082,0.7793529999762541,0.0007089589172922904,0.3537704997288529,1388670.7690064183,35096,230475.79093510233,0.0026184000016655773,7.458396786371272e-05,0.03721739996399265,6.932565108485677e-05,0.03459349989134353,0.0004140745489081211,0.20662319990515243,0.17512100000749342,0.0,0.0,0.001921500006574206,0.0,0.00010305010009195864,0.051421999945887364,0.17319950000091922,0.020502599989413284,0.25710329999856185,0.1784542999957921,0.06098169999313541,1.8731149000086589,0.0,2.1302182000072207,2.150720799996634,1e-06,v7_btab_boxeig
35721,expanded_box,topk,512,,512,0,"[12, 12]","[25, 25]",625,topk,512,,512,5000,625,cheap,30,0.01,,cupy,4.030638539053038e-15,1.022791645540091e-15,320,162,162,,162,64,625,35096,641024,7531.831997882344,75318.31997882343,0.001,boxeig,4096,50,diag,0.001,50,auto,boxeig,284,285,9.774260408492579e-07,0,,2,synthetic_true_func_2d_n3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,64,0,64,64,0,0,2,35721,4.030638539053038e-15,1.022791645540091e-15,1e-05,boxeig,2999999.9999964214,True,nan,0,0,,nan,0,0,0,0,False,284.0,matern,0.1,1.5,1.0,38416,6000,btab_boxeig_topk_512_q64,189,285,284,1000,3000000,cufinufft,cufinufft,50,284,9.774260408492579e-07,pcg,converged,284,True,0.1,0,3940.5522633324426,0.0008815090424666276,0.01997098419409155,0,0.1,boxeig,ok,0.001491476490883271,0.42507079990173224,0.0006078183096050594,0.17262039992783684,1388670.7690064183,35096,75318.31997882343,0.0023105000000214204,6.471478894088929e-05,0.018379000059212558,6.313028156718003e-05,0.01792899996507913,0.00034692288733220294,0.09852610000234563,0.18717629999446217,0.0,0.0,0.0014411000011023134,0.0,9.258732425735962e-05,0.02629480008909013,0.18573519999335986,0.04320880000886973,0.25370960000145715,0.18994899999233894,0.06087999998999294,1.0633737000025576,0.0,1.3170833000040147,1.3602921000128845,1e-06,v7_btab_boxeig
35721,expanded_box,topk,512,,512,0,"[12, 12]","[25, 25]",625,topk,512,,512,5000,625,cheap,30,0.01,,cupy,1.0431052611751337e-14,1.3574415186884658e-15,640,290,290,,290,128,625,35096,1282048,2045.5632056716809,20455.632056716808,0.001,boxeig,4096,50,diag,0.001,50,auto,boxeig,228,229,8.846413385393407e-07,0,,2,synthetic_true_func_2d_n3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,128,0,128,128,0,0,2,35721,1.0431052611751337e-14,1.3574415186884658e-15,1e-05,boxeig,2999999.9999964214,True,nan,0,0,,nan,0,0,0,0,False,228.0,matern,0.1,1.5,1.0,38416,6000,btab_boxeig_topk_512_q128,189,229,228,1000,3000000,cufinufft,cufinufft,50,228,8.846413385393407e-07,pcg,converged,228,True,0.1,0,3940.5522633324426,0.0008773710135406505,0.019970892119907387,0,0.1,boxeig,ok,0.0015218034936938696,0.3484930000558961,0.000640448245496628,0.14602219997323118,1388670.7690064183,35096,20455.632056716808,0.0022250999900279567,6.885175389470533e-05,0.015698199887992814,6.293640316263854e-05,0.014349499921081588,0.000371533333428057,0.084709600021597,0.3536662999977125,0.0,0.0,0.0012325999996392056,0.0,9.489824604539185e-05,0.02163680009834934,0.3524336999980733,0.07804079999914393,0.2530964000034146,0.35633599999709986,0.060660000002826564,1.0822461000061594,0.0,1.335342500009574,1.413383300008718,1e-06,v7_btab_boxeig
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,5000,1369,cheap,30,0.01,,cupy,2.9449439275871058e-15,9.331463092335247e-16,160,98,98,,98,32,1369,34352,701440,23059.522591552766,230595.22591552764,0.001,boxeig,4096,50,diag,0.001,50,auto,boxeig,472,473,9.898586696256687e-07,0,,2,synthetic_true_func_2d_n3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,32,0,32,32,0,0,2,35721,2.9449439275871058e-15,9.331463092335247e-16,1e-05,boxeig,2999999.9999964214,True,nan,0,0,,nan,0,0,0,0,False,472.0,matern,0.1,1.5,1.0,85264,6000,btab_boxeig_topk_1024_q32,189,473,472,1000,3000000,cufinufft,cufinufft,50,472,9.898586696256687e-07,pcg,converged,472,True,0.1,0,720.4550297587765,0.0008836978358169341,0.01997097851704118,0,0.1,boxeig,ok,0.0015039871037365714,0.7113859000673983,0.0006307203392202224,0.297700000111945,477730.621178876,34352,230595.22591552764,0.0024581000034231693,6.993750003718976e-05,0.03301050001755357,6.454131372743562e-05,0.030463500079349615,0.00035588389856472483,0.16797720012255013,0.11216200000490062,0.0,0.0,0.001727099996060133,0.0,9.725233046037059e-05,0.045903099977294914,0.11043490000884049,0.02502809998986777,0.25559260000591166,0.1151730999990832,0.06306870000844356,1.615220199993928,0.0,1.8708127999998396,1.8958408999897074,1e-06,v7_btab_boxeig
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,5000,1369,cheap,30,0.01,,cupy,3.407480545283227e-15,9.888777407728642e-16,320,162,162,,162,64,1369,34352,1402880,7551.569610082596,75515.69610082595,0.001,boxeig,4096,50,diag,0.001,50,auto,boxeig,252,253,8.748324241944647e-07,0,,2,synthetic_true_func_2d_n3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,64,0,64,64,0,0,2,35721,3.407480545283227e-15,9.888777407728642e-16,1e-05,boxeig,2999999.9999964214,True,nan,0,0,,nan,0,0,0,0,False,252.0,matern,0.1,1.5,1.0,85264,6000,btab_boxeig_topk_1024_q64,189,253,252,1000,3000000,cufinufft,cufinufft,50,252,8.748324241944647e-07,pcg,converged,252,True,0.1,0,720.4550297587765,0.0008832284100240826,0.019970971087334543,0,0.1,boxeig,ok,0.0015045747038629459,0.3806574000773253,0.0006319376989267766,0.15924830012954772,477730.621178876,34352,75515.69610082595,0.002588200004538521,7.01611113779816e-05,0.017680600067251362,6.552539719176287e-05,0.016512400092324242,0.0003536920640539075,0.08913040014158469,0.20255039999028668,0.0,0.0,0.0014801999932387844,0.0,0.00010000912747244232,0.025202300123055466,0.2010701999970479,0.03978089999873191,0.2620208000007551,0.2058709999982966,0.06179659999907017,1.007637100003194,0.0,1.2696579000039492,1.309438800002681,1e-06,v7_btab_boxeig
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,5000,1369,cheap,30,0.01,,cupy,1.1249232057608756e-14,1.5137170667437392e-15,640,290,290,,290,128,1369,34352,2805760,2073.5776040846495,20735.776040846493,0.001,boxeig,4096,50,diag,0.001,50,auto,boxeig,164,165,8.355684995425246e-07,0,,2,synthetic_true_func_2d_n3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,128,0,128,128,0,0,2,35721,1.1249232057608756e-14,1.5137170667437392e-15,1e-05,boxeig,2999999.9999964214,True,nan,0,0,,nan,0,0,0,0,False,164.0,matern,0.1,1.5,1.0,85264,6000,btab_boxeig_topk_1024_q128,189,165,164,1000,3000000,cufinufft,cufinufft,50,164,8.355684995425246e-07,pcg,converged,164,True,0.1,0,720.4550297587765,0.0008802095756929886,0.019970952484773125,0,0.1,boxeig,ok,0.001544109696723436,0.25477809995936695,0.0006575256103554615,0.1078342000982957,477730.621178876,34352,20735.776040846493,0.002541699999710545,7.087073204385844e-05,0.011622800055192783,6.776280577291689e-05,0.01111310014675837,0.00037286585424359454,0.06115000009594951,0.3504888000024948,0.0,0.0,0.0017075000068871304,0.0,0.0001014853662970226,0.016643600072711706,0.3487812999956077,0.08148029999574646,0.2550570000021253,0.35358439999981783,0.061672400013776496,0.890792699996382,0.0,1.1458496999985073,1.2273299999942537,1e-06,v7_btab_boxeig
35721,expanded_box,topk,512,,512,0,"[12, 12]","[25, 25]",625,topk,512,,512,5000,625,cheap,30,0.01,,,,,,,,,,,,,,,,,chol_solve,4096,50,diag,0.001,50,auto,auto,300,301,9.492503075345675e-07,6250000,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,0,0,0,0,0,0,2,35721,,,1e-05,chol_solve,999999.9999987846,True,nan,0,50,diag,0.001,0,0,0,0,False,300.0,matern,0.1,1.5,1.0,0,6000,btab_auto_topk_512,189,301,300,250000,1000000,cufinufft,cufinufft,50,300,9.492503075345675e-07,pcg,converged,300,True,0.1,0,1313.5187774166911,0.03577879751631565,0.03517136055883169,0,0.1,exact,ok,0.0015153119601506548,0.4561089000053471,0.0008072799998626579,0.24218399995879736,462890.80047055986,35096,,0.0023732000117888674,6.683900021016598e-05,0.020051700063049793,7.195199990140584e-05,0.021585599970421754,0.0005317736663952625,0.15953209991857875,0.020751000003656372,0.010527700011152774,-0.020751000003656372,0.0,0.009341099997982383,9.389333339640871e-05,0.028168000018922612,,0.0002125000028172508,0.0995487000036519,0.02425450000737328,0.021658400000887923,1.0255604999983916,0.0008821999945212156,1.1251092000020435,1.1253217000048608,1e-06,v6_btab
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,5000,1369,cheap,30,0.01,,,,,,,,,,,,,,,,,chol_solve,4096,50,diag,0.001,50,auto,auto,148,149,9.458629349982687e-07,29986576,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,0,0,0,0,0,0,2,35721,,,1e-05,chol_solve,999999.9999987846,True,nan,0,50,diag,0.001,0,0,0,0,False,148.0,matern,0.1,1.5,1.0,0,6000,btab_auto_topk_1024,189,149,148,250000,1000000,cufinufft,cufinufft,50,148,9.458629349982687e-07,pcg,converged,148,True,0.1,0,240.15196295326257,0.03577878193965079,0.03517137393595591,0,0.1,exact,ok,0.0014681020136703832,0.21874720003688708,0.0017928277024160757,0.2653384999575792,159243.74207636682,34352,,0.0022452999983215705,6.815540483158484e-05,0.010086999915074557,7.223108086445545e-05,0.010690199967939407,0.0015130783780281294,0.22393559994816314,0.10346220000064932,0.04776770000171382,-0.10346220000064932,0.0,0.0524786000023596,9.546959473801828e-05,0.014129500021226704,,0.00015329998859670013,0.09314670000458136,0.10693309998896439,0.02148460000171326,0.7351395000005141,0.0032158999965758994,0.8282862000050955,0.8284394999936922,1e-06,v6_btab
35721,expanded_box,topk,512,,512,0,"[12, 12]","[25, 25]",625,topk,512,,512,5000,625,cheap,30,0.01,,cupy,2.090373549275908e-15,8.071550647533092e-16,160,98,98,,98,32,625,35096,320512,7975.026770600125,79750.26770600125,0.001,boxeig,4096,50,diag,0.001,50,auto,boxeig,1230,1231,9.957483146806983e-07,0,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,32,0,32,32,0,0,2,35721,2.090373549275908e-15,8.071550647533092e-16,1e-05,boxeig,999999.9999987846,True,nan,0,0,,nan,0,0,0,0,False,1230.0,matern,0.1,1.5,1.0,38416,6000,btab_boxeig_topk_512_q32,189,1231,1230,250000,1000000,cufinufft,cufinufft,50,1230,9.957483146806983e-07,pcg,converged,1230,True,0.1,0,1313.5187774166911,0.03577870660897456,0.03517130054881853,0,0.1,boxeig,ok,0.0015152199838564305,1.865235800127266,0.000640779999863239,0.788159399831784,462890.80047055986,35096,79750.26770600125,0.002523500006645918,6.932211369966967e-05,0.0852661998505937,6.496154476521249e-05,0.07990270006121136,0.0003683008126747923,0.45300999958999455,0.11513599999307189,0.0,0.0,0.0017782999930204824,0.0,9.582569096019734e-05,0.11786559988104273,0.11335770000005141,0.02173229999607429,0.09232440000050701,0.11830360000021756,0.021792599989566952,4.016894300002605,0.0,4.109218700003112,4.130950999999186,1e-06,v7_btab_boxeig
35721,expanded_box,topk,512,,512,0,"[12, 12]","[25, 25]",625,topk,512,,512,5000,625,cheap,30,0.01,,cupy,3.56265300362985e-15,1.0459709141356567e-15,320,162,162,,162,64,625,35096,641024,2552.4245524172143,25524.24552417214,0.001,boxeig,4096,50,diag,0.001,50,auto,boxeig,736,737,9.69254604628016e-07,0,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,64,0,64,64,0,0,2,35721,3.56265300362985e-15,1.0459709141356567e-15,1e-05,boxeig,999999.9999987846,True,nan,0,0,,nan,0,0,0,0,False,736.0,matern,0.1,1.5,1.0,38416,6000,btab_boxeig_topk_512_q64,189,737,736,250000,1000000,cufinufft,cufinufft,50,736,9.69254604628016e-07,pcg,converged,736,True,0.1,0,1313.5187774166911,0.035778657017911414,0.03517124246226826,0,0.1,boxeig,ok,0.0015087137040039247,1.1119219998508925,0.0006337350543380244,0.466428999992786,462890.80047055986,35096,25524.24552417214,0.00228610000340268,6.891739117829432e-05,0.050723199907224625,6.412608666758625e-05,0.04719679978734348,0.0003623046193989348,0.266656199877616,0.1810511000076076,0.0,0.0,0.0012556000001495704,0.0,9.568750028452284e-05,0.07042600020940881,0.17979550000745803,0.04268189999856986,0.09287709998898208,0.18392640000092797,0.022250699999858625,2.506902400011313,0.0,2.5997795000002952,2.642461399998865,1e-06,v7_btab_boxeig
35721,expanded_box,topk,512,,512,0,"[12, 12]","[25, 25]",625,topk,512,,512,5000,625,cheap,30,0.01,,cupy,1.6062030521701936e-14,1.6771085270292453e-15,640,290,290,,290,128,625,35096,1282048,621.3456214114307,6213.456214114306,0.001,boxeig,4096,50,diag,0.001,50,auto,boxeig,413,414,9.398754389601921e-07,0,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,128,0,128,128,0,0,2,35721,1.6062030521701936e-14,1.6771085270292453e-15,1e-05,boxeig,999999.9999987846,True,nan,0,0,,nan,0,0,0,0,False,413.0,matern,0.1,1.5,1.0,38416,6000,btab_boxeig_topk_512_q128,189,414,413,250000,1000000,cufinufft,cufinufft,50,413,9.398754389601921e-07,pcg,converged,413,True,0.1,0,1313.5187774166911,0.03577875976668749,0.03517136807347431,0,0.1,boxeig,ok,0.0015104920290152381,0.6253437000123085,0.0006577881358151795,0.27166650009166915,462890.80047055986,35096,6213.456214114306,0.002389700006460771,7.084479429911299e-05,0.029258900045533665,6.647941887691013e-05,0.027455999996163882,0.00037794406796392893,0.15609090006910264,0.33881169999949634,0.0,0.0,0.0015857999969739467,0.0,9.9260775066831e-05,0.0409947001026012,0.3372259000025224,0.08350130000326317,0.09559179999632761,0.3416640999930678,0.021345100001781248,1.6657314999902155,0.0,1.7613232999865431,1.8448245999898063,1e-06,v7_btab_boxeig
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,5000,1369,cheap,30,0.01,,cupy,2.645355227956652e-15,8.702924759585844e-16,160,98,98,,98,32,1369,34352,701440,7992.934928974987,79929.34928974987,0.001,boxeig,4096,50,diag,0.001,50,auto,boxeig,1461,1462,9.954995513078721e-07,0,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,32,0,32,32,0,0,2,35721,2.645355227956652e-15,8.702924759585844e-16,1e-05,boxeig,999999.9999987846,True,nan,0,0,,nan,0,0,0,0,False,1461.0,matern,0.1,1.5,1.0,85264,6000,btab_boxeig_topk_1024_q32,189,1462,1461,250000,1000000,cufinufft,cufinufft,50,1461,9.954995513078721e-07,pcg,converged,1461,True,0.1,0,240.15196295326257,0.03577896559871847,0.03517163033687313,0,0.1,boxeig,ok,0.0015376387823909131,2.248027899855515,0.0006379631759332236,0.9320642000384396,159243.74207636682,34352,79929.34928974987,0.0025625000125728548,7.170848731083182e-05,0.10476609996112529,6.722429824861061e-05,0.0982146997412201,0.00035821444203236957,0.523351299809292,0.10723729999153875,0.0,0.0,0.001272099994821474,0.0,9.775701601290597e-05,0.14282300039485563,0.10596519999671727,0.022579899989068508,0.0922634000016842,0.11048420000588521,0.022679200003040023,4.80048479999823,0.0,4.8927481999999145,4.915328099988983,1e-06,v7_btab_boxeig
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,5000,1369,cheap,30,0.01,,cupy,5.0308124750143176e-15,1.0107536552596643e-15,320,162,162,,162,64,1369,34352,1402880,2562.246249466841,25622.46249466841,0.001,boxeig,4096,50,diag,0.001,50,auto,boxeig,813,814,9.87323790000723e-07,0,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,64,0,64,64,0,0,2,35721,5.0308124750143176e-15,1.0107536552596643e-15,1e-05,boxeig,999999.9999987846,True,nan,0,0,,nan,0,0,0,0,False,813.0,matern,0.1,1.5,1.0,85264,6000,btab_boxeig_topk_1024_q64,189,814,813,250000,1000000,cufinufft,cufinufft,50,813,9.87323790000723e-07,pcg,converged,813,True,0.1,0,240.15196295326257,0.035779015119515124,0.03517164189393512,0,0.1,boxeig,ok,0.0015292445949466982,1.2448051002866123,0.0006209136528167175,0.5048027997399913,159243.74207636682,34352,25622.46249466841,0.002619800012325868,7.046961887045975e-05,0.05729180014168378,6.614956949441722e-05,0.0537795999989612,0.0003451446496476597,0.2806026001635473,0.1836075999890454,0.0,0.0,0.0018633999861776829,0.0,9.697195563349657e-05,0.07883819993003272,0.18174420000286773,0.04276330000720918,0.09716030000708997,0.18685910000931472,0.02165900000545662,2.7676868999988073,0.0,2.8648472000058973,2.9076105000131065,1e-06,v7_btab_boxeig
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,5000,1369,cheap,30,0.01,,cupy,1.027108493237213e-14,1.7233112149285992e-15,640,290,290,,290,128,1369,34352,2805760,654.9683255956375,6549.6832559563745,0.001,boxeig,4096,50,diag,0.001,50,auto,boxeig,438,439,9.881046946434028e-07,0,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,128,0,128,128,0,0,2,35721,1.027108493237213e-14,1.7233112149285992e-15,1e-05,boxeig,999999.9999987846,True,nan,0,0,,nan,0,0,0,0,False,438.0,matern,0.1,1.5,1.0,85264,6000,btab_boxeig_topk_1024_q128,189,439,438,250000,1000000,cufinufft,cufinufft,50,438,9.881046946434028e-07,pcg,converged,438,True,0.1,0,240.15196295326257,0.03577888738101417,0.035171517322821186,0,0.1,boxeig,ok,0.0015667555800687888,0.6878056996501982,0.0006827472599282261,0.29904329984856304,159243.74207636682,34352,6549.6832559563745,0.002391500005614944,7.666255731893635e-05,0.03357820010569412,6.928767110050983e-05,0.030347999942023307,0.00038415639274929053,0.16826050002418924,0.353892499988433,0.0,0.0,0.0015626999957021326,0.0,0.00010583561598737915,0.04635599980247207,0.35232979999273084,0.08288200000242796,0.09300059999804944,0.3567590000020573,0.022839400000520982,1.8226965999929234,0.0,1.9156971999909729,1.9985791999934008,1e-06,v7_btab_boxeig
35721,expanded_box,topk,512,,512,0,"[12, 12]","[25, 25]",625,topk,512,,512,5000,625,cheap,30,0.01,,,,,,,,,,,,,,,,,chol_solve,4096,50,diag,0.001,50,auto,auto,501,502,9.502570792744291e-07,6250000,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,0,0,0,0,0,0,2,35721,,,1e-05,chol_solve,2999999.999996262,True,nan,0,50,diag,0.001,0,0,0,0,False,501.0,matern,0.1,1.5,1.0,0,6000,btab_auto_topk_512,189,502,501,750000,3000000,cufinufft,cufinufft,50,501,9.502570792744291e-07,pcg,converged,501,True,0.1,0,3940.556332249953,0.031174129340219618,0.030730960456232036,0,0.1,exact,ok,0.0015030153389021558,0.7545137001288822,0.0007976508983889569,0.3996231000928674,1388672.4014116372,35096,,0.0024043000012170523,6.684870177395678e-05,0.03349119958875235,7.051636759185245e-05,0.03532870016351808,0.0005268269462953368,0.26394030009396374,0.020837999996729195,0.010204099991824478,-0.020837999996729195,0.0,0.009323899997980334,9.03570857001264e-05,0.04526889993576333,,0.0001539999939268455,0.2543822000006912,0.024607100000139326,0.06194260000484064,1.6624263999983668,0.0013100000069243833,1.916808599999058,1.916962599992985,1e-06,v6_btab
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,5000,1369,cheap,30,0.01,,,,,,,,,,,,,,,,,chol_solve,4096,50,diag,0.001,50,auto,auto,246,247,9.843119892748794e-07,29986576,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,0,0,0,0,0,0,2,35721,,,1e-05,chol_solve,2999999.999996262,True,nan,0,50,diag,0.001,0,0,0,0,False,246.0,matern,0.1,1.5,1.0,0,6000,btab_auto_topk_1024,189,247,246,750000,3000000,cufinufft,cufinufft,50,246,9.843119892748794e-07,pcg,converged,246,True,0.1,0,720.4558888597658,0.031174144923864156,0.030730960315175,0,0.1,exact,ok,0.001507099999820904,0.3722536999557633,0.0017945865850977985,0.44146829993405845,477731.2262290859,34352,,0.002420299992081709,7.038943081946544e-05,0.017315799981588498,7.41878045629142e-05,0.018250199922476895,0.0015067191061240099,0.3706529001065064,0.10026120000111405,0.044834000000264496,-0.10026120000111405,0.0,0.05222979999962263,9.651991865944072e-05,0.023743899990222417,,0.0001508999994257465,0.25453720000223257,0.10395620000781491,0.06478529999731109,1.1717981999972835,0.0031974000012269244,1.426335399999516,1.4264862999989418,1e-06,v6_btab
35721,expanded_box,topk,512,,512,0,"[12, 12]","[25, 25]",625,topk,512,,512,5000,625,cheap,30,0.01,,cupy,1.94640504730248e-15,9.210056494763091e-16,160,98,98,,98,32,625,35096,320512,23895.367231887958,238953.67231887957,0.001,boxeig,4096,50,diag,0.001,50,auto,boxeig,1580,1581,9.88557680704256e-07,0,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,32,0,32,32,0,0,2,35721,1.94640504730248e-15,9.210056494763091e-16,1e-05,boxeig,2999999.999996262,True,nan,0,0,,nan,0,0,0,0,False,1580.0,matern,0.1,1.5,1.0,38416,6000,btab_boxeig_topk_512_q32,189,1581,1580,750000,3000000,cufinufft,cufinufft,50,1580,9.88557680704256e-07,pcg,converged,1580,True,0.1,0,3940.556332249953,0.031174369827044125,0.030731226726760402,0,0.1,boxeig,ok,0.0015175209364321131,2.399200600499171,0.0006362146837378946,1.0052192003058735,1388672.4014116372,35096,238953.67231887957,0.0022920000046724454,6.893303801041815e-05,0.10891420005646069,6.431303817050862e-05,0.10161460030940361,0.0003641753800009242,0.5753971004014602,0.11388679999799933,0.0,0.0,0.0013319999998202547,0.0,9.612873430721921e-05,0.15188340020540636,0.11255479999817908,0.03583670000080019,0.26613479999650735,0.11674040000070818,0.06247129999974277,5.131526900004246,0.0,5.397661700000754,5.433498400001554,1e-06,v7_btab_boxeig
35721,expanded_box,topk,512,,512,0,"[12, 12]","[25, 25]",625,topk,512,,512,5000,625,cheap,30,0.01,,cupy,3.863314313771499e-15,1.0849347342872616e-15,320,162,162,,162,64,625,35096,641024,7661.716324097147,76617.16324097147,0.001,boxeig,4096,50,diag,0.001,50,auto,boxeig,1009,1010,9.463156595453111e-07,0,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,64,0,64,64,0,0,2,35721,3.863314313771499e-15,1.0849347342872616e-15,1e-05,boxeig,2999999.999996262,True,nan,0,0,,nan,0,0,0,0,False,1009.0,matern,0.1,1.5,1.0,38416,6000,btab_boxeig_topk_512_q64,189,1010,1009,750000,3000000,cufinufft,cufinufft,50,1009,9.463156595453111e-07,pcg,converged,1009,True,0.1,0,3940.556332249953,0.031174305388862327,0.030731146040681112,0,0.1,boxeig,ok,0.001507431584036342,1.5225058998767054,0.0006302002972805073,0.6358720999560319,1388672.4014116372,35096,76617.16324097147,0.002296899998327717,6.836997049148089e-05,0.06898530022590421,6.296184342629133e-05,0.06352850001712795,0.0003603014865135811,0.3635441998922033,0.18414660000416916,0.0,0.0,0.001726799993775785,0.0,9.711268594166831e-05,0.09798670011514332,0.18241980001039337,0.049030199996195734,0.26510860001144465,0.18690190000052098,0.06277379998937249,3.3612192000000505,0.0,3.626327800011495,3.675358000007691,1e-06,v7_btab_boxeig
