run_id,timestamp,mode,N,eps,top_q,reg_lambda,cg_tol,wall_s_outer_s,rmse_test,peak_mem_gb,status,error,cg_iters,cg_relres,n_matvec,t_matvec_total,n_precond,t_precond_total,time_precompute,time_eigenspace,time_precond_build,time_solve,time_predict,nufft_stage,device_name,eig_nystrom_kernel_s,surrogate_tag,time_train,wall_s_total,repeat_idx,repeat_count
20260504_234121_gpu_v1_topq0_q0_N100000_20260421,2026-05-04T23:42:52.564578,gpu_v1_topq0,100000,1e-05,0,0.1,1e-06,1.259089999992284,0.0025972026426934964,0.8711914056912065,ok,,400,9.83525923194535e-07,401,0.7889694998593768,0,,0.02119010000023991,0.0,0.0,1.2300825999991503,0.00487079999584239,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,,1.2512726999993902,1.2561434999952326,0,5
20260504_234121_gpu_v1_topq0_q0_N100000_20260422,2026-05-04T23:42:53.946593,gpu_v1_topq0,100000,1e-05,0,0.1,1e-06,1.234077699991758,0.0027000813383290263,0.8711914056912065,ok,,407,8.972385780264446e-07,408,0.7751681000518147,0,,0.020661100003053434,0.0,0.0,1.2044441999896662,0.005849500012118369,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,,1.2251052999927197,1.230954800004838,1,5
20260504_234121_gpu_v1_topq0_q0_N100000_20260423,2026-05-04T23:42:55.351567,gpu_v1_topq0,100000,1e-05,0,0.1,1e-06,1.2559148000000278,0.0025183812572462847,3.032767105847597,ok,,409,9.756753496675467e-07,410,0.7849135999567807,0,,0.020721499997307546,0.0,0.0,1.228572099993471,0.005458100000396371,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,,1.2492935999907786,1.254751699991175,2,5
20260504_234121_gpu_v1_topq0_q0_N100000_20260424,2026-05-04T23:42:56.453076,gpu_v1_topq0,100000,1e-05,0,0.1,1e-06,0.958774300001096,0.00261309675527258,0.8711914056912065,ok,,403,9.198426978272802e-07,404,0.6177213000046322,0,,0.02059489999373909,0.0,0.0,0.9317305000004126,0.005147500007296912,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,,0.9523253999941517,0.9574729000014486,3,5
20260504_234121_gpu_v1_topq0_q0_N100000_20260425,2026-05-04T23:42:57.690545,gpu_v1_topq0,100000,1e-05,0,0.1,1e-06,1.0908112000033725,0.0025894266428160995,3.034834671765566,ok,,399,9.774380911964224e-07,400,0.6853378000087105,0,,0.02035440001054667,0.0,0.0,1.0622994000004837,0.006859700006316416,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,,1.0826538000110304,1.0895135000173468,4,5
20260504_234121_gpu_v3_topq_q64_N100000_20260421,2026-05-04T23:42:59.826041,gpu_v3_topq,100000,1e-05,64,0.1,1e-06,1.9774911999993492,0.0025973509866935875,3.629561234265566,ok,,140,7.611939689073521e-07,141,0.2682213999942178,140,0.17261589999543503,0.021333400000003166,1.286611500006984,0.00026989998877979815,0.6473035000090022,0.01884319999953732,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,,1.9555183000047691,1.9743615000043064,0,5
20260504_234121_gpu_v3_topq_q64_N100000_20260422,2026-05-04T23:43:01.952418,gpu_v3_topq,100000,1e-05,64,0.1,1e-06,1.9764834999950835,0.0027001291993589997,3.629439163953066,ok,,138,9.642153109029001e-07,139,0.262040599991451,138,0.16440490016248077,0.025916500002495013,1.3089179999951739,0.00025880000612232834,0.623163399999612,0.014288199992734008,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,,1.9582567000034032,1.9725448999961372,1,5
20260504_234121_gpu_v3_topq_q64_N100000_20260423,2026-05-04T23:43:03.961619,gpu_v3_topq,100000,1e-05,64,0.1,1e-06,1.8682571000099415,0.002518875002762476,3.631155777722597,ok,,135,9.68286757694921e-07,136,0.2419612999947276,135,0.15478570002596825,0.04000850000011269,1.2486441999935778,0.0006463000026997179,0.5728666000068188,0.004931999996188097,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,,1.862165600003209,1.867097599999397,2,5
20260504_234121_gpu_v3_topq_q64_N100000_20260424,2026-05-04T23:43:06.088920,gpu_v3_topq,100000,1e-05,64,0.1,1e-06,1.9749540999910096,0.002613355039290808,3.631155777722597,ok,,140,8.105394650282072e-07,141,0.2633975999633549,140,0.17098449991317466,0.024106699987896718,1.3044545000011567,0.0003434000100241974,0.6264012999890838,0.016503800012287684,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,,1.9553058999881614,1.971809700000449,3,5
20260504_234121_gpu_v3_topq_q64_N100000_20260425,2026-05-04T23:43:08.165083,gpu_v3_topq,100000,1e-05,64,0.1,1e-06,1.9320213000028161,0.002588909222420669,3.610274124890566,ok,,138,8.966426811690241e-07,139,0.26621089995023794,138,0.16824310000811238,0.020463099994231015,1.277674400000251,0.00030250000418163836,0.6244415999972261,0.007791500000166707,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,,1.9228815999958897,1.9306730999960564,4,5
20260504_234121_gpu_v3_topq_eigenpro_nystrom_q64_N100000_20260421,2026-05-04T23:43:09.043857,gpu_v3_topq_eigenpro_nystrom,100000,1e-05,64,0.1,1e-06,0.7314505999966059,0.0025981529971196974,3.6202152259647846,ok,,139,9.838235736151095e-07,140,0.2601543000637321,139,0.0796949999203207,0.023359200000413693,0.16907699999865144,0.00038389999826904386,0.5304988999996567,0.00685689999954775,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,0.16891319998831023,coordinate_nystrom_s1600_q64_oversample10_low0.25,0.7233189999969909,0.7301758999965386,0,5
20260504_234121_gpu_v3_topq_eigenpro_nystrom_q64_N100000_20260422,2026-05-04T23:43:09.948768,gpu_v3_topq_eigenpro_nystrom,100000,1e-05,64,0.1,1e-06,0.7631500999996206,0.0026999114256026566,3.627615738660097,ok,,141,9.877091457084843e-07,142,0.27163540008768905,141,0.08587750006699935,0.02745020001020748,0.16595699999015778,0.00039080000715330243,0.5581922999990638,0.010050199998659082,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,0.16582799999741837,coordinate_nystrom_s1600_q64_oversample10_low0.25,0.7519903000065824,0.7620405000052415,1,5
20260504_234121_gpu_v3_topq_eigenpro_nystrom_q64_N100000_20260423,2026-05-04T23:43:10.833763,gpu_v3_topq_eigenpro_nystrom,100000,1e-05,64,0.1,1e-06,0.7427664999995613,0.00251891428080635,3.629439163953066,ok,,141,9.833800285547286e-07,142,0.2674993998807622,141,0.07754050000221469,0.02108299999963492,0.1673434999975143,0.00034130000858567655,0.5325493999989703,0.01822280000487808,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,0.16722290001052897,coordinate_nystrom_s1600_q64_oversample10_low0.25,0.7213172000047052,0.7395400000095833,2,5
20260504_234121_gpu_v3_topq_eigenpro_nystrom_q64_N100000_20260424,2026-05-04T23:43:11.701537,gpu_v3_topq_eigenpro_nystrom,100000,1e-05,64,0.1,1e-06,0.7275276000000304,0.0026134551720496052,3.613814163953066,ok,,138,9.668597343234633e-07,139,0.2560973999206908,138,0.07897269999375567,0.025666300003649667,0.16531889999168925,0.0006795000081183389,0.5246156999928644,0.009127099998295307,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,0.16517469999962486,coordinate_nystrom_s1600_q64_oversample10_low0.25,0.7162803999963216,0.725407499994617,3,5
20260504_234121_gpu_v3_topq_eigenpro_nystrom_q64_N100000_20260425,2026-05-04T23:43:12.585132,gpu_v3_topq_eigenpro_nystrom,100000,1e-05,64,0.1,1e-06,0.7401155000115978,0.002589101254237886,3.627493668347597,ok,,139,8.660686877017943e-07,140,0.2671660998603329,139,0.07994549997965805,0.019791699989582412,0.16548980001243763,0.0005081999988760799,0.54255299999204,0.010467900006915443,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,0.1653373000008287,coordinate_nystrom_s1600_q64_oversample10_low0.25,0.7283426999929361,0.7388105999998515,4,5
