dataset_family,n_train,eps,selected_topk,time_total,iterations,cg_iters,outer_iters,rmse_test,btab_eig_theta_q1_over_sigma2,btab_eig_eig_residual_max
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression,1000000,1e-05,1024.0,0.4865812199996071,205.0,205.0,205.0,0.0355266351768235,,
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression,3000000,1e-05,1024.0,0.6857782329998372,317.0,317.0,317.0,0.0310974256883216,,
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression,10000000,1e-05,1024.0,1.0852270240002326,542.0,542.0,542.0,0.0286150144802434,,
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression,30000000,1e-05,1024.0,1.645996319000005,851.0,851.0,851.0,0.0278567494506745,,
synthetic_true_func_2d,1000000,1e-05,1024.0,0.3666484239993224,129.0,129.0,129.0,0.0012657914463407,,
synthetic_true_func_2d,3000000,1e-05,1024.0,0.4822233280001455,188.0,188.0,188.0,0.0008843619163759,,
synthetic_true_func_2d,10000000,1e-05,1024.0,0.7309926500001893,321.0,321.0,321.0,0.000560047569728,,
synthetic_true_func_2d,30000000,1e-05,1024.0,0.9919932129996596,427.0,427.0,427.0,0.0003476328066246,,
