dataset_stem,eps,method,precompute_mode,selector_tag,btab_active_size_raw,btab_box_size,tail_size,rho_max_T,tail_energy,cg_iters,outer_iters,time_precond_build,time_solve,time_total,time_post_diagnostics,time_total_with_diagnostics,rmse_train,rmse_test
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1e-05,btab_auto_topk_1024,c1,topk_1024,1024.0,1369.0,34352.0,240.15196295342733,159243.74207647605,205,205.0,0.1369972339998639,0.4565131429999383,0.4865812199996071,0.0002896059995691,0.4868708259991763,0.0349148348844491,0.0355266351768235
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1e-05,btab_auto_topk_2048,c1,topk_2048,2048.0,2601.0,33120.0,54.54774512437489,63021.1201277645,120,120.0,0.688057698999728,0.9400808359996518,0.9700634350001563,0.0002699050000956,0.970333340000252,0.0349148299905158,0.0355266322108523
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1e-05,btab_auto_topk_4096,c1,topk_4096,4096.0,5329.0,30392.0,9.838544680288264,21241.399621101573,56,56.0,4.658207405999747,4.851409515000341,4.881153448000077,0.0002376389993514,4.881391086999429,0.0349148323984488,0.0355266312418798
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1e-05,btab_auto_topk_512,c1,topk_512,512.0,625.0,35096.0,1313.518777417592,462890.8004708774,420,420.0,0.0264270480001869,0.6519166150001183,0.6818021490007595,0.0002522240001781,0.6820543730009376,0.0349148352280457,0.0355266370016791
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1e-05,btab_auto_topk_728,c1,topk_728,728.0,961.0,34760.0,526.9586962169344,260478.2938681179,284,284.0,0.0674085190003097,0.5177200050002284,0.5478557110000111,0.0002617609998196,0.5481174719998307,0.0349148293450974,0.0355266295221134
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,1e-05,btab_auto_topk_1024,c1,topk_1024,1024.0,1369.0,34352.0,2401.5196295323567,1592437.420763489,542,542.0,0.1354445830002077,0.9823380460002228,1.0852270240002326,0.0002840830002242,1.0855111070004568,0.0284772776305885,0.0286150144802434
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,1e-05,btab_auto_topk_2048,c1,topk_2048,2048.0,2601.0,33120.0,545.4774512433136,630211.2012771419,299,299.0,0.6889970160000303,1.3234141310003906,1.426489684000444,0.0003008369994859,1.42679052099993,0.0284772769511737,0.028615011016202
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,1e-05,btab_auto_topk_4096,c1,topk_4096,4096.0,5329.0,30392.0,98.38544680280414,212413.99621084624,153,153.0,4.666274258999692,5.190011994000088,5.293969442999696,0.0002927840005213,5.2942622270002175,0.0284772762253729,0.0286150098565138
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,1e-05,btab_auto_topk_512,c1,topk_512,512.0,625.0,35096.0,13135.187774165435,4628908.00470508,1058,1058.0,0.0261779490001572,1.610153180999987,1.7134520339996016,0.0003255869996792,1.7137776209992808,0.0284772735028946,0.0286150090622003
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,1e-05,btab_auto_topk_728,c1,topk_728,728.0,961.0,34760.0,5269.586962165138,2604782.9386791,735,735.0,0.0677101820001553,1.1896609759996863,1.2935787289998188,0.0003191340001649,1.2938978629999838,0.0284772788534669,0.0286150139591705
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,1e-05,btab_auto_topk_1024,c1,topk_1024,1024.0,1369.0,34352.0,720.4558888598436,477731.2262291375,317,317.0,0.1393688420002945,0.6281035419997352,0.6857782329998372,0.0003005709995704,0.6860788039994077,0.0306543053992741,0.0310974256883216
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,1e-05,btab_auto_topk_2048,c1,topk_2048,2048.0,2601.0,33120.0,163.64323537302514,189063.3603831785,183,183.0,0.6899354409997613,1.0775726409992783,1.135468609999407,0.0002724059995671,1.135741015998974,0.0306542981985597,0.0310974190921543
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,1e-05,btab_auto_topk_4096,c1,topk_4096,4096.0,5329.0,30392.0,29.51563404084684,63724.19886326596,92,92.0,4.763542391000556,5.080579864999891,5.13828790000025,0.0002560970006015,5.138543997000852,0.0306542978351846,0.0310974191199553
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,1e-05,btab_auto_topk_512,c1,topk_512,512.0,625.0,35096.0,3940.556332250379,1388672.4014117874,674,674.0,1.30344836400036,2.3639361990008183,2.421376361000512,0.0002816599999277,2.4216580210004395,0.0306542983494039,0.0310974184070831
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,1e-05,btab_auto_topk_728,c1,topk_728,728.0,961.0,34760.0,1580.8760886498414,781434.8816038783,451,451.0,0.0742204600001059,0.778481603999353,0.8359309869993012,0.000295515000289,0.8362265019995903,0.0306542988411375,0.0310974180161068
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain30000000,1e-05,btab_auto_topk_1024,c1,topk_1024,1024.0,1369.0,34352.0,7204.558888596942,4777312.262290385,851,851.0,0.1368605380002918,1.4495550999999978,1.645996319000005,0.0003220970002075,1.646318416000213,0.0278759128141798,0.0278567494506745
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain30000000,1e-05,btab_auto_topk_2048,c1,topk_2048,2048.0,2601.0,33120.0,1636.4323537299117,1890633.603831393,493,493.0,0.6896757360000265,1.7103082869998616,1.9090057700004763,0.0003365170005054,1.9093422870009815,0.0278759158646595,0.0278567528678641
