dataset_family,n_train,eps,selected_topk,selected_q,time_total,iterations,cg_iters,outer_iters,rmse_test,btab_eig_theta_q1_over_sigma2,btab_eig_eig_residual_max
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression,1000000,1e-05,4096.0,256.0,1.082689453999592,334.0,334.0,334.0,0.0355266317264673,1399.1373578701591,5.0724345191032366e-14
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression,3000000,1e-05,4096.0,256.0,1.4661802849996093,530.0,530.0,530.0,0.0310974547214905,4193.712956093718,4.9532365875709374e-14
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression,10000000,1e-05,4096.0,256.0,2.058225325999956,873.0,873.0,873.0,0.0286150579469324,13987.030789693268,5.2633677224276986e-14
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression,30000000,1e-05,4096.0,256.0,3.3871847420005,1368.0,1368.0,1368.0,0.0278567719820772,41935.610293800455,7.269870714206525e-14
synthetic_true_func_2d,1000000,1e-05,4096.0,192.0,0.7202497309999671,180.0,180.0,180.0,0.001265996864001,2988.0136316594,3.6099378537200156e-14
synthetic_true_func_2d,3000000,1e-05,2048.0,192.0,0.8410392979994867,251.0,251.0,251.0,0.0008841402579592,8945.960814328686,3.0326919939098185e-14
synthetic_true_func_2d,10000000,1e-05,1024.0,128.0,0.9396593389992632,365.0,365.0,365.0,0.0005599963839391,69111.95760736614,9.50701094662112e-15
synthetic_true_func_2d,30000000,1e-05,4096.0,256.0,1.0003221099996151,172.0,172.0,172.0,0.0003475294377096,45055.36323364418,3.0939654346208885e-14
