dataset_stem,eps,method,precompute_mode,selector_tag,btab_active_size_raw,btab_box_size,tail_size,rho_max_T,tail_energy,cg_iters,outer_iters,time_precond_build,time_solve,time_total,time_post_diagnostics,time_total_with_diagnostics,rmse_train,rmse_test
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain100000000,1e-05,btab_auto_topk_1024,c1,topk_1024,1024.0,1225.0,0.0,0.0,0.0,15.0,15.0,0.0413888870000391,0.0708208000000922,0.5807034140000269,4.571799991026637e-05,0.5807491319999372,0.1288735751682028,0.1288440653423335
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain100000000,1e-05,btab_auto_topk_128,c1,topk_128,128.0,169.0,1056.0,619852.5340371819,23220285.5302478,3589.0,3589.0,0.0031478490000154,5.98248016499997,6.492346432999966,0.000140816999874,6.49248724999984,0.1288734551198611,0.1288439460672814
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain100000000,1e-05,btab_auto_topk_256,c1,topk_256,256.0,361.0,864.0,13996.561273584231,456665.31126325566,693.0,693.0,0.0056467889999112,1.1714580420000402,1.68100278299994,0.0001311669998358,1.6811339499997755,0.1288735845549358,0.1288440751416188
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain100000000,1e-05,btab_auto_topk_512,c1,topk_512,512.0,625.0,600.0,82.93138065601833,2483.7653492247264,87.0,87.0,0.0118826210000406,0.161933326000053,0.6714131579999503,0.0001207249999879,0.6715338829999382,0.1288735709569513,0.1288440611208025
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain100000000,1e-05,btab_auto_topk_64,c1,topk_64,64.0,81.0,1144.0,3689795.340241772,155139359.7568165,6039.0,6039.0,0.0025944880001134,9.94349391600008,10.453066543999968,0.000124358999983,10.45319090299995,0.1288736581237174,0.1288441443002047
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain300000000,1e-05,btab_auto_topk_1024,c1,topk_1024,1024.0,1225.0,0.0,0.0,0.0,20000.0,20000.0,0.0618023209999591,39.11580060200004,40.87674743499997,5.745399994339096e-05,40.87680488899992,0.3583672715339618,0.3583718537890695
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain300000000,1e-05,btab_auto_topk_128,c1,topk_128,128.0,169.0,1056.0,1859557.6021137312,69660856.59082527,20000.0,20000.0,0.003444112000011,33.487504102,35.24909905699997,0.0001818749999529,35.24928093199992,0.3588840409864572,0.3588867123539738
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain300000000,1e-05,btab_auto_topk_256,c1,topk_256,256.0,361.0,864.0,41989.68382080204,1369995.933791377,20000.0,20000.0,0.006172018999905,34.05411775499999,35.814254207999966,0.0001707910000732,35.81442499900004,0.3585705471274167,0.3585748265829552
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain300000000,1e-05,btab_auto_topk_512,c1,topk_512,512.0,625.0,600.0,248.79414196834745,7451.296047682936,20000.0,20000.0,0.0318403779999698,35.198746577000065,36.95896886399999,0.0001567580000028,36.95912562199999,0.3584745064996041,0.3584781974705003
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain300000000,1e-05,btab_auto_topk_64,c1,topk_64,64.0,81.0,1144.0,11069386.020738326,465418079.2709966,20000.0,20000.0,1.0980455939999274,34.272457935000034,36.03261045700003,0.0001936459999569,36.03280410299999,0.3578971093325484,0.3578994105431118
