dataset_stem,eps,method,precompute_mode,selector_tag,btab_eig_q,btab_active_size_raw,btab_box_size,btab_eig_size_S,btab_eig_size_T,rho_max_T,tail_energy,btab_eig_theta_q1,btab_eig_theta_q1_over_sigma2,theta_q1_over_sigma2,btab_eig_eig_residual_max,btab_eig_eig_residual_median,btab_eig_storage_bytes,btab_eig_n_eig_matvec,btab_eig_n_ABB_matvec_cols,btab_eig_ncv_actual,btab_eig_backend,cg_iters,outer_iters,time_eig_setup,time_precond_build,time_solve,time_total,time_post_diagnostics,time_total_with_diagnostics,rmse_train,rmse_test
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain100000000,1e-05,btab_boxeig_topk_128_q16,c1,topk_128,16.0,128.0,169.0,169.0,1056.0,619852.5340371819,23220285.5302478,2262700.510190356,22627005.10190356,22627005.10190356,1.1038403946252202e-15,7.911679642354964e-16,43520.0,66.0,66.0,66.0,cupy,11993.0,11993.0,0.0502384050000728,0.0521118069998465,20.076941244999944,20.586704672999986,0.0075553309998213,20.594260003999807,0.1288739218038369,0.128844414457578
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain100000000,1e-05,btab_boxeig_topk_128_q32,c1,topk_128,32.0,128.0,169.0,169.0,1056.0,619852.5340371819,23220285.5302478,891646.6596539004,8916466.596539004,8916466.596539004,1.6305499321691159e-15,8.994928368328667e-16,87040.0,98.0,98.0,98.0,cupy,8781.0,8781.0,0.0745866930001284,0.0764876580001328,14.715600387999984,15.225292966000096,0.0136840769998798,15.238977042999975,0.1288737559193304,0.1288442492353033
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain100000000,1e-05,btab_boxeig_topk_128_q64,c1,topk_128,64.0,128.0,169.0,169.0,1056.0,619852.5340371819,23220285.5302478,131498.68265806042,1314986.826580604,1314986.826580604,7.695339486484498e-15,1.1661289551053002e-15,174080.0,162.0,162.0,162.0,cupy,4210.0,4210.0,0.1280127950001315,0.1298621489997913,7.184738050000078,7.694398269999965,0.0262033359999804,7.720601605999946,0.1288735482445923,0.1288440411722523
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain100000000,1e-05,btab_boxeig_topk_256_q32,c1,topk_256,32.0,256.0,361.0,361.0,864.0,13996.561273584231,456665.31126325566,896345.168380142,8963451.683801418,8963451.683801418,2.395230456837537e-15,8.687700547336035e-16,185344.0,98.0,98.0,98.0,cupy,7861.0,7861.0,0.0755554859999847,0.0774546559998725,13.313661120999996,13.823432207999986,0.0138276469999709,13.837259854999957,0.1288743252575326,0.1288448126562565
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain100000000,1e-05,btab_boxeig_topk_256_q64,c1,topk_256,64.0,256.0,361.0,361.0,864.0,13996.561273584231,456665.31126325566,150867.51068539874,1508675.106853987,1508675.106853987,6.2122107066106385e-15,1.1264696013348057e-15,370688.0,162.0,162.0,162.0,cupy,4377.0,4377.0,0.1297433590000309,0.1315726100001484,7.504436792999968,8.014074576999974,0.0260616739999477,8.040136250999922,0.1288738919638323,0.1288443795107936
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain100000000,1e-05,btab_boxeig_topk_256_q128,c1,topk_256,128.0,256.0,361.0,361.0,864.0,13996.561273584231,456665.31126325566,6194.25684476781,61942.5684476781,61942.5684476781,8.736196702681117e-14,3.64467425855908e-15,741376.0,290.0,290.0,290.0,cupy,1356.0,1356.0,0.2302027260000159,0.2321598920000269,2.5593391069999143,3.069382001999884,0.0513549550000789,3.120736956999963,0.128873617319546,0.1288441060673011
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain100000000,1e-05,btab_boxeig_topk_512_q64,c1,topk_512,64.0,512.0,625.0,625.0,600.0,82.93138065601833,2483.7653492247264,150897.61879043706,1508976.1879043705,1508976.1879043705,1.0253478108085804e-14,1.07707706989288e-15,641024.0,162.0,162.0,162.0,cupy,4110.0,4110.0,0.1245316829999865,0.1264412269999866,7.033124645999806,7.542795528999932,0.0265555820001281,7.56935111100006,0.1288737623671276,0.1288442489358936
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain100000000,1e-05,btab_boxeig_topk_512_q128,c1,topk_512,128.0,512.0,625.0,625.0,600.0,82.93138065601833,2483.7653492247264,6437.7327939489305,64377.3279394893,64377.3279394893,1.0735096438772793e-13,4.460822866813894e-15,1282048.0,290.0,290.0,290.0,cupy,1186.0,1186.0,0.2328956779999771,0.2347845650001545,2.2412331339999128,2.750496912000017,0.0510079939999741,2.801504905999991,0.1288735968455255,0.1288440831020311
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain100000000,1e-05,btab_boxeig_topk_512_q256,c1,topk_512,256.0,512.0,625.0,625.0,600.0,82.93138065601833,2483.7653492247264,16.138523415738085,161.38523415738084,161.38523415738084,1.6238924577254456e-11,4.0502824625495815e-14,2564096.0,546.0,546.0,546.0,cupy,108.0,108.0,0.4595509839998613,0.4615027610000197,0.6613573120000638,1.1708163499999955,0.1002028880000125,1.271019238000008,0.1288735793301512,0.1288440695445162
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain100000000,1e-05,btab_boxeig_topk_64_q16,c1,topk_64,16.0,64.0,81.0,81.0,1144.0,3689795.340241772,155139359.7568165,2244957.578696227,22449575.78696227,22449575.78696227,8.937683716171712e-16,6.458769397911082e-16,20992.0,66.0,66.0,66.0,cupy,12617.0,12617.0,0.0502489880000212,0.0520702390001588,21.19275771399998,21.702387314999896,0.0080969319999439,21.71048424699984,0.1288743655100702,0.1288448509490443
