N,Kernel,reg_lambda,Method,method,top-k,|B|,q,Iter.,T_solve,T_total,RMSE,RMSE / RMSE_EFGP,Speedup
100000000,SE,0.1,Active inverse,btab_auto_topk_64,64.0,81.0,,6039.0,9.94349391600008,10.453066543999968,0.1288736581237174,0.9996558627705887,1.191518492164315
100000000,SE,0.1,Active inverse,btab_auto_topk_128,128.0,169.0,,3589.0,5.98248016499997,6.492346432999966,0.1288734551198611,0.9996542880966167,1.9184161251304184
100000000,SE,0.1,Active inverse,btab_auto_topk_256,256.0,361.0,,693.0,1.1714580420000402,1.68100278299994,0.1288735845549358,0.9996552921073135,7.409281063040651
100000000,SE,0.1,Active inverse,btab_auto_topk_512,512.0,625.0,,87.0,0.161933326000053,0.6714131579999503,0.1288735709569513,0.9996551866295522,18.55045874302185
100000000,SE,0.1,Active inverse,btab_auto_topk_1024,1024.0,1225.0,,15.0,0.0708208000000922,0.5807034140000269,0.1288735751682028,0.9996552192956714,21.448164048506026
100000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_64_q16,64.0,81.0,16.0,12617.0,21.19275771399998,21.702387314999896,0.1288743655100702,0.9996613498726475,0.5739010140322964
100000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_64_q32,64.0,81.0,32.0,8708.0,14.74932993199991,15.259082933999936,0.1288736379612492,0.9996557063729987,0.8162366074600784
100000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_128_q16,128.0,169.0,16.0,11993.0,20.076941244999944,20.586704672999986,0.1288739218038369,0.9996579081022816,0.6050031942866108
100000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_128_q32,128.0,169.0,32.0,8781.0,14.715600387999984,15.225292966000096,0.1288737559193304,0.9996566213581799,0.8180481068452112
100000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_128_q64,128.0,169.0,64.0,4210.0,7.184738050000078,7.694398269999965,0.1288735482445923,0.9996550104527978,1.6187129454374014
100000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_256_q32,256.0,361.0,32.0,7861.0,13.313661120999996,13.823432207999986,0.1288743252575326,0.9996610376390553,0.9010079334560659
100000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_256_q64,256.0,361.0,64.0,4377.0,7.504436792999968,8.014074576999974,0.1288738919638323,0.9996576766373263,1.5541435217917026
100000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_256_q128,256.0,361.0,128.0,1356.0,2.5593391069999143,3.069382001999884,0.128873617319546,0.9996555462580464,4.057827301679916
100000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_512_q64,512.0,625.0,64.0,4110.0,7.033124645999806,7.542795528999932,0.1288737623671276,0.9996566713728872,1.6512474770281156
100000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_512_q128,512.0,625.0,128.0,1186.0,2.2412331339999128,2.750496912000017,0.1288735968455255,0.9996553874437866,4.5282807018108775
100000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_512_q256,512.0,625.0,256.0,108.0,0.6613573120000638,1.1708163499999955,0.1288735793301512,0.9996552515793528,10.637895590542561
300000000,SE,0.1,Active inverse,btab_auto_topk_64,64.0,81.0,,20000.0,34.272457935000034,36.03261045700003,0.3578971093325484,1.0045848104534287,0.3785523836047838
300000000,SE,0.1,Active inverse,btab_auto_topk_128,128.0,169.0,,20000.0,33.487504102,35.24909905699997,0.3588840409864572,1.0073550383279188,0.38696678612814833
300000000,SE,0.1,Active inverse,btab_auto_topk_256,256.0,361.0,,20000.0,34.05411775499999,35.814254207999966,0.3585705471274167,1.0064750894243084,0.3808603830413744
300000000,SE,0.1,Active inverse,btab_auto_topk_512,512.0,625.0,,20000.0,35.198746577000065,36.95896886399999,0.3584745064996041,1.0062055120698925,0.36906415398635034
300000000,SE,0.1,Active inverse,btab_auto_topk_1024,1024.0,1225.0,,20000.0,39.11580060200004,40.87674743499997,0.3583672715339618,1.0059045132218307,0.3336916812593759
300000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_64_q16,64.0,81.0,16.0,20000.0,35.06093980499986,36.82073734000005,0.3561577703954002,0.9997026433977966,0.3704496857313614
300000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_64_q32,64.0,81.0,32.0,20000.0,33.451225269999895,35.21063742299998,0.3561577826949699,0.9997026779215762,0.3873894815403163
