method,time_s,rhs_rel_err,note,rhs_direct_sum_s,t_original_efgp_solver_precompute_s,theta_actual,G,num_occupied_bins,t_h2d_xy_s,t_gpu_fused_bin_moments_s,t_compact_occupied_s,t_binned_cufinufft_on_centers_s,t_rhs_D_multiply_s,effective_work_ratio,binned_used_exact_dense_point_nufft,binned_order_bins_final,binned_allow_exact_nufft_fallback
original,0.2875023999949917,,EFGPSolver.precompute (CPU grid state),35.15338229999179,0.2875023999949917,,,,,,,,,,,,
C0,0.607356799999252,2.200889892262732,GPU fused binning kernel + compaction + batched strengths cuFINUFFT on occupied centers; or exact dual type-1 on all training points when route selects it.,35.15338229999179,,17.498004134427372,1225.0,1225.0,0.31146430000080727,0.3114652000076603,0.036019999999552965,0.22259119999944232,0.011064899998018518,0.245,0.0,C0,1.0
C1,0.10419499999261461,2.5685966273216123,GPU fused binning kernel + compaction + batched strengths cuFINUFFT on occupied centers; or exact dual type-1 on all training points when route selects it.,35.15338229999179,,17.498004134427372,1225.0,1225.0,0.0010723999876063317,0.001073099992936477,0.007096999994246289,0.09389339998597279,0.0003777000238187611,0.735,0.0,C1,1.0
