dataset_stem,eps,method,selector_tag,btab_eig_q,btab_active_size_raw,btab_box_size,btab_eig_size_S,btab_eig_size_T,rho_max_T,tail_energy,btab_eig_theta_q1,btab_eig_theta_q1_over_sigma2,theta_q1_over_sigma2,btab_eig_eig_residual_max,btab_eig_eig_residual_median,btab_eig_storage_bytes,btab_eig_n_eig_matvec,btab_eig_n_ABB_matvec_cols,btab_eig_ncv_actual,btab_eig_backend,cg_iters,outer_iters,time_eig_setup,time_precond_build,time_solve,time_total,time_post_diagnostics,time_total_with_diagnostics,rmse_train,rmse_test
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1e-05,btab_boxeig_topk_1024_q32,topk_1024,32.0,1024,1369,1369.0,34352.0,240.15196295326257,159243.74207636682,7992.934928974988,79929.34928974988,79929.34928974988,2.4124795862584645e-15,9.363985279812894e-16,701440.0,98.0,98.0,98.0,cupy,1461,1461,0.105253800007631,0.1092409999982919,4.436026500014123,4.528828400012571,0.0196072999970056,4.548435700009577,0.0351716302418763,0.0357789657836313
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1e-05,btab_boxeig_topk_1024_q64,topk_1024,64.0,1024,1369,1369.0,34352.0,240.15196295326257,159243.74207636682,2562.246249466841,25622.46249466841,25622.46249466841,3.7241350073805605e-15,1.1063583012700006e-15,1402880.0,162.0,162.0,162.0,cupy,813,813,0.1788090999907581,0.1834092999924905,2.627460499992594,2.7188381000014488,0.0603503000020282,2.779188400003477,0.0351716421630292,0.0357790152820513
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1e-05,btab_boxeig_topk_1024_q128,topk_1024,128.0,1024,1369,1369.0,34352.0,240.15196295326257,159243.74207636682,654.9683255956376,6549.683255956375,6549.683255956375,8.495799432382078e-15,2.286622282127895e-15,2805760.0,290.0,290.0,290.0,cupy,438,438,0.3701934999990044,0.3744095000001834,1.765067900007125,1.8557584000081988,0.0885236000031,1.9442820000112988,0.0351715171600226,0.0357788868118457
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1e-05,btab_boxeig_topk_512_q32,topk_512,32.0,512,625,625.0,35096.0,1313.5187774166911,462890.8004705599,7975.026770600129,79750.26770600128,79750.26770600128,1.8923860817406025e-15,9.996553011142658e-16,320512.0,98.0,98.0,98.0,cupy,1234,1234,0.1226284000003943,0.1273626999900443,3.872191600006772,3.966890700001386,0.0285489999951096,3.995439699996496,0.0351713153678564,0.0357787564306439
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1e-05,btab_boxeig_topk_512_q64,topk_512,64.0,512,625,625.0,35096.0,1313.5187774166911,462890.8004705599,2552.424552417215,25524.24552417215,25524.24552417215,4.4391274552523066e-15,1.1376303880803816e-15,641024.0,162.0,162.0,162.0,cupy,736,736,0.1966878999955952,0.2014796000003116,2.4248952999914763,2.516703400004189,0.0413295999896945,2.558032999993884,0.0351712418093175,0.0357786564999724
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1e-05,btab_boxeig_topk_512_q128,topk_512,128.0,512,625,625.0,35096.0,1313.5187774166911,462890.8004705599,621.345621411431,6213.45621411431,6213.45621411431,1.0888809330977163e-14,1.60328381663307e-15,1282048.0,290.0,290.0,290.0,cupy,413,413,0.3582547999976668,0.3628134000027785,1.6443651000008686,1.7376006999984384,0.0827806000015698,1.820381300000008,0.0351713681174521,0.0357787599881511
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,1e-05,btab_boxeig_topk_1024_q32,topk_1024,32.0,1024,1369,1369.0,34352.0,720.4558888597658,477731.2262290859,23948.07141481718,239480.71414817177,239480.71414817177,2.353020897970926e-15,8.650360734726125e-16,701440.0,98.0,98.0,98.0,cupy,1885,1885,0.1107390999968629,0.1153694999957224,5.803667599990149,6.053815299994312,0.0239891999954124,6.077804499989725,0.0307309594939505,0.0311741091527931
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,1e-05,btab_boxeig_topk_1024_q64,topk_1024,64.0,1024,1369,1369.0,34352.0,720.4558888597658,477731.2262290859,7691.005477276676,76910.05477276676,76910.05477276676,4.60984543087471e-15,1.1108293915118297e-15,1402880.0,162.0,162.0,162.0,cupy,1121,1121,0.1747696000093128,0.1794413999887183,3.5974365000001853,3.8571280000032857,0.0395798999961698,3.896707899999456,0.0307309622452347,0.0311741353856414
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,1e-05,btab_boxeig_topk_1024_q128,topk_1024,128.0,1024,1369,1369.0,34352.0,720.4558888597658,477731.2262290859,1959.692694969718,19596.92694969718,19596.92694969718,1.0914700806656416e-14,1.590158813316023e-15,2805760.0,290.0,290.0,290.0,cupy,607,607,0.3560648999991826,0.3607289999927161,2.15403449999576,2.4112517000030493,0.0844876999908592,2.4957393999939086,0.0307309996095974,0.0311741298092495
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,1e-05,btab_boxeig_topk_512_q32,topk_512,32.0,512,625,625.0,35096.0,3940.556332249953,1388672.4014116372,23895.36723188795,238953.6723188795,238953.6723188795,1.9950400426218042e-15,8.879651590538729e-16,320512.0,98.0,98.0,98.0,cupy,1581,1581,0.1172280000027967,0.1215596000110963,4.83585519999906,5.09105040000577,0.0197764999902574,5.110826899996027,0.0307312401317606,0.0311743913795918
