dataset_stem,eps,method,selector_tag,btab_eig_q,btab_active_size_raw,btab_box_size,btab_eig_size_S,btab_eig_size_T,rho_max_T,tail_energy,btab_eig_theta_q1,btab_eig_theta_q1_over_sigma2,theta_q1_over_sigma2,btab_eig_eig_residual_max,btab_eig_eig_residual_median,btab_eig_storage_bytes,btab_eig_n_eig_matvec,btab_eig_n_ABB_matvec_cols,btab_eig_ncv_actual,btab_eig_backend,cg_iters,outer_iters,time_eig_setup,time_precond_build,time_solve,time_total,time_post_diagnostics,time_total_with_diagnostics,rmse_train,rmse_test
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,1e-05,btab_boxeig_topk_512_q64,topk_512,64.0,512,625,625.0,35096.0,3940.556332249953,1388672.4014116372,7661.716324097148,76617.16324097147,76617.16324097147,3.859853344654529e-15,1.0249543245901195e-15,641024.0,162.0,162.0,162.0,cupy,1009,1009,0.1661327000037999,0.1703557000000728,3.1936745999992127,3.444208700006129,0.0373994999972637,3.481608200003393,0.0307311461273004,0.0311743055910969
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,1e-05,btab_boxeig_topk_512_q128,topk_512,128.0,512,625,625.0,35096.0,3940.556332249953,1388672.4014116372,1859.3162735294363,18593.16273529436,18593.16273529436,1.0846170739843732e-14,1.5893248792112664e-15,1282048.0,290.0,290.0,290.0,cupy,640,640,0.3411128000007011,0.3455889999895589,2.2652373000019,2.5194436000019778,0.0840622999967308,2.6035058999987086,0.0307309907861862,0.0311741580709886
synthetic_true_func_2d_n1000000,1e-05,btab_boxeig_topk_1024_q32,topk_1024,32.0,1024,1369,1369.0,34352.0,240.15142962489767,159243.36646229576,7687.963881018156,76879.63881018155,76879.63881018155,2.8856988530397258e-15,9.03070957806802e-16,701440.0,98.0,98.0,98.0,cupy,502,502,0.1054696000064723,0.1096544000029098,1.6833922999940114,1.7781084000016565,0.0200311999942641,1.7981395999959204,0.019936652172505,0.0012477203386922
synthetic_true_func_2d_n1000000,1e-05,btab_boxeig_topk_1024_q64,topk_1024,64.0,1024,1369,1369.0,34352.0,240.15142962489767,159243.36646229576,2521.059119075832,25210.59119075832,25210.59119075832,4.341010295354679e-15,1.1550988197216733e-15,1402880.0,162.0,162.0,162.0,cupy,267,267,0.1704682999989017,0.1744924999948125,1.009955399989849,1.1035760999948252,0.0407122000033268,1.144288299998152,0.0199366887324884,0.0012482807835777
synthetic_true_func_2d_n1000000,1e-05,btab_boxeig_topk_1024_q128,topk_1024,128.0,1024,1369,1369.0,34352.0,240.15142962489767,159243.36646229576,691.2102426268262,6912.102426268262,6912.102426268262,1.1839225687450636e-14,1.54651563678197e-15,2805760.0,290.0,290.0,290.0,cupy,116,116,0.3354185000061989,0.3396674000105122,0.708610800007591,0.8017245999944862,0.0949445000005653,0.8966690999950515,0.0199366631551998,0.0012470265651477
synthetic_true_func_2d_n1000000,1e-05,btab_boxeig_topk_512_q32,topk_512,32.0,512,625,625.0,35096.0,1313.5162514396102,462889.7870762957,7683.902607350547,76839.02607350548,76839.02607350548,3.086021566042744e-15,1.1264519351379428e-15,320512.0,98.0,98.0,98.0,cupy,403,403,0.1126310999970883,0.1171335999970324,1.3552097999927355,1.449150499989628,0.0200547999993432,1.469205299988971,0.0199367180371127,0.001250856632079
synthetic_true_func_2d_n1000000,1e-05,btab_boxeig_topk_512_q64,topk_512,64.0,512,625,625.0,35096.0,1313.5162514396102,462889.7870762957,2514.3470578862416,25143.470578862416,25143.470578862416,4.29459930669629e-15,1.009918538275253e-15,641024.0,162.0,162.0,162.0,cupy,231,231,0.1801706999976886,0.1847271999868098,0.9159300999890548,1.008979599995655,0.0527359000116121,1.061715500007267,0.0199366714642936,0.0012482328006048
synthetic_true_func_2d_n1000000,1e-05,btab_boxeig_topk_512_q128,topk_512,128.0,512,625,625.0,35096.0,1313.5162514396102,462889.7870762957,681.6580303956343,6816.580303956343,6816.580303956343,1.0939952825064431e-14,1.433595113565646e-15,1282048.0,290.0,290.0,290.0,cupy,214,214,0.3341289999953005,0.3383426000073086,1.0032494000042789,1.0968464000034146,0.0813801000040257,1.1782265000074403,0.0199365730072399,0.0012480007610665
synthetic_true_func_2d_n3000000,1e-05,btab_boxeig_topk_1024_q32,topk_1024,32.0,1024,1369,1369.0,34352.0,720.4550297587765,477730.621178876,23059.522591552748,230595.22591552747,230595.22591552747,2.062024989719729e-15,9.343668578877413e-16,701440.0,98.0,98.0,98.0,cupy,472,472,0.1119531000003917,0.1161946000065654,1.6157799999928102,1.8741928999952504,0.0226583000039681,1.8968511999992188,0.0199709785169992,0.0008836977874047
synthetic_true_func_2d_n3000000,1e-05,btab_boxeig_topk_1024_q64,topk_1024,64.0,1024,1369,1369.0,34352.0,720.4550297587765,477730.621178876,7551.569610082591,75515.69610082591,75515.69610082591,4.574400542668983e-15,9.903591543909226e-16,1402880.0,162.0,162.0,162.0,cupy,252,252,0.1877196999994339,0.1922562000108882,0.9713193999923532,1.2273341999971308,0.0399327000050107,1.2672669000021417,0.0199709710873345,0.0008832284100253
synthetic_true_func_2d_n3000000,1e-05,btab_boxeig_topk_1024_q128,topk_1024,128.0,1024,1369,1369.0,34352.0,720.4550297587765,477730.621178876,2073.577604084649,20735.77604084649,20735.77604084649,1.022525505383647e-14,1.4131068578131884e-15,2805760.0,290.0,290.0,290.0,cupy,164,164,0.3530772999947658,0.3575043000018922,0.8569416999962414,1.1094463000044923,0.0792862999951466,1.1887325999996392,0.0199709524847731,0.000880209575693
synthetic_true_func_2d_n3000000,1e-05,btab_boxeig_topk_512_q32,topk_512,32.0,512,625,625.0,35096.0,3940.552263332442,1388670.7690064183,23047.579093510227,230475.79093510227,230475.79093510227,2.449032484504648e-15,1.0016079513126291e-15,320512.0,98.0,98.0,98.0,cupy,499,499,0.106526900010067,0.1114571999933105,1.6638830000010785,1.9136130999977468,0.0267293000069912,1.940342400004738,0.0199709495607185,0.0008813050355687
synthetic_true_func_2d_n3000000,1e-05,btab_boxeig_topk_512_q64,topk_512,64.0,512,625,625.0,35096.0,3940.552263332442,1388670.7690064183,7531.831997882346,75318.31997882345,75318.31997882345,4.077343143412415e-15,1.032744525677844e-15,641024.0,162.0,162.0,162.0,cupy,284,284,0.1945728999999119,0.199786099998164,1.1462424999917855,1.3972215999965556,0.0409253000107128,1.4381469000072684,0.0199709841940915,0.0008815090424654
synthetic_true_func_2d_n3000000,1e-05,btab_boxeig_topk_512_q128,topk_512,128.0,512,625,625.0,35096.0,3940.552263332442,1388670.7690064183,2045.563205671682,20455.63205671682,20455.63205671682,1.12906602291048e-14,1.372545926322056e-15,1282048.0,290.0,290.0,290.0,cupy,228,228,0.3579923000070266,0.362592700010282,1.0786263000045435,1.3286885999987137,0.0929795000120066,1.42166810001072,0.0199708921199074,0.0008773710135406
