dataset_stem,eps,method,selector_tag,btab_active_size_raw,btab_box_size,tail_size,rho_max_T,tail_energy,cg_iters,outer_iters,time_precond_build,time_solve,time_total,time_post_diagnostics,time_total_with_diagnostics,rmse_train,rmse_test
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1e-05,btab_auto_topk_1024,topk_1024,1024,1369,34352,240.15196295326257,159243.74207636682,148,148,0.1111888000014005,0.7248694000008982,0.8223445999901742,0.0001756999990902,0.8225202999892645,0.0351713741008161,0.0357787819883124
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1e-05,btab_auto_topk_512,topk_512,512,625,35096,1313.5187774166911,462890.8004705599,300,300,0.0239309000025969,0.9794793000037316,1.0736538000055589,0.0002005999995162,1.0738544000050751,0.0351713574701168,0.0357787976625064
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,1e-05,btab_auto_topk_1024,topk_1024,1024,1369,34352,720.4558888597658,477731.2262290859,246,246,0.1019781999930273,1.1304421999957412,1.379852199999732,0.000162199998158,1.38001439999789,0.0307309621315986,0.0311741458221677
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,1e-05,btab_auto_topk_512,topk_512,512,625,35096,3940.556332249953,1388672.4014116372,491,491,0.0230938999884529,1.6003721000015505,1.8505333000066455,0.0001532000023871,1.850686500009033,0.0307309554439781,0.0311741294031544
synthetic_true_func_2d_n1000000,1e-05,btab_auto_topk_1024,topk_1024,1024,1369,34352,240.15142962489767,159243.36646229576,91,91,0.1059177999995881,0.5024073999957182,0.5962641999940388,0.0001716999977361,0.5964358999917749,0.0199366338612447,0.0012487603215516
synthetic_true_func_2d_n1000000,1e-05,btab_auto_topk_512,topk_512,512,625,35096,1313.5162514396102,462889.7870762957,186,186,0.0254986000072676,0.663717400006135,0.7573443000001134,0.0006056999991415,0.7579499999992549,0.0199366262478653,0.0012488743546465
synthetic_true_func_2d_n3000000,1e-05,btab_auto_topk_1024,topk_1024,1024,1369,34352,720.4550297587765,477730.621178876,134,134,0.113567200009129,0.719293000001926,0.9714007000002312,0.0001764000044204,0.9715771000046516,0.0199709016495912,0.0008808311987468
synthetic_true_func_2d_n3000000,1e-05,btab_auto_topk_512,topk_512,512,625,35096,3940.552263332442,1388670.7690064183,256,256,0.0234306000056676,0.8884574999974575,1.141038500005379,0.0002019999956246,1.141240500001004,0.0199709151030973,0.0008811440171068
