dataset_family,n_train,eps,selected_topk,selected_q,time_total,iterations,cg_iters,outer_iters,rmse_test,btab_eig_theta_q1_over_sigma2,btab_eig_eig_residual_max
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression,100000000,1e-05,36864.0,320.0,1.7953639695001584,388.5,388.5,388.5,0.07822956066042715,41473.77915638169,5.369672852535848e-10
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression,300000000,1e-05,36864.0,320.0,2.878573514999971,408.0,408.0,408.0,0.1105830865021062,20336.508694951008,1.5735467297162917e-12
synthetic_true_func_2d,100000000,1e-05,32768.0,192.0,1.160752243999923,165.5,165.5,165.5,0.0002766115557437,151109.89809490007,1.866671839978335e-12
synthetic_true_func_2d,300000000,1e-05,36864.0,192.0,2.122085655000035,146.5,146.5,146.5,0.00025649725752805,453301.74481973477,9.98981253436948e-13
