M,S_kind,active_mode,active_size,active_tau,active_topk,box_memory_bytes,box_radii,box_shape,box_size,btab_active_mode,btab_active_size_raw,btab_active_tau,btab_active_topk,btab_box_budget,btab_box_size,btab_diagnostic_mode,btab_diagnostic_power_iter,btab_diagnostic_tol,btab_eig_apply_batch_cols,btab_eig_backend,btab_eig_eig_residual_max,btab_eig_eig_residual_median,btab_eig_maxiter,btab_eig_n_ABB_matvec_cols,btab_eig_n_eig_matvec,btab_eig_ncv,btab_eig_ncv_actual,btab_eig_q,btab_eig_size_S,btab_eig_size_T,btab_eig_storage_bytes,btab_eig_theta_q1,btab_eig_theta_q1_over_sigma2,btab_eig_tol,btab_exact_apply_mode,btab_exact_box_max_size,btab_inner_maxiter,btab_inner_precond,btab_inner_tol,btab_outer_gmres_restart,btab_outer_solver,btab_solve_mode,cg_iters,cg_n_matvec,cg_relres,chol_memory_bytes,chunk_size,coord_nystrom_gamma,dataset_dim,dataset_stem,debug_finite_checks,device_name,diagnostic_mode,diagnostic_n_ASS_matvec,diagnostic_n_A_matvec,diagnostic_n_eig_matvec,diagnostic_n_matvec,diagnostic_n_power_iter,diagnostic_n_precond,dim,efgp_matrix_dim,eig_block_size,eig_n_iter,eig_nystrom_kernel_s,eig_residual_cols_rel,eig_residual_fro,eig_residual_fro_rel,eig_residual_max,eig_residual_median,eigen_apply_A_block_calls,eigen_n_matvec,eigen_t_matvec_avg,eigen_t_matvec_total,eps,exact_apply_mode,gamma,has_nufft,injected_eps_coord_topq,inner_last_relres,inner_max_iters,inner_maxiter,inner_precond,inner_tol,inner_total_iters,inner_total_matvec,inner_total_precond,inverse_memory_bytes,is_warmup,iterations,kernel_family,kernel_lengthscale,kernel_nu,kernel_variance,lambda1_coord_nystrom,local_fft_memory_bytes,maxiter,method,mtot,n_matvec,n_precond,n_test,n_train,nufft_backend,nufft_stage,outer_gmres_restart,outer_iters,outer_relres,outer_solver,outer_status,precond_apply_calls,precond_kind,profile_components,reg_lambda,repeat_idx,rho_max_T,rmse_test,rmse_train,run_seed,sigma2_equiv_reg_lambda,solve_mode,status,surrogate_tag,t_matvec_avg,t_matvec_total,t_precond_avg,t_precond_total,tail_energy,tail_size,theta_coord_topq,theta_q1_over_sigma2,time_active_set,time_box_gather_avg,time_box_gather_total,time_box_scatter_avg,time_box_scatter_total,time_box_solve_avg,time_box_solve_total,time_build_Ag,time_build_box_matrix,time_build_inverse,time_build_local_fft,time_cholesky,time_diag_avg,time_diag_total,time_eig_setup,time_eigenspace,time_post_diagnostics,time_precompute,time_precond_build,time_predict,time_solve,time_symmetrize_regularize,time_total,time_total_with_diagnostics,tol,top_q,version
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,5000,1369,cheap,30,0.01,,cupy,1.0931949082617871e-14,1.6908539228242831e-15,640,290,290,,290,128,1369,34352,2805760,691.200354551233,6912.00354551233,0.001,boxeig,4096,50,diag,0.001,50,auto,boxeig,116,117,8.896204070052847e-07,0,,,2,synthetic_true_func_2d_n1000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,128,0,128,128,0,0,2,35721,,,,,,,1.0931949082617871e-14,1.6908539228242831e-15,,,,,1e-05,boxeig,999999.9999990036,True,,nan,0,0,,nan,0,0,0,0,False,116.0,matern,0.1,1.5,1.0,,85264,6000,btab_boxeig_topk_1024_q128,189,117,116,1000,1000000,cufinufft,binned_c1,50,116,8.896204070052847e-07,pcg,converged,116,,True,0.1,0,240.1514296249552,0.0012631436138843884,0.01993606083882089,0,0.1,boxeig,ok,,0.0014433256407919077,0.1688690999726532,0.0005573758621878745,0.06465560001379345,159243.36646233394,34352,,6912.00354551233,0.002225199990789406,6.226034496774383e-05,0.0072222000162582844,5.688362103557728e-05,0.0065985000401269644,0.00031506120661827576,0.03654709996771999,0.3394422000128543,0.0,0.0,0.0012910000077681616,0.0,8.654827540559727e-05,0.010039599947049282,0.33815120000508614,,0.07867260000784881,0.06777360000705812,0.3421378999919398,0.021121699988725595,0.6804525000043213,0.0,0.7482261000113795,0.8268987000192283,1e-06,,v7_btab_boxeig
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997,998,9.829278288675092e-07,,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,,,,,,,,2,35721,,,,,,,,,0,0,,,1e-05,,,True,,,,,,,,,,,False,997.0,matern,0.1,1.5,1.0,,,6000,plain_cg,189,998,,1000,3000000,cufinufft,cufinufft,,,,,,,,True,0.1,0,,0.000883441639209521,0.019971222665461474,0,,,ok,,0.001447355210671331,1.4444605002499884,,,,,,,,,,,,,,,,,,,,,,,,0.2430882000044221,,0.05968469999788795,2.1455985000065994,,2.3886880000063684,,1e-06,,v1
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448,449,9.652558143063753e-07,,,nan,2,synthetic_true_func_2d_n3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,,,,,,,,2,35721,53,3,nan,,6996.756023725847,0.016285857075972583,,,5,257,0.001330251715990356,0.3418746910095215,1e-05,,,True,[],,,,,,,,,,False,448.0,matern,0.1,1.5,1.0,nan,,6000,eigenpro_pcg_q45,189,449,448,1000,3000000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.0008886823782279462,0.01997116994980133,0,,,ok,,0.0014600512251879642,0.6555630001093959,0.00040889374970122717,0.18318439986614976,,,[],,,,,,,,,,,,,,,,,0.5798667999915779,,0.20718270000361372,0.0004617000086000189,0.06028170000354294,1.2622073999955319,,2.0497185999993235,,1e-06,45,v3
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,245,9.621744460200776e-07,,,nan,2,synthetic_true_func_2d_n3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,,,,,,,,2,35721,98,3,nan,,2815.262302179702,0.006492890348921892,,,5,482,0.0013321220271320263,0.6420828170776367,1e-05,,,True,[],,,,,,,,,,False,244.0,matern,0.1,1.5,1.0,nan,,6000,eigenpro_pcg_q90,189,245,244,1000,3000000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.0008895216631581197,0.01997135284950782,0,,,ok,,0.001481213469571453,0.362897300045006,0.0007492512292524449,0.18281729993759654,,,[],,,,,,,,,,,,,,,,,1.3500667000043904,,0.18208729999605566,0.0004665000014938414,0.059888499992666766,0.7933851999987382,,2.326005700000678,,1e-06,90,v3
35721,expanded_box,topk,512,,512,0,"[12, 12]","[25, 25]",625,topk,512,,512,5000,625,cheap,30,0.01,,,,,,,,,,,,,,,,,chol_solve,4096,50,diag,0.001,50,auto,auto,256,257,9.440664673306816e-07,6250000,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,0,0,0,0,0,0,2,35721,,,,,,,,,,,,,1e-05,chol_solve,2999999.999996535,True,,nan,0,50,diag,0.001,0,0,0,0,False,256.0,matern,0.1,1.5,1.0,,0,6000,btab_auto_topk_512,189,257,256,1000,3000000,cufinufft,binned_c1,50,256,9.440664673306816e-07,pcg,converged,256,,True,0.1,0,3940.552263332592,0.0008855251330446829,0.01997082568633497,0,0.1,exact,ok,,0.0015286451354754205,0.39286179981718305,0.0008401441402838827,0.21507689991267398,1388670.769006471,35096,,,0.0026376000023446977,7.212929699562665e-05,0.01846510003088042,7.454140614981952e-05,0.019082599974353798,0.0005461582034627099,0.13981650008645374,0.021631700001307763,0.011299999998300336,-0.021631700001307763,0.0,0.009583600010955706,0.00010062539092814404,0.025760100077604875,,,0.00015259999781847,0.18856219999725,0.025834000000031665,0.061753600006341,0.9068184999923687,0.0007480999920517206,1.0953806999896187,1.0955332999874372,1e-06,,v6_btab
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,5000,1369,cheap,30,0.01,,,,,,,,,,,,,,,,,chol_solve,4096,50,diag,0.001,50,auto,auto,134,135,8.421202406147991e-07,29986576,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,0,0,0,0,0,0,2,35721,,,,,,,,,,,,,1e-05,chol_solve,2999999.999996535,True,,nan,0,50,diag,0.001,0,0,0,0,False,134.0,matern,0.1,1.5,1.0,,0,6000,btab_auto_topk_1024,189,135,134,1000,3000000,cufinufft,binned_c1,50,134,8.421202406147991e-07,pcg,converged,134,,True,0.1,0,720.4550297588038,0.0008850994567810754,0.019970808626338786,0,0.1,exact,ok,,0.001508369630189716,0.20362990007561166,0.0018071776114572742,0.24216179993527476,477730.6211788942,34352,,,0.0022295999951893464,6.901193931420792e-05,0.009247599868103862,7.755970087166486e-05,0.010392999916803092,0.0015196447759569594,0.20363239997823257,0.09978669999691192,0.04497429999173619,-0.09978669999691192,0.0,0.05141400000138674,9.379029865185522e-05,0.012567900019348599,,,0.00020980001136194915,0.1840585000027204,0.10328419999859761,0.06009879999328405,0.6877979999990202,0.0033984000037889928,0.8718565000017406,0.8720663000131026,1e-06,,v6_btab
35721,expanded_box,topk,512,,512,0,"[12, 12]","[25, 25]",625,topk,512,,512,5000,625,cheap,30,0.01,,cupy,1.808890032114089e-15,9.800520784291372e-16,160,98,98,,98,32,625,35096,320512,23047.764010607516,230477.64010607515,0.001,boxeig,4096,50,diag,0.001,50,auto,boxeig,502,503,9.828631530727845e-07,0,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,32,0,32,32,0,0,2,35721,,,,,,,1.808890032114089e-15,9.800520784291372e-16,,,,,1e-05,boxeig,2999999.999996535,True,,nan,0,0,,nan,0,0,0,0,False,502.0,matern,0.1,1.5,1.0,,38416,6000,btab_boxeig_topk_512_q32,189,503,502,1000,3000000,cufinufft,binned_c1,50,502,9.828631530727845e-07,pcg,converged,502,,True,0.1,0,3940.552263332592,0.000886099143268057,0.019970845565846964,0,0.1,boxeig,ok,,0.0014795972163421907,0.7442373998201219,0.0005981075696925915,0.3002499999856809,1388670.769006471,35096,,230477.64010607515,0.0021961000020382926,6.530039843572563e-05,0.03278080001473427,6.113167327714609e-05,0.030688099985127337,0.00034144900405136646,0.17140740003378596,0.11001189998933114,0.0,0.0,0.0013959999923827127,0.0,9.180617537159302e-05,0.046086700036539696,0.10861589999694843,,0.019499000001815148,0.1836669000040274,0.11267189998761751,0.05941369998618029,1.62941100000171,0.0,1.8130779000057373,1.8325769000075525,1e-06,,v7_btab_boxeig
35721,expanded_box,topk,512,,512,0,"[12, 12]","[25, 25]",625,topk,512,,512,5000,625,cheap,30,0.01,,cupy,4.255236930725671e-15,9.921434128480515e-16,320,162,162,,162,64,625,35096,641024,7531.828588954184,75318.28588954183,0.001,boxeig,4096,50,diag,0.001,50,auto,boxeig,287,288,8.327980074781796e-07,0,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,64,0,64,64,0,0,2,35721,,,,,,,4.255236930725671e-15,9.921434128480515e-16,,,,,1e-05,boxeig,2999999.999996535,True,,nan,0,0,,nan,0,0,0,0,False,287.0,matern,0.1,1.5,1.0,,38416,6000,btab_boxeig_topk_512_q64,189,288,287,1000,3000000,cufinufft,binned_c1,50,287,8.327980074781796e-07,pcg,converged,287,,True,0.1,0,3940.552263332592,0.000884680258877655,0.019970845838439614,0,0.1,boxeig,ok,,0.001473861457927544,0.4244720998831326,0.0005973961668430571,0.1714526998839574,1388670.769006471,35096,,75318.28588954183,0.0021587999945040792,6.42885019266913e-05,0.018450800052960403,6.079790973386854e-05,0.01744900009362027,0.00034220627139327326,0.09821319988986943,0.17790580001019407,0.0,0.0,0.0012421000137692317,0.0,9.130592278865221e-05,0.026204799840343185,0.17666369999642484,,0.041130199999315664,0.18004229999496602,0.18052789999637753,0.06226440001046285,1.050354499995592,0.0,1.230396799990558,1.2715269999898737,1e-06,,v7_btab_boxeig
35721,expanded_box,topk,512,,512,0,"[12, 12]","[25, 25]",625,topk,512,,512,5000,625,cheap,30,0.01,,cupy,1.8658521334248088e-14,1.4427477747857994e-15,640,290,290,,290,128,625,35096,1282048,2045.5481945311788,20455.481945311785,0.001,boxeig,4096,50,diag,0.001,50,auto,boxeig,228,229,9.340134234029966e-07,0,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,128,0,128,128,0,0,2,35721,,,,,,,1.8658521334248088e-14,1.4427477747857994e-15,,,,,1e-05,boxeig,2999999.999996535,True,,nan,0,0,,nan,0,0,0,0,False,228.0,matern,0.1,1.5,1.0,,38416,6000,btab_boxeig_topk_512_q128,189,229,228,1000,3000000,cufinufft,binned_c1,50,228,9.340134234029966e-07,pcg,converged,228,,True,0.1,0,3940.552263332592,0.0008814217516719473,0.019970783859540528,0,0.1,boxeig,ok,,0.0014755982536681232,0.3379120000900002,0.0006388377182782023,0.14565499976743013,1388670.769006471,35096,,20455.481945311785,0.0023665999906370416,6.846140374699117e-05,0.015609200054313987,6.191622767864988e-05,0.014116899910732172,0.0003709153507978108,0.08456869998190086,0.3361013000103412,0.0,0.0,0.0015679000061936677,0.0,9.302675428906488e-05,0.021210099977906793,0.33453340000414755,,0.0830085999914445,0.1814812999946298,0.339014799988945,0.06058340000163298,1.0547640000004321,0.0,1.236245299995062,1.3192538999865064,1e-06,,v7_btab_boxeig
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,5000,1369,cheap,30,0.01,,cupy,2.542193989105526e-15,9.448219459906889e-16,160,98,98,,98,32,1369,34352,701440,23059.712568254236,230597.12568254233,0.001,boxeig,4096,50,diag,0.001,50,auto,boxeig,477,478,9.810956219978333e-07,0,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,32,0,32,32,0,0,2,35721,,,,,,,2.542193989105526e-15,9.448219459906889e-16,,,,,1e-05,boxeig,2999999.999996535,True,,nan,0,0,,nan,0,0,0,0,False,477.0,matern,0.1,1.5,1.0,,85264,6000,btab_boxeig_topk_1024_q32,189,478,477,1000,3000000,cufinufft,binned_c1,50,477,9.810956219978333e-07,pcg,converged,477,,True,0.1,0,720.4550297588038,0.0008879317650991638,0.019970884671654088,0,0.1,boxeig,ok,,0.0015293809630146744,0.7310441003210144,0.0006385651992197565,0.3045956000278238,477730.6211788942,34352,,230597.12568254233,0.0025711000052979216,6.967819747573596e-05,0.033236500195926055,6.42073377993727e-05,0.030626900130300783,0.0003637027250643355,0.17348619985568803,0.150752100002137,0.0,0.0,0.0018922000017482787,0.0,9.712054534762535e-05,0.046326500130817294,0.14885990000038873,,0.020958399996743537,0.18185770000854973,0.15394029999151826,0.061889699994935654,1.6831829000002472,0.0,1.865040600008797,1.8859990000055404,1e-06,,v7_btab_boxeig
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,5000,1369,cheap,30,0.01,,cupy,7.159243143152107e-15,1.0455919808460854e-15,320,162,162,,162,64,1369,34352,1402880,7551.57353110098,75515.7353110098,0.001,boxeig,4096,50,diag,0.001,50,auto,boxeig,252,253,8.929294859978128e-07,0,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,64,0,64,64,0,0,2,35721,,,,,,,7.159243143152107e-15,1.0455919808460854e-15,,,,,1e-05,boxeig,2999999.999996535,True,,nan,0,0,,nan,0,0,0,0,False,252.0,matern,0.1,1.5,1.0,,85264,6000,btab_boxeig_topk_1024_q64,189,253,252,1000,3000000,cufinufft,binned_c1,50,252,8.929294859978128e-07,pcg,converged,252,,True,0.1,0,720.4550297588038,0.000887281800623271,0.01997087019559721,0,0.1,boxeig,ok,,0.0015266723322876262,0.3862481000687694,0.0006756722225021342,0.1702694000705378,477730.6211788942,34352,,75515.7353110098,0.0026775000005727634,7.571428576493561e-05,0.019080000012763776,6.693015824393591e-05,0.01686639987747185,0.0003844896821805926,0.09689139990950935,0.188678999998956,0.0,0.0,0.001974700004211627,0.0,0.00010109444413082822,0.02547579992096871,0.18670429999474436,,0.04284909999114461,0.1828084000007948,0.19207860001188237,0.05982340000628028,1.0285868999926606,0.0,1.2113952999934554,1.2542443999846,1e-06,,v7_btab_boxeig
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,5000,1369,cheap,30,0.01,,cupy,1.3307921681526297e-14,1.3316337207960749e-15,640,290,290,,290,128,1369,34352,2805760,2073.5684077170545,20735.684077170543,0.001,boxeig,4096,50,diag,0.001,50,auto,boxeig,164,165,8.692923435923135e-07,0,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,128,0,128,128,0,0,2,35721,,,,,,,1.3307921681526297e-14,1.3316337207960749e-15,,,,,1e-05,boxeig,2999999.999996535,True,,nan,0,0,,nan,0,0,0,0,False,164.0,matern,0.1,1.5,1.0,,85264,6000,btab_boxeig_topk_1024_q128,189,165,164,1000,3000000,cufinufft,binned_c1,50,164,8.692923435923135e-07,pcg,converged,164,,True,0.1,0,720.4550297588038,0.0008838800046646625,0.01997082906262068,0,0.1,boxeig,ok,,0.0015382975756162494,0.2538190999766812,0.0006474323168598547,0.10617889996501617,477730.6211788942,34352,,20735.684077170543,0.0024427999887848273,6.951463436097384e-05,0.01140040003519971,6.554268217835825e-05,0.010748999877250753,0.0003683859753570088,0.06041529995854944,0.33332099999825004,0.0,0.0,0.0012694000033661723,0.0,9.710792694865476e-05,0.01592570001957938,0.3320515999948839,,0.09407930000452325,0.17938719999801833,0.33623010000155773,0.061669599992455915,0.8718858000065666,0.0,1.051273000004585,1.1453523000091081,1e-06,,v7_btab_boxeig
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1497,1498,8.352972092727963e-07,,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,,,,,,,,2,35721,,,,,,,,,0,0,,,1e-05,,,True,,,,,,,,,,,False,1497.0,matern,0.1,1.5,1.0,,,6000,plain_cg,189,1498,,250000,1000000,cufinufft,cufinufft,,,,,,,,True,0.1,0,,0.0357788144584092,0.035171506590769716,0,,,ok,,0.0014650705606095804,2.1946756997931516,,,,,,,,,,,,,,,,,,,,,,,,0.09056340000825003,,0.020931899998686276,3.2815078000130598,,3.3720718000113266,,1e-06,,v1
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652,653,8.997797887485008e-07,,,nan,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,,,,,,,,2,35721,53,3,nan,,2061.50533745712,0.014268597025103691,,,5,257,0.0013377304819307439,0.3437967338562012,1e-05,,,True,[],,,,,,,,,,False,652.0,matern,0.1,1.5,1.0,nan,,6000,eigenpro_pcg_q45,189,653,652,250000,1000000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.03552673443579019,0.03491504485643752,0,,,ok,,0.0014910823889966315,0.9736768000148004,0.0004168984661342296,0.2718177999195177,,,[],,,,,,,,,,,,,,,,,0.5848301999940304,,0.07289110000419896,0.0004245000018272549,0.021454000001540408,1.9134600999968825,,2.571605899996939,,1e-06,45,v3
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,369,9.840270764870795e-07,,,nan,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,,,,,,,,2,35721,98,3,nan,,886.7841551140926,0.006088072831656681,,,5,482,0.001357985452992293,0.6545489883422851,1e-05,,,True,[],,,,,,,,,,False,368.0,matern,0.1,1.5,1.0,nan,,6000,eigenpro_pcg_q90,189,369,368,250000,1000000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.03552708706488094,0.03491521598063235,0,,,ok,,0.0014935390248678267,0.551115900176228,0.0007551032608123775,0.2778779999789549,,,[],,,,,,,,,,,,,,,,,1.3733577000093646,,0.06686399999307469,0.00042559999565128237,0.021645100001478568,1.1888850999966962,,2.629532399994787,,1e-06,90,v3
35721,expanded_box,topk,512,,512,0,"[12, 12]","[25, 25]",625,topk,512,,512,5000,625,cheap,30,0.01,,,,,,,,,,,,,,,,,chol_solve,4096,50,diag,0.001,50,auto,auto,301,302,9.499361625708016e-07,6250000,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,0,0,0,0,0,0,2,35721,,,,,,,,,,,,,1e-05,chol_solve,999999.9999994707,True,,nan,0,50,diag,0.001,0,0,0,0,False,301.0,matern,0.1,1.5,1.0,,0,6000,btab_auto_topk_512,189,302,301,250000,1000000,cufinufft,binned_c1,50,301,9.499361625708016e-07,pcg,converged,301,,True,0.1,0,1313.518777417592,0.03552667658968796,0.034914884279550286,0,0.1,exact,ok,,0.0014695105958569621,0.4437921999488026,0.0007809129566034655,0.2350547999376431,462890.8004708774,35096,,,0.002315899997483939,6.413322250146815e-05,0.019304099972941913,6.359402037904818e-05,0.0191418001340935,0.000522632890267211,0.1573124999704305,0.01941209999495186,0.009356099995784461,-0.01941209999495186,0.0,0.009309300003224052,9.034019879427463e-05,0.027192399837076664,,,0.00017359999765176326,0.06911729999410454,0.02306210000824649,0.022177899998496287,0.9867315000010421,0.0007466999959433451,1.0558487999951467,1.0560223999927985,1e-06,,v6_btab
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,5000,1369,cheap,30,0.01,,,,,,,,,,,,,,,,,chol_solve,4096,50,diag,0.001,50,auto,auto,154,155,9.912277083574272e-07,29986576,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,0,0,0,0,0,0,2,35721,,,,,,,,,,,,,1e-05,chol_solve,999999.9999994707,True,,nan,0,50,diag,0.001,0,0,0,0,False,154.0,matern,0.1,1.5,1.0,,0,6000,btab_auto_topk_1024,189,155,154,250000,1000000,cufinufft,binned_c1,50,154,9.912277083574272e-07,pcg,converged,154,,True,0.1,0,240.15196295342736,0.03552667184047981,0.03491486435590378,0,0.1,exact,ok,,0.001492761934904622,0.2313780999102164,0.0017792870134286062,0.27401020006800536,159243.74207647608,34352,,,0.0024237000034190714,6.849545450252179e-05,0.010548299993388355,7.308766248865755e-05,0.011255500023253262,0.0014989454539790568,0.23083759991277475,0.10320869999122806,0.04804699998931028,-0.10320869999122806,0.0,0.05193810000491794,9.383116903572718e-05,0.014450000031501986,,,0.00022620000527240336,0.06669410000904463,0.10716659999161493,0.022821599995950237,0.7716040999948746,0.0032235999969998375,0.8382982000039192,0.8385244000091916,1e-06,,v6_btab
35721,expanded_box,topk,512,,512,0,"[12, 12]","[25, 25]",625,topk,512,,512,5000,625,cheap,30,0.01,,cupy,1.7550899785224088e-15,8.84715061440006e-16,160,98,98,,98,32,625,35096,320512,7975.4318457740665,79754.31845774066,0.001,boxeig,4096,50,diag,0.001,50,auto,boxeig,1237,1238,9.943246171851313e-07,0,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,32,0,32,32,0,0,2,35721,,,,,,,1.7550899785224088e-15,8.84715061440006e-16,,,,,1e-05,boxeig,999999.9999994705,True,,nan,0,0,,nan,0,0,0,0,False,1237.0,matern,0.1,1.5,1.0,,38416,6000,btab_boxeig_topk_512_q32,189,1238,1237,250000,1000000,cufinufft,binned_c1,50,1237,9.943246171851313e-07,pcg,converged,1237,,True,0.1,0,1313.518777417592,0.03552660828442514,0.034914796553849464,0,0.1,boxeig,ok,,0.0014940551697951328,1.8496403002063744,0.000607718997526249,0.7517483999399701,462890.8004708774,35096,,79754.31845774066,0.002480400013155304,6.582223128985911e-05,0.08142210010555573,6.178003247545335e-05,0.07642190017213579,0.0003477497980704045,0.43016650021309033,0.12347629999567289,0.0,0.0,0.0018199999904027209,0.0,9.208027501729835e-05,0.11390330019639805,0.12165630000527017,,0.020273200003430247,0.07065039999724831,0.126514200004749,0.02191579999634996,3.9242972000065492,0.0,3.9949476000037976,4.015220800007228,1e-06,,v7_btab_boxeig
35721,expanded_box,topk,512,,512,0,"[12, 12]","[25, 25]",625,topk,512,,512,5000,625,cheap,30,0.01,,cupy,4.830144093494268e-15,1.0284133262857662e-15,320,162,162,,162,64,625,35096,641024,2552.6558195391303,25526.558195391302,0.001,boxeig,4096,50,diag,0.001,50,auto,boxeig,737,738,9.825508082133038e-07,0,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,64,0,64,64,0,0,2,35721,,,,,,,4.830144093494268e-15,1.0284133262857662e-15,,,,,1e-05,boxeig,999999.9999994707,True,,nan,0,0,,nan,0,0,0,0,False,737.0,matern,0.1,1.5,1.0,,38416,6000,btab_boxeig_topk_512_q64,189,738,737,250000,1000000,cufinufft,binned_c1,50,737,9.825508082133038e-07,pcg,converged,737,,True,0.1,0,1313.518777417592,0.03552660811991046,0.0349147992957532,0,0.1,boxeig,ok,,0.0015242079945330365,1.1248654999653809,0.0006491540029578308,0.4784265001799213,462890.8004708774,35096,,25526.558195391302,0.0021921000006841496,6.866892782754544e-05,0.05060899980890099,6.362890089458308e-05,0.04689449995930772,0.0003783454546293249,0.27884060006181244,0.1762934000144014,0.0,0.0,0.001251400011824444,0.0,9.478710965285636e-05,0.06985809981415514,0.17504200000257697,,0.03868290000536945,0.06810350000159815,0.17895380000118166,0.02114939999592025,2.5330115999968257,0.0,2.601115099998424,2.6397980000037933,1e-06,,v7_btab_boxeig
35721,expanded_box,topk,512,,512,0,"[12, 12]","[25, 25]",625,topk,512,,512,5000,625,cheap,30,0.01,,cupy,1.021586224569387e-14,1.4940816120316704e-15,640,290,290,,290,128,625,35096,1282048,621.1929643640085,6211.929643640085,0.001,boxeig,4096,50,diag,0.001,50,auto,boxeig,415,416,9.840196743513114e-07,0,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,128,0,128,128,0,0,2,35721,,,,,,,1.021586224569387e-14,1.4940816120316704e-15,,,,,1e-05,boxeig,999999.9999994705,True,,nan,0,0,,nan,0,0,0,0,False,415.0,matern,0.1,1.5,1.0,,38416,6000,btab_boxeig_topk_512_q128,189,416,415,250000,1000000,cufinufft,binned_c1,50,415,9.840196743513114e-07,pcg,converged,415,,True,0.1,0,1313.518777417592,0.03552664995574606,0.03491487895551003,0,0.1,boxeig,ok,,0.0014606074521977392,0.6076127001142595,0.0006003672288974792,0.24915239999245387,462890.8004708774,35096,,6211.929643640085,0.0021794999920530245,6.514433736306985e-05,0.02703490000567399,5.8996867906044134e-05,0.024483700181008317,0.0003470000000923019,0.1440050000383053,0.3420666000165511,0.0,0.0,0.0012468000059016049,0.0,8.998481905317854e-05,0.037343699907069094,0.3408198000106495,,0.0905518000072334,0.06796139999642037,0.3447153999877628,0.02284910000162199,1.5961355000035837,0.0,1.664096900000004,1.7546487000072375,1e-06,,v7_btab_boxeig
