case_tag,N,mode,top_q,slq_operator,seed,size,wall_s,lambda_hat_min,lambda_hat_max,q01,q99,m_final,health,dominant_issue,out_dir
N100000_gpu_v1_topq0_q0_seed99174,100000,gpu_v1_topq0,0,A,99174,480249,171.79004593100035,0.10005978704121811,5551.331432181496,0.10005978704121811,0.10006173134745404,400,stable,upper_spikes,outputs/weak_gpu_complexity_20260506_060518/slq_diagnostics/N100000_gpu_v1_topq0_q0_seed99174
N100000_gpu_v3_topq_q64_seed99175,100000,gpu_v3_topq,64,M_inv_A,99175,480249,226.68089087299995,-0.488874700799943,333.4370089949673,0.09945863827149629,0.1150701168925703,400,caution,upper_spikes,outputs/weak_gpu_complexity_20260506_060518/slq_diagnostics/N100000_gpu_v3_topq_q64_seed99175
