dataset_stem,n_train,kernel,kernel_family,kernel_label,kernel_nu,kernel_lengthscale,eps,reg_lambda,method,method_family,M,mtot,topk,q,btab_active_topk,btab_box_size,btab_eig_q,cg_iters,time_solve,time_total,rmse_test,rmse_train,Speedup,status,table1_source,selection_note
synthetic_true_func_2d_n1000000,1000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,plain_cg,EFGP-CG,35721.0,189.0,,,,,,788.0,0.8515131609999571,0.8853033849998155,0.0012503864229361,0.0199368578251529,1.0,ok,btab_group_a_se_matern_20260627_163846,EFGP-CG baseline; speedup uses time_total
synthetic_true_func_2d_n1000000,1000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,eigenpro_pcg_q90,EigenPro-PCG,35721.0,189.0,,90.0,,,,212.0,0.398453937999875,0.9066826619998664,0.0012678236810331,0.0199363007247944,0.9764203310639087,ok,btab_group_a_se_matern_20260627_163846,selected by min time_total under 1.1x EFGP-CG RMSE
synthetic_true_func_2d_n1000000,1000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,btab_auto_topk_1024,Active inverse,35721.0,189.0,1024.0,,1024.0,1369.0,,91.0,0.2812440640000204,0.3110143940000398,0.0012661960952056,0.0199360744607412,2.8465029338793313,ok,btab_group_a_se_matern_20260627_163846,selected by min time_total under 1.1x EFGP-CG RMSE
synthetic_true_func_2d_n1000000,1000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,btab_boxeig_topk_1024_q128,Box-EigenPro,35721.0,189.0,1024.0,128.0,1024.0,1369.0,128.0,116.0,0.4511480319999918,0.4810855200000787,0.0012631436138785,0.0199360608388208,1.8402203936623798,ok,btab_group_a_se_matern_20260627_163846,selected by min time_total under 1.1x EFGP-CG RMSE
synthetic_true_func_2d_n3000000,3000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,plain_cg,EFGP-CG,35721.0,189.0,,,,,,997.0,1.0483576460001132,1.1313636459999543,0.0008834436735271,0.0199712226570444,1.0,ok,btab_group_a_se_matern_20260627_163846,EFGP-CG baseline; speedup uses time_total
synthetic_true_func_2d_n3000000,3000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,eigenpro_pcg_q90,EigenPro-PCG,35721.0,189.0,,90.0,,,,244.0,0.4546137980000821,0.9879422110000178,0.0008895169405338,0.0199713528429281,1.1451718869818934,ok,btab_group_a_se_matern_20260627_163846,selected by min time_total under 1.1x EFGP-CG RMSE
synthetic_true_func_2d_n3000000,3000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,btab_auto_topk_1024,Active inverse,35721.0,189.0,1024.0,,1024.0,1369.0,,134.0,0.3415856110000277,0.3997131850001096,0.0008850994567805,0.0199708086263387,2.8304386456494903,ok,btab_group_a_se_matern_20260627_163846,selected by min time_total under 1.1x EFGP-CG RMSE
synthetic_true_func_2d_n3000000,3000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,btab_boxeig_topk_4096_q128,Box-EigenPro,35721.0,189.0,4096.0,128.0,4096.0,5329.0,128.0,119.0,0.4664138670000284,0.5236808209999708,0.0008886637048552,0.019971037500326,2.1604068750114056,ok,btab_group_a_se_matern_20260627_163846,selected by min time_total under 1.1x EFGP-CG RMSE
synthetic_true_func_2d_n10000000,10000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,plain_cg,EFGP-CG,35721.0,189.0,,,,,,1171.0,1.2326578760000757,1.4892789960000528,0.0005576980915535,0.0199959505980746,1.0,ok,btab_group_a_se_matern_20260627_163846,EFGP-CG baseline; speedup uses time_total
synthetic_true_func_2d_n10000000,10000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,eigenpro_pcg_q90,EigenPro-PCG,35721.0,189.0,,90.0,,,,268.0,0.5036738889999697,1.082674840999971,0.0005603438879295,0.0199961719782009,1.3755551894274531,ok,btab_group_a_se_matern_20260627_163846,selected by min time_total under 1.1x EFGP-CG RMSE
synthetic_true_func_2d_n10000000,10000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,btab_auto_topk_1024,Active inverse,35721.0,189.0,1024.0,,1024.0,1369.0,,187.0,0.4312436059999527,0.536606767999956,0.000559713667766,0.0199956673296452,2.775363794890069,ok,btab_group_a_se_matern_20260627_163846,selected by min time_total under 1.1x EFGP-CG RMSE
synthetic_true_func_2d_n10000000,10000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,btab_boxeig_topk_4096_q128,Box-EigenPro,35721.0,189.0,4096.0,128.0,4096.0,5329.0,128.0,148.0,0.5225548419999768,0.626442842000074,0.0005593070869972,0.0199957807930309,2.3773581500989946,ok,btab_group_a_se_matern_20260627_163846,selected by min time_total under 1.1x EFGP-CG RMSE
synthetic_true_func_2d_n30000000,30000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,plain_cg,EFGP-CG,35721.0,189.0,,,,,,969.0,1.0160917969999446,1.9101166109999208,0.0003383668070641,0.020000798140829,1.0,ok,btab_group_a_se_matern_20260627_163846,EFGP-CG baseline; speedup uses time_total
synthetic_true_func_2d_n30000000,30000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,eigenpro_pcg_q90,EigenPro-PCG,35721.0,189.0,,90.0,,,,233.0,0.4415614910000158,1.238488842000038,0.0003366279359706,0.0200009290425855,1.5422961808160256,ok,btab_group_a_se_matern_20260627_163846,selected by min time_total under 1.1x EFGP-CG RMSE
synthetic_true_func_2d_n30000000,30000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,btab_auto_topk_512,Active inverse,35721.0,189.0,512.0,,512.0,625.0,,282.0,0.458762264000029,0.6576042290000714,0.0003473418444303,0.0200004985717877,2.9046598649530786,ok,btab_group_a_se_matern_20260627_163846,selected by min time_total under 1.1x EFGP-CG RMSE
synthetic_true_func_2d_n30000000,30000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,btab_boxeig_topk_4096_q128,Box-EigenPro,35721.0,189.0,4096.0,128.0,4096.0,5329.0,128.0,136.0,0.5001711080000177,0.6986636579999868,0.0003498618234408,0.0200006140661537,2.7339573042454672,ok,btab_group_a_se_matern_20260627_163846,selected by min time_total under 1.1x EFGP-CG RMSE
synthetic_true_func_2d_n1000000,1000000,SE,SE,SE,1.5,0.1,1e-05,0.1,plain_cg,EFGP-CG,1225.0,35.0,,,,,,484.0,0.5067710360001456,0.5388610219999919,0.0003797132200464,0.0200038803341822,1.0,ok,btab_group_a_se_matern_20260627_163846,EFGP-CG baseline; speedup uses time_total
synthetic_true_func_2d_n1000000,1000000,SE,,SE,,0.1,1e-05,0.1,--,EigenPro-PCG,,,,,,,,,,,,,,,,no candidate with rmse_test <= 1.10 * EFGP-CG
synthetic_true_func_2d_n1000000,1000000,SE,,SE,,0.1,1e-05,0.1,--,Active inverse,,,,,,,,,,,,,,,,no candidate with rmse_test <= 1.10 * EFGP-CG
synthetic_true_func_2d_n1000000,1000000,SE,,SE,,0.1,1e-05,0.1,--,Box-EigenPro,,,,,,,,,,,,,,,,no candidate with rmse_test <= 1.10 * EFGP-CG
synthetic_true_func_2d_n3000000,3000000,SE,SE,SE,1.5,0.1,1e-05,0.1,plain_cg,EFGP-CG,1225.0,35.0,,,,,,495.0,0.5135444809999399,0.595872571999962,0.0002382041325038,0.0199992319795147,1.0,ok,btab_group_a_se_matern_20260627_163846,EFGP-CG baseline; speedup uses time_total
synthetic_true_func_2d_n3000000,3000000,SE,,SE,,0.1,1e-05,0.1,--,EigenPro-PCG,,,,,,,,,,,,,,,,no candidate with rmse_test <= 1.10 * EFGP-CG
synthetic_true_func_2d_n3000000,3000000,SE,,SE,,0.1,1e-05,0.1,--,Active inverse,,,,,,,,,,,,,,,,no candidate with rmse_test <= 1.10 * EFGP-CG
synthetic_true_func_2d_n3000000,3000000,SE,,SE,,0.1,1e-05,0.1,--,Box-EigenPro,,,,,,,,,,,,,,,,no candidate with rmse_test <= 1.10 * EFGP-CG
synthetic_true_func_2d_n10000000,10000000,SE,SE,SE,1.5,0.1,1e-05,0.1,plain_cg,EFGP-CG,1225.0,35.0,,,,,,490.0,0.5025123020000137,0.7603805480000574,0.000178916273693,0.0200055529404235,1.0,ok,btab_group_a_se_matern_20260627_163846,EFGP-CG baseline; speedup uses time_total
