N,Kernel,reg_lambda,Method,method,top-k,|B|,q,Iter.,T_solve,T_total,RMSE,RMSE / RMSE_EFGP,Speedup
1000000,Matern-1.5,0.1,Active inverse,btab_auto_topk_512,512.0,625.0,,186,0.3053384689999348,0.3355290859999513,0.0012663062664648,1.0127319388923928,2.638529480570707
1000000,Matern-1.5,0.1,Active inverse,btab_auto_topk_1024,1024.0,1369.0,,91,0.2812440640000204,0.3110143940000398,0.0012661960952056,1.0126438291231412,2.8465029338793313
1000000,Matern-1.5,0.1,Active inverse,btab_auto_topk_2048,2048.0,2601.0,,57,0.8106305910000629,0.8397889380000834,0.0012655525452141,1.0121291482375405,1.0541974833678123
1000000,Matern-1.5,0.1,Active inverse,btab_auto_topk_4096,4096.0,5329.0,,26,4.756828806000158,4.787014307000163,0.0012665877503899,1.0129570564400057,0.18493852915902417
1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_1024_q64,1024.0,1369.0,64.0,294,0.6316091439998672,0.6621909109999251,0.0012658780992158,1.0123895109508012,1.3369307405065178
1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_1024_q128,1024.0,1369.0,128.0,116,0.4511480319999918,0.4810855200000787,0.0012631436138785,1.0102025987393914,1.8402203936623798
1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_2048_q64,2048.0,2601.0,64.0,263,0.5801800560000174,0.6106896130002042,0.0012655117372489,1.0120965119545071,1.4496781444349203
1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_2048_q128,2048.0,2601.0,128.0,135,1.3531244479997897,1.383309717999964,0.0012634089671677,1.0104148157663302,0.639989276067414
1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_2048_q192,2048.0,2601.0,192.0,93,0.9839269359999888,1.0143104190001395,0.0012619118619452,1.0092175017240161,0.8728130643403099
1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_4096_q128,4096.0,5329.0,128.0,134,0.7651673119999032,0.7961698270000852,0.0012659554833785,1.0124513991489459,1.1119529464405598
1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_4096_q192,4096.0,5329.0,192.0,90,0.546074912999984,0.5761465800001133,0.001264857984266,1.0115736711983152,1.5365940122384159
1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_4096_q256,4096.0,5329.0,256.0,67,0.62700850300007,0.6569996200000787,0.001264487529575,1.011277399034603,1.3474945160542247
1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_8192_q128,8192.0,10609.0,128.0,140,0.5024284399999033,0.5329873849998421,0.0012634316579827,1.0104329628083835,1.6610212735149028
1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_8192_q192,8192.0,10609.0,192.0,91,0.5657269900000301,0.5961441320000631,0.0012633605885514,1.010376124834141,1.4850492313488406
1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_8192_q256,8192.0,10609.0,256.0,65,0.6674230950000037,0.6974681429999237,0.0012634167839222,1.0104210672373606,1.269310138226503
1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_16384_q128,16384.0,21025.0,128.0,162,0.6187616189999972,0.6483439019998514,0.0012636711662198,1.0106245101834241,1.3654842472784119
1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_16384_q192,16384.0,21025.0,192.0,99,0.7240997219998917,0.753917902000012,0.0012660671316529,1.0125406901651886,1.1742702788344208
1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_16384_q256,16384.0,21025.0,256.0,65,0.926660700999946,0.9567002750000028,0.0012671220328591,1.0133843503224405,0.9253717262700828
3000000,Matern-1.5,0.1,Active inverse,btab_auto_topk_512,512.0,625.0,,256,0.411505328999965,0.468825655000046,0.0008855251446563,1.002356088103376,2.4131862962999397
3000000,Matern-1.5,0.1,Active inverse,btab_auto_topk_1024,1024.0,1369.0,,134,0.3415856110000277,0.3997131850001096,0.0008850994567805,1.001874237490195,2.8304386456494903
3000000,Matern-1.5,0.1,Active inverse,btab_auto_topk_2048,2048.0,2601.0,,86,0.8713260689999061,0.92927389700003,0.0008843257865715,1.000998493815546,1.2174705968308477
3000000,Matern-1.5,0.1,Active inverse,btab_auto_topk_4096,4096.0,5329.0,,38,4.796420350000062,4.854339733000188,0.0008834598663967,1.0000183292609197,0.23306231294626006
3000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_1024_q64,1024.0,1369.0,64.0,252,0.5646945210000922,0.623122948999935,0.0008872818006067,1.0043445068368384,1.8156346958745573
3000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_1024_q128,1024.0,1369.0,128.0,164,0.5216165850001744,0.5795369280001523,0.0008838800046647,1.0004938980839129,1.9521856008451923
3000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_2048_q64,2048.0,2601.0,64.0,257,0.5635960429999614,0.6215652139999293,0.0008852874920118,1.0020870809763556,1.8201849468366211
3000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_2048_q128,2048.0,2601.0,128.0,129,0.4730377639998551,0.5309444729998631,0.0008845944111025,1.0013025590763536,2.1308511596470576
3000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_2048_q192,2048.0,2601.0,192.0,100,0.5521738539998751,0.6102324809999118,0.0008833239225468,0.9998644497845325,1.8539879164513333
3000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_4096_q128,4096.0,5329.0,128.0,119,0.4664138670000284,0.5236808209999708,0.0008886637048552,1.0059087313481563,2.1604068750114056
3000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_4096_q192,4096.0,5329.0,192.0,79,0.5265125970001918,0.5845828989999973,0.0008875026650552,1.0045945108326995,1.9353348309286749
3000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_4096_q256,4096.0,5329.0,256.0,59,0.6150616759998684,0.6730708210000103,0.0008853014731769,1.0021029067335814,1.6808983701284788
3000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_8192_q128,8192.0,10609.0,128.0,168,0.5418761250000443,0.6002345450001485,0.000888910456093,1.0061880374829943,1.8848692655629715
3000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_8192_q192,8192.0,10609.0,192.0,100,0.5818717869999546,0.6390506430000187,0.0008885885906675,1.0058237070393625,1.7703818287213917
3000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_8192_q256,8192.0,10609.0,256.0,72,0.6809557430001405,0.7383106680001674,0.0008866938764563,1.0036790154557604,1.5323680058212268
3000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_16384_q128,16384.0,21025.0,128.0,194,0.6797548960000768,0.7380285240001285,0.0008851352709996,1.0019147768252687,1.5329538211720355
3000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_16384_q192,16384.0,21025.0,192.0,119,0.7679240049999407,0.8255668759998116,0.000884917715354,1.0016685181761673,1.3704082357105283
3000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_16384_q256,16384.0,21025.0,256.0,83,2.435869624999896,2.492841770000041,0.0008838016709879,1.000405229525693,0.45384494901171996
10000000,Matern-1.5,0.1,Active inverse,btab_auto_topk_512,512.0,625.0,,331,0.5435557069999959,0.6485437159999492,0.0005604622182851,1.0049563137716688,2.296343267629733
10000000,Matern-1.5,0.1,Active inverse,btab_auto_topk_1024,1024.0,1369.0,,187,0.4312436059999527,0.536606767999956,0.000559713667766,1.003614099174852,2.775363794890069
10000000,Matern-1.5,0.1,Active inverse,btab_auto_topk_2048,2048.0,2601.0,,120,0.942297166000003,1.0467272729999877,0.0005607667030048,1.0055022807102534,1.4227956358982443
10000000,Matern-1.5,0.1,Active inverse,btab_auto_topk_4096,4096.0,5329.0,,56,4.8579734269999335,4.962618524999925,0.0005597028508407,1.0035947035099504,0.3000994310760719
10000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_1024_q64,1024.0,1369.0,64.0,298,0.63808007800003,0.7429592490000232,0.0005605376278386,1.0050915294997518,2.0045231256014775
10000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_1024_q128,1024.0,1369.0,128.0,190,0.5697241000000304,0.6738294770000266,0.0005599965368023,1.0041213073589645,2.2101719304867897
10000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_2048_q64,2048.0,2601.0,64.0,316,0.6915427349999845,0.7968263029999889,0.0005599612256469,1.0040579914611074,1.8690133475677615
10000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_2048_q128,2048.0,2601.0,128.0,193,1.4446378320000122,1.5489139190000287,0.0005600644127604,1.0042430147112542,0.961498878492566
10000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_2048_q192,2048.0,2601.0,192.0,141,0.6169104140000172,0.7205318219999981,0.0005595534181976,1.003326758101201,2.066916339470232
