dataset_stem,n_train,kernel,kernel_family,kernel_label,kernel_nu,kernel_lengthscale,eps,reg_lambda,method,method_family,M,mtot,topk,q,btab_active_topk,btab_box_size,btab_eig_q,cg_iters,time_solve,time_total,rmse_test,rmse_train,Speedup,status,table1_source
synthetic_true_func_2d_n30000000,30000000,SE,SE,SE,1.5,0.1,1e-05,0.1,plain_cg,EFGP-CG,1225,35,,,,,,528,2.357816127999968,5.530006723999918,0.0001482780060305,0.0200041780646201,1.0,ok,btab_group_a_se_matern_20260627_163846
synthetic_true_func_2d_n30000000,30000000,SE,SE,SE,1.5,0.1,1e-05,0.1,eigenpro_pcg_q90,EigenPro-PCG,1225,35,,90.0,,,,83,0.1356135959999846,4.67342096699997,0.0003211797199009,0.0200068970382953,1.1832888077167634,ok,btab_group_a_se_matern_20260627_163846
synthetic_true_func_2d_n30000000,30000000,SE,SE,SE,1.5,0.1,1e-05,0.1,eigenpro_pcg_q180,EigenPro-PCG,1225,35,,180.0,,,,9,0.0136365020000539,0.7342426799999657,0.0003415561087022,0.0200072065344042,7.53157896514566,ok,btab_group_a_se_matern_20260627_163846
synthetic_true_func_2d_n30000000,30000000,SE,SE,SE,1.5,0.1,1e-05,0.1,btab_auto_topk_512,Active inverse,1225,35,512.0,,512.0,625.0,,25,1.3533293360000016,1.502369756000007,0.0003388402323866,0.0200075386851452,3.6808559956127684,ok,btab_group_a_se_matern_20260627_163846
synthetic_true_func_2d_n30000000,30000000,SE,SE,SE,1.5,0.1,1e-05,0.1,btab_auto_topk_1024,Active inverse,1225,35,1024.0,,1024.0,1225.0,,3,0.1322925729999724,0.2818514800000002,0.0003383419069552,0.0200075286450761,19.620286272755827,ok,btab_group_a_se_matern_20260627_163846
synthetic_true_func_2d_n30000000,30000000,SE,SE,SE,1.5,0.1,1e-05,0.1,btab_auto_topk_2048,Active inverse,1225,35,2048.0,,2048.0,1225.0,,3,0.1185614610000129,0.2681103789999497,0.0003383419069394,0.0200075286450758,20.625858441686642,ok,btab_group_a_se_matern_20260627_163846
synthetic_true_func_2d_n30000000,30000000,SE,SE,SE,1.5,0.1,1e-05,0.1,btab_auto_topk_4096,Active inverse,1225,35,4096.0,,4096.0,1225.0,,3,0.1151420510000207,0.2641991169999755,0.0003383419069434,0.0200075286450758,20.93120819930837,ok,btab_group_a_se_matern_20260627_163846
synthetic_true_func_2d_n30000000,30000000,SE,SE,SE,1.5,0.1,1e-05,0.1,btab_boxeig_topk_1024_q64,Box-EigenPro,1225,35,1024.0,64.0,1024.0,1225.0,64.0,143,1.556891053999948,1.7053999349999458,0.0003222915793875,0.0200070788528331,3.2426450889949714,ok,btab_group_a_se_matern_20260627_163846
synthetic_true_func_2d_n30000000,30000000,SE,SE,SE,1.5,0.1,1e-05,0.1,btab_boxeig_topk_1024_q128,Box-EigenPro,1225,35,1024.0,128.0,1024.0,1225.0,128.0,32,0.307003338999948,0.4556988639999417,0.0003223414694916,0.0200069036313799,12.135221658135679,ok,btab_group_a_se_matern_20260627_163846
synthetic_true_func_2d_n30000000,30000000,SE,SE,SE,1.5,0.1,1e-05,0.1,btab_boxeig_topk_2048_q64,Box-EigenPro,1225,35,2048.0,64.0,2048.0,1225.0,64.0,143,0.3752578090000042,0.5241013989999601,0.0003222539844282,0.0200070780929521,10.551406148794385,ok,btab_group_a_se_matern_20260627_163846
synthetic_true_func_2d_n30000000,30000000,SE,SE,SE,1.5,0.1,1e-05,0.1,btab_boxeig_topk_2048_q128,Box-EigenPro,1225,35,2048.0,128.0,2048.0,1225.0,128.0,32,0.2992449800000258,0.4476082999999562,0.0003223417709848,0.0200069036369763,12.354566981891217,ok,btab_group_a_se_matern_20260627_163846
synthetic_true_func_2d_n30000000,30000000,SE,SE,SE,1.5,0.1,1e-05,0.1,btab_boxeig_topk_2048_q192,Box-EigenPro,1225,35,2048.0,192.0,2048.0,1225.0,192.0,4,1.4001241549999577,1.5487181500000131,0.0004156793081809,0.0200084469337007,3.5706992418212904,ok,btab_group_a_se_matern_20260627_163846
synthetic_true_func_2d_n30000000,30000000,SE,SE,SE,1.5,0.1,1e-05,0.1,btab_boxeig_topk_4096_q128,Box-EigenPro,1225,35,4096.0,128.0,4096.0,1225.0,128.0,32,0.2961496230000193,0.4475713179999729,0.0003223415452036,0.0200069036319904,12.355587817180574,ok,btab_group_a_se_matern_20260627_163846
