M,S_kind,active_mode,active_size,active_tau,active_topk,box_memory_bytes,box_radii,box_shape,box_size,btab_active_mode,btab_active_size_raw,btab_active_tau,btab_active_topk,btab_box_budget,btab_box_size,btab_diagnostic_mode,btab_diagnostic_power_iter,btab_diagnostic_tol,btab_exact_apply_mode,btab_exact_box_max_size,btab_experiment_route,btab_inner_maxiter,btab_inner_precond,btab_inner_tol,btab_outer_gmres_restart,btab_outer_solver,btab_solve_mode,cg_iters,cg_n_matvec,cg_relres,chol_memory_bytes,chunk_size,coord_nystrom_gamma,dataset_dim,dataset_stem,debug_finite_checks,device_name,diagnostic_mode,diagnostic_n_ASS_matvec,diagnostic_n_A_matvec,diagnostic_n_eig_matvec,diagnostic_n_matvec,diagnostic_n_power_iter,diagnostic_n_precond,dim,efgp_matrix_dim,eig_block_size,eig_n_iter,eig_nystrom_kernel_s,eig_residual_cols_rel,eig_residual_fro,eig_residual_fro_rel,eigen_apply_A_block_calls,eigen_n_matvec,eigen_t_matvec_avg,eigen_t_matvec_total,eps,epsilon_T,eta_inv,eta_inv_sq,eta_inv_status,exact_apply_mode,gamma,has_nufft,injected_eps_coord_topq,inner_last_relres,inner_max_iters,inner_maxiter,inner_precond,inner_tol,inner_total_iters,inner_total_matvec,inner_total_precond,inverse_memory_bytes,is_warmup,iterations,kernel_family,kernel_lengthscale,kernel_nu,kernel_variance,lambda1_coord_nystrom,local_fft_memory_bytes,maxiter,method,mtot,n_matvec,n_precond,n_test,n_train,nufft_backend,nufft_stage,outer_gmres_restart,outer_iters,outer_relres,outer_solver,outer_status,precond_apply_calls,precond_kind,profile_components,reg_lambda,repeat_idx,rho_max_T,rmse_test,rmse_train,run_seed,sigma2_equiv_reg_lambda,solve_mode,status,surrogate_tag,t_matvec_avg,t_matvec_total,t_precond_avg,t_precond_total,tail_energy,tail_size,theta_coord_topq,time_active_set,time_box_gather_avg,time_box_gather_total,time_box_scatter_avg,time_box_scatter_total,time_box_solve_avg,time_box_solve_total,time_build_Ag,time_build_box_matrix,time_build_inverse,time_build_local_fft,time_cholesky,time_diag_avg,time_diag_total,time_eigenspace,time_post_diagnostics,time_precompute,time_precond_build,time_predict,time_solve,time_symmetrize_regularize,time_total,time_total_with_diagnostics,tol,top_q,version
35721,,,,,,,,,,,,,,,,,,,,,group_a,,,,,,,368,369,9.8674066420928e-07,,,nan,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,,,,,,,,2,35721,98,3,nan,,886.7841551140929,0.006088072831656681,5,482,0.001482732907370413,0.7146772613525391,1e-05,,,,,,,True,[],,,,,,,,,,False,368.0,matern,0.1,1.5,1.0,nan,,6000,eigenpro_pcg_q90,189,369,368,250000,1000000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.03552708769674762,0.034915215942876186,0,,,ok,,0.0016306184275141414,0.6016981997527182,0.000789672554753412,0.2905995001492556,,,[],,,,,,,,,,,,,,,1.4521424999984447,,0.26155490000382997,0.0004445999802555889,0.12218780000694096,1.2781702000065707,,2.992312199989101,,1e-06,90,v3
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,6000,1369,full,30,0.01,inverse,6000,group_a,50,diag,0.001,50,auto,auto,154,155,9.789475937264468e-07,0,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,full,0,93,0,93,60,31,2,35721,,,,,,,,,,,1e-05,5.9653489787690495,3.068185933290074,9.41376492123908,ok,inverse,999999.9999994707,True,,nan,0,50,diag,0.001,0,0,0,29986576,False,154.0,matern,0.1,1.5,1.0,,0,6000,btab_auto_topk_1024,189,155,154,250000,1000000,cufinufft,binned_c1,50,154,9.789475937264468e-07,pcg,converged,154,,True,0.1,0,240.15196295342736,0.03552667247096826,0.03491486673884461,0,0.1,exact,ok,,0.001622101288822089,0.2514256997674238,0.0005154681821767991,0.07938210005522706,159243.74207647608,34352,,0.0023067000147420913,6.471818230604729e-05,0.009966600075131282,6.579350609810079e-05,0.010132199939107522,0.0002544915589712584,0.0391917000815738,0.3835090000065975,0.04726319998735562,0.278075300011551,0.0,0.054975600010948256,8.970129949210042e-05,0.013814000121783465,,0.1732668000040576,0.21960770001169294,0.38706209999509156,0.1069361999980174,0.867985699995188,0.003194899996742606,1.087593400006881,1.2608602000109386,1e-06,,v6_btab
35721,expanded_box,topk,2048,,2048,0,"[25, 25]","[51, 51]",2601,topk,2048,,2048,6000,2601,full,30,0.01,inverse,6000,group_a,50,diag,0.001,50,auto,auto,90,91,8.786515246782084e-07,0,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,full,0,93,0,93,60,31,2,35721,,,,,,,,,,,1e-05,5.690954425193257,3.028104524555477,9.169417011633351,ok,inverse,999999.9999994707,True,,nan,0,50,diag,0.001,0,0,0,108243216,False,90.0,matern,0.1,1.5,1.0,,0,6000,btab_auto_topk_2048,189,91,90,250000,1000000,cufinufft,binned_c1,50,90,8.786515246782084e-07,pcg,converged,90,,True,0.1,0,54.5477451243749,0.035526629517846756,0.03491483190943115,0,0.1,exact,ok,,0.0015202890118906419,0.1383463000820484,0.0010234077755335925,0.09210669979802333,63021.1201277645,33120,,0.00229939998826012,6.325777988725652e-05,0.005693200189853087,6.698111085117691e-05,0.006028299976605922,0.0007634566653804439,0.06871109988423996,2.0095115000149235,0.16384009999455884,1.5505034000088926,0.0,0.2834496999857947,8.846889055954913e-05,0.007962200150359422,,0.195550699980231,0.24666679999791086,2.0132068999810144,0.10521869998774491,2.3290415999945253,0.011718300025677308,2.575708399992436,2.771259099972667,1e-06,,v6_btab
35721,expanded_box,topk,4096,,4096,0,"[36, 36]","[73, 73]",5329,topk,4096,,4096,6000,5329,full,30,0.01,inverse,6000,group_a,50,diag,0.001,50,auto,auto,46,47,8.886103555911705e-07,0,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,full,0,93,0,93,60,31,2,35721,,,,,,,,,,,1e-05,4.931851559891996,2.637845186799575,6.958227229521684,ok,inverse,999999.9999994707,True,,nan,0,50,diag,0.001,0,0,0,454371856,False,46.0,matern,0.1,1.5,1.0,,0,6000,btab_auto_topk_4096,189,47,46,250000,1000000,cufinufft,binned_c1,50,46,8.886103555911705e-07,pcg,converged,46,,True,0.1,0,9.838544680288265,0.035526637305685144,0.03491482445714327,0,0.1,exact,ok,,0.0015251255337832535,0.07168090008781292,0.0030516608695388245,0.14037639999878593,21241.399621101573,30392,,0.002626099972985685,6.567173999349546e-05,0.0030209000397007912,7.195000121693896e-05,0.0033097000559791923,0.0027817565253075295,0.12796080016414635,25.841063400002895,2.1621118999901228,16.045199100015452,0.0,6.94049469998572,8.850869262064604e-05,0.004071399860549718,,0.2582195999857504,0.2349668999959249,25.845091199997114,0.10860870001488365,26.103113699995447,0.6932577000115998,26.338080599991372,26.596300199977122,1e-06,,v6_btab
35721,,,,,,,,,,,,,,,,,,,,,group_a,,,,,,,2252,2253,9.619756922675934e-07,,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,,,,,,,,2,35721,,,,,,,0,0,,,1e-05,,,,,,,True,,,,,,,,,,,False,2252.0,matern,0.1,1.5,1.0,,,6000,plain_cg,189,2253,,750000,3000000,cufinufft,cufinufft,,,,,,,,True,0.1,0,,0.031174383701027653,0.030731403367600836,0,,,ok,,0.0016475967154419608,3.7120353998907376,,,,,,,,,,,,,,,,,,,,,,1.090952099999413,,0.3121526000031736,5.453629800002091,,6.54458259997773,,1e-06,,v1
35721,,,,,,,,,,,,,,,,,,,,,group_a,,,,,,,970,971,9.689273195737844e-07,,,nan,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,,,,,,,,2,35721,53,3,nan,,6172.750962116842,0.014238256190853024,5,257,0.001572397818361275,0.40410623931884765,1e-05,,,,,,,True,[],,,,,,,,,,False,970.0,matern,0.1,1.5,1.0,nan,,6000,eigenpro_pcg_q45,189,971,970,750000,3000000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.031097814122497625,0.030654877052540486,0,,,ok,,0.0015898304840060186,1.5437253999698441,0.000419573299526765,0.40698610054096207,,,[],,,,,,,,,,,,,,,0.6519477000110783,,0.5711570999992546,0.00038559999666176736,0.31166720000328496,2.9636368000064977,,4.187127200013492,,1e-06,45,v3
35721,,,,,,,,,,,,,,,,,,,,,group_a,,,,,,,564,565,9.989117336288036e-07,,,nan,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,,,,,,,,2,35721,98,3,nan,,2655.3229963440763,0.0060753067711208746,5,482,0.0014376152640061756,0.6929305572509766,1e-05,,,,,,,True,[],,,,,,,,,,False,564.0,matern,0.1,1.5,1.0,nan,,6000,eigenpro_pcg_q90,189,565,564,750000,3000000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.03109797595023703,0.030654986182157198,0,,,ok,,0.0016576007085304246,0.9365444003196899,0.000851745212245039,0.480384299706202,,,[],,,,,,,,,,,,,,,1.4463195000134874,,0.5406130999908783,0.00042169998050667346,0.3465250000008382,2.004068800015375,,3.9914231000002474,,1e-06,90,v3
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,6000,1369,full,30,0.01,inverse,6000,group_a,50,diag,0.001,50,auto,auto,247,248,9.978736442188055e-07,0,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,full,0,93,0,93,60,31,2,35721,,,,,,,,,,,1e-05,7.2946413151443945,3.2084222490829326,10.293973328410384,ok,inverse,2999999.9999965867,True,,nan,0,50,diag,0.001,0,0,0,29986576,False,247.0,matern,0.1,1.5,1.0,,0,6000,btab_auto_topk_1024,189,248,247,750000,3000000,cufinufft,binned_c1,50,247,9.978736442188055e-07,pcg,converged,247,,True,0.1,0,720.4558888598436,0.031097462257787003,0.030654322347127193,0,0.1,exact,ok,,0.0015458987897633756,0.38338289986131713,0.0005244688260056048,0.1295438000233844,477731.2262291375,34352,,0.002247900003567338,6.74425105155193e-05,0.016658300097333267,6.516720651392542e-05,0.01609630000893958,0.00025775141720396096,0.06366460004937835,0.37299679999705404,0.048686099995393306,0.2693886000197381,0.0,0.05163979998906143,9.248785564755109e-05,0.022844500344945118,,0.20235279999906197,0.5632998999790289,0.37663300000713207,0.3208378999843262,1.1329336000198964,0.003282299992861226,1.6962334999989253,1.8985862999979872,1e-06,,v6_btab
35721,expanded_box,topk,2048,,2048,0,"[25, 25]","[51, 51]",2601,topk,2048,,2048,6000,2601,full,30,0.01,inverse,6000,group_a,50,diag,0.001,50,auto,auto,141,142,7.999568391828181e-07,0,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,full,0,93,0,93,60,31,2,35721,,,,,,,,,,,1e-05,6.659925207394542,3.222190938576661,10.382514444645544,ok,inverse,2999999.9999965867,True,,nan,0,50,diag,0.001,0,0,0,108243216,False,141.0,matern,0.1,1.5,1.0,,0,6000,btab_auto_topk_2048,189,142,141,750000,3000000,cufinufft,binned_c1,50,141,7.999568391828181e-07,pcg,converged,141,,True,0.1,0,163.64323537302514,0.031097399571854853,0.03065427875983885,0,0.1,exact,ok,,0.001498366900372096,0.21276809985283762,0.0010382914905360378,0.14639910016558133,189063.3603831785,33120,,0.0024111999955493957,6.380496407918473e-05,0.008996499935165048,6.66191488511015e-05,0.00939329998800531,0.0007796666664583278,0.10993299997062422,2.0254532000108156,0.16684360001818277,1.5648578999971505,0.0,0.28193710002233274,8.782836693629675e-05,0.012383799738017842,,0.1901330999971833,0.5691181999864057,2.029227399994852,0.34572040001512505,2.5216016999911517,0.011814599973149598,3.0907198999775574,3.2808529999747407,1e-06,,v6_btab
35721,expanded_box,topk,4096,,4096,0,"[36, 36]","[73, 73]",5329,topk,4096,,4096,6000,5329,full,30,0.01,inverse,6000,group_a,50,diag,0.001,50,auto,auto,69,70,9.174889530542746e-07,0,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,full,0,93,0,93,60,31,2,35721,,,,,,,,,,,1e-05,5.6411880953076405,3.10890124917504,9.665266977122124,ok,inverse,2999999.9999965867,True,,nan,0,50,diag,0.001,0,0,0,454371856,False,69.0,matern,0.1,1.5,1.0,,0,6000,btab_auto_topk_4096,189,70,69,750000,3000000,cufinufft,binned_c1,50,69,9.174889530542746e-07,pcg,converged,69,,True,0.1,0,29.51563404084684,0.031097437529383078,0.030654330129917206,0,0.1,exact,ok,,0.0015830485732294618,0.11081340012606233,0.05757161304253437,3.9724412999348715,63724.19886326596,30392,,0.002893700002459809,6.677826066784884e-05,0.00460769998608157,0.00017701594354719788,0.012214100104756653,0.05715610289590204,3.9437710998172406,42.523114600015106,1.197595600009663,33.50641390000237,0.0,7.0984062000061385,9.243478416465223e-05,0.006378000107361004,,1.9595311000011861,0.5767527999996673,42.527597500011325,0.3514742999977898,46.69175850000465,0.7206988999969326,47.26851130000432,49.228042400005506,1e-06,,v6_btab
35721,,,,,,,,,,,,,,,,,,,,,group_a,,,,,,,3602,3603,9.759115015492883e-07,,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,,,,,,,,2,35721,,,,,,,0,0,,,1e-05,,,,,,,True,,,,,,,,,,,False,3602.0,matern,0.1,1.5,1.0,,,6000,plain_cg,189,3603,,2500000,10000000,cufinufft,cufinufft,,,,,,,,True,0.1,0,,0.028647164586167603,0.02850950582609708,0,,,ok,,0.0015937139332661385,5.742151301557897,,,,,,,,,,,,,,,,,,,,,,3.8294966999965254,,1.126875400019344,8.411193699983414,,12.240691299986793,,1e-06,,v1
35721,,,,,,,,,,,,,,,,,,,,,group_a,,,,,,,1514,1515,8.873732562305011e-07,,,nan,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,,,,,,,,2,35721,53,3,nan,,20559.478388422544,0.014226964253019612,5,257,0.0014182479799025717,0.36448973083496095,1e-05,,,,,,,True,[],,,,,,,,,,False,1514.0,matern,0.1,1.5,1.0,nan,,6000,eigenpro_pcg_q45,189,1515,1514,2500000,10000000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.02861629413325449,0.028478518702992714,0,,,ok,,0.0016088983496626464,2.4374809997389093,0.0004160297227984348,0.6298690003168304,,,[],,,,,,,,,,,,,,,0.61610880002263,,0.9197561999899335,0.00038399998447857797,1.1318134000175633,4.572497199987993,,6.108746199985035,,1e-06,45,v3
35721,,,,,,,,,,,,,,,,,,,,,group_a,,,,,,,865,866,9.475278556292122e-07,,,nan,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,,,,,,,,2,35721,98,3,nan,,8854.65419391083,0.006077769258332381,5,482,0.0015621438877216514,0.7529533538818359,1e-05,,,,,,,True,[],,,,,,,,,,False,865.0,matern,0.1,1.5,1.0,nan,,6000,eigenpro_pcg_q90,189,866,865,2500000,10000000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.028616653652555,0.028478901387929894,0,,,ok,,0.0015534275986308524,1.3452683004143182,0.0007584361847008261,0.6560472997662146,,,[],,,,,,,,,,,,,,,1.5162688000127673,,0.8837272000091616,0.0005759999912697822,1.1316333999857306,2.858110100001795,,5.258682100014994,,1e-06,90,v3
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,6000,1369,full,30,0.01,inverse,6000,group_a,50,diag,0.001,50,auto,auto,365,366,9.797353176642068e-07,0,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,full,0,93,0,93,60,31,2,35721,,,,,,,,,,,1e-05,8.15425851300327,3.3691724602824866,11.351323067125945,ok,inverse,9999999.999986725,True,,nan,0,50,diag,0.001,0,0,0,29986576,False,365.0,matern,0.1,1.5,1.0,,0,6000,btab_auto_topk_1024,189,366,365,2500000,10000000,cufinufft,binned_c1,50,365,9.797353176642068e-07,pcg,converged,365,,True,0.1,0,2401.5196295323567,0.028614999876719883,0.028477271517723193,0,0.1,exact,ok,,0.001619431147888771,0.5927118001272902,0.00052207315170002,0.19055670037050731,1592437.4207634893,34352,,0.002427300001727417,6.6365754034064e-05,0.02422350022243336,6.555945242512716e-05,0.023929200135171413,0.00025727890451017715,0.09390680014621466,0.3541826000146102,0.045075500005623326,0.25030539999715984,0.0,0.055552100006025285,9.14443830468322e-05,0.03337719981209375,,0.23206489998847246,0.9195961999939755,0.3580649000068661,1.17634820000967,1.4992894000024535,0.003249600005801767,2.418885599996429,2.6509504999849014,1e-06,,v6_btab
35721,expanded_box,topk,2048,,2048,0,"[25, 25]","[51, 51]",2601,topk,2048,,2048,6000,2601,full,30,0.01,inverse,6000,group_a,50,diag,0.001,50,auto,auto,234,235,8.639828289824075e-07,0,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,full,0,93,0,93,60,31,2,35721,,,,,,,,,,,1e-05,7.6759059471250515,3.452647714686641,11.920776241730884,ok,inverse,9999999.999986725,True,,nan,0,50,diag,0.001,0,0,0,108243216,False,234.0,matern,0.1,1.5,1.0,,0,6000,btab_auto_topk_2048,189,235,234,2500000,10000000,cufinufft,binned_c1,50,234,8.639828289824075e-07,pcg,converged,234,,True,0.1,0,545.4774512433136,0.028615003068742383,0.02847726939700331,0,0.1,exact,ok,,0.001578724253031009,0.37100019946228713,0.001034605981852724,0.2420977997535374,630211.2012771419,33120,,0.0024535999982617795,6.620469988168527e-05,0.015491899772314355,6.649059725579065e-05,0.015558799757855013,0.0007596286323417026,0.1777530999679584,2.0324446999875363,0.16002389998175204,1.5774076000088826,0.0,0.28328989999135956,9.376880313313573e-05,0.021941899933153763,,0.1864373999997042,0.9220718999858946,2.036309999995865,1.0744036000105552,2.8866065999900457,0.011723300005542114,3.80867849997594,3.9951158999756444,1e-06,,v6_btab
35721,expanded_box,topk,4096,,4096,0,"[36, 36]","[73, 73]",5329,topk,4096,,4096,6000,5329,full,30,0.01,inverse,6000,group_a,50,diag,0.001,50,auto,auto,113,114,9.510215054493827e-07,0,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,full,0,93,0,93,60,31,2,35721,,,,,,,,,,,1e-05,6.861776467400551,3.4671591161739093,12.021192336867843,ok,inverse,9999999.999986725,True,,nan,0,50,diag,0.001,0,0,0,454371856,False,113.0,matern,0.1,1.5,1.0,,0,6000,btab_auto_topk_4096,189,114,113,2500000,10000000,cufinufft,binned_c1,50,113,9.510215054493827e-07,pcg,converged,113,,True,0.1,0,98.38544680280414,0.028615027293782378,0.028477285540132458,0,0.1,exact,ok,,0.0018757280713384318,0.21383300013258122,0.08197881238956409,9.263605800020741,212413.99621084624,30392,,0.0028491999837569892,7.019291937853976e-05,0.007931799889774993,0.00018760177128602116,0.02119900015532039,0.08154151769714488,9.214191499777371,30.339497299981304,2.239475099981064,25.139951699995436,0.0,2.3576474000001326,9.66592924669385e-05,0.01092250004876405,,2.7402135000156704,0.9055248000076972,30.344760699983453,1.3122182000079192,39.95947649999289,0.6024231000046711,40.865001300000586,43.605214800016256,1e-06,,v6_btab
