M,S_kind,active_mode,active_size,active_tau,active_topk,box_memory_bytes,box_radii,box_shape,box_size,btab_active_mode,btab_active_size_raw,btab_active_tau,btab_active_topk,btab_box_budget,btab_box_size,btab_diagnostic_mode,btab_diagnostic_power_iter,btab_diagnostic_tol,btab_eig_apply_batch_cols,btab_eig_backend,btab_eig_eig_residual_max,btab_eig_eig_residual_median,btab_eig_maxiter,btab_eig_n_ABB_matvec_cols,btab_eig_n_eig_matvec,btab_eig_ncv,btab_eig_ncv_actual,btab_eig_q,btab_eig_size_S,btab_eig_size_T,btab_eig_storage_bytes,btab_eig_theta_q1,btab_eig_theta_q1_over_sigma2,btab_eig_tol,btab_exact_apply_mode,btab_exact_box_max_size,btab_experiment_route,btab_inner_maxiter,btab_inner_precond,btab_inner_tol,btab_outer_gmres_restart,btab_outer_solver,btab_solve_mode,cg_iters,cg_n_matvec,cg_relres,chol_memory_bytes,chunk_size,coord_nystrom_gamma,dataset_dim,dataset_stem,debug_finite_checks,device_name,diagnostic_mode,diagnostic_n_ASS_matvec,diagnostic_n_A_matvec,diagnostic_n_eig_matvec,diagnostic_n_matvec,diagnostic_n_power_iter,diagnostic_n_precond,dim,efgp_matrix_dim,eig_block_size,eig_n_iter,eig_nystrom_kernel_s,eig_residual_cols_rel,eig_residual_fro,eig_residual_fro_rel,eig_residual_max,eig_residual_median,eigen_apply_A_block_calls,eigen_n_matvec,eigen_t_matvec_avg,eigen_t_matvec_total,eps,epsilon_T,eta_eig,eta_eig_sq,exact_apply_mode,gamma,has_nufft,injected_eps_coord_topq,inner_last_relres,inner_max_iters,inner_maxiter,inner_precond,inner_tol,inner_total_iters,inner_total_matvec,inner_total_precond,inverse_memory_bytes,is_warmup,iterations,kernel_family,kernel_lengthscale,kernel_nu,kernel_variance,lambda1_coord_nystrom,local_fft_memory_bytes,maxiter,method,mtot,n_matvec,n_precond,n_test,n_train,nufft_backend,nufft_stage,outer_gmres_restart,outer_iters,outer_relres,outer_solver,outer_status,precond_apply_calls,precond_kind,profile_components,reg_lambda,repeat_idx,rho_max_T,rmse_test,rmse_train,run_seed,sigma2_equiv_reg_lambda,solve_mode,status,surrogate_tag,t_matvec_avg,t_matvec_total,t_precond_avg,t_precond_total,tail_energy,tail_size,theta_coord_topq,theta_q1_over_sigma2,time_active_set,time_box_gather_avg,time_box_gather_total,time_box_scatter_avg,time_box_scatter_total,time_box_solve_avg,time_box_solve_total,time_build_Ag,time_build_box_matrix,time_build_inverse,time_build_local_fft,time_cholesky,time_diag_avg,time_diag_total,time_eig_setup,time_eigenspace,time_post_diagnostics,time_precompute,time_precond_build,time_predict,time_solve,time_symmetrize_regularize,time_total,time_total_with_diagnostics,tol,top_q,version
35721,expanded_box,topk,4096,,4096,0,"[36, 36]","[73, 73]",5329,topk,4096,,4096,12000,5329,full,30,0.01,,cupy,1.1698347773240454e-14,3.3995317510097044e-15,960,418,418,,418,192,5329,30392,16373760,271.6911292688934,2716.911292688934,0.001,boxeig,6000,group_b,50,diag,0.001,50,auto,boxeig,315,316,9.94689487867382e-07,0,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,full,192,93,192,285,60,31,2,35721,,,,,,,1.1698347773240454e-14,3.3995317510097044e-15,,,,,1e-05,4.931851559891996,0.6991630655277277,0.48882899219812964,boxeig,999999.9999994707,True,,nan,0,0,,nan,0,0,0,0,False,315.0,matern,0.1,1.5,1.0,,336400,6000,btab_boxeig_topk_4096_q192,189,316,315,250000,1000000,cufinufft,binned_c1,50,315,9.94689487867382e-07,pcg,converged,315,,True,0.1,0,9.838544680288265,0.035526602695449695,0.03491481489402101,0,0.1,boxeig,ok,,0.0015363905065298032,0.48549940006341785,0.0006053330155000801,0.1906798998825252,21241.399621101573,30392,,2716.911292688934,0.002491200022632256,6.580317433598259e-05,0.020727999915834516,6.20726993056162e-05,0.019552900281269103,0.00034565015830883075,0.10887979986728169,0.6499298999842722,0.0,0.0,0.0013737999834120274,0.0,9.043365060943106e-05,0.02848659994197078,0.6485561000008602,,0.34594810000271536,0.2191334000090137,0.653088499995647,0.10481109999818727,1.636698599992087,0.0,1.8558320000011008,2.201780100003816,1e-06,,v7_btab_boxeig
35721,expanded_box,topk,8192,,8192,0,"[51, 51]","[103, 103]",10609,topk,8192,,8192,12000,10609,full,30,0.01,,cupy,9.34382956340956e-15,1.862769647033571e-15,640,290,290,,290,128,10609,25112,21729280,657.6696424896608,6576.696424896607,0.001,boxeig,6000,group_b,50,diag,0.001,50,auto,boxeig,463,464,9.698520314810853e-07,0,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,full,128,93,128,221,60,31,2,35721,,,,,,,9.34382956340956e-15,1.862769647033571e-15,,,,,1e-05,3.279803039254175,0.45604599725908224,0.20797795161603083,boxeig,999999.9999994707,True,,nan,0,0,,nan,0,0,0,0,False,463.0,matern,0.1,1.5,1.0,,672400,6000,btab_boxeig_topk_8192_q128,189,464,463,250000,1000000,cufinufft,binned_c1,50,463,9.698520314810853e-07,pcg,converged,463,,True,0.1,0,1.8400350798236111,0.035527042811436454,0.034915298393946304,0,0.1,boxeig,ok,,0.0015928987076818133,0.7391050003643613,0.0006922570196257956,0.3205150000867434,6814.838536121377,25112,,6576.696424896607,0.0029836999892722815,6.805788401260844e-05,0.031510800297837704,6.266933023279882e-05,0.029015899897785857,0.00042394902841258415,0.19628840015502647,0.40193859999999404,0.0,0.0,0.0015027000044938177,0.0,9.376738626775422e-05,0.043414299841970205,0.4004358999955002,,0.2679020999930799,0.22781350000877865,0.40576249998412095,0.10678000000189058,1.9286083999904804,0.0,2.156421899999259,2.424323999992339,1e-06,,v7_btab_boxeig
35721,expanded_box,topk,8192,,8192,0,"[51, 51]","[103, 103]",10609,topk,8192,,8192,12000,10609,full,30,0.01,,cupy,1.2320915731908372e-14,2.728190232507276e-15,960,418,418,,418,192,10609,25112,32593920,271.78777009364023,2717.877700936402,0.001,boxeig,6000,group_b,50,diag,0.001,50,auto,boxeig,295,296,9.913259044477883e-07,0,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,full,192,93,192,285,60,31,2,35721,,,,,,,1.2320915731908372e-14,2.728190232507276e-15,,,,,1e-05,3.279803039254175,0.4936440891186629,0.24368448672179444,boxeig,999999.9999994707,True,,nan,0,0,,nan,0,0,0,0,False,295.0,matern,0.1,1.5,1.0,,672400,6000,btab_boxeig_topk_8192_q192,189,296,295,250000,1000000,cufinufft,binned_c1,50,295,9.913259044477883e-07,pcg,converged,295,,True,0.1,0,1.8400350798236111,0.03552705105417042,0.03491536875160006,0,0.1,boxeig,ok,,0.0015603250004288213,0.46185620012693107,0.0008216725417681164,0.24239339982159436,6814.838536121377,25112,,2717.877700936402,0.003204999986337498,6.984304942553706e-05,0.02060369958053343,6.626271297444857e-05,0.01954750032746233,0.0005462193226252319,0.16113470017444342,0.6844123000046238,0.0,0.0,0.0016277999966405332,0.0,9.57661024215868e-05,0.028251000214368105,0.6827845000079833,,0.3020445999864023,0.21920130000216886,0.6888944999955129,0.11892440001247451,1.6937197000079323,0.0,1.9129210000101011,2.2149655999965034,1e-06,,v7_btab_boxeig
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_b,,,,,,,2291,2292,8.665154381269933e-07,,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,,,,,,,,2,35721,,,,,,,,,0,0,,,1e-05,,,,,,True,,,,,,,,,,,False,2291.0,matern,0.1,1.5,1.0,,,6000,plain_cg,189,2292,,750000,3000000,cufinufft,cufinufft,,,,,,,,True,0.1,0,,0.03117435631853862,0.030731321186223043,0,,,ok,,0.0015884830717262113,3.6408032003964763,,,,,,,,,,,,,,,,,,,,,,,,1.1317365000140853,,0.3145630000217352,5.4439973999978974,,6.575735299993539,,1e-06,,v1
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_b,,,,,,,987,988,8.615651689847357e-07,,,nan,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,,,,,,,,2,35721,53,3,nan,,6172.750962116843,0.014238256190853026,,,5,257,0.001434444724353835,0.3686522941589356,1e-05,,,,,,True,[],,,,,,,,,,False,987.0,matern,0.1,1.5,1.0,nan,,6000,eigenpro_pcg_q45,189,988,987,750000,3000000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.031097696350251988,0.03065477895838087,0,,,ok,,0.0015515910936043473,1.5329720004810952,0.00041288307986718536,0.40751559982891195,,,[],,,,,,,,,,,,,,,,,0.6142664999933913,,0.5267506999953184,0.0004880000196862966,0.31657279998762533,2.905847099988023,,4.047352299996419,,1e-06,45,v3
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_b,,,,,,,570,571,9.640313750634786e-07,,,nan,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,,,,,,,,2,35721,98,3,nan,,2655.3229963440776,0.006075306771120878,,,5,482,0.001446618851784354,0.6972702865600586,1e-05,,,,,,True,[],,,,,,,,,,False,570.0,matern,0.1,1.5,1.0,nan,,6000,eigenpro_pcg_q90,189,571,570,750000,3000000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.0310978387617912,0.03065489799057603,0,,,ok,,0.0015747257442178528,0.8991683999483939,0.0007847270169581302,0.44729439966613427,,,[],,,,,,,,,,,,,,,,,1.4205047000141349,,0.5725132999941707,0.00046300000394694507,0.36010089999763295,1.9510323999857064,,3.944513399997959,,1e-06,90,v3
35721,expanded_box,topk,4096,,4096,0,"[36, 36]","[73, 73]",5329,topk,4096,,4096,12000,5329,full,30,0.01,,cupy,1.03990637434027e-14,1.835734344639185e-15,640,290,290,,290,128,5329,30392,10915840,1967.808164618142,19678.081646181417,0.001,boxeig,6000,group_b,50,diag,0.001,50,auto,boxeig,745,746,9.582674027759407e-07,0,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,full,128,93,128,221,60,31,2,35721,,,,,,,1.03990637434027e-14,1.835734344639185e-15,,,,,1e-05,5.6411880953076405,0.7518668657075565,0.5653037837489047,boxeig,2999999.9999965867,True,,nan,0,0,,nan,0,0,0,0,False,745.0,matern,0.1,1.5,1.0,,336400,6000,btab_boxeig_topk_4096_q128,189,746,745,750000,3000000,cufinufft,binned_c1,50,745,9.582674027759407e-07,pcg,converged,745,,True,0.1,0,29.51563404084684,0.031097410013485895,0.030654241782084726,0,0.1,boxeig,ok,,0.0017480694370665126,1.3040598000516184,0.0006741264430671656,0.5022242000850383,63724.19886326596,30392,,19678.081646181417,0.0032725000055506825,7.607973182273891e-05,0.05667940020794049,6.713516742222311e-05,0.05001569972955622,0.00037974281867047237,0.2829083999095019,0.3974253000051249,0.0,0.0,0.0019905999943148345,0.0,0.00010281020143356849,0.07659360006800853,0.39543470001081005,,0.3072738000191748,0.5360041000240017,0.40148390000103973,0.32743209999171086,3.0399856999865733,0.0,3.575989800010575,3.88326360002975,1e-06,,v7_btab_boxeig
35721,expanded_box,topk,4096,,4096,0,"[36, 36]","[73, 73]",5329,topk,4096,,4096,12000,5329,full,30,0.01,,cupy,5.227142983056517e-14,3.2522807296873775e-15,960,418,418,,418,192,5329,30392,16373760,815.7913459002125,8157.913459002125,0.001,boxeig,6000,group_b,50,diag,0.001,50,auto,boxeig,486,487,9.59829311515953e-07,0,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,full,192,93,192,285,60,31,2,35721,,,,,,,5.227142983056517e-14,3.2522807296873775e-15,,,,,1e-05,5.641188095307639,0.8393746415592395,0.7045497888927017,boxeig,2999999.9999965867,True,,nan,0,0,,nan,0,0,0,0,False,486.0,matern,0.1,1.5,1.0,,336400,6000,btab_boxeig_topk_4096_q192,189,487,486,750000,3000000,cufinufft,binned_c1,50,486,9.59829311515953e-07,pcg,converged,486,,True,0.1,0,29.51563404084684,0.031097313199231938,0.030654196049836102,0,0.1,boxeig,ok,,0.0021630685827986468,1.053414399822941,0.0007827405350947745,0.3804119000560604,63724.19886326596,30392,,8157.913459002125,0.002765199984423816,8.804115122797374e-05,0.04278799949679524,8.107859994871197e-05,0.03940419957507402,0.00044406851826172416,0.21581729987519793,0.7638689999876078,0.0,0.0,0.001792900002328679,0.0,0.00011548045175887813,0.05612349955481477,0.7620760999852791,,0.3949306999857072,0.7225394000124652,0.7673293999978341,0.41991180001059547,2.8134359999967273,0.0,3.5359754000091925,3.9309060999948997,1e-06,,v7_btab_boxeig
35721,expanded_box,topk,8192,,8192,0,"[51, 51]","[103, 103]",10609,topk,8192,,8192,12000,10609,full,30,0.01,,cupy,1.0883207834351485e-14,1.797239674171027e-15,640,290,290,,290,128,10609,25112,21729280,1968.1178244832279,19681.178244832277,0.001,boxeig,6000,group_b,50,diag,0.001,50,auto,boxeig,770,771,9.407769258728904e-07,0,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,full,128,93,128,221,60,31,2,35721,,,,,,,1.0883207834351485e-14,1.797239674171027e-15,,,,,1e-05,4.705387462425646,0.5807350790814699,0.3372532320757612,boxeig,2999999.9999965867,True,,nan,0,0,,nan,0,0,0,0,False,770.0,matern,0.1,1.5,1.0,,672400,6000,btab_boxeig_topk_8192_q128,189,771,770,750000,3000000,cufinufft,binned_c1,50,770,9.407769258728904e-07,pcg,converged,770,,True,0.1,0,5.520105239467475,0.031097681753970784,0.030654759194427943,0,0.1,boxeig,ok,,0.0022616833981414035,1.7437578999670222,0.0008353457144346668,0.6432162001146935,20444.515608351692,25112,,19681.178244832277,0.003354899992700666,8.259324663826687e-05,0.0635967999114655,7.93751955482891e-05,0.06111890057218261,0.0005098446756873473,0.39258040027925745,0.45310010001412593,0.0,0.0,0.0017297000158578157,0.0,0.00011014571427004774,0.08481219998793676,0.4513703999982681,,0.3206633000227157,0.70271490002051,0.45729439999558963,0.40444559999741614,3.7713045999989845,0.0,4.4740195000194944,4.79468280004221,1e-06,,v7_btab_boxeig
35721,expanded_box,topk,8192,,8192,0,"[51, 51]","[103, 103]",10609,topk,8192,,8192,12000,10609,full,30,0.01,,cupy,1.3278871095045634e-14,2.9025353049105768e-15,960,418,418,,418,192,10609,25112,32593920,816.0590567221963,8160.590567221962,0.001,boxeig,6000,group_b,50,diag,0.001,50,auto,boxeig,505,506,9.413447018984682e-07,0,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,full,192,93,192,285,60,31,2,35721,,,,,,,1.3278871095045634e-14,2.9025353049105768e-15,,,,,1e-05,4.705387462425645,0.6179422415880204,0.3818526139388273,boxeig,2999999.9999965867,True,,nan,0,0,,nan,0,0,0,0,False,505.0,matern,0.1,1.5,1.0,,672400,6000,btab_boxeig_topk_8192_q192,189,506,505,750000,3000000,cufinufft,binned_c1,50,505,9.413447018984682e-07,pcg,converged,505,,True,0.1,0,5.520105239467475,0.031097565106441818,0.030654640955858847,0,0.1,boxeig,ok,,0.001994254150250264,1.0090926000266336,0.0008958562370043912,0.45240739968721755,20444.515608351692,25112,,8160.590567221962,0.0029301999893505126,7.405009853773483e-05,0.03739529976155609,7.241722784180305e-05,0.03657070006011054,0.0005943811884136078,0.3001625001488719,0.8342244000232313,0.0,0.0,0.0022083000221755356,0.0,0.00010654752472378682,0.053806499985512346,0.8320161000010557,,0.37097479999647476,0.6964796999818645,0.838034799991874,0.4136560999904759,2.868523200013442,0.0,3.5650028999953065,3.9359776999917813,1e-06,,v7_btab_boxeig
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_b,,,,,,,3580,3581,8.975303283100921e-07,,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,,,,,,,,2,35721,,,,,,,,,0,0,,,1e-05,,,,,,True,,,,,,,,,,,False,3580.0,matern,0.1,1.5,1.0,,,6000,plain_cg,189,3581,,2500000,10000000,cufinufft,cufinufft,,,,,,,,True,0.1,0,,0.02864719439268704,0.02850954822043704,0,,,ok,,0.0020227962300973703,7.243633299978683,,,,,,,,,,,,,,,,,,,,,,,,4.467301299999235,,1.2856167000136338,10.191739499976393,,14.659041399980197,,1e-06,,v1
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_b,,,,,,,1514,1515,9.92251765186539e-07,,,nan,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,,,,,,,,2,35721,53,3,nan,,20559.47838842255,0.014226964253019624,,,5,257,0.0018708400206807058,0.4808058853149414,1e-05,,,,,,True,[],,,,,,,,,,False,1514.0,matern,0.1,1.5,1.0,nan,,6000,eigenpro_pcg_q45,189,1515,1514,2500000,10000000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.028616296493831038,0.028478519828502667,0,,,ok,,0.002003154851532335,3.034779600071488,0.0004408011225286239,0.6673728995083366,,,[],,,,,,,,,,,,,,,,,0.7793233999982476,,1.058232900017174,0.0006846000032965094,1.2746478999906685,5.313071099983063,,7.151312000001781,,1e-06,45,v3
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_b,,,,,,,865,866,9.291440909548828e-07,,,nan,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,,,,,,,,2,35721,98,3,nan,,8854.654193910827,0.006077769258332377,,,5,482,0.0018503657297474715,0.8918762817382813,1e-05,,,,,,True,[],,,,,,,,,,False,865.0,matern,0.1,1.5,1.0,nan,,6000,eigenpro_pcg_q90,189,866,865,2500000,10000000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.028616651768985767,0.028478901746044047,0,,,ok,,0.00200396016108783,1.735429499502061,0.0009581072826942461,0.8287627995305229,,,[],,,,,,,,,,,,,,,,,1.747366299998248,,1.067123899993021,0.00038789998507127166,1.2782674000191037,3.5158627000055276,,6.330740799981868,,1e-06,90,v3
35721,expanded_box,topk,4096,,4096,0,"[36, 36]","[73, 73]",5329,topk,4096,,4096,12000,5329,full,30,0.01,,cupy,8.835336012304771e-15,1.6590788625872689e-15,640,290,290,,290,128,5329,30392,10915840,6565.271098656905,65652.71098656904,0.001,boxeig,6000,group_b,50,diag,0.001,50,auto,boxeig,999,1000,9.895016430234723e-07,0,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,full,128,93,128,221,60,31,2,35721,,,,,,,8.835336012304771e-15,1.6590788625872689e-15,,,,,1e-05,6.86177646740055,0.8145760721099656,0.6635341772540999,boxeig,9999999.999986725,True,,nan,0,0,,nan,0,0,0,0,False,999.0,matern,0.1,1.5,1.0,,336400,6000,btab_boxeig_topk_4096_q128,189,1000,999,2500000,10000000,cufinufft,binned_c1,50,999,9.895016430234723e-07,pcg,converged,999,,True,0.1,0,98.38544680280414,0.02861527264117173,0.02847747978616492,0,0.1,boxeig,ok,,0.0019465347998775541,1.9465347998775542,0.0006283176176935654,0.6276893000758719,212413.99621084624,30392,,65652.71098656904,0.003055700013646856,7.035575616098866e-05,0.07028540040482767,6.358098092808707e-05,0.06351739994715899,0.0003450785787916883,0.3447335002128966,0.39824969999608584,0.0,0.0,0.001880299998447299,0.0,0.0001017619625027119,0.10166020054020919,0.39636939999763854,,0.29502489999867976,1.0370364999980666,0.4019088000059128,1.2034110999957193,4.031224200007273,0.0,5.0682607000053395,5.363285600004019,1e-06,,v7_btab_boxeig
35721,expanded_box,topk,4096,,4096,0,"[36, 36]","[73, 73]",5329,topk,4096,,4096,12000,5329,full,30,0.01,,cupy,1.8236824786577125e-14,3.021813344012351e-15,960,418,418,,418,192,5329,30392,16373760,2718.6302328394663,27186.30232839466,0.001,boxeig,6000,group_b,50,diag,0.001,50,auto,boxeig,691,692,9.184279223025815e-07,0,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,full,192,93,192,285,60,31,2,35721,,,,,,,1.8236824786577125e-14,3.021813344012351e-15,,,,,1e-05,6.8617764674005475,0.906395968410499,0.8215536515508063,boxeig,9999999.999986725,True,,nan,0,0,,nan,0,0,0,0,False,691.0,matern,0.1,1.5,1.0,,336400,6000,btab_boxeig_topk_4096_q192,189,692,691,2500000,10000000,cufinufft,binned_c1,50,691,9.184279223025815e-07,pcg,converged,691,,True,0.1,0,98.38544680280414,0.02861521400033603,0.02847749809617022,0,0.1,boxeig,ok,,0.0019715170524381856,1.3642898002872244,0.000652546164486692,0.4509093996603042,212413.99621084624,30392,,27186.30232839466,0.0026962000119965523,7.323342946246159e-05,0.050604299758560956,6.441982534098103e-05,0.044514099310617894,0.0003675713458495395,0.2539917999820318,0.6430559999716934,0.0,0.0,0.0024477999832015485,0.0,9.991838004576197e-05,0.06904360061162151,0.6406081999884918,,0.349400200007949,1.0191311999806203,0.6464119000011124,1.280763199989451,3.1913272000092547,0.0,4.210458399989875,4.559858599997824,1e-06,,v7_btab_boxeig
35721,expanded_box,topk,8192,,8192,0,"[51, 51]","[103, 103]",10609,topk,8192,,8192,12000,10609,full,30,0.01,,cupy,1.1777195568806493e-14,1.8714764702527755e-15,640,290,290,,290,128,10609,25112,21729280,6566.314809846627,65663.14809846626,0.001,boxeig,6000,group_b,50,diag,0.001,50,auto,boxeig,1217,1218,9.56203063743138e-07,0,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,full,128,93,128,221,60,31,2,35721,,,,,,,1.1777195568806493e-14,1.8714764702527755e-15,,,,,1e-05,5.7453530421312236,0.665753252992502,0.44322739387009835,boxeig,9999999.999986725,True,,nan,0,0,,nan,0,0,0,0,False,1217.0,matern,0.1,1.5,1.0,,672400,6000,btab_boxeig_topk_8192_q128,189,1218,1217,2500000,10000000,cufinufft,binned_c1,50,1217,9.56203063743138e-07,pcg,converged,1217,,True,0.1,0,18.400350798221424,0.028615447280071066,0.0284777340270568,0,0.1,boxeig,ok,,0.0019482604272117645,2.3729812003439292,0.000740216515747671,0.9008434996649157,68148.38536115935,25112,,65663.14809846626,0.0038329999952111393,7.09165153834026e-05,0.08630539922160096,6.908134697636493e-05,0.08407199927023612,0.0004547107636887617,0.553382999409223,0.44399300002260134,0.0,0.0,0.0015406000020448118,0.0,9.9469679270985e-05,0.12105459967278875,0.4424524000205565,,0.29419930002768524,1.0264944000227842,0.44863070000428706,1.2773626999987755,5.004409299988765,0.0,6.0309037000115495,6.325103000039235,1e-06,,v7_btab_boxeig
35721,expanded_box,topk,8192,,8192,0,"[51, 51]","[103, 103]",10609,topk,8192,,8192,12000,10609,full,30,0.01,,cupy,1.5789020944001785e-14,2.571305041790945e-15,960,418,418,,418,192,10609,25112,32593920,2719.558135617733,27195.58135617733,0.001,boxeig,6000,group_b,50,diag,0.001,50,auto,boxeig,788,789,9.496273481861317e-07,0,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,full,192,93,192,285,60,31,2,35721,,,,,,,1.5789020944001785e-14,2.571305041790945e-15,,,,,1e-05,5.7453530421312236,0.6999731985629747,0.4899624787064815,boxeig,9999999.999986725,True,,nan,0,0,,nan,0,0,0,0,False,788.0,matern,0.1,1.5,1.0,,672400,6000,btab_boxeig_topk_8192_q192,189,789,788,2500000,10000000,cufinufft,binned_c1,50,788,9.496273481861317e-07,pcg,converged,788,,True,0.1,0,18.400350798221424,0.02861544009905454,0.028477748571160443,0,0.1,boxeig,ok,,0.001974097211632455,1.557562699978007,0.0008906092638620247,0.7018000999232754,68148.38536115935,25112,,27195.58135617733,0.0029922999965492636,7.205571063917111e-05,0.05677989998366684,7.197906075253478e-05,0.0567194998729974,0.0006005564716134603,0.47323849963140674,0.7442333000071812,0.0,0.0,0.001369300007354468,0.0,0.00010097918694845973,0.07957159931538627,0.7428639999998268,,0.3946775000076741,1.0307383999752346,0.7480556999798864,1.2542951000214089,3.848512299999129,0.0,4.879250699974364,5.273928199982038,1e-06,,v7_btab_boxeig
