dataset_stem,n_train,eps,method,route,precompute_mode,top_q,iterations,cg_iters,n_matvec,cg_n_matvec,n_precond,time_precompute,time_eigenspace,time_precond_build,time_solve,time_predict,time_total,rmse_train,rmse_test,cg_relres,status
synthetic_true_func_2d_n1000000,1000000,1e-07,plain_cg,cg_baseline,original/default,,804.0,804,805,805,,0.0323116180002216,,,0.8498764619998838,0.0124124320000191,0.8821891510001478,0.0200037082767138,0.0003759114738889,8.4627362097465e-08,ok
synthetic_true_func_2d_n1000000,1000000,1e-07,eigenpro_pcg_q90,eigenpro_baseline,c1,90.0,110.0,110,111,111,110.0,0.0191634600000725,0.2985849519996009,0.0003017870003532,0.1564496510000026,0.0124822889997631,0.4744998500000292,0.0200043955019688,0.0003954315515286,8.978147157171324e-08,ok
synthetic_true_func_2d_n1000000,1000000,1e-07,eigenpro_pcg_q180,eigenpro_baseline,c1,180.0,15.0,15,16,16,15.0,0.0188467110001511,0.5775645879998592,0.0002975980000883,0.02265321699997,0.0124302949998309,0.6193621140000687,0.020004394979941,0.000395120062158,9.472501924318243e-08,ok
synthetic_true_func_2d_n10000000,10000000,1e-07,plain_cg,cg_baseline,original/default,,1318.0,1318,1319,1319,,0.2585401029996319,,,1.3720476439998492,0.092378268000175,1.630588312999862,0.0200050473938837,0.000137694453371,9.621960823948253e-08,ok
synthetic_true_func_2d_n10000000,10000000,1e-07,eigenpro_pcg_q90,eigenpro_baseline,c1,90.0,219.0,219,220,220,219.0,0.0601184000001921,0.2933591030000571,0.0002858099996956,0.3005443750002996,0.0920720549997895,0.6543076880002445,0.0200068462084915,0.0002903394558526,9.627261452209469e-08,ok
synthetic_true_func_2d_n10000000,10000000,1e-07,eigenpro_pcg_q180,eigenpro_baseline,c1,180.0,29.0,29,30,30,29.0,0.0593730589998813,0.5620963410001423,0.0003090549998887,0.0422506499999144,0.0925755560001562,0.6640291049998268,0.0200068960384566,0.0002931846098156,9.029451397455358e-08,ok
synthetic_true_func_2d_n3000000,3000000,1e-07,plain_cg,cg_baseline,original/default,,1155.0,1155,1156,1156,,2.2914721450001707,,,3.053400842999963,0.0298053110000182,5.344874257000356,0.0199988932291114,0.0002201142312745,8.173476341360997e-08,ok
synthetic_true_func_2d_n3000000,3000000,1e-07,eigenpro_pcg_q90,eigenpro_baseline,c1,90.0,156.0,156,157,157,156.0,1.933643096000196,2.172220895000009,0.4555398150000656,0.2398668149999139,0.0296224700000493,4.801270621000185,0.0200002416678541,0.0002999181140944,9.868526543879273e-08,ok
synthetic_true_func_2d_n3000000,3000000,1e-07,eigenpro_pcg_q180,eigenpro_baseline,c1,180.0,20.0,20,21,21,20.0,0.0279760990001705,0.57128690799982,0.0003033940001841,0.0295274929999322,0.0296599200000855,0.629093894000107,0.02000025132004,0.0003004738646897,8.491429284863773e-08,ok
synthetic_true_func_2d_n30000000,30000000,1e-07,plain_cg,cg_baseline,original/default,,1495.0,1495,1496,1496,,0.7631215839996912,,,1.576143907000187,0.2755925430001298,2.3392661769998995,0.0200037469726003,7.838583646042319e-05,9.295477038017557e-08,ok
synthetic_true_func_2d_n30000000,30000000,1e-07,eigenpro_pcg_q90,eigenpro_baseline,c1,90.0,266.0,266,267,267,266.0,0.1491530329999477,0.2952892829998745,0.0002969140000459,0.372419925000031,0.2746298840002055,0.8171591549998993,0.0200059649496774,0.0002613092408599,6.738459606847779e-08,ok
synthetic_true_func_2d_n30000000,30000000,1e-07,eigenpro_pcg_q180,eigenpro_baseline,c1,180.0,39.0,39,40,40,39.0,0.1487278509998759,0.5665695420002521,0.0002981540001201,0.0561478899999201,0.2746386089997941,0.7717434370001683,0.0200059305525003,0.0002607238459408,9.940916888751245e-08,ok
