dataset_family,n_train,eps,selected_topk,selected_q,time_total,iterations,cg_iters,outer_iters,rmse_test,btab_eig_theta_q1_over_sigma2,btab_eig_eig_residual_max
synthetic_true_func_2d,1000000,1e-07,512.0,128.0,0.4101182449999214,85.0,85.0,85.0,0.0003963825931338,709.4904201310734,1.754501181719241e-13
synthetic_true_func_2d,3000000,1e-07,512.0,128.0,0.493955471999925,120.0,120.0,120.0,0.0002972869350486,2126.4049880040784,2.623985557909288e-13
synthetic_true_func_2d,10000000,1e-07,512.0,128.0,0.5982558789996801,174.0,174.0,174.0,0.0002888420730802,7085.893646480449,2.5858358475028084e-13
synthetic_true_func_2d,30000000,1e-07,512.0,256.0,0.7859705939999913,61.0,61.0,61.0,0.0002636936737811,50.911355512050136,2.2799995093629813e-11
