dataset_stem,eps,method,route,precompute_mode,selector_tag,S_kind,btab_active_size_raw,btab_box_size,active_size,box_size,tail_size,rho_max_T,tail_energy,btab_diagnostic_mode,time_post_diagnostics,time_total_with_diagnostics,diagnostic_n_matvec,diagnostic_n_A_matvec,diagnostic_n_ASS_matvec,diagnostic_n_precond,diagnostic_n_eig_matvec,diagnostic_n_power_iter
synthetic_true_func_2d_n1000000,1e-07,btab_auto_topk_1024,inverse,c1,topk_1024,expanded_box,1024.0,1369.0,1024.0,1369.0,312.0,4.133928938830195e-06,0.0001198618550026,cheap,8.198300020012539e-05,0.1023457580004105,0.0,0.0,0.0,0.0,0.0,0.0
synthetic_true_func_2d_n1000000,1e-07,btab_boxeig_topk_128_q16,boxeig,c1,topk_128,expanded_box,128.0,169.0,128.0,169.0,1512.0,7630.379852480028,309996.76396231144,cheap,0.0071319300000141,2.0342281690000164,16.0,0.0,16.0,0.0,16.0,0.0
synthetic_true_func_2d_n1000000,1e-07,btab_boxeig_topk_128_q32,boxeig,c1,topk_128,expanded_box,128.0,169.0,128.0,169.0,1512.0,7630.379852480028,309996.76396231144,cheap,0.0133787089998804,1.4474529560002338,32.0,0.0,32.0,0.0,32.0,0.0
synthetic_true_func_2d_n1000000,1e-07,btab_boxeig_topk_128_q64,boxeig,c1,topk_128,expanded_box,128.0,169.0,128.0,169.0,1512.0,7630.379852480029,309996.7639623115,cheap,0.0266466040002342,0.896313074000318,64.0,0.0,64.0,0.0,64.0,0.0
synthetic_true_func_2d_n1000000,1e-07,btab_auto_topk_128,inverse,c1,topk_128,expanded_box,128.0,169.0,128.0,169.0,1512.0,7630.379852480029,309996.7639623115,cheap,9.395000006406916e-05,0.515191870000308,0.0,0.0,0.0,0.0,0.0,0.0
synthetic_true_func_2d_n1000000,1e-07,btab_boxeig_topk_256_q32,boxeig,c1,topk_256,expanded_box,256.0,361.0,256.0,361.0,1320.0,233.28220130870517,8206.1529584011,cheap,0.0134026099999573,1.2947752109998871,32.0,0.0,32.0,0.0,32.0,0.0
synthetic_true_func_2d_n1000000,1e-07,btab_boxeig_topk_256_q64,boxeig,c1,topk_256,expanded_box,256.0,361.0,256.0,361.0,1320.0,233.28220130870517,8206.1529584011,cheap,0.0272213409998585,0.8213424749997102,64.0,0.0,64.0,0.0,64.0,0.0
synthetic_true_func_2d_n1000000,1e-07,btab_boxeig_topk_256_q128,boxeig,c1,topk_256,expanded_box,256.0,361.0,256.0,361.0,1320.0,233.28220130870517,8206.1529584011,cheap,0.050977598999907,0.5253183729996636,128.0,0.0,128.0,0.0,128.0,0.0
synthetic_true_func_2d_n1000000,1e-07,btab_auto_topk_256,inverse,c1,topk_256,expanded_box,256.0,361.0,256.0,361.0,1320.0,233.28220130870517,8206.1529584011,cheap,9.349800029667676e-05,0.2030112370002825,0.0,0.0,0.0,0.0,0.0,0.0
synthetic_true_func_2d_n1000000,1e-07,btab_boxeig_topk_512_q64,boxeig,c1,topk_512,expanded_box,512.0,625.0,512.0,625.0,1056.0,2.0827136417605425,66.76645889275588,cheap,0.0257458339997356,0.6546086150001429,64.0,0.0,64.0,0.0,64.0,0.0
synthetic_true_func_2d_n1000000,1e-07,btab_boxeig_topk_512_q128,boxeig,c1,topk_512,expanded_box,512.0,625.0,512.0,625.0,1056.0,2.0827136417605425,66.76645889275588,cheap,0.0506858960002318,0.4608041410001533,128.0,0.0,128.0,0.0,128.0,0.0
synthetic_true_func_2d_n1000000,1e-07,btab_boxeig_topk_512_q256,boxeig,c1,topk_512,expanded_box,512.0,625.0,512.0,625.0,1056.0,2.0827136417605425,66.76645889275588,cheap,0.110282300000108,0.6228712490001271,256.0,0.0,256.0,0.0,256.0,0.0
synthetic_true_func_2d_n1000000,1e-07,btab_auto_topk_512,inverse,c1,topk_512,expanded_box,512.0,625.0,512.0,625.0,1056.0,2.0827136417605425,66.76645889275588,cheap,9.04119997358066e-05,0.0677264639994064,0.0,0.0,0.0,0.0,0.0,0.0
synthetic_true_func_2d_n1000000,1e-07,btab_boxeig_topk_64_q16,boxeig,c1,topk_64,expanded_box,64.0,81.0,64.0,81.0,1600.0,39384.87556810593,1794792.2573344274,cheap,0.0071535369997945,2.022086080999543,16.0,0.0,16.0,0.0,16.0,0.0
synthetic_true_func_2d_n1000000,1e-07,btab_boxeig_topk_64_q32,boxeig,c1,topk_64,expanded_box,64.0,81.0,64.0,81.0,1600.0,39384.87556810593,1794792.2573344274,cheap,0.0134482930002377,1.2387861660004091,32.0,0.0,32.0,0.0,32.0,0.0
