dataset_stem,n_train,kernel,kernel_family,kernel_label,kernel_nu,kernel_lengthscale,eps,reg_lambda,method,method_family,M,mtot,topk,q,btab_active_topk,btab_box_size,btab_eig_q,cg_iters,time_solve,time_total,rmse_test,rmse_train,Speedup,status,table1_source,selection_note
synthetic_true_func_2d_n1000000,1000000,SE,SE,SE,1.5,0.1,1e-07,0.1,plain_cg,EFGP-CG,1681,41,,,,,,804,0.8498764619998838,0.8821891510001478,0.0003759114738889,0.0200037082767138,1.0,ok,btab_group_b_se_20260628_180907,EFGP-CG baseline; speedup uses time_total
synthetic_true_func_2d_n1000000,1000000,SE,SE,SE,1.5,0.1,1e-07,0.1,eigenpro_pcg_q90,EigenPro-PCG,1681,41,,90.0,,,,110,0.1564496510000026,0.4744998500000292,0.0003954315515286,0.0200043955019688,1.8591979554895404,ok,btab_group_b_se_20260628_180907,selected by min time_total under 1.1x EFGP-CG train RMSE
synthetic_true_func_2d_n1000000,1000000,SE,SE,SE,1.5,0.1,1e-07,0.1,btab_auto_topk_512,Active inverse,1681,41,512.0,,512.0,625.0,,17,0.0487698299998555,0.0676360519996706,0.0003964629114566,0.0200043883149443,13.043179264875548,ok,btab_group_b_se_20260628_180907,selected by min time_total under 1.1x EFGP-CG train RMSE
synthetic_true_func_2d_n1000000,1000000,SE,SE,SE,1.5,0.1,1e-07,0.1,btab_boxeig_topk_512_q128,Box-EigenPro,1681,41,512.0,128.0,512.0,625.0,128.0,85,0.391441653000129,0.4101182449999214,0.0003963825931338,0.0200043897225935,2.1510604850079686,ok,btab_group_b_se_20260628_180907,selected by min time_total under 1.1x EFGP-CG train RMSE
synthetic_true_func_2d_n3000000,3000000,SE,SE,SE,1.5,0.1,1e-07,0.1,plain_cg,EFGP-CG,1681,41,,,,,,1155,3.053400842999963,5.344874257000356,0.0002201142312745,0.0199988932291114,1.0,ok,btab_group_b_se_20260628_180907,EFGP-CG baseline; speedup uses time_total
synthetic_true_func_2d_n3000000,3000000,SE,SE,SE,1.5,0.1,1e-07,0.1,eigenpro_pcg_q180,EigenPro-PCG,1681,41,,180.0,,,,20,0.0295274929999322,0.629093894000107,0.0003004738646897,0.02000025132004,8.496147090245717,ok,btab_group_b_se_20260628_180907,selected by min time_total under 1.1x EFGP-CG train RMSE
synthetic_true_func_2d_n3000000,3000000,SE,SE,SE,1.5,0.1,1e-07,0.1,btab_auto_topk_512,Active inverse,1681,41,512.0,,512.0,625.0,,24,0.0762534320001577,0.1040301540001564,0.0002975574998935,0.0200002007574947,51.378125009719014,ok,btab_group_b_se_20260628_180907,selected by min time_total under 1.1x EFGP-CG train RMSE
synthetic_true_func_2d_n3000000,3000000,SE,SE,SE,1.5,0.1,1e-07,0.1,btab_boxeig_topk_512_q128,Box-EigenPro,1681,41,512.0,128.0,512.0,625.0,128.0,120,0.4658700840000165,0.493955471999925,0.0002972869350486,0.0200001960485453,10.820558855963371,ok,btab_group_b_se_20260628_180907,selected by min time_total under 1.1x EFGP-CG train RMSE
synthetic_true_func_2d_n10000000,10000000,SE,SE,SE,1.5,0.1,1e-07,0.1,plain_cg,EFGP-CG,1681,41,,,,,,1318,1.3720476439998492,1.630588312999862,0.000137694453371,0.0200050473938837,1.0,ok,btab_group_b_se_20260628_180907,EFGP-CG baseline; speedup uses time_total
synthetic_true_func_2d_n10000000,10000000,SE,SE,SE,1.5,0.1,1e-07,0.1,eigenpro_pcg_q90,EigenPro-PCG,1681,41,,90.0,,,,219,0.3005443750002996,0.6543076880002445,0.0002903394558526,0.0200068462084915,2.492081849112023,ok,btab_group_b_se_20260628_180907,selected by min time_total under 1.1x EFGP-CG train RMSE
