dataset_stem,eps,method,precompute_mode,selector_tag,btab_eig_q,btab_active_size_raw,btab_box_size,btab_eig_size_S,btab_eig_size_T,rho_max_T,tail_energy,epsilon_T,btab_eig_theta_q1,btab_eig_theta_q1_over_sigma2,theta_q1_over_sigma2,btab_eig_eig_residual_max,btab_eig_eig_residual_median,eta_eig,eta_eig_sq,btab_eig_storage_bytes,btab_eig_n_eig_matvec,btab_eig_n_ABB_matvec_cols,btab_eig_ncv_actual,btab_eig_backend,cg_iters,outer_iters,time_eig_setup,time_precond_build,time_solve,time_total,time_post_diagnostics,time_total_with_diagnostics,rmse_train,rmse_test
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1e-05,btab_boxeig_topk_1024_q64,c1,topk_1024,64.0,1024.0,1369.0,1369.0,34352.0,240.15196295342733,159243.74207647605,5.965348978769048,2562.491576210088,25624.91576210088,25624.91576210088,4.081817434237114e-15,1.1142375970184359e-15,1.0155814592395556,1.031405700351145,1402880.0,162.0,162.0,162.0,cupy,814,814.0,0.2106869999843184,0.2158079999790061,2.9733579000167083,3.2069449000118766,0.2792630000039935,3.48620790001587,0.0349151917478369,0.0355269651760984
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1e-05,btab_boxeig_topk_1024_q128,c1,topk_1024,128.0,1024.0,1369.0,1369.0,34352.0,240.15196295342736,159243.74207647608,5.965348978769048,654.8670269578815,6548.670269578815,6548.670269578815,8.669491739388376e-15,1.8086272911014148e-15,1.2011182154975113,1.4426849675999258,2805760.0,290.0,290.0,290.0,cupy,443,443.0,0.4222425000043586,0.4264135000121314,1.8581854000221936,2.0811570000078063,0.2605418000021018,2.341698800009908,0.0349150878892062,0.0355268487701284
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1e-05,btab_boxeig_topk_2048_q128,c1,topk_2048,128.0,2048.0,2601.0,2601.0,33120.0,54.5477451243749,63021.1201277645,5.690954425193257,657.3944520243648,6573.944520243647,6573.944520243647,8.612988884893676e-15,1.8941247166395973e-15,0.906924399449748,0.8225118663172858,5328896.0,290.0,290.0,290.0,cupy,455,455.0,0.3544555999978911,0.3601177000091411,1.9308884000056423,2.147960200003581,0.2426582000043708,2.390618400007952,0.0349149183500636,0.0355267279274536
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1e-05,btab_boxeig_topk_4096_q128,c1,topk_4096,128.0,4096.0,5329.0,5329.0,30392.0,9.838544680288264,21241.399621101573,4.931851559891996,657.5664981475212,6575.664981475212,6575.664981475212,9.64760763876489e-15,1.7253930512442769e-15,0.6216539708957951,0.38645365953051,10915840.0,290.0,290.0,290.0,cupy,495,495.0,0.3825112000049557,0.3881218999740667,1.940455399977509,2.1530072999885306,0.262861499999417,2.415868799987948,0.0349148558468271,0.035526648130491
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1e-05,btab_boxeig_topk_4096_q192,c1,topk_4096,192.0,4096.0,5329.0,5329.0,30392.0,9.838544680288264,21241.399621101573,4.931851559891996,271.69112926889346,2716.9112926889343,2716.9112926889343,3.2870541365562574e-14,3.637718087061507e-15,0.6991630655277283,0.4888289921981306,16373760.0,418.0,418.0,418.0,cupy,315,315.0,0.6659027999849059,0.6706535999837797,1.8048849999904637,2.0631646999972872,0.2929652000020724,2.35612989999936,0.0349148151714257,0.0355266029697872
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1e-05,btab_boxeig_topk_8192_q64,c1,topk_8192,64.0,8192.0,10609.0,10609.0,25112.0,1.8400350798236111,6814.838536121377,3.279803039254176,2567.778977945582,25677.78977945582,25677.78977945582,3.507789174196889e-15,1.1171328792970202e-15,0.4115353002296079,0.1693613033350735,10864640.0,162.0,162.0,162.0,cupy,903,903.0,0.208352100016782,0.2312053999921772,3.1445942999853287,3.4023950999835506,0.2220371000003069,3.6244321999838576,0.0349153443604241,0.035527066860391
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1e-05,btab_boxeig_topk_8192_q128,c1,topk_8192,128.0,8192.0,10609.0,10609.0,25112.0,1.8400350798236111,6814.838536121377,3.279803039254175,657.6696424896608,6576.696424896607,6576.696424896607,1.0732246605505324e-14,1.7067511726200108e-15,0.4560459972590813,0.20797795161603,21729280.0,290.0,290.0,290.0,cupy,463,463.0,0.4428812999976799,0.4478321000060532,2.0082856999943037,2.2215666999982204,0.2683507999754511,2.4899174999736715,0.0349152997284384,0.0355270441412134
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1e-05,btab_boxeig_topk_8192_q192,c1,topk_8192,192.0,8192.0,10609.0,10609.0,25112.0,1.8400350798236111,6814.838536121375,3.2798030392541757,271.78777009364023,2717.877700936402,2717.877700936402,1.3447993815980101e-14,2.9535539731102787e-15,0.4936440891186621,0.2436844867217936,32593920.0,418.0,418.0,418.0,cupy,295,295.0,0.7017105999984778,0.7066817000159062,1.7442828000057489,1.9894421999924816,0.2981185000098776,2.2875607000023592,0.0349153710852369,0.0355270546821444
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,1e-05,btab_boxeig_topk_1024_q64,c1,topk_1024,64.0,1024.0,1369.0,1369.0,34352.0,2401.5196295323567,1592437.420763489,8.154258513003269,25653.123625574088,256531.2362557409,256531.2362557409,4.561049691837052e-15,1.0912331331132344e-15,1.1117560256350203,1.236001460535776,1402880.0,162.0,162.0,162.0,cupy,1458,1458.0,0.1929811000009067,0.1976515999995172,4.669193700014148,5.545361000025878,0.2004754999943543,5.745836500020232,0.0284776062737445,0.0286153824840069
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,1e-05,btab_boxeig_topk_1024_q128,c1,topk_1024,128.0,1024.0,1369.0,1369.0,34352.0,2401.5196295323567,1592437.420763489,8.154258513003272,6537.8765257045125,65378.765257045125,65378.765257045125,9.064599315412182e-15,2.437613884930915e-15,1.2962760882780386,1.6803316970414135,2805760.0,290.0,290.0,290.0,cupy,929,929.0,0.347995299991453,0.3520513999974355,3.2050894000276458,4.073443500004942,0.2483773999847471,4.321820899989689,0.0284773339425513,0.028615078556811
