dataset_family,n_train,eps,selected_topk,selected_q,time_total,iterations,cg_iters,outer_iters,rmse_test,btab_eig_theta_q1_over_sigma2,btab_eig_eig_residual_max,eta_eig
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression,1000000,1e-05,8192.0,192.0,1.9894421999924816,295.0,295.0,295.0,0.0355270546821444,2717.877700936402,1.3447993815980101e-14,0.4936440891186621
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression,3000000,1e-05,1024.0,128.0,2.7578782999771647,608.0,608.0,608.0,0.0310974372333627,19595.849402133423,9.139745379071774e-15,1.2510762616754378
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression,10000000,1e-05,4096.0,192.0,3.9472868000157177,691.0,691.0,691.0,0.0286152111509929,27186.30232839466,1.4725088212249393e-14,0.906395968410498
synthetic_true_func_2d,1000000,1e-05,1024.0,128.0,0.9884313000075052,116.0,116.0,116.0,0.0012631436138845,6912.003545512331,1.1529985756471826e-14,0.884037593499784
synthetic_true_func_2d,3000000,1e-05,4096.0,128.0,1.333698899979936,119.0,119.0,119.0,0.0008886637048553,20761.63387044434,1.1310057608139656e-14,0.5056852415738494
synthetic_true_func_2d,10000000,1e-05,4096.0,128.0,1.740221899992321,148.0,148.0,148.0,0.0005593070869972,69198.87974009592,1.8082654445136623e-14,0.5279254300228823
