dataset_stem,n_train,eps,method,route,precompute_mode,top_q,iterations,cg_iters,n_matvec,cg_n_matvec,n_precond,time_precompute,time_eigenspace,time_precond_build,time_solve,time_predict,time_total,rmse_train,rmse_test,cg_relres,status
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,1e-05,plain_cg,cg_baseline,original/default,,1463.0,1463,1464,1464,,0.3853220999881159,,,3.329156299994793,0.1086886000121012,3.714479299989762,0.0351715643549189,0.0357788483369336,9.524102267097534e-07,ok
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,1e-05,eigenpro_pcg_q45,eigenpro_baseline,c1,45.0,646.0,646,647,647,646.0,0.2110713000001851,0.6155189000128303,0.003224299987778,1.9119365999940785,0.1076396999997086,2.741751099994872,0.0349150663285265,0.0355267371412642,9.98209824062094e-07,ok
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,1e-05,eigenpro_pcg_q90,eigenpro_baseline,c1,90.0,368.0,368,369,369,368.0,0.2125916000222787,1.4033664999878963,0.000412099994719,1.1942656000028364,0.1103166000102646,2.8106358000077307,0.034915215878237,0.0355270873415075,9.86538946181647e-07,ok
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,10000000,1e-05,plain_cg,cg_baseline,original/default,,3473.0,3473,3474,3474,,3.875849300005939,,,8.67302610000479,1.1745831999869552,12.548876000015298,0.0285098528609954,0.0286475523757564,9.937038886937842e-07,ok
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,10000000,1e-05,eigenpro_pcg_q45,eigenpro_baseline,c1,45.0,1514.0,1514,1515,1515,1514.0,0.8755140999855939,0.608743399992818,0.0003865000035148,4.79593880000175,1.0723009000066668,6.2805827999836765,0.028478518625549,0.0286162952745039,9.244013644703426e-07,ok
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,10000000,1e-05,eigenpro_pcg_q90,eigenpro_baseline,c1,90.0,865.0,865,866,866,865.0,0.8815345999901183,1.3941787999938242,0.0004299000138416,2.834433799987892,1.0500764999887906,5.110577099985676,0.0284789014849403,0.0286166526547642,9.339578939223676e-07,ok
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,3000000,1e-05,plain_cg,cg_baseline,original/default,,2250.0,2250,2251,2251,,1.1200362999807112,,,5.406577700021444,0.3181802999752108,6.526614700007485,0.0307314033081346,0.0311743842701201,9.755237699744828e-07,ok
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,3000000,1e-05,eigenpro_pcg_q45,eigenpro_baseline,c1,45.0,987.0,987,988,988,987.0,0.5291951000108384,0.6107538999931421,0.0008063999994192,2.882185800001025,0.3474451999936718,4.022941200004425,0.0306547797631308,0.0310977051141492,9.48587063086488e-07,ok
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,3000000,1e-05,eigenpro_pcg_q90,eigenpro_baseline,c1,90.0,570.0,570,571,571,570.0,0.5611505999986548,1.4146538999921177,0.0004563999827951,1.8478268000180835,0.3126594999921508,3.824087699991651,0.0306548969907361,0.0310978375656782,9.438900073387948e-07,ok
synthetic_true_func_2d_n1000000,1000000,1e-05,plain_cg,cg_baseline,original/default,,789.0,789,790,790,,0.7974090999923646,,,1.987873199977912,0.1159892000141553,2.78528389998246,0.0199368576406432,0.0012503715851873,8.665857077811498e-07,ok
