run_id,timestamp,mode,N,eps,top_q,reg_lambda,cg_tol,wall_s_total,rmse_test,peak_mem_gb,status,error,cg_iters,cg_relres,n_matvec,t_matvec_total,n_precond,t_precond_total,time_precompute,time_eigenspace,time_precond_build,time_solve,time_predict,nufft_stage,device_name,repeat_idx,repeat_count
20260422_001236_gpu_v3_topq_q32_N300000_20260425,2026-04-22T00:15:25.097493,gpu_v3_topq,300000,1e-05,32,0.1,1e-06,1.9085327000066172,0.0019050178974615482,1.1290039056912065,ok,,309,7.129495599906857e-07,310,0.5461001001531258,309,0.28116790000058245,0.08163649999187328,0.5896638999984134,0.0002542000001994893,1.212024599997676,0.022876500006532297,cpu_finufft,NVIDIA GeForce RTX 3050 Laptop GPU,4,20
20260422_001236_gpu_v3_topq_q32_N300000_20260426,2026-04-22T00:15:27.204263,gpu_v3_topq,300000,1e-05,32,0.1,1e-06,1.9036030999996,0.0017387007463165738,1.1290039056912065,ok,,303,9.349615940999757e-07,304,0.5556098999804817,303,0.27354899983038194,0.08448349998798221,0.6033368000062183,0.0002548000047681853,1.1948979000007967,0.017918799989274703,cpu_finufft,NVIDIA GeForce RTX 3050 Laptop GPU,5,20
20260422_001236_gpu_v3_topq_q32_N300000_20260427,2026-04-22T00:15:29.318653,gpu_v3_topq,300000,1e-05,32,0.1,1e-06,1.9204821000021184,0.0018837702399563383,1.1290039056912065,ok,,307,7.39577301551557e-07,308,0.5356335000105901,307,0.2802847999992082,0.08905619999859482,0.6003039000061108,0.0005520999984582886,1.2086488000059035,0.01937869998801034,cpu_finufft,NVIDIA GeForce RTX 3050 Laptop GPU,6,20
20260422_001236_gpu_v3_topq_q32_N300000_20260428,2026-04-22T00:15:31.448296,gpu_v3_topq,300000,1e-05,32,0.1,1e-06,1.9306337999878451,0.0017202058900095034,1.1290039056912065,ok,,308,7.283311018563233e-07,309,0.562233000076958,308,0.26971760016749613,0.08370109999668784,0.6015456000022823,0.00028959999326616526,1.2201365000073565,0.018705900001805276,cpu_finufft,NVIDIA GeForce RTX 3050 Laptop GPU,7,20
20260422_001236_gpu_v3_topq_q32_N300000_20260429,2026-04-22T00:15:33.574550,gpu_v3_topq,300000,1e-05,32,0.1,1e-06,1.929521999991266,0.0017970535949204513,1.1290039056912065,ok,,307,9.82477241227506e-07,308,0.5442791999812471,307,0.2898406000022078,0.08604419999755919,0.5976262000040151,0.00024789999588392675,1.2231283000000985,0.020101300004171208,cpu_finufft,NVIDIA GeForce RTX 3050 Laptop GPU,8,20
20260422_001236_gpu_v3_topq_q32_N300000_20260430,2026-04-22T00:15:35.712892,gpu_v3_topq,300000,1e-05,32,0.1,1e-06,1.930820900000981,0.0017913110278495327,1.1290039056912065,ok,,307,7.429864387773926e-07,308,0.5716604001354426,307,0.27810660006070975,0.08187660000112373,0.5998349999863422,0.00024370000755880028,1.226209000000381,0.02052229999389965,cpu_finufft,NVIDIA GeForce RTX 3050 Laptop GPU,9,20
20260422_001236_gpu_v3_topq_q32_N300000_20260431,2026-04-22T00:15:37.869652,gpu_v3_topq,300000,1e-05,32,0.1,1e-06,1.959403899993049,0.0018111545372034715,1.1290039056912065,ok,,301,8.968142465060595e-07,302,0.5733646999287885,301,0.26984960011031944,0.08182729998952709,0.62195950000023,0.0002564000023994595,1.2352756000036607,0.0175050999969244,cpu_finufft,NVIDIA GeForce RTX 3050 Laptop GPU,10,20
20260422_001236_gpu_v3_topq_q32_N300000_20260432,2026-04-22T00:15:40.048683,gpu_v3_topq,300000,1e-05,32,0.1,1e-06,1.9768298999988474,0.0018405724312979407,1.1290039056912065,ok,,307,9.520916597112593e-07,308,0.54512950006756,307,0.2828575000021374,0.08492010000918526,0.6504683999955887,0.0002669000095920637,1.2196788999863202,0.019273900004918687,cpu_finufft,NVIDIA GeForce RTX 3050 Laptop GPU,11,20
20260422_001236_gpu_v3_topq_q32_N300000_20260433,2026-04-22T00:15:42.132764,gpu_v3_topq,300000,1e-05,32,0.1,1e-06,1.8881336999911582,0.001761162768890907,1.1290039056912065,ok,,310,7.6328880175006e-07,311,0.5247958003019448,310,0.2818363999394933,0.0848068999912357,0.5964818000065861,0.00024310000299010426,1.1856777999928454,0.018590199993923306,cpu_finufft,NVIDIA GeForce RTX 3050 Laptop GPU,12,20
20260422_001236_gpu_v3_topq_q32_N300000_20260434,2026-04-22T00:15:44.145809,gpu_v3_topq,300000,1e-05,32,0.1,1e-06,1.8192662000074051,0.0018164496854102918,1.1290039056912065,ok,,301,9.019674395219694e-07,302,0.5013267999747768,301,0.2738181999884546,0.08049389999359846,0.5734695999999531,0.0002649000089149922,1.1445155999972485,0.01842649999889545,cpu_finufft,NVIDIA GeForce RTX 3050 Laptop GPU,13,20
20260422_001236_gpu_v3_topq_q32_N300000_20260435,2026-04-22T00:15:46.313851,gpu_v3_topq,300000,1e-05,32,0.1,1e-06,1.9669877999986056,0.0018071208355714154,1.1290039056912065,ok,,306,9.717246580351915e-07,307,0.5869483002607012,306,0.30366679999860935,0.08497969999734778,0.5759170999954222,0.0002761000068858266,1.2844717999978457,0.019046600005822256,cpu_finufft,NVIDIA GeForce RTX 3050 Laptop GPU,14,20
20260422_001236_gpu_v3_topq_q32_N300000_20260436,2026-04-22T00:15:48.377682,gpu_v3_topq,300000,1e-05,32,0.1,1e-06,1.8660141000000294,0.0018439216481506327,1.1290039056912065,ok,,300,8.702319683521067e-07,301,0.5034995998139493,300,0.2615031999157509,0.0888451999926474,0.6053682000056142,0.00024929999199230224,1.1473879999975907,0.021703600010368973,cpu_finufft,NVIDIA GeForce RTX 3050 Laptop GPU,15,20
20260422_001236_gpu_v3_topq_q32_N300000_20260437,2026-04-22T00:15:50.455872,gpu_v3_topq,300000,1e-05,32,0.1,1e-06,1.8811800999974366,0.0017931756306057054,1.1290039056912065,ok,,306,9.723721167506292e-07,307,0.559088999973028,306,0.28233730005740654,0.08549629998742603,0.5797350000066217,0.00024219999613706023,1.1964885000052163,0.017101799996453337,cpu_finufft,NVIDIA GeForce RTX 3050 Laptop GPU,16,20
20260422_001236_gpu_v3_topq_q32_N300000_20260438,2026-04-22T00:15:52.547161,gpu_v3_topq,300000,1e-05,32,0.1,1e-06,1.8941349999950035,0.0017886280415981208,1.1290039056912065,ok,,309,8.493964345508283e-07,310,0.5564599997451296,309,0.27601750010217074,0.08486049999191891,0.5971781000116607,0.0002449999883538112,1.1912101000052644,0.01847910000651609,cpu_finufft,NVIDIA GeForce RTX 3050 Laptop GPU,17,20
20260422_001236_gpu_v3_topq_q32_N300000_20260439,2026-04-22T00:15:54.578670,gpu_v3_topq,300000,1e-05,32,0.1,1e-06,1.8348928000050364,0.0018014155644268395,1.1290039056912065,ok,,300,9.878948294554224e-07,301,0.49642370008223224,300,0.28230890004488174,0.08822730000247248,0.5880274999944959,0.0002762000076472759,1.1374862999946345,0.018600399998831563,cpu_finufft,NVIDIA GeForce RTX 3050 Laptop GPU,18,20
20260422_001236_gpu_v3_topq_q32_N300000_20260440,2026-04-22T00:15:56.661234,gpu_v3_topq,300000,1e-05,32,0.1,1e-06,1.8847643999906722,0.0018053343739509687,1.1290039056912065,ok,,309,7.499139336593226e-07,310,0.5412770998955239,309,0.26496120014053304,0.08472369999799412,0.5884103999997023,0.0002523000002838671,1.1913318000006257,0.017924100000527687,cpu_finufft,NVIDIA GeForce RTX 3050 Laptop GPU,19,20
20260422_001236_gpu_v3_topq_q64_N300000_20260421,2026-04-22T00:15:58.820375,gpu_v3_topq,300000,1e-05,64,0.1,1e-06,1.9610269999975571,0.0018131229114695783,1.4610351556912065,ok,,188,9.197269939089144e-07,189,0.31711419991916046,188,0.2122358000051463,0.08360699999320786,1.1010125000029802,0.0002998999989358708,0.7538314999983413,0.020141400003922172,cpu_finufft,NVIDIA GeForce RTX 3050 Laptop GPU,0,20
20260422_001236_gpu_v3_topq_q64_N300000_20260422,2026-04-22T00:16:00.979622,gpu_v3_topq,300000,1e-05,64,0.1,1e-06,1.962597599995206,0.0018734167408899804,1.4610351556912065,ok,,188,9.914119461689592e-07,189,0.33748040003411006,188,0.19817140013037715,0.08949939999729395,1.0934291000012308,0.0002463999990141019,0.7590226999891456,0.018130700002075173,cpu_finufft,NVIDIA GeForce RTX 3050 Laptop GPU,1,20
20260422_001236_gpu_v3_topq_q64_N300000_20260423,2026-04-22T00:16:03.186150,gpu_v3_topq,300000,1e-05,64,0.1,1e-06,2.0084947000141256,0.0018468407504907169,1.4610351556912065,ok,,194,9.976556613486612e-07,195,0.33901149993471336,194,0.23882550008420367,0.08336049999343231,1.0967081999988295,0.00034690000757109374,0.8080315999977756,0.017685500002698973,cpu_finufft,NVIDIA GeForce RTX 3050 Laptop GPU,2,20
20260422_001236_gpu_v3_topq_q64_N300000_20260424,2026-04-22T00:16:05.452647,gpu_v3_topq,300000,1e-05,64,0.1,1e-06,2.0619730000034906,0.0017695163460717412,1.4610351556912065,ok,,197,9.981971882199994e-07,198,0.3434470000647707,197,0.23327289993176237,0.08476539999537636,1.148475399997551,0.00024190000840462744,0.8059250999940559,0.020368800003780052,cpu_finufft,NVIDIA GeForce RTX 3050 Laptop GPU,3,20
20260422_001236_gpu_v3_topq_q64_N300000_20260425,2026-04-22T00:16:07.674632,gpu_v3_topq,300000,1e-05,64,0.1,1e-06,2.021361299994169,0.0019059244366219977,1.4610351556912065,ok,,197,8.824593346973469e-07,198,0.34412319981493056,197,0.22730820007564034,0.09194560001196805,1.1118353999918327,0.0002488000027369708,0.7932423000020208,0.017667799998889677,cpu_finufft,NVIDIA GeForce RTX 3050 Laptop GPU,4,20
20260422_001236_gpu_v3_topq_q64_N300000_20260426,2026-04-22T00:16:09.896396,gpu_v3_topq,300000,1e-05,64,0.1,1e-06,2.023780799994711,0.0017390206901132935,1.4610351556912065,ok,,197,8.280079332292801e-07,198,0.3675253999099368,197,0.20656160010548774,0.0894789000012679,1.1065808999992441,0.0002489000034984201,0.8031350999954157,0.021955799995339476,cpu_finufft,NVIDIA GeForce RTX 3050 Laptop GPU,5,20
20260422_001236_gpu_v3_topq_q64_N300000_20260427,2026-04-22T00:16:12.131997,gpu_v3_topq,300000,1e-05,64,0.1,1e-06,2.037211299990304,0.001884033108762869,1.4610351556912065,ok,,201,8.967524136484608e-07,202,0.3445640001009451,201,0.22000679990742356,0.08680550000281073,1.106993399997009,0.0003687999997055158,0.8213438000093447,0.01945879998675082,cpu_finufft,NVIDIA GeForce RTX 3050 Laptop GPU,6,20
20260422_001236_gpu_v3_topq_q64_N300000_20260428,2026-04-22T00:16:14.339706,gpu_v3_topq,300000,1e-05,64,0.1,1e-06,2.013649300002726,0.0017211155222836931,1.4610351556912065,ok,,198,9.441681544323297e-07,199,0.3304090999881737,198,0.2320242000860162,0.08209539999370463,1.1072986999934074,0.00033420001273043454,0.7997739999991609,0.02141049999045208,cpu_finufft,NVIDIA GeForce RTX 3050 Laptop GPU,7,20
20260422_001236_gpu_v3_topq_q64_N300000_20260429,2026-04-22T00:16:16.543960,gpu_v3_topq,300000,1e-05,64,0.1,1e-06,2.006043600005796,0.0017968914900052765,1.4610351556912065,ok,,197,9.740090237218946e-07,198,0.350108799917507,197,0.21806000004289672,0.08802819999982603,1.106504399998812,0.00025549999554641545,0.7909880999941379,0.01816320000216365,cpu_finufft,NVIDIA GeForce RTX 3050 Laptop GPU,8,20
20260422_001236_gpu_v3_topq_q64_N300000_20260430,2026-04-22T00:16:18.759808,gpu_v3_topq,300000,1e-05,64,0.1,1e-06,2.022653799998807,0.0017915357915789392,1.4610351556912065,ok,,201,8.690128032137368e-07,202,0.35162579992902465,201,0.22631230003025848,0.08747810000204481,1.1057404000021052,0.00031659999513067305,0.8070468999940204,0.0188180000113789,cpu_finufft,NVIDIA GeForce RTX 3050 Laptop GPU,9,20
20260422_001236_gpu_v3_topq_q64_N300000_20260431,2026-04-22T00:16:20.933998,gpu_v3_topq,300000,1e-05,64,0.1,1e-06,1.9789374999963911,0.0018109299325190715,1.4610351556912065,ok,,188,9.769977484709668e-07,189,0.3227823999186512,188,0.2216459000337636,0.08507770000142045,1.1017092999973102,0.00027630000840872526,0.7695952999929432,0.020164200002909638,cpu_finufft,NVIDIA GeForce RTX 3050 Laptop GPU,10,20
20260422_001236_gpu_v3_topq_q64_N300000_20260432,2026-04-22T00:16:23.100758,gpu_v3_topq,300000,1e-05,64,0.1,1e-06,1.9765177999943262,0.0018398021623380195,1.4610351556912065,ok,,188,9.793482210313373e-07,189,0.33806370006641373,188,0.1940844999771798,0.08808940000017174,1.104848699993454,0.0002525000018067658,0.7609078000095906,0.020079799985978752,cpu_finufft,NVIDIA GeForce RTX 3050 Laptop GPU,11,20
20260422_001236_gpu_v3_topq_q64_N300000_20260433,2026-04-22T00:16:25.311898,gpu_v3_topq,300000,1e-05,64,0.1,1e-06,2.013668300001882,0.0017602814142285061,1.4610351556912065,ok,,198,9.772064433589928e-07,199,0.34742609997920226,198,0.2224174999864772,0.0837766000040574,1.106623200001195,0.0002443999983370304,0.8014075999963097,0.019167100006598048,cpu_finufft,NVIDIA GeForce RTX 3050 Laptop GPU,12,20
20260422_001236_gpu_v3_topq_q64_N300000_20260434,2026-04-22T00:16:27.493590,gpu_v3_topq,300000,1e-05,64,0.1,1e-06,1.9850839999999152,0.0018175172085429822,1.4610351556912065,ok,,188,9.80809623421606e-07,189,0.3550544000172522,188,0.2052292000298621,0.0835804999951506,1.1079980000067735,0.0002486999874236062,0.7726585000054911,0.017858100007288158,cpu_finufft,NVIDIA GeForce RTX 3050 Laptop GPU,13,20
20260422_001236_gpu_v3_topq_q64_N300000_20260435,2026-04-22T00:16:29.707182,gpu_v3_topq,300000,1e-05,64,0.1,1e-06,2.020203100008075,0.0018079622140474525,1.4610351556912065,ok,,194,9.923584124640425e-07,195,0.3367792002245551,194,0.2244197999825701,0.0880819000012707,1.1175672999961535,0.0002480000111972913,0.7923448999936227,0.01886680000461638,cpu_finufft,NVIDIA GeForce RTX 3050 Laptop GPU,14,20
20260422_001236_gpu_v3_topq_q64_N300000_20260436,2026-04-22T00:16:31.961364,gpu_v3_topq,300000,1e-05,64,0.1,1e-06,2.0569070000055945,0.0018436222667726275,1.4610351556912065,ok,,196,9.644375751632384e-07,197,0.349034099970595,196,0.22704959999828134,0.08441280000261031,1.1211003000062192,0.0003212000010535121,0.828361899999436,0.020252399990567937,cpu_finufft,NVIDIA GeForce RTX 3050 Laptop GPU,15,20
20260422_001236_gpu_v3_topq_q64_N300000_20260437,2026-04-22T00:16:34.253916,gpu_v3_topq,300000,1e-05,64,0.1,1e-06,2.0883862000046065,0.00179292815367537,1.4610351556912065,ok,,197,8.921187537636573e-07,198,0.38452490002964623,197,0.22951230013859458,0.08607499999925494,1.1383174000075087,0.0002445999998599291,0.8423939999920549,0.01913290000811685,cpu_finufft,NVIDIA GeForce RTX 3050 Laptop GPU,16,20
20260422_001236_gpu_v3_topq_q64_N300000_20260438,2026-04-22T00:16:36.528508,gpu_v3_topq,300000,1e-05,64,0.1,1e-06,2.0788428999949247,0.0017891826441165,1.4610351556912065,ok,,188,9.748748707430146e-07,189,0.335030800109962,188,0.23762130009708926,0.08014130000083242,1.1596589999971911,0.0002508000034140423,0.8164471999916714,0.01937500000349246,cpu_finufft,NVIDIA GeForce RTX 3050 Laptop GPU,17,20
20260422_001236_gpu_v3_topq_q64_N300000_20260439,2026-04-22T00:16:38.840075,gpu_v3_topq,300000,1e-05,64,0.1,1e-06,2.112615400008508,0.0018015967707570681,1.4610351556912065,ok,,197,9.036654294674058e-07,198,0.3741845998301869,197,0.2145189999282593,0.08925360000284854,1.1608158000017283,0.0002471000043442473,0.837615199998254,0.021367499997722916,cpu_finufft,NVIDIA GeForce RTX 3050 Laptop GPU,18,20
20260422_001236_gpu_v3_topq_q64_N300000_20260440,2026-04-22T00:16:41.146107,gpu_v3_topq,300000,1e-05,64,0.1,1e-06,2.100779499989585,0.0018061925095161537,1.4610351556912065,ok,,198,9.405540216668943e-07,199,0.3935344000492478,198,0.1966449000610737,0.0872562000004109,1.1548789999942528,0.0002455000067129731,0.8359934000036446,0.020121900000958703,cpu_finufft,NVIDIA GeForce RTX 3050 Laptop GPU,19,20
