dataset_family,n_train,eps,selected_topk,selected_q,time_total,iterations,cg_iters,outer_iters,rmse_test,btab_eig_theta_q1_over_sigma2,btab_eig_eig_residual_max
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression,1000000,1e-05,768.0,256.0,0.495718074999786,9.0,9.0,9.0,0.1495132798443375,2.828133051818576,3.215359363394346e-11
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression,3000000,1e-05,512.0,256.0,0.6243450370002392,23.0,23.0,23.0,0.1431379881414744,5.804257145791612,2.1429324448083865e-11
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression,10000000,1e-05,768.0,256.0,0.5932788079999227,23.0,23.0,23.0,0.137176452553863,19.198632741941054,3.293919424439882e-11
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression,30000000,1e-05,768.0,256.0,0.7164106119998905,41.0,41.0,41.0,0.132656721844673,55.624733814888806,1.426825801770777e-11
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression,100000000,1e-05,768.0,256.0,1.10414558399998,72.0,72.0,72.0,0.1288440654407732,183.06131651441336,1.6802706874128758e-11
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression,300000000,1e-05,768.0,128.0,2.0690071799999714,26.0,26.0,26.0,0.3561590499100918,7.863207293348203,8.747167641583351e-09
synthetic_true_func_2d,1000000,1e-05,512.0,128.0,0.430782218999866,95.0,95.0,95.0,0.0049065050522349,709.2554185810844,2.146342550842674e-13
synthetic_true_func_2d,3000000,1e-05,768.0,128.0,0.4474663060000239,98.0,98.0,98.0,0.0029089767244195,2125.710994786745,1.810838321750698e-13
synthetic_true_func_2d,10000000,1e-05,768.0,256.0,0.5497103640000205,16.0,16.0,16.0,0.0017026709762763,21.50115873498049,3.962455217697531e-11
synthetic_true_func_2d,30000000,1e-05,768.0,256.0,0.6645015289996081,23.0,23.0,23.0,0.0010711611567717,62.516504138215495,3.8377012574410846e-11
synthetic_true_func_2d,100000000,1e-05,512.0,256.0,1.0830742810003358,61.0,61.0,61.0,0.0006879164781599,185.69593876356183,3.476780183111666e-11
synthetic_true_func_2d,300000000,1e-05,768.0,256.0,2.075404626999898,50.0,50.0,50.0,0.0005653155306818,616.1184711259955,1.917180327662393e-11
