dataset_stem,n_train,kernel,kernel_family,kernel_label,kernel_nu,kernel_lengthscale,eps,reg_lambda,method,method_family,M,mtot,topk,q,btab_active_topk,btab_box_size,btab_eig_q,cg_iters,time_solve,time_total,rmse_test,rmse_train,Speedup,status,table1_source,selection_note
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,plain_cg,EFGP-CG,35721.0,189.0,,,,,,1990.0,2.147915084999568,2.1676514659998247,0.0357787206960532,0.0351713174170914,1.0,ok,group_a,EFGP-CG baseline; speedup uses time_total
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,eigenpro_pcg_q128,EigenPro-PCG,35721.0,189.0,,128.0,,,,359.0,0.5381400639998901,0.9743368049998936,0.0355266161286019,0.0349148345044326,2.224745544740108,ok,group_a,selected by min time_total under 1.1x EFGP-CG train RMSE
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,btab_auto_topk_1024,Active inverse,35721.0,189.0,1024.0,,1024.0,1369.0,,205.0,0.377284392999627,0.3998809209997489,0.0355266350351743,0.0349148348875093,5.420742406465513,ok,group_a,selected by min time_total under 1.1x EFGP-CG train RMSE
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,btab_boxeig_topk_16384_q256,Box-EigenPro,35721.0,189.0,16384.0,256.0,16384.0,21025.0,256.0,239.0,0.8903348310000183,0.9128239320002648,0.0355266051656955,0.0349148115609133,2.374665463962875,ok,group_a,selected by min time_total under 1.1x EFGP-CG train RMSE
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,SE,SE,SE,1.5,0.1,1e-05,0.1,plain_cg,EFGP-CG,1225.0,35.0,,,,,,1665.0,1.757680597000217,1.776605353999912,0.149568104949986,0.1489404133362755,1.0,ok,group_b,EFGP-CG baseline; speedup uses time_total
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,SE,SE,SE,1.5,0.1,1e-05,0.1,eigenpro_pcg_q128,EigenPro-PCG,1225.0,35.0,,128.0,,,,102.0,0.1458536840000306,0.5809949710001092,0.1495132637540997,0.1488842553043797,3.057867008627822,ok,group_b,selected by min time_total under 1.1x EFGP-CG train RMSE
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,SE,SE,SE,1.5,0.1,1e-05,0.1,btab_auto_topk_512,Active inverse,1225.0,35.0,512.0,,512.0,625.0,,18.0,0.0441773289999218,0.062414976999662,0.1495132735042132,0.1488842473262831,28.46440773357223,ok,group_b,selected by min time_total under 1.1x EFGP-CG train RMSE
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,SE,SE,SE,1.5,0.1,1e-05,0.1,btab_boxeig_topk_768_q256,Box-EigenPro,1225.0,35.0,768.0,256.0,768.0,961.0,256.0,9.0,0.4766048279998358,0.495718074999786,0.1495132798443375,0.1488842532651071,3.583902713252243,ok,group_b,selected by min time_total under 1.1x EFGP-CG train RMSE
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,10000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,plain_cg,EFGP-CG,35721.0,189.0,,,,,,5172.0,5.5632452730001205,5.692548907999935,0.0286463350158163,0.0285086894443082,1.0,ok,group_a,EFGP-CG baseline; speedup uses time_total
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,10000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,eigenpro_pcg_q256,EigenPro-PCG,35721.0,189.0,,256.0,,,,442.0,0.7156542819998322,1.6515934949998154,0.0286150521465681,0.0284773159824278,3.4467009740799273,ok,group_a,selected by min time_total under 1.1x EFGP-CG train RMSE
