dataset_stem,eps,method,precompute_mode,selector_tag,btab_active_size_raw,btab_box_size,tail_size,rho_max_T,tail_energy,epsilon_T,eta_inv,eta_inv_sq,eta_inv_status,cg_iters,outer_iters,time_precond_build,time_solve,time_total,time_post_diagnostics,time_total_with_diagnostics,rmse_train,rmse_test
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_n100000000,1e-05,btab_auto_topk_1024,c1,topk_1024,1024.0,1369.0,34352.0,19212.15703625264,12739499.366103794,284.8511469089705,59475.19122125523,3537298370.804875,ok,6000.0,6000.0,0.134677974999704,9.590896033000265,9.96630816600009,0.0928289800003767,10.059137146000468,0.0678068731994417,0.0678040346544733
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_n100000000,1e-05,btab_auto_topk_2048,c1,topk_2048,2048.0,2601.0,33120.0,4363.819609945097,5041689.610215506,278.2998084077407,59700.19721501615,3564113547.5118227,ok,6000.0,6000.0,0.6906118189999688,13.236774491000231,13.612184297000113,0.0951791290003711,13.707363426000484,0.0679928234561089,0.067988913318909
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,1e-05,btab_auto_topk_1024,c1,topk_1024,1024.0,1369.0,34352.0,2401.5196295323567,1592437.420763489,8.154258513003269,3.3691724602821598,11.351323067123738,ok,365.0,365.0,0.1350122280000505,0.7025512790000903,0.8060349980000865,0.0928381429998808,0.8988731409999673,0.0284772711706982,0.0286149994083213
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,1e-05,btab_auto_topk_2048,c1,topk_2048,2048.0,2601.0,33120.0,545.4774512433136,630211.2012771419,7.675905947125052,3.452647714685628,11.920776241723884,ok,234.0,234.0,0.6898001429999567,1.1793698240003323,1.28233179200015,0.09321159800038,1.37554339000053,0.0284772695153683,0.0286150038122626
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain30000000,1e-05,btab_auto_topk_1024,c1,topk_1024,1024.0,1369.0,34352.0,7204.558888596942,4777312.262290385,8.970694024187555,3.4656593780919764,12.010794924956864,ok,556.0,556.0,0.1408454249999522,1.0255415149999862,1.222656815999926,0.0978696719998879,1.320526487999814,0.0278758922522287,0.027856728622058
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain30000000,1e-05,btab_auto_topk_2048,c1,topk_2048,2048.0,2601.0,33120.0,1636.4323537299117,1890633.603831393,8.49996651061486,3.584219131336735,12.84662678144026,ok,355.0,355.0,0.6890949739999996,1.4305446769999437,1.6273202649999805,0.0934361740000895,1.7207564390000698,0.0278759280361023,0.0278567666075201
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain300000000,1e-05,btab_auto_topk_1024,c1,topk_1024,,,,,,,,,,,,,,,,,,
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain300000000,1e-05,btab_auto_topk_2048,c1,topk_2048,,,,,,,,,,,,,,,,,,
synthetic_true_func_2d_n10000000,1e-05,btab_auto_topk_1024,c1,topk_1024,1024.0,1369.0,34352.0,2401.5191371138226,1592437.0739614717,2.752434485824877,1.8639041178360007,3.474138560486002,ok,187.0,187.0,0.1601049470000362,0.455765349000103,0.5607101610003156,0.0927553379997334,0.653465499000049,0.0199956673296453,0.0005597136677355
synthetic_true_func_2d_n10000000,1e-05,btab_auto_topk_2048,c1,topk_2048,2048.0,2601.0,33120.0,545.477332504985,630211.0596413196,2.7283613937574773,1.837633394222056,3.3768964915600743,ok,120.0,120.0,0.7185443519997534,0.9709688850002748,1.0750140049999573,0.0926041630000327,1.16761816799999,0.0199956674844435,0.0005607667029964
synthetic_true_func_2d_n100000000,1e-05,btab_auto_topk_1024,c1,topk_1024,1024.0,1369.0,34352.0,24015.1960450302,15924374.031357467,2.7151667564683466,1.899524146529979,3.6081919832504457,ok,200.0,200.0,0.1348481220002213,0.448162904000128,0.9833782460000292,0.0913373090002096,1.074715555000239,0.0199975006699884,0.000198746748116
synthetic_true_func_2d_n100000000,1e-05,btab_auto_topk_2048,c1,topk_2048,2048.0,2601.0,33120.0,5454.774452079139,6302111.940778754,2.71033801367561,1.890344828133805,3.573403569252225,ok,169.0,169.0,0.6911098699997638,1.0456925270000283,1.5833858829996643,0.0929766719996223,1.6763625549992869,0.0199975151743163,0.000201668363222
synthetic_true_func_2d_n30000000,1e-05,btab_auto_topk_1024,c1,topk_1024,1024.0,1369.0,34352.0,7204.5585500542375,4777312.023860485,2.728506507819749,1.8848227408397136,3.552556764386531,ok,253.0,253.0,0.1373934289999852,0.5327630239999053,0.7311785490001057,0.0941927050002959,0.8253712540004017,0.0200005121874728,0.0003488382038798
synthetic_true_func_2d_n30000000,1e-05,btab_auto_topk_2048,c1,topk_2048,2048.0,2601.0,33120.0,1636.432272096108,1890633.506455327,2.71889958116457,1.8718870501081053,3.503961128362425,ok,146.0,146.0,0.6920340689998739,1.002416422999886,1.200508642999921,0.0925132239999584,1.2930218669998794,0.0200005268428753,0.0003490940409315
synthetic_true_func_2d_n300000000,1e-05,btab_auto_topk_1024,c1,topk_1024,,,,,,,,,,,,,,,,,,
synthetic_true_func_2d_n300000000,1e-05,btab_auto_topk_2048,c1,topk_2048,,,,,,,,,,,,,,,,,,
