dataset_stem,eps,method,precompute_mode,selector_tag,btab_eig_q,btab_active_size_raw,btab_box_size,btab_eig_size_S,btab_eig_size_T,rho_max_T,tail_energy,epsilon_T,btab_eig_theta_q1,btab_eig_theta_q1_over_sigma2,theta_q1_over_sigma2,btab_eig_eig_residual_max,btab_eig_eig_residual_median,eta_eig,eta_eig_sq,btab_eig_storage_bytes,btab_eig_n_eig_matvec,btab_eig_n_ABB_matvec_cols,btab_eig_ncv_actual,btab_eig_backend,cg_iters,outer_iters,time_eig_setup,time_precond_build,time_solve,time_total,time_post_diagnostics,time_total_with_diagnostics,rmse_train,rmse_test
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_n100000000,1e-05,btab_boxeig_topk_16384_q128,c1,topk_16384,128.0,16384.0,21025.0,21025.0,14696.0,27.34437806320609,128685.1542507521,128.68454989012025,2492.140872826384,24921.40872826384,24921.40872826384,3.8125454017941154e-13,3.88369122551597e-14,9.260748587639778,85.76146440347213,43061248.0,290.0,290.0,290.0,cupy,4499.0,4499.0,0.2846560610000779,0.2896427169998787,9.319222976999754,9.694693725999969,0.1535602819999439,9.848254007999913,0.0674142393659466,0.0674110848370139
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_n100000000,1e-05,btab_boxeig_topk_16384_q192,c1,topk_16384,192.0,16384.0,21025.0,21025.0,14696.0,27.34437806320609,128685.1542507521,128.68454989012025,167.57358644414046,1675.7358644414046,1675.7358644414046,1.1022295208857467e-11,4.0796997026844985e-14,10.320524245777811,106.51322070768772,64591872.0,418.0,418.0,418.0,cupy,1450.0,1450.0,0.5021737839997513,0.5073465469999974,3.681022051999662,4.056050049999612,0.1799527670000316,4.236002816999644,0.0674135422675762,0.0674103959472065
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_n100000000,1e-05,btab_boxeig_topk_16384_q256,c1,topk_16384,256.0,16384.0,21025.0,21025.0,14696.0,27.34437806320609,128685.1542507521,128.68454989012025,90.63914633658632,906.391463365863,906.391463365863,1.883424184986166e-12,7.247493980376728e-14,10.38079388458941,107.76088167432889,86122496.0,546.0,546.0,546.0,cupy,1147.0,1147.0,0.7657891829999244,0.7712252870001066,3.499498200000289,3.8747067960002815,0.2072079980002854,4.081914794000568,0.0674136501028647,0.0674105014547892
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_n100000000,1e-05,btab_boxeig_topk_4096_q128,c1,topk_4096,128.0,4096.0,5329.0,5329.0,30392.0,787.0835744221785,1699311.96968622,251.0947776172071,1956.285980062596,19562.85980062596,19562.85980062596,1.352479651822679e-12,4.486350052953516e-14,13.83411956893366,191.38286424755324,10915840.0,290.0,290.0,290.0,cupy,4656.0,4656.0,0.2495610669998313,0.2528636040001402,8.221574319999945,8.59623505699983,0.153016025999932,8.749251082999763,0.0674132641167395,0.0674101031861396
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_n100000000,1e-05,btab_boxeig_topk_4096_q192,c1,topk_4096,192.0,4096.0,5329.0,5329.0,30392.0,787.0835744221785,1699311.96968622,251.094777617207,71.21468841106041,712.146884110604,712.146884110604,2.2173261253533512e-11,5.3411208486951234e-14,14.560496807479185,212.0080672806115,16373760.0,418.0,418.0,418.0,cupy,3883.0,3883.0,0.3811411579999912,0.384556755000176,7.047965630000363,7.423213489000318,0.178509847999976,7.601723337000294,0.0674129005568824,0.0674097510943351
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_n100000000,1e-05,btab_boxeig_topk_8192_q128,c1,topk_8192,128.0,8192.0,10609.0,10609.0,25112.0,147.20280638572376,545187.0828890986,217.74957204364955,2334.0133971736614,23340.133971736614,23340.133971736614,4.173078720651199e-13,4.189690609842067e-14,11.530203965812108,132.94560349322927,21729280.0,290.0,290.0,290.0,cupy,4828.0,4828.0,0.2525603809999666,0.2565366310000172,8.406737312000132,8.782733608999933,0.1496064650000335,8.932340073999967,0.0674133937158843,0.0674102444257499
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_n100000000,1e-05,btab_boxeig_topk_8192_q192,c1,topk_8192,192.0,8192.0,10609.0,10609.0,25112.0,147.20280638572376,545187.0828890986,217.74957204364955,118.0099799747928,1180.099799747928,1180.099799747928,3.9546851392776704e-11,5.927503758201017e-14,12.916966366060144,166.848020101929,32593920.0,418.0,418.0,418.0,cupy,2117.0,2117.0,0.3788826850000077,0.3828285679996952,4.382736596000086,4.757683078000355,0.1820104909998008,4.939693569000156,0.0674130845103755,0.0674099354920852
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,1e-05,btab_boxeig_topk_16384_q128,c1,topk_16384,128.0,16384.0,21025.0,21025.0,14696.0,3.418047257901867,16085.644281349216,4.320710723187872,6566.420044161965,65664.20044161964,65664.20044161964,9.656282636924839e-15,1.5801985690048873e-15,0.4381830369743918,0.1920043738921013,43061248.0,290.0,290.0,290.0,cupy,1272.0,1272.0,0.2870333279997794,0.2920827060002011,2.832473361999746,2.9354548789997352,0.1523308400001042,3.0877857189998394,0.0284780820575908,0.0286157752267007
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,1e-05,btab_boxeig_topk_16384_q192,c1,topk_16384,192.0,16384.0,21025.0,21025.0,14696.0,3.418047257901867,16085.644281349216,4.320710723187871,2719.696634607458,27196.966346074576,27196.966346074576,1.4519142532398152e-14,2.298369606325508e-15,0.4531134145996673,0.20531176649017,64591872.0,418.0,418.0,418.0,cupy,828.0,828.0,0.7688568509997822,0.7742222309998397,2.595578621000186,2.698848093999913,0.1775487299996712,2.8763968239995847,0.0284780460610702,0.0286157550251899
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,1e-05,btab_boxeig_topk_16384_q256,c1,topk_16384,256.0,16384.0,21025.0,21025.0,14696.0,3.418047257901867,16085.644281349216,4.320710723187871,1399.631676799925,13996.316767999246,13996.316767999246,5.974696052207264e-14,5.4138049797187265e-15,0.4724703013648019,0.2232281856717468,86122496.0,546.0,546.0,546.0,cupy,608.0,608.0,0.7645849780001299,0.7700574880000204,2.2104996079997363,2.31329518199982,0.2078526820000661,2.521147863999886,0.0284779991458257,0.0286157088032486
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,1e-05,btab_boxeig_topk_4096_q128,c1,topk_4096,128.0,4096.0,5329.0,5329.0,30392.0,98.38544680280414,212413.99621084624,6.86177646740055,6565.271098656905,65652.71098656904,65652.71098656904,1.0737725653105836e-14,1.7188480054586365e-15,0.8145760721099665,0.6635341772541015,10915840.0,290.0,290.0,290.0,cupy,998.0,998.0,0.2489975690000392,0.2524241729997811,1.9683916700000736,2.0711707589998696,0.1518314650002139,2.2230022240000835,0.0284774632036387,0.0286152560219957
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,1e-05,btab_boxeig_topk_4096_q192,c1,topk_4096,192.0,4096.0,5329.0,5329.0,30392.0,98.38544680280414,212413.99621084624,6.861776467400549,2718.6302328394663,27186.30232839466,27186.30232839466,1.935212112923265e-14,2.5566282111451785e-15,0.9063959684105004,0.8215536515508087,16373760.0,418.0,418.0,418.0,cupy,691.0,691.0,0.5136083379998126,0.5174074910000854,1.7446938499997486,1.848085097999956,0.1766037719999076,2.0246888699998635,0.0284774968406257,0.028615212811907
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,1e-05,btab_boxeig_topk_8192_q128,c1,topk_8192,128.0,8192.0,10609.0,10609.0,25112.0,18.400350798221424,68148.38536115935,5.745353042131225,6566.314809846626,65663.14809846626,65663.14809846626,1.1113468393306095e-14,1.840405285796052e-15,0.6657532529925009,0.4432273938700969,21729280.0,290.0,290.0,290.0,cupy,1217.0,1217.0,0.2528412320002644,0.2567068129997096,2.328306536999662,2.4307577370000217,0.1512305849996664,2.581988321999688,0.0284777344087953,0.0286154475130098
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,1e-05,btab_boxeig_topk_8192_q192,c1,topk_8192,192.0,8192.0,10609.0,10609.0,25112.0,18.400350798221424,68148.38536115935,5.745353042131224,2719.558135617733,27195.58135617733,27195.58135617733,1.7844135700630662e-14,2.6700407397742574e-15,0.6999731985629792,0.489962478706488,32593920.0,418.0,418.0,418.0,cupy,788.0,788.0,0.3834348949999366,0.3875267250000433,1.9002127270000528,2.0037700469997617,0.1784689709998019,2.182239017999564,0.0284777491032902,0.0286154411725861
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain30000000,1e-05,btab_boxeig_topk_16384_q128,c1,topk_16384,128.0,16384.0,21025.0,21025.0,14696.0,10.25414177370542,48256.9328440468,5.59370448948817,19700.54780726816,197005.4780726816,197005.4780726816,9.422258987840629e-15,1.7017200883884017e-15,0.4943272967493675,0.2443594763115372,43061248.0,290.0,290.0,290.0,cupy,1891.0,1891.0,0.6752129619999323,0.6804187529996852,4.463765122000041,4.660733842999889,0.1509524459997919,4.811686288999681,0.0278779715546261,0.0278587073294344
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain30000000,1e-05,btab_boxeig_topk_16384_q192,c1,topk_16384,192.0,16384.0,21025.0,21025.0,14696.0,10.25414177370542,48256.9328440468,5.59370448948817,8161.583017237359,81615.83017237358,81615.83017237358,1.6937367673120943e-14,2.627015558558061e-15,0.5128928339900016,0.2630590591582953,64591872.0,418.0,418.0,418.0,cupy,1278.0,1278.0,0.5030814450001344,0.5083780919999299,3.323807212000247,3.520320268999967,0.1783240209997529,3.69864428999972,0.0278773717867211,0.0278581559644918
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain30000000,1e-05,btab_boxeig_topk_16384_q256,c1,topk_16384,256.0,16384.0,21025.0,21025.0,14696.0,10.25414177370542,48256.9328440468,5.59370448948817,4196.318237929805,41963.18237929805,41963.18237929805,8.993225444263553e-14,4.163330246852055e-15,0.5345894443539333,0.2857858740146471,86122496.0,546.0,546.0,546.0,cupy,916.0,916.0,1.3226560790003532,1.3281126819997553,3.5072300050001104,3.703795857999921,0.2062998979999974,3.910095755999919,0.0278774275014925,0.0278582106756279
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain30000000,1e-05,btab_boxeig_topk_4096_q128,c1,topk_4096,128.0,4096.0,5329.0,5329.0,30392.0,295.1563404084071,637241.9886325274,7.960067707974595,19697.106182383603,196971.061823836,196971.061823836,1.0297248001573932e-14,2.3793083108007253e-15,0.8447793183550701,0.7136520967204569,10915840.0,290.0,290.0,290.0,cupy,1340.0,1340.0,0.2634943090001798,0.2667880589997367,2.594954271000006,2.792468685000131,0.1523291729999982,2.944797858000129,0.0278766764919165,0.0278575239938445
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain30000000,1e-05,btab_boxeig_topk_4096_q192,c1,topk_4096,192.0,4096.0,5329.0,5329.0,30392.0,295.1563404084071,637241.9886325274,7.960067707974595,8158.3194684064465,81583.19468406447,81583.19468406447,2.215053180909377e-14,2.7238132484278004e-15,0.9405167390950055,0.8845717365179029,16373760.0,418.0,418.0,418.0,cupy,948.0,948.0,0.3822554409998702,0.3857323130000623,2.033207009999842,2.23032663999993,0.1802249120000851,2.410551552000016,0.0278763670482268,0.0278571831078738
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain30000000,1e-05,btab_boxeig_topk_8192_q128,c1,topk_8192,128.0,8192.0,10609.0,10609.0,25112.0,55.2010523946633,204445.1560834745,6.923593269353335,19700.23255928972,197002.3255928972,197002.3255928972,1.2807715484367226e-14,1.8759016437981515e-15,0.7074557411672774,0.5004936257105418,21729280.0,290.0,290.0,290.0,cupy,1657.0,1657.0,0.2548850690000108,0.2587355830000888,3.109955337999964,3.306666879000204,0.1530542169998625,3.4597210960000666,0.0278770447345926,0.0278578594918947
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain30000000,1e-05,btab_boxeig_topk_8192_q192,c1,topk_8192,192.0,8192.0,10609.0,10609.0,25112.0,55.2010523946633,204445.1560834745,6.923593269353336,8161.170502662886,81611.70502662886,81611.70502662886,5.87024804872029e-14,2.8937953677933437e-15,0.7470945997825047,0.5581503410241808,32593920.0,418.0,418.0,418.0,cupy,1112.0,1112.0,0.3885821220001162,0.3926556050000727,2.5507617729999765,2.7469785180001054,0.1803535280000687,2.927332046000174,0.0278767988683852,0.0278576336152785
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain300000000,1e-05,btab_boxeig_topk_16384_q128,c1,topk_16384,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain300000000,1e-05,btab_boxeig_topk_16384_q192,c1,topk_16384,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain300000000,1e-05,btab_boxeig_topk_16384_q256,c1,topk_16384,256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain300000000,1e-05,btab_boxeig_topk_4096_q128,c1,topk_4096,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain300000000,1e-05,btab_boxeig_topk_4096_q192,c1,topk_4096,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain300000000,1e-05,btab_boxeig_topk_8192_q128,c1,topk_8192,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain300000000,1e-05,btab_boxeig_topk_8192_q192,c1,topk_8192,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
synthetic_true_func_2d_n10000000,1e-05,btab_boxeig_topk_16384_q128,c1,topk_16384,128.0,16384.0,21025.0,21025.0,14696.0,3.4180464675207816,16085.64055186952,2.0225294743496143,6920.037319258549,69200.3731925855,69200.3731925855,1.3840971630693651e-14,1.1904777844793437e-15,0.1998903603974553,0.0399561561798245,43061248.0,290.0,290.0,290.0,cupy,193.0,193.0,0.3060467889999927,0.3143422460002512,0.7032725079998272,0.807399839000027,0.1465555499999027,0.9539553889999296,0.0199960954908445,0.0005496720049086
synthetic_true_func_2d_n10000000,1e-05,btab_boxeig_topk_16384_q192,c1,topk_16384,192.0,16384.0,21025.0,21025.0,14696.0,3.4180464675207816,16085.64055186952,2.0225294743496143,2983.893855603429,29838.938556034293,29838.938556034293,3.083816166717678e-14,1.7335770692748148e-15,0.230047088724374,0.05292166303056,64591872.0,418.0,418.0,418.0,cupy,125.0,125.0,0.5005100739999762,0.5057822389999274,0.7865652969999246,0.8905150299997331,0.1751487100000304,1.0656637399997635,0.0199961141031843,0.0005498982445861
synthetic_true_func_2d_n10000000,1e-05,btab_boxeig_topk_16384_q256,c1,topk_16384,256.0,16384.0,21025.0,21025.0,14696.0,3.4180464675207816,16085.64055186952,2.0225294743496147,1502.1633460820356,15021.633460820354,15021.633460820354,3.4005023746275346e-14,2.7158528493118865e-15,0.255441394950846,0.0652503062544341,86122496.0,546.0,546.0,546.0,cupy,89.0,89.0,0.790840610000032,0.7962758329999815,1.0109471000000667,1.1146511609999834,0.2045398309996926,1.319190991999676,0.0199961219725842,0.000549609836783
synthetic_true_func_2d_n10000000,1e-05,btab_boxeig_topk_4096_q128,c1,topk_4096,128.0,4096.0,5329.0,5329.0,30392.0,98.38542462466822,212413.9475908336,2.6745073500654573,6919.887974009589,69198.87974009589,69198.87974009589,1.0834486581398912e-14,1.6253880866759613e-15,0.5279254300228822,0.2787052596648451,10915840.0,290.0,290.0,290.0,cupy,148.0,148.0,0.3127536269998927,0.3179074999998192,0.584325121999882,0.6883771689999776,0.1587124190000395,0.8470895880000171,0.0199957807930309,0.0005593070869971
synthetic_true_func_2d_n10000000,1e-05,btab_boxeig_topk_4096_q192,c1,topk_4096,192.0,4096.0,5329.0,5329.0,30392.0,98.38542462466822,212413.9475908336,2.6745073500654577,2983.73515132505,29837.351513250494,29837.351513250494,3.368301324685635e-14,1.8813635885346297e-15,0.6103545313182803,0.3725326539007576,16373760.0,418.0,418.0,418.0,cupy,102.0,102.0,0.3945409610000752,0.3983635839999806,0.5897477120001895,0.6946712330000082,0.1754925649997858,0.870163797999794,0.0199957598868528,0.0005600026395671
synthetic_true_func_2d_n10000000,1e-05,btab_boxeig_topk_8192_q128,c1,topk_8192,128.0,8192.0,10609.0,10609.0,25112.0,18.400346579650652,68148.36962691823,2.525161681666097,6920.019734500261,69200.1973450026,69200.1973450026,1.1319530474808234e-14,1.4334725891052317e-15,0.3669863041843156,0.134678947458863,21729280.0,290.0,290.0,290.0,cupy,160.0,160.0,0.2822220130001369,0.2869946069999969,0.5721842120001384,0.6757145159999709,0.1477644869996766,0.8234790029996475,0.0199958359157814,0.0005663821902683
synthetic_true_func_2d_n10000000,1e-05,btab_boxeig_topk_8192_q192,c1,topk_8192,192.0,8192.0,10609.0,10609.0,25112.0,18.400346579650652,68148.36962691823,2.5251616816660967,2983.875155946718,29838.751559467182,29838.751559467182,3.0021689678449964e-14,1.885856763693756e-15,0.422373720589497,0.1783995598446145,32593920.0,418.0,418.0,418.0,cupy,106.0,106.0,0.3995328179998978,0.4035707999996702,0.617090527000073,0.7204525800002557,0.1748487869999735,0.8953013670002292,0.0199958352712771,0.0005656528492651
synthetic_true_func_2d_n100000000,1e-05,btab_boxeig_topk_16384_q128,c1,topk_16384,128.0,16384.0,21025.0,21025.0,14696.0,34.18047217727249,160856.4409178191,2.5863794892807217,69240.84380389267,692408.4380389267,692408.4380389267,1.4790065294348733e-14,1.3375326508225608e-15,0.2384778858037694,0.0568717020174357,43061248.0,290.0,290.0,290.0,cupy,176.0,176.0,0.2859556319999683,0.2910883989998183,0.6541593750002903,1.1897942919999878,0.1495589559999643,1.339353247999952,0.0199976924051981,0.0001997744262107
synthetic_true_func_2d_n100000000,1e-05,btab_boxeig_topk_16384_q192,c1,topk_16384,192.0,16384.0,21025.0,21025.0,14696.0,34.18047217727249,160856.4409178191,2.5863794892807217,29820.649501250035,298206.4950125003,298206.4950125003,5.5018939683237047e-14,1.6533333959164065e-15,0.2733811636304291,0.0747372606279274,64591872.0,418.0,418.0,418.0,cupy,106.0,106.0,0.501312821999818,0.5066037520000464,0.7464053859998785,1.282070454999939,0.1748526749997836,1.4569231299997227,0.0199977503213693,0.0002036927225864
