dataset_stem,eps,method,route,precompute_mode,selector_tag,S_kind,btab_active_size_raw,btab_box_size,active_size,box_size,tail_size,rho_max_T,tail_energy,epsilon_T,btab_diagnostic_mode,time_post_diagnostics,time_total_with_diagnostics,diagnostic_n_matvec,diagnostic_n_A_matvec,diagnostic_n_ASS_matvec,diagnostic_n_precond,diagnostic_n_eig_matvec,diagnostic_n_power_iter
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_n100000000,1e-05,btab_auto_topk_1024,inverse,c1,topk_1024,expanded_box,1024.0,1369.0,1024.0,1369.0,34352.0,19212.15703625264,12739499.366103794,284.8511469089705,full,0.0928289800003767,10.059137146000468,93.0,93.0,0.0,31.0,0.0,60.0
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_n100000000,1e-05,btab_boxeig_topk_16384_q128,boxeig,c1,topk_16384,expanded_box,16384.0,21025.0,16384.0,21025.0,14696.0,27.34437806320609,128685.1542507521,128.68454989012025,full,0.1535602819999439,9.848254007999913,221.0,93.0,128.0,31.0,128.0,60.0
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_n100000000,1e-05,btab_boxeig_topk_16384_q192,boxeig,c1,topk_16384,expanded_box,16384.0,21025.0,16384.0,21025.0,14696.0,27.34437806320609,128685.1542507521,128.68454989012025,full,0.1799527670000316,4.236002816999644,285.0,93.0,192.0,31.0,192.0,60.0
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_n100000000,1e-05,btab_boxeig_topk_16384_q256,boxeig,c1,topk_16384,expanded_box,16384.0,21025.0,16384.0,21025.0,14696.0,27.34437806320609,128685.1542507521,128.68454989012025,full,0.2072079980002854,4.081914794000568,349.0,93.0,256.0,31.0,256.0,60.0
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_n100000000,1e-05,btab_auto_topk_2048,inverse,c1,topk_2048,expanded_box,2048.0,2601.0,2048.0,2601.0,33120.0,4363.819609945097,5041689.610215506,278.2998084077407,full,0.0951791290003711,13.707363426000484,93.0,93.0,0.0,31.0,0.0,60.0
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_n100000000,1e-05,btab_boxeig_topk_4096_q128,boxeig,c1,topk_4096,expanded_box,4096.0,5329.0,4096.0,5329.0,30392.0,787.0835744221785,1699311.96968622,251.0947776172071,full,0.153016025999932,8.749251082999763,221.0,93.0,128.0,31.0,128.0,60.0
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_n100000000,1e-05,btab_boxeig_topk_4096_q192,boxeig,c1,topk_4096,expanded_box,4096.0,5329.0,4096.0,5329.0,30392.0,787.0835744221785,1699311.96968622,251.094777617207,full,0.178509847999976,7.601723337000294,285.0,93.0,192.0,31.0,192.0,60.0
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_n100000000,1e-05,btab_boxeig_topk_8192_q128,boxeig,c1,topk_8192,expanded_box,8192.0,10609.0,8192.0,10609.0,25112.0,147.20280638572376,545187.0828890986,217.74957204364955,full,0.1496064650000335,8.932340073999967,221.0,93.0,128.0,31.0,128.0,60.0
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_n100000000,1e-05,btab_boxeig_topk_8192_q192,boxeig,c1,topk_8192,expanded_box,8192.0,10609.0,8192.0,10609.0,25112.0,147.20280638572376,545187.0828890986,217.74957204364955,full,0.1820104909998008,4.939693569000156,285.0,93.0,192.0,31.0,192.0,60.0
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,1e-05,btab_auto_topk_1024,inverse,c1,topk_1024,expanded_box,1024.0,1369.0,1024.0,1369.0,34352.0,2401.5196295323567,1592437.420763489,8.154258513003269,full,0.0928381429998808,0.8988731409999673,93.0,93.0,0.0,31.0,0.0,60.0
