dataset_family,n_train,eps,selected_topk,selected_q,time_total,iterations,cg_iters,outer_iters,rmse_test,btab_eig_theta_q1_over_sigma2,btab_eig_eig_residual_max,eta_eig
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression,10000000,1e-05,4096.0,192.0,1.848085097999956,691.0,691.0,691.0,0.028615212811907,27186.30232839466,1.935212112923265e-14,0.9063959684105004
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression,30000000,1e-05,4096.0,192.0,2.23032663999993,948.0,948.0,948.0,0.0278571831078738,81583.19468406447,2.215053180909377e-14,0.9405167390950055
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression,80000000,1e-05,16384.0,256.0,3.8747067960002815,1147.0,1147.0,1147.0,0.0674105014547892,906.391463365863,1.883424184986166e-12,10.38079388458941
synthetic_true_func_2d,10000000,1e-05,8192.0,128.0,0.6757145159999709,160.0,160.0,160.0,0.0005663821902683,69200.1973450026,1.1319530474808234e-14,0.3669863041843156
synthetic_true_func_2d,30000000,1e-05,4096.0,128.0,0.6921934040001361,136.0,136.0,136.0,0.0003498618234408,207625.8680656778,1.4883919598414667e-14,0.5437338052147924
synthetic_true_func_2d,100000000,1e-05,8192.0,128.0,1.1277830449998874,192.0,192.0,192.0,0.0002148869601779,692406.7106148632,1.2335165947435287e-14,0.3970449053277244
