M,S_kind,active_mode,active_size,active_tau,active_topk,box_memory_bytes,box_radii,box_shape,box_size,btab_active_mode,btab_active_size_raw,btab_active_tau,btab_active_topk,btab_box_budget,btab_box_size,btab_diagnostic_mode,btab_diagnostic_power_iter,btab_diagnostic_tol,btab_eig_apply_batch_cols,btab_eig_backend,btab_eig_eig_residual_max,btab_eig_eig_residual_median,btab_eig_maxiter,btab_eig_n_ABB_matvec_cols,btab_eig_n_eig_matvec,btab_eig_ncv,btab_eig_ncv_actual,btab_eig_q,btab_eig_size_S,btab_eig_size_T,btab_eig_storage_bytes,btab_eig_theta_q1,btab_eig_theta_q1_over_sigma2,btab_eig_tol,btab_exact_apply_mode,btab_exact_box_max_size,btab_experiment_route,btab_inner_maxiter,btab_inner_precond,btab_inner_tol,btab_outer_gmres_restart,btab_outer_solver,btab_solve_mode,cg_iters,cg_n_matvec,cg_relres,chol_memory_bytes,chunk_size,coord_nystrom_gamma,dataset_dim,dataset_stem,debug_finite_checks,device_name,diagnostic_mode,diagnostic_n_ASS_matvec,diagnostic_n_A_matvec,diagnostic_n_eig_matvec,diagnostic_n_matvec,diagnostic_n_power_iter,diagnostic_n_precond,dim,efgp_matrix_dim,eig_block_size,eig_n_iter,eig_nystrom_kernel_s,eig_residual_cols_rel,eig_residual_fro,eig_residual_fro_rel,eig_residual_max,eig_residual_median,eigen_apply_A_block_calls,eigen_n_matvec,eigen_t_matvec_avg,eigen_t_matvec_total,eps,epsilon_T,eta_eig,eta_eig_sq,eta_inv,eta_inv_sq,eta_inv_status,exact_apply_mode,gamma,has_nufft,injected_eps_coord_topq,inner_last_relres,inner_max_iters,inner_maxiter,inner_precond,inner_tol,inner_total_iters,inner_total_matvec,inner_total_precond,inverse_memory_bytes,is_warmup,iterations,kernel_family,kernel_lengthscale,kernel_nu,kernel_variance,lambda1_coord_nystrom,local_fft_memory_bytes,maxiter,method,mtot,n_matvec,n_precond,n_test,n_train,nufft_backend,nufft_stage,outer_gmres_restart,outer_iters,outer_relres,outer_solver,outer_status,precond_apply_calls,precond_kind,profile_components,reg_lambda,repeat_idx,rho_max_T,rmse_test,rmse_train,run_seed,sigma2_equiv_reg_lambda,solve_mode,status,surrogate_tag,t_matvec_avg,t_matvec_total,t_precond_avg,t_precond_total,tail_energy,tail_size,theta_coord_topq,theta_q1_over_sigma2,time_active_set,time_box_gather_avg,time_box_gather_total,time_box_scatter_avg,time_box_scatter_total,time_box_solve_avg,time_box_solve_total,time_build_Ag,time_build_box_matrix,time_build_inverse,time_build_local_fft,time_cholesky,time_diag_avg,time_diag_total,time_eig_setup,time_eigenspace,time_post_diagnostics,time_precompute,time_precond_build,time_predict,time_solve,time_symmetrize_regularize,time_total,time_total_with_diagnostics,tol,top_q,version
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_a,,,,,,,244,245,9.640181347342873e-07,,,nan,2,synthetic_true_func_2d_n3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,,,,,,,,2,35721,98,3,nan,,2815.2623021797017,0.006492890348921892,,,5,482,0.0017192386611368648,0.8286730346679688,1e-05,,,,,,,,,True,[],,,,,,,,,,False,244.0,matern,0.1,1.5,1.0,nan,,6000,eigenpro_pcg_q90,189,245,244,1000,3000000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.000889514063517854,0.019971352850026398,0,,,ok,,0.002016743265415485,0.4941021000267938,0.0009663618848655281,0.23579229990718886,,,[],,,,,,,,,,,,,,,,,1.6355601999966893,,0.5856898999772966,0.0006732000038027763,0.36032629999681376,1.0264351000078022,,3.248358399985591,,1e-06,90,v3
35721,expanded_box,topk,512,,512,0,"[12, 12]","[25, 25]",625,topk,512,,512,6000,625,full,30,0.01,,,,,,,,,,,,,,,,,chol_solve,6000,group_a,50,diag,0.001,50,auto,auto,256,257,9.440664992048704e-07,6250000,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,full,0,93,0,93,60,31,2,35721,,,,,,,,,,,,,1e-05,2.81831287410087,,,1.877383181161689,3.524567608908783,ok,chol_solve,2999999.999996535,True,,nan,0,50,diag,0.001,0,0,0,0,False,256.0,matern,0.1,1.5,1.0,,0,6000,btab_auto_topk_512,189,257,256,1000,3000000,cufinufft,binned_c1,50,256,9.440664992048704e-07,pcg,converged,256,,True,0.1,0,3940.552263332592,0.0008855251332425567,0.01997082568633558,0,0.1,exact,ok,,0.001822400389462057,0.4683569000917487,0.0008534773429573761,0.21849019979708828,1388670.769006471,35096,,,0.0022984000097494572,7.084414187374932e-05,0.018136100319679826,7.96671870375576e-05,0.020394799881614745,0.0005556000005526585,0.14223360014148057,0.021809900004882365,0.008677100006025285,-0.021809900004882365,0.0,0.012370200012810528,9.990000000925647e-05,0.025574400002369657,,,0.21410449998802505,0.6620593999978155,0.025648699986049905,0.34491630000411533,0.988817499979632,0.0007625999860465527,1.6508768999774475,1.8649813999654725,1e-06,,v6_btab
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,6000,1369,full,30,0.01,,,,,,,,,,,,,,,,,chol_solve,6000,group_a,50,diag,0.001,50,auto,auto,134,135,8.421202406230114e-07,29986576,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,full,0,93,0,93,60,31,2,35721,,,,,,,,,,,,,1e-05,2.790658341840177,,,1.8362630681786039,3.3718620555567003,ok,chol_solve,2999999.999996535,True,,nan,0,50,diag,0.001,0,0,0,0,False,134.0,matern,0.1,1.5,1.0,,0,6000,btab_auto_topk_1024,189,135,134,1000,3000000,cufinufft,binned_c1,50,134,8.421202406230114e-07,pcg,converged,134,,True,0.1,0,720.4550297588038,0.0008850994567808981,0.019970808626338776,0,0.1,exact,ok,,0.0017084118504836052,0.2306355998152867,0.0017995425372266335,0.2411386999883689,477730.6211788942,34352,,,0.002478399983374402,6.354029734320105e-05,0.00851439984398894,7.247462661922978e-05,0.009711599966976792,0.001528572388003761,0.20482869999250397,0.11503360001370311,0.049084600002970546,-0.11503360001370311,0.0,0.058091400016564876,9.206567201137876e-05,0.012336800049524754,,,0.26463250000961125,0.5843392999959178,0.11891869999817573,0.3394286000111606,0.7239088999922387,0.007857599994167686,1.3082481999881566,1.5728806999977678,1e-06,,v6_btab
35721,expanded_box,topk,2048,,2048,0,"[25, 25]","[51, 51]",2601,topk,2048,,2048,6000,2601,full,30,0.01,,,,,,,,,,,,,,,,,chol_solve,6000,group_a,50,diag,0.001,50,auto,auto,86,87,7.683502278338753e-07,108243216,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,full,0,93,0,93,60,31,2,35721,,,,,,,,,,,,,1e-05,2.742519728549874,,,1.7823184813869204,3.176659169093378,ok,chol_solve,2999999.999996535,True,,nan,0,50,diag,0.001,0,0,0,0,False,86.0,matern,0.1,1.5,1.0,,0,6000,btab_auto_topk_2048,189,87,86,1000,3000000,cufinufft,binned_c1,50,86,7.683502278338753e-07,pcg,converged,86,,True,0.1,0,163.6430282154797,0.0008843257865718965,0.01997080483461304,0,0.1,exact,ok,,0.0018559126420904636,0.16146439986187033,0.004995712789105858,0.4296312998631038,189063.11327739028,33120,,,0.00228909999714233,6.63197675156732e-05,0.005703500006347895,9.354651461593633e-05,0.008045000256970525,0.004685422092903579,0.40294629998970777,0.4994497000006959,0.18545189997530542,-0.4994497000006959,0.0,0.2996208000113256,9.701278962216579e-05,0.008343099907506257,,,0.34074089999194257,0.6119636999792419,0.5030616000003647,0.34164190001320094,1.1875187999976333,0.014377000014064834,1.7994824999768753,2.140223399968818,1e-06,,v6_btab
35721,expanded_box,topk,4096,,4096,0,"[36, 36]","[73, 73]",5329,topk,4096,,4096,6000,5329,full,30,0.01,,,,,,,,,,,,,,,,,chol_solve,6000,group_a,50,diag,0.001,50,auto,auto,38,39,7.640757208991844e-07,454371856,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,full,0,93,0,93,60,31,2,35721,,,,,,,,,,,,,1e-05,2.6066564905600496,,,1.6312583912729532,2.6610039390984235,ok,chol_solve,2999999.999996535,True,,nan,0,50,diag,0.001,0,0,0,0,False,38.0,matern,0.1,1.5,1.0,,0,6000,btab_auto_topk_4096,189,39,38,1000,3000000,cufinufft,binned_c1,50,38,7.640757208991844e-07,pcg,converged,38,,True,0.1,0,29.51559534762896,0.000883459866396442,0.01997080115964692,0,0.1,exact,ok,,0.0017682307680400137,0.06896099995356053,0.25595322631660994,9.726222600031178,63724.11403807059,30392,,,0.0024784000124782324,8.02500014144339e-05,0.0030495000537484884,0.00020116842030179933,0.007644399971468374,0.25547139736744084,9.707913099962752,10.426866299996618,2.3031167999724858,-10.426866299996618,0.0,7.323370600002818,0.00010801052696096074,0.004104400024516508,,,8.058130999997957,0.6302603000076488,10.431418399995891,0.4150116999808233,20.280051200010348,0.8003789000213146,20.910311500017997,28.968442500015954,1e-06,,v6_btab
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,6000,1369,full,30,0.01,,cupy,1.111648922664072e-14,1.3153350344360748e-15,640,290,290,,290,128,1369,34352,2805760,2073.568407717054,20735.68407717054,0.001,boxeig,6000,group_a,50,diag,0.001,50,auto,boxeig,164,165,8.692923435928367e-07,0,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,full,128,93,128,221,60,31,2,35721,,,,,,,1.111648922664072e-14,1.3153350344360748e-15,,,,,1e-05,2.790658341840177,0.911592398266211,0.8310007005767421,,,,boxeig,2999999.999996535,True,,nan,0,0,,nan,0,0,0,0,False,164.0,matern,0.1,1.5,1.0,,85264,6000,btab_boxeig_topk_1024_q128,189,165,164,1000,3000000,cufinufft,binned_c1,50,164,8.692923435928367e-07,pcg,converged,164,,True,0.1,0,720.4550297588038,0.0008838800046645671,0.01997082906262067,0,0.1,boxeig,ok,,0.001868208487003082,0.30825440035550855,0.0007102689010136556,0.11648409976623952,477730.6211788942,34352,,20735.68407717054,0.0026188000047113746,7.439329215785397e-05,0.012200499913888052,6.786097467894007e-05,0.011129199847346172,0.000417530488026919,0.06847500003641471,0.40187269999296404,0.0,0.0,0.0015522000030614436,0.0,0.00010183780410088507,0.016701399872545153,0.4003204999899026,,0.2820532000041567,0.5909847000148147,0.4052087999880314,0.3530797999992501,1.0195679999887943,0.0,1.610552700003609,1.8926059000077657,1e-06,,v7_btab_boxeig
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_a,,,,,,,1102,1103,9.008231118849591e-07,,,,2,synthetic_true_func_2d_n10000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,,,,,,,,2,35721,,,,,,,,,0,0,,,1e-05,,,,,,,,,True,,,,,,,,,,,False,1102.0,matern,0.1,1.5,1.0,,,6000,plain_cg,189,1103,,1000,10000000,cufinufft,cufinufft,,,,,,,,True,0.1,0,,0.0005584891130336702,0.019996012363013092,0,,,ok,,0.0018370373528965784,2.026252200244926,,,,,,,,,,,,,,,,,,,,,,,,4.273052300006384,,1.1712369000015315,2.9102909000066575,,7.183344400022179,,1e-06,,v1
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_a,,,,,,,527,528,8.969200496712421e-07,,,nan,2,synthetic_true_func_2d_n10000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,,,,,,,,2,35721,53,3,nan,,23311.356545155857,0.01627843666848767,,,5,257,0.0016786108944666525,0.4314029998779297,1e-05,,,,,,,,,True,[],,,,,,,,,,False,527.0,matern,0.1,1.5,1.0,nan,,6000,eigenpro_pcg_q45,189,528,527,1000,10000000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.0005618017558690195,0.019995973711547727,0,,,ok,,0.0018120098486013542,0.956741200061515,0.00044990569398167633,0.23710030072834343,,,[],,,,,,,,,,,,,,,,,0.6935832999879494,,0.9366073000128381,0.00041870001587085426,1.1503669999947306,1.7792528999852948,,3.409862200001953,,1e-06,45,v3
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_a,,,,,,,268,269,9.42974982826091e-07,,,nan,2,synthetic_true_func_2d_n10000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,,,,,,,,2,35721,98,3,nan,,9391.331587866229,0.006497976814344481,,,5,482,0.00173323708055425,0.8354202728271485,1e-05,,,,,,,,,True,[],,,,,,,,,,False,268.0,matern,0.1,1.5,1.0,nan,,6000,eigenpro_pcg_q90,189,269,268,1000,10000000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.000560344329484073,0.01999617197345836,0,,,ok,,0.0018339505585535433,0.49333270025090314,0.0009345421650092493,0.2504573002224788,,,[],,,,,,,,,,,,,,,,,1.628931699990062,,0.9611404000024777,0.0005311999993864447,1.203713399998378,1.0340582999924663,,3.6246615999843925,,1e-06,90,v3
35721,expanded_box,topk,512,,512,0,"[12, 12]","[25, 25]",625,topk,512,,512,6000,625,full,30,0.01,,,,,,,,,,,,,,,,,chol_solve,6000,group_a,50,diag,0.001,50,auto,auto,331,332,9.486852095479903e-07,6250000,,,2,synthetic_true_func_2d_n10000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,full,0,93,0,93,60,31,2,35721,,,,,,,,,,,,,1e-05,2.762861457557889,,,1.8907635763606472,3.5749869016921045,ok,chol_solve,9999999.999987034,True,,nan,0,50,diag,0.001,0,0,0,0,False,331.0,matern,0.1,1.5,1.0,,0,6000,btab_auto_topk_512,189,332,331,1000,10000000,cufinufft,binned_c1,50,331,9.486852095479903e-07,pcg,converged,331,,True,0.1,0,13135.185441948206,0.0005604493985007197,0.019995667814582088,0,0.1,exact,ok,,0.0017216638561986185,0.5715924002579413,0.0008017954686860585,0.26539430013508536,4628907.069044906,35096,,,0.002234699990367517,6.644229650472114e-05,0.021992400143062696,6.952084649461138e-05,0.02301140018971637,0.0005309791544211741,0.17575410011340864,0.020243500010110438,0.009672399988630787,-0.020243500010110438,0.0,0.009434400009922683,9.259123879546732e-05,0.030647700041299686,,,0.20438959999592043,0.9661113999900408,0.023580500012030825,1.1521678999997675,1.1866169999993872,0.001136700011556968,2.152728399989428,2.3571179999853484,1e-06,,v6_btab
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,6000,1369,full,30,0.01,,,,,,,,,,,,,,,,,chol_solve,6000,group_a,50,diag,0.001,50,auto,auto,187,188,8.786546512891246e-07,29986576,,,2,synthetic_true_func_2d_n10000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,full,0,93,0,93,60,31,2,35721,,,,,,,,,,,,,1e-05,2.7524344858248777,,,1.8639041178361255,3.4741385604864656,ok,chol_solve,9999999.999987034,True,,nan,0,50,diag,0.001,0,0,0,0,False,187.0,matern,0.1,1.5,1.0,,0,6000,btab_auto_topk_1024,189,188,187,1000,10000000,cufinufft,binned_c1,50,187,8.786546512891246e-07,pcg,converged,187,,True,0.1,0,2401.5191371138226,0.0005597136677523806,0.019995667329645285,0,0.1,exact,ok,,0.0017185978722409345,0.3230963999812957,0.0019028754019300468,0.35583770016091876,1592437.0739614717,34352,,,0.002459800016367808,6.678181823049198e-05,0.012488200009102002,7.481925002109996e-05,0.013991199753945693,0.001624335828243461,0.3037507998815272,0.11082380000152625,0.05329009998240508,-0.11082380000152625,0.0,0.05420610000146553,9.192406376674373e-05,0.017189799924381077,,,0.23345339999650605,0.9688206000137143,0.11493179999524727,1.1768254000053275,0.9836237999843433,0.003327600017655641,1.9524443999980576,2.1858977999945637,1e-06,,v6_btab
35721,expanded_box,topk,2048,,2048,0,"[25, 25]","[51, 51]",2601,topk,2048,,2048,6000,2601,full,30,0.01,,,,,,,,,,,,,,,,,chol_solve,6000,group_a,50,diag,0.001,50,auto,auto,120,121,9.162906100832427e-07,108243216,,,2,synthetic_true_func_2d_n10000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,full,0,93,0,93,60,31,2,35721,,,,,,,,,,,,,1e-05,2.7283613937574773,,,1.8376333942223053,3.376896491560991,ok,chol_solve,9999999.999987034,True,,nan,0,50,diag,0.001,0,0,0,0,False,120.0,matern,0.1,1.5,1.0,,0,6000,btab_auto_topk_2048,189,121,120,1000,10000000,cufinufft,binned_c1,50,120,9.162906100832427e-07,pcg,converged,120,,True,0.1,0,545.477332504985,0.0005607667029967579,0.019995667484443494,0,0.1,exact,ok,,0.0016339107422342848,0.19770319981034845,0.005274141667905496,0.6328970001486596,630211.0596413197,33120,,,0.0026876000047195703,7.127916712003449e-05,0.00855350005440414,0.00010391666874056681,0.012470000248868018,0.004939588334430785,0.5927506001316942,0.4833308999950532,0.16519210001570173,-0.4833308999950532,0.0,0.3039799999969546,0.00010295750083362994,0.012354900100035593,,,0.33736420000786893,0.9948395999963395,0.4873889999871608,1.1548112999880686,1.4488655000168364,0.014158799982396886,2.443705100013176,2.781069300021045,1e-06,,v6_btab
35721,expanded_box,topk,4096,,4096,0,"[36, 36]","[73, 73]",5329,topk,4096,,4096,6000,5329,full,30,0.01,,,,,,,,,,,,,,,,,chol_solve,6000,group_a,50,diag,0.001,50,auto,auto,56,57,9.953794860707143e-07,454371856,,,2,synthetic_true_func_2d_n10000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,full,0,93,0,93,60,31,2,35721,,,,,,,,,,,,,1e-05,2.674507350065458,,,1.7545755462579016,3.078535347526214,ok,chol_solve,9999999.999987034,True,,nan,0,50,diag,0.001,0,0,0,0,False,56.0,matern,0.1,1.5,1.0,,0,6000,btab_auto_topk_4096,189,57,56,1000,10000000,cufinufft,binned_c1,50,56,9.953794860707143e-07,pcg,converged,56,,True,0.1,0,98.38542462466822,0.0005597028508345442,0.01999567342130201,0,0.1,exact,ok,,0.0020874982425052543,0.11898739982279949,0.21487020357277029,12.032731400075136,212413.94759083362,30392,,,0.0028077999886590987,7.575178200828045e-05,0.004242099792463705,0.0002023910710704513,0.011333899979945272,0.21439517321310372,12.006129699933808,4.82589150001877,1.511208500014618,-4.82589150001877,0.0,2.4781421000079717,0.00010775000191642903,0.0060340001073200256,,,6.5997843999939505,0.9932014999794774,4.830282000009902,1.245026999997208,17.05572270002449,0.8365408999961801,18.048924200003967,24.648708599997917,1e-06,,v6_btab
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,6000,1369,full,30,0.01,,cupy,9.702348053720761e-15,1.5450728417040622e-15,640,290,290,,290,128,1369,34352,2805760,6911.195760736615,69111.95760736614,0.001,boxeig,6000,group_a,50,diag,0.001,50,auto,boxeig,190,191,8.889182617149286e-07,0,,,2,synthetic_true_func_2d_n10000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,full,128,93,128,221,60,31,2,35721,,,,,,,9.702348053720761e-15,1.5450728417040622e-15,,,,,1e-05,2.7524344858248777,0.9308967331748713,0.8665687278356476,,,,boxeig,9999999.999987034,True,,nan,0,0,,nan,0,0,0,0,False,190.0,matern,0.1,1.5,1.0,,85264,6000,btab_boxeig_topk_1024_q128,189,191,190,1000,10000000,cufinufft,binned_c1,50,190,8.889182617149286e-07,pcg,converged,190,,True,0.1,0,2401.5191371138226,0.0005599965367994725,0.01999569881032588,0,0.1,boxeig,ok,,0.0018860188488670532,0.36022960013360716,0.0006590205273823812,0.12521390020265244,1592437.0739614717,34352,,69111.95760736614,0.002284299989696592,7.421210543007443e-05,0.014100300031714141,6.720000115149704e-05,0.012768000218784437,0.0003730399999767542,0.0708775999955833,0.3697237000160385,0.0,0.0,0.001342800009297207,0.0,9.857526624967393e-05,0.018729300587438047,0.3683809000067413,,0.31819640001049265,1.0032118999806698,0.37258540000766516,1.2791846999898553,1.063702400017064,0.0,2.066914299997734,2.3851107000082266,1e-06,,v7_btab_boxeig
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_a,,,,,,,1464,1465,9.426194756357678e-07,,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,,,,,,,,2,35721,,,,,,,,,0,0,,,1e-05,,,,,,,,,True,,,,,,,,,,,False,1464.0,matern,0.1,1.5,1.0,,,6000,plain_cg,189,1465,,250000,1000000,cufinufft,cufinufft,,,,,,,,True,0.1,0,,0.035778852911962464,0.03517156423226583,0,,,ok,,0.001903919044980595,2.7892414008965716,,,,,,,,,,,,,,,,,,,,,,,,0.4485881000000518,,0.17513650000910275,4.014317299996037,,4.462906100001419,,1e-06,,v1
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_a,,,,,,,646,647,9.873824012999258e-07,,,nan,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,,,,,,,,2,35721,53,3,nan,,2061.5053374571207,0.014268597025103698,,,5,257,0.0017700056677198597,0.45489145660400393,1e-05,,,,,,,,,True,[],,,,,,,,,,False,646.0,matern,0.1,1.5,1.0,nan,,6000,eigenpro_pcg_q45,189,647,646,250000,1000000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.03552673434857807,0.034915065864920596,0,,,ok,,0.0018535460589433426,1.1992443001363426,0.0004340825085571445,0.28041730052791536,,,[],,,,,,,,,,,,,,,,,0.7495576000073925,,0.254680299985921,0.0004045999958179891,0.12093750000349246,2.167417899996508,,3.1720603999856394,,1e-06,45,v3
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_a,,,,,,,368,369,9.767066500067838e-07,,,nan,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,,,,,,,,2,35721,98,3,nan,,886.7841551140929,0.006088072831656678,,,5,482,0.0017553546003286275,0.8460809173583984,1e-05,,,,,,,,,True,[],,,,,,,,,,False,368.0,matern,0.1,1.5,1.0,nan,,6000,eigenpro_pcg_q90,189,369,368,250000,1000000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.03552708760453901,0.03491521597938584,0,,,ok,,0.0018949783198929171,0.6992470000404865,0.0008442505433144422,0.31068419993971474,,,[],,,,,,,,,,,,,,,,,1.6580654999997932,,0.2469009000051301,0.0004293000092729926,0.11926139998831786,1.4102482000016607,,3.315643900015857,,1e-06,90,v3
35721,expanded_box,topk,512,,512,0,"[12, 12]","[25, 25]",625,topk,512,,512,6000,625,full,30,0.01,,,,,,,,,,,,,,,,,chol_solve,6000,group_a,50,diag,0.001,50,auto,auto,301,302,9.43591808596797e-07,6250000,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,full,0,93,0,93,60,31,2,35721,,,,,,,,,,,,,1e-05,6.388460870011981,,,2.9635431788641697,8.782588172992348,ok,chol_solve,999999.9999994707,True,,nan,0,50,diag,0.001,0,0,0,0,False,301.0,matern,0.1,1.5,1.0,,0,6000,btab_auto_topk_512,189,302,301,250000,1000000,cufinufft,binned_c1,50,301,9.43591808596797e-07,pcg,converged,301,,True,0.1,0,1313.518777417592,0.03552667981152069,0.03491488672228737,0,0.1,exact,ok,,0.001985464570427079,0.5996103002689779,0.0008991548163619858,0.2706455997249577,462890.8004708774,35096,,,0.002193100022850558,7.418936959303842e-05,0.022331000247504562,9.56262460100678e-05,0.028783500049030408,0.0005764903655767664,0.17352360003860667,0.020717899984447286,0.008269299985840917,-0.020717899984447286,0.0,0.011525099980644882,0.00010167940357696896,0.030605500476667657,,,0.21565470000496134,0.2384195000049658,0.024042699980782345,0.12930819997563958,1.2410636999993585,0.0009235000179614872,1.4794832000043243,1.6951379000092857,1e-06,,v6_btab
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,6000,1369,full,30,0.01,,,,,,,,,,,,,,,,,chol_solve,6000,group_a,50,diag,0.001,50,auto,auto,154,155,9.91069995852924e-07,29986576,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,full,0,93,0,93,60,31,2,35721,,,,,,,,,,,,,1e-05,5.965348978769048,,,3.0681859332900596,9.413764921238993,ok,chol_solve,999999.9999994707,True,,nan,0,50,diag,0.001,0,0,0,0,False,154.0,matern,0.1,1.5,1.0,,0,6000,btab_auto_topk_1024,189,155,154,250000,1000000,cufinufft,binned_c1,50,154,9.91069995852924e-07,pcg,converged,154,,True,0.1,0,240.15196295342736,0.03552667166391544,0.034914864313662176,0,0.1,exact,ok,,0.001820216126619808,0.28213349962607026,0.002179387012117107,0.33562559986603446,159243.74207647608,34352,,,0.0023880999942775816,7.259999983943999e-05,0.011180399975273758,9.329156011234146e-05,0.014366900257300586,0.0018671012992665245,0.28753360008704476,0.1111895999929402,0.05082629999378696,-0.1111895999929402,0.0,0.05688719998579472,9.731818296698636e-05,0.014987000176915899,,,0.3360891999909654,0.31081329999142326,0.11500429999432527,0.1430734999885317,0.9008013000129722,0.0034761000133585185,1.2116146000043955,1.547703799995361,1e-06,,v6_btab
35721,expanded_box,topk,2048,,2048,0,"[25, 25]","[51, 51]",2601,topk,2048,,2048,6000,2601,full,30,0.01,,,,,,,,,,,,,,,,,chol_solve,6000,group_a,50,diag,0.001,50,auto,auto,90,91,8.786515245500188e-07,108243216,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,full,0,93,0,93,60,31,2,35721,,,,,,,,,,,,,1e-05,5.690954425193259,,,3.0281045245554936,9.16941701163345,ok,chol_solve,999999.9999994707,True,,nan,0,50,diag,0.001,0,0,0,0,False,90.0,matern,0.1,1.5,1.0,,0,6000,btab_auto_topk_2048,189,91,90,250000,1000000,cufinufft,binned_c1,50,90,8.786515245500188e-07,pcg,converged,90,,True,0.1,0,54.5477451243749,0.03552662951784685,0.03491483190943106,0,0.1,exact,ok,,0.0016540230765483331,0.15051609996589832,0.00535594999932477,0.48203549993922934,63021.1201277645,33120,,,0.0023265999916475266,6.78722219567539e-05,0.006108499976107851,9.830666984069264e-05,0.008847600285662338,0.00503727666542141,0.4533548998879269,0.4888807999959681,0.16970990001573227,-0.4888807999959681,0.0,0.3051403999852482,9.885000052034027e-05,0.008896500046830624,,,0.35229339997749776,0.23843890000716783,0.4925486999854911,0.11882589999004267,1.221677900000941,0.014030499994987622,1.4601168000081088,1.8124101999856066,1e-06,,v6_btab
