dataset_stem,n_train,eps,selector_tag,route,method,precompute_mode,top_q,btab_eig_q,btab_active_size_raw,btab_box_size,tail_size,rho_max_T,tail_energy,epsilon_T,eta_inv,eta_eig,btab_eig_theta_q1_over_sigma2,btab_eig_eig_residual_max,cg_iters,outer_iters,time_precond_build,time_solve,time_total,time_post_diagnostics,time_total_with_diagnostics,rmse_test
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_n100000000,80000000,1e-05,eigenpro_pcg,eigenpro_baseline,eigenpro_pcg_q45,c1,45.0,,,,,,,,,,,,1241,,0.0003037280002899,1.8172477779999097,2.39028803400015,,,0.0674198263144531
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_n100000000,80000000,1e-05,eigenpro_pcg,eigenpro_baseline,eigenpro_pcg_q90,c1,90.0,,,,,,,,,,,,470,,0.0002946310000879,0.7260224040001049,1.4409510620002948,,,0.0674174952665315
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_n100000000,80000000,1e-05,plain_cg,cg_baseline,plain_cg,original/default,,,,,,,,,,,,,6000,,,6.522232214999804,7.3416805560000284,,,0.0674828033708651
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_n100000000,80000000,1e-05,topk_1024,inverse,btab_auto_topk_1024,c1,,,1024.0,1369.0,34352.0,19212.15703625264,12739499.366103794,284.8511469089705,59475.19118145593,,,,6000,6000.0,0.0538243729997702,9.328291173000252,9.734326675000377,0.0909206380001705,9.825247313000546,0.0678161771527642
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_n100000000,80000000,1e-05,topk_16384,boxeig,btab_boxeig_topk_16384_q128,c1,,128.0,16384.0,21025.0,14696.0,27.34437806320609,128685.1542507521,128.68454989012025,,9.260748587640204,24921.408728263832,3.6044297798865836e-13,4445,4445.0,0.7776357030002146,8.307602894999945,8.713936818000093,0.1492831420000584,8.863219960000151,0.0674112041152319
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_n100000000,80000000,1e-05,topk_16384,boxeig,btab_boxeig_topk_16384_q192,c1,,192.0,16384.0,21025.0,14696.0,27.34437806320609,128685.1542507521,128.68454989012025,,10.320524245776271,1675.7358644413755,4.0149068334590814e-12,1453,1453.0,0.3588766810003108,2.849528553999789,3.255536959999972,0.1733091950000016,3.428846154999974,0.0674103620988462
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_n100000000,80000000,1e-05,topk_16384,boxeig,btab_boxeig_topk_16384_q256,c1,,256.0,16384.0,21025.0,14696.0,27.34437806320609,128685.1542507521,128.68454989012028,,10.38079388460326,906.3914633658624,2.009411473094633e-12,1159,1159.0,0.4687159350000911,2.4429334040000867,2.8489250989996435,0.1970878389997779,3.0460129379994214,0.0674104132135517
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_n100000000,80000000,1e-05,topk_2048,inverse,btab_auto_topk_2048,c1,,,2048.0,2601.0,33120.0,4363.819609945097,5041689.610215506,278.29980840774067,59700.19716089833,,,,6000,6000.0,0.2157338319998416,9.828313968999735,10.234594515000026,0.0910425510001005,10.325637066000128,0.0679915987764277
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_n100000000,80000000,1e-05,topk_4096,boxeig,btab_boxeig_topk_4096_q128,c1,,128.0,4096.0,5329.0,30392.0,787.0835744221785,1699311.96968622,251.09477761720703,,13.834119568931914,19562.85980062592,1.4026860260519157e-12,4509,4509.0,1.0182043320000955,8.70948136700008,9.115552566000131,0.1496522580000601,9.265204824000191,0.0674099802760371
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_n100000000,80000000,1e-05,topk_4096,boxeig,btab_boxeig_topk_4096_q192,c1,,192.0,4096.0,5329.0,30392.0,787.0835744221785,1699311.96968622,251.094777617207,,14.560496807462624,712.1468841106032,4.0099543756208015e-11,3866,3866.0,0.3586165509996135,6.945675948999906,7.351842025999758,0.1738693689999308,7.525711394999689,0.0674097765703603
