dataset_family,n_train,eps,selected_topk,time_total,iterations,cg_iters,outer_iters,rmse_test,btab_eig_theta_q1_over_sigma2,btab_eig_eig_residual_max,eta_eig
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression,10000000,1e-05,2048.0,0.6593096100000366,234.0,234.0,234.0,0.028615002732943,,,
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression,30000000,1e-05,2048.0,0.9490056710001228,354.0,354.0,354.0,0.0278567709675697,,,
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression,80000000,1e-05,1024.0,9.734326675000377,6000.0,6000.0,6000.0,0.0678161771527642,,,
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression,300000000,1e-05,1024.0,10.890251936999904,6000.0,6000.0,6000.0,0.1140462639361574,,,
synthetic_true_func_2d,10000000,1e-05,2048.0,0.5213761529998919,120.0,120.0,120.0,0.0005607667029946,,,
synthetic_true_func_2d,30000000,1e-05,1024.0,0.6214966679999634,253.0,253.0,253.0,0.0003488382058601,,,
synthetic_true_func_2d,100000000,1e-05,1024.0,0.879839298999741,200.0,200.0,200.0,0.0001987467481869,,,
synthetic_true_func_2d,300000000,1e-05,1024.0,1.9317563629997492,245.0,245.0,245.0,0.0001300051467032,,,
