M,S_kind,active_mode,active_size,active_tau,active_topk,box_memory_bytes,box_radii,box_shape,box_size,btab_active_mode,btab_active_size_raw,btab_active_tau,btab_active_topk,btab_box_budget,btab_box_size,btab_diagnostic_mode,btab_diagnostic_power_iter,btab_diagnostic_tol,btab_eig_apply_batch_cols,btab_eig_backend,btab_eig_eig_residual_max,btab_eig_eig_residual_median,btab_eig_maxiter,btab_eig_n_ABB_matvec_cols,btab_eig_n_eig_matvec,btab_eig_ncv,btab_eig_ncv_actual,btab_eig_q,btab_eig_size_S,btab_eig_size_T,btab_eig_storage_bytes,btab_eig_theta_q1,btab_eig_theta_q1_over_sigma2,btab_eig_tol,btab_exact_apply_mode,btab_exact_box_max_size,btab_experiment_route,btab_inner_maxiter,btab_inner_precond,btab_inner_tol,btab_outer_gmres_restart,btab_outer_solver,btab_route_group,btab_solve_mode,cg_iters,cg_n_matvec,cg_relres,chol_memory_bytes,chunk_size,dataset_dim,dataset_stem,debug_finite_checks,device_name,diagnostic_mode,diagnostic_n_ASS_matvec,diagnostic_n_A_matvec,diagnostic_n_eig_matvec,diagnostic_n_matvec,diagnostic_n_power_iter,diagnostic_n_precond,dim,efgp_matrix_dim,eig_residual_max,eig_residual_median,eps,exact_apply_mode,gamma,has_nufft,inner_last_relres,inner_max_iters,inner_maxiter,inner_precond,inner_tol,inner_total_iters,inner_total_matvec,inner_total_precond,inverse_memory_bytes,is_warmup,iterations,kernel_family,kernel_lengthscale,kernel_nu,kernel_variance,local_fft_memory_bytes,maxiter,method,mtot,n_matvec,n_precond,n_test,n_train,non_v1_maxiter,nufft_backend,nufft_stage,outer_gmres_restart,outer_iters,outer_relres,outer_solver,outer_status,precond_apply_calls,profile_components,reg_lambda,repeat_idx,rho_max_T,rmse_test,rmse_train,run_seed,sigma2_equiv_reg_lambda,solve_mode,status,t_matvec_avg,t_matvec_total,t_precond_avg,t_precond_total,tail_energy,tail_size,theta_q1_over_sigma2,time_active_set,time_box_gather_avg,time_box_gather_total,time_box_scatter_avg,time_box_scatter_total,time_box_solve_avg,time_box_solve_total,time_build_Ag,time_build_box_matrix,time_build_inverse,time_build_local_fft,time_cholesky,time_diag_avg,time_diag_total,time_eig_setup,time_post_diagnostics,time_precompute,time_precond_build,time_predict,time_solve,time_symmetrize_regularize,time_total,time_total_with_diagnostics,tol,v1_maxiter,version,output_group,output_dir
35721,expanded_box,topk,512,,512,0,"[12, 12]","[25, 25]",625,topk,512,,512,80000,625,cheap,30,0.01,,,,,,,,,,,,,,,,,inverse,20000,group_a,50,diag,0.001,50,auto,group_a,auto,359,360,9.643510536141105e-08,0,,2,synthetic_true_func_2d_ntrain3000000,False,NVIDIA A100-SXM4-40GB,cheap,0,0,0,0,0,0,2,35721,,,1e-05,inverse,2999999.999996535,True,,0,50,diag,0.001,0,0,0,6250000,False,359.0,matern,0.1,1.5,1.0,0,3500,btab_auto_topk_512,189,360,359,750000,3000000,3500,cufinufft,binned_c1,50,359,9.643510536141105e-08,pcg,converged,359,True,0.1,0,3940.5524016829063,0.0131219782264996,0.2995611848437811,0,0.1,exact,ok,0.0006404760305504,0.2305713709981773,0.0002648028746541,0.0950642320008228,1388670.8245110956,35096,,0.0081074019999505,4.560466016321047e-05,0.0163720729985925,4.2380810586854695e-05,0.0152147110006808,7.6550701955371e-05,0.0274817020019781,0.757920939999849,0.3908822569999302,0.1263502839999546,0.0,0.1370304009999472,5.765676602237353e-05,0.020698779002032,,0.0002794320000703,0.0365041519999067,1.2387477160000344,0.0183096230000501,1.7879313440000717,0.1036579980000169,1.8244354959999785,1.8247149280000483,1e-07,80000,v6_btab,group_a,/content/EFGP-Eigenpro/efgp_eigenpro_py/gpu/box_toeplitz_active_block/outputs/btab_group_a_group_b_group_c_20260703_022920/group_a
35721,expanded_box,topk,728,,728,0,"[15, 15]","[31, 31]",961,topk,728,,728,80000,961,cheap,30,0.01,,,,,,,,,,,,,,,,,inverse,20000,group_a,50,diag,0.001,50,auto,group_a,auto,283,284,7.676367591187731e-08,0,,2,synthetic_true_func_2d_ntrain3000000,False,NVIDIA A100-SXM4-40GB,cheap,0,0,0,0,0,0,2,35721,,,1e-05,inverse,2999999.999996535,True,,0,50,diag,0.001,0,0,0,14776336,False,283.0,matern,0.1,1.5,1.0,0,3500,btab_auto_topk_728,189,284,283,750000,3000000,3500,cufinufft,binned_c1,50,283,7.676367591187731e-08,pcg,converged,283,True,0.1,0,1580.874360297487,0.0131219929170678,0.2995611843356442,0,0.1,exact,ok,0.0006433171654903,0.1827020749992698,0.0002745381236707,0.0776942889988276,781433.9513283625,34760,,0.0015194119998795,4.642474205727973e-05,0.0131382020022101,4.258582686395223e-05,0.0120517890024984,8.47602261519858e-05,0.0239871440010119,0.0316897600000629,0.0263193420000789,0.0027252679999492,0.0,0.002355080000143,5.832784805604877e-05,0.0165067809998618,,0.000270865000175,0.0428651820000141,0.0341971000000285,0.018428694000022,0.47283510200009,0.0002900699998917,0.5157002840001041,0.5159711490002792,1e-07,80000,v6_btab,group_a,/content/EFGP-Eigenpro/efgp_eigenpro_py/gpu/box_toeplitz_active_block/outputs/btab_group_a_group_b_group_c_20260703_022920/group_a
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,80000,1369,cheap,30,0.01,,,,,,,,,,,,,,,,,inverse,20000,group_a,50,diag,0.001,50,auto,group_a,auto,188,189,8.550675091178785e-08,0,,2,synthetic_true_func_2d_ntrain3000000,False,NVIDIA A100-SXM4-40GB,cheap,0,0,0,0,0,0,2,35721,,,1e-05,inverse,2999999.999996535,True,,0,50,diag,0.001,0,0,0,29986576,False,188.0,matern,0.1,1.5,1.0,0,3500,btab_auto_topk_1024,189,189,188,750000,3000000,3500,cufinufft,binned_c1,50,188,8.550675091178785e-08,pcg,converged,188,True,0.1,0,720.4550589697357,0.0131220090057584,0.2995611843810067,0,0.1,exact,ok,0.0006414585820046,0.1212356719988747,0.0002882479255233,0.0541906099983862,477730.6417516551,34352,,0.0015332650000345,4.56867925576494e-05,0.008589117000838,4.324676594957596e-05,0.0081303919985202,9.920691489609686e-05,0.0186509000004662,0.0560528480000357,0.047500594999974,0.0044956140000067,0.0,0.003481696000108,5.79138776619731e-05,0.0108878090004509,,0.0002911599999606,0.0428936800001338,0.0585530880000533,0.0182628170000498,0.3516818129999137,0.0005749429999468,0.3945754930000476,0.3948666530000082,1e-07,80000,v6_btab,group_a,/content/EFGP-Eigenpro/efgp_eigenpro_py/gpu/box_toeplitz_active_block/outputs/btab_group_a_group_b_group_c_20260703_022920/group_a
35721,expanded_box,topk,2048,,2048,0,"[25, 25]","[51, 51]",2601,topk,2048,,2048,80000,2601,cheap,30,0.01,,,,,,,,,,,,,,,,,inverse,20000,group_a,50,diag,0.001,50,auto,group_a,auto,111,112,7.604007229809243e-08,0,,2,synthetic_true_func_2d_ntrain3000000,False,NVIDIA A100-SXM4-40GB,cheap,0,0,0,0,0,0,2,35721,,,1e-05,inverse,2999999.999996535,True,,0,50,diag,0.001,0,0,0,108243216,False,111.0,matern,0.1,1.5,1.0,0,3500,btab_auto_topk_2048,189,112,111,750000,3000000,3500,cufinufft,binned_c1,50,111,7.604007229809243e-08,pcg,converged,111,True,0.1,0,163.64303525919675,0.0131219991534976,0.2995611842555524,0,0.1,exact,ok,0.0006359490892699,0.0712262979982369,0.0003480397837954,0.0386324160012918,189063.12167941677,33120,,0.0016558099998746,4.7380603602816645e-05,0.0052592469999126,4.36430900868095e-05,0.0048443829996358,0.0001574315765599,0.0174749049981528,0.2119880489999559,0.183638498999926,0.0178535909999482,0.0,0.0089266590000534,5.776790090249461e-05,0.0064122370001769,,0.0002579200001946,0.0426987229998303,0.2146163150000575,0.0181768269999338,0.3938865490001717,0.0015693000000283,0.4365852720000021,0.4368431920001967,1e-07,80000,v6_btab,group_a,/content/EFGP-Eigenpro/efgp_eigenpro_py/gpu/box_toeplitz_active_block/outputs/btab_group_a_group_b_group_c_20260703_022920/group_a
35721,expanded_box,topk,4096,,4096,0,"[36, 36]","[73, 73]",5329,topk,4096,,4096,80000,5329,cheap,30,0.01,,,,,,,,,,,,,,,,,inverse,20000,group_a,50,diag,0.001,50,auto,group_a,auto,54,55,9.800450035288063e-08,0,,2,synthetic_true_func_2d_ntrain3000000,False,NVIDIA A100-SXM4-40GB,cheap,0,0,0,0,0,0,2,35721,,,1e-05,inverse,2999999.999996535,True,,0,50,diag,0.001,0,0,0,454371856,False,54.0,matern,0.1,1.5,1.0,0,3500,btab_auto_topk_4096,189,55,54,750000,3000000,3500,cufinufft,binned_c1,50,54,9.800450035288063e-08,pcg,converged,54,True,0.1,0,29.51559666326564,0.0131220274810674,0.2995611840826372,0,0.1,exact,ok,0.000640594490923,0.0352326970007652,0.0006079034999991,0.0328267889999551,63724.11692227467,30392,,0.0018341459999646,4.436905554164831e-05,0.002395928999249,4.454761111631982e-05,0.0024055710002812,0.0004199562407283,0.0226776369993331,1.0181344709999394,0.8648324599998887,0.1161343879998639,0.0,0.0311890970001513,5.588348149861607e-05,0.0030177080009252,,0.0002764480000223,0.0429970360000879,1.021065536000151,0.0174149859999488,1.1230179240001237,0.0059785260000353,1.1660149600002114,1.1662914080002338,1e-07,80000,v6_btab,group_a,/content/EFGP-Eigenpro/efgp_eigenpro_py/gpu/box_toeplitz_active_block/outputs/btab_group_a_group_b_group_c_20260703_022920/group_a
35721,expanded_box,topk,2048,,2048,0,"[25, 25]","[51, 51]",2601,topk,2048,,2048,80000,2601,cheap,30,0.01,,cupy,2.7940472873390742e-14,1.8961531610826355e-15,960.0,418.0,418.0,,418.0,192.0,2601.0,33120.0,7993344.0,894.5960852111989,8945.960852111988,0.001,boxeig,20000,group_a,50,diag,0.001,50,auto,group_a,boxeig,376,377,9.438958648197573e-08,0,,2,synthetic_true_func_2d_ntrain3000000,False,NVIDIA A100-SXM4-40GB,cheap,192,0,192,192,0,0,2,35721,2.7940472873390742e-14,1.8961531610826355e-15,1e-05,boxeig,2999999.999996535,True,,0,0,,,0,0,0,0,False,376.0,matern,0.1,1.5,1.0,163216,3500,btab_boxeig_topk_2048_q192,189,377,376,750000,3000000,3500,cufinufft,binned_c1,50,376,9.438958648197573e-08,pcg,converged,376,True,0.1,0,163.64303525919675,0.0131220157585926,0.2995611858733922,0,0.1,boxeig,ok,0.0006451711856786,0.2432295370008432,0.0004155257526697,0.1562376830038374,189063.12167941677,33120,8945.960852111988,0.0016186159998596,4.5849242020325467e-05,0.0172393149996423,3.9742994685416593e-05,0.0149433660017166,0.0002294946037192,0.0862899709984503,1.486529995000183,0.0,0.0,0.0499418660001538,0.0,5.866758510759164e-05,0.0220590120004544,1.4365881290000289,0.7877967760000502,0.0361486110000441,1.5937558359999002,0.0182811089998722,2.22891642400009,0.0,2.2650650350001342,3.0528618110001844,1e-07,80000,v7_btab_boxeig,group_a,/content/EFGP-Eigenpro/efgp_eigenpro_py/gpu/box_toeplitz_active_block/outputs/btab_group_a_group_b_group_c_20260703_022920/group_a
35721,expanded_box,topk,4096,,4096,0,"[36, 36]","[73, 73]",5329,topk,4096,,4096,80000,5329,cheap,30,0.01,,cupy,5.0891321537052346e-14,1.825845233383448e-15,960.0,418.0,418.0,,418.0,192.0,5329.0,30392.0,16373760.0,894.8925042257508,8948.925042257508,0.001,boxeig,20000,group_a,50,diag,0.001,50,auto,group_a,boxeig,432,433,9.823522016950929e-08,0,,2,synthetic_true_func_2d_ntrain3000000,False,NVIDIA A100-SXM4-40GB,cheap,192,0,192,192,0,0,2,35721,5.0891321537052346e-14,1.825845233383448e-15,1e-05,boxeig,2999999.999996535,True,,0,0,,,0,0,0,0,False,432.0,matern,0.1,1.5,1.0,336400,3500,btab_boxeig_topk_4096_q192,189,433,432,750000,3000000,3500,cufinufft,binned_c1,50,432,9.823522016950929e-08,pcg,converged,432,True,0.1,0,29.51559666326564,0.0131220522474274,0.2995611854888321,0,0.1,boxeig,ok,0.0006587924018412,0.2852571099972465,0.000437600388889,0.1890433680000569,63724.11692227467,30392,8948.925042257508,0.0018223130000478,4.70834791736218e-05,0.0203400630030046,4.04758009259004e-05,0.0174855459999889,0.00024877239584,0.1074696750029033,0.4987887480001518,0.0,0.0,0.1347026949999872,0.0,5.850745601829085e-05,0.0252752209999016,0.3640860530001646,0.0781159910000042,0.0427115150000645,0.501114090000101,0.018366732000004,1.2511023059998934,0.0,1.293813820999958,1.371929811999962,1e-07,80000,v7_btab_boxeig,group_a,/content/EFGP-Eigenpro/efgp_eigenpro_py/gpu/box_toeplitz_active_block/outputs/btab_group_a_group_b_group_c_20260703_022920/group_a
35721,expanded_box,topk,4096,,4096,0,"[36, 36]","[73, 73]",5329,topk,4096,,4096,80000,5329,cheap,30,0.01,,cupy,2.9424145210736764e-14,3.5298432766067992e-15,1280.0,546.0,546.0,,546.0,256.0,5329.0,30392.0,21831680.0,451.07122971572727,4510.712297157273,0.001,boxeig,20000,group_a,50,diag,0.001,50,auto,group_a,boxeig,306,307,9.57574931501052e-08,0,,2,synthetic_true_func_2d_ntrain3000000,False,NVIDIA A100-SXM4-40GB,cheap,256,0,256,256,0,0,2,35721,2.9424145210736764e-14,3.5298432766067992e-15,1e-05,boxeig,2999999.999996535,True,,0,0,,,0,0,0,0,False,306.0,matern,0.1,1.5,1.0,336400,3500,btab_boxeig_topk_4096_q256,189,307,306,750000,3000000,3500,cufinufft,binned_c1,50,306,9.57574931501052e-08,pcg,converged,306,True,0.1,0,29.51559666326564,0.0131219903436293,0.2995611860027581,0,0.1,boxeig,ok,0.0006676058273609,0.2049549889998161,0.0004445510719045,0.1360326280027948,63724.11692227467,30392,4510.712297157273,0.0018811889999597,4.6966529410032655e-05,0.0143717579994699,4.1143179736257306e-05,0.0125898129992947,0.0002520417712457,0.0771247820011922,1.6674501040001817,0.0,0.0,0.0010414110001875,0.0,6.167706862627895e-05,0.0188731829996413,1.666408692999994,0.1007300480000594,0.0419601920000332,1.6698247030001312,0.0181122629999208,2.2067683860000216,0.0,2.2487285780000548,2.3494586260001142,1e-07,80000,v7_btab_boxeig,group_a,/content/EFGP-Eigenpro/efgp_eigenpro_py/gpu/box_toeplitz_active_block/outputs/btab_group_a_group_b_group_c_20260703_022920/group_a
35721,expanded_box,topk,8192,,8192,0,"[51, 51]","[103, 103]",10609,topk,8192,,8192,80000,10609,cheap,30,0.01,,cupy,3.571157969859458e-14,2.09112073068639e-15,960.0,418.0,418.0,,418.0,192.0,10609.0,25112.0,32593920.0,894.9358153611586,8949.358153611585,0.001,boxeig,20000,group_a,50,diag,0.001,50,auto,group_a,boxeig,468,469,9.552986693862089e-08,0,,2,synthetic_true_func_2d_ntrain3000000,False,NVIDIA A100-SXM4-40GB,cheap,192,0,192,192,0,0,2,35721,3.571157969859458e-14,2.09112073068639e-15,1e-05,boxeig,2999999.999996535,True,,0,0,,,0,0,0,0,False,468.0,matern,0.1,1.5,1.0,672400,3500,btab_boxeig_topk_8192_q192,189,469,468,750000,3000000,3500,cufinufft,binned_c1,50,468,9.552986693862089e-08,pcg,converged,468,True,0.1,0,5.520098129764041,0.0131220046284835,0.2995611856383101,0,0.1,boxeig,ok,0.0006947815309171,0.3258525380001629,0.0004587620128176,0.2147006219986451,20444.489090890373,25112,8949.358153611585,0.0022404479998385,4.713839315769277e-05,0.0220607679978002,4.117591880471953e-05,0.0192703300006087,0.0002616614465806,0.1224575569997341,0.6546073120000528,0.0,0.0,0.0016240820000348,0.0,5.892575214285634e-05,0.0275772520028567,0.652983230000018,0.0787745279999398,0.0424423460001435,0.6573838009999236,0.0181959530000312,1.502401659999805,0.0,1.5448440059999484,1.6236185339998883,1e-07,80000,v7_btab_boxeig,group_a,/content/EFGP-Eigenpro/efgp_eigenpro_py/gpu/box_toeplitz_active_block/outputs/btab_group_a_group_b_group_c_20260703_022920/group_a
35721,expanded_box,topk,8192,,8192,0,"[51, 51]","[103, 103]",10609,topk,8192,,8192,80000,10609,cheap,30,0.01,,cupy,3.120599972071411e-14,4.396497330172961e-15,1280.0,546.0,546.0,,546.0,256.0,10609.0,25112.0,43458560.0,451.1102249982382,4511.102249982382,0.001,boxeig,20000,group_a,50,diag,0.001,50,auto,group_a,boxeig,334,335,9.686248663002357e-08,0,,2,synthetic_true_func_2d_ntrain3000000,False,NVIDIA A100-SXM4-40GB,cheap,256,0,256,256,0,0,2,35721,3.120599972071411e-14,4.396497330172961e-15,1e-05,boxeig,2999999.999996535,True,,0,0,,,0,0,0,0,False,334.0,matern,0.1,1.5,1.0,672400,3500,btab_boxeig_topk_8192_q256,189,335,334,750000,3000000,3500,cufinufft,binned_c1,50,334,9.686248663002357e-08,pcg,converged,334,True,0.1,0,5.520098129764041,0.0131220249482172,0.2995611855883199,0,0.1,boxeig,ok,0.0006609503402893,0.2214183639969178,0.0004308824970052,0.143914753999752,20444.489090890373,25112,4511.102249982382,0.0022424209998916,4.825655987778719e-05,0.0161176909991809,4.061379640616596e-05,0.0135650079996594,0.0002398088173672,0.0800961450006525,0.4850831610001478,0.0,0.0,0.001058162000163,0.0,5.925059282138185e-05,0.0197896980023415,0.4840249989999847,0.1028841539998666,0.0431249499999921,0.4879255530001956,0.0181941779999306,1.0674042169998756,0.0,1.1105291669998678,1.2134133209997344,1e-07,80000,v7_btab_boxeig,group_a,/content/EFGP-Eigenpro/efgp_eigenpro_py/gpu/box_toeplitz_active_block/outputs/btab_group_a_group_b_group_c_20260703_022920/group_a
