dataset_stem,n_train,eps,method,route,precompute_mode,top_q,iterations,cg_iters,n_matvec,cg_n_matvec,n_precond,time_precompute,time_eigenspace,time_precond_build,time_solve,time_predict,time_total,rmse_train,rmse_test,cg_relres,status
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,1e-05,plain_cg,cg_baseline,original/default,,696.0,696,697,697,,0.0196451629999501,,,0.7480953629999476,0.0092554390000714,0.7677412389998608,0.3957754098044186,0.3953175136196055,8.276923374254335e-08,ok
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,1e-05,eigenpro_pcg_q64,eigenpro_baseline,c1,64.0,27.0,27,28,28,27.0,0.0193854169999667,0.2183823880000091,0.0002973820000988,0.0407407879999937,0.0091749329999402,0.2788059750000684,0.3956502889909718,0.3951969462566552,1.5430908741105265e-08,ok
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,1e-05,eigenpro_pcg_q128,eigenpro_baseline,c1,128.0,7.0,7,8,8,7.0,0.0205250110000179,0.4158795069999996,0.0002993949999563,0.0112052790000234,0.0091410369998357,0.4479091919999973,0.3956502474009893,0.3951968916849641,7.802860191223488e-08,ok
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,1e-05,eigenpro_pcg_q256,eigenpro_baseline,c1,256.0,5.0,5,6,6,5.0,0.0193517380000685,0.8108618400001433,0.0002957799999876,0.0085361819999434,0.0093100909998611,0.8390455400001429,0.3956502422443764,0.3951968852787068,8.35110973655247e-08,ok
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,1e-05,eigenpro_pcg_q320,eigenpro_baseline,c1,320.0,4.0,4,5,5,4.0,0.0194268239999928,1.003972941000029,0.000317879000022,0.0069891180000922,0.0092329169999629,1.0307067620001362,0.3956503467685511,0.3951970057021525,3.306122013658867e-08,ok
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,1e-05,eigenpro_pcg_q384,eigenpro_baseline,c1,384.0,4.0,4,5,5,4.0,0.0197302879998915,1.1994420570001694,0.0003081129998463,0.007039093000003,0.0092728950000946,1.2265195509999105,0.3956503284722633,0.3951969701363146,3.2914160670528894e-08,ok
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,1e-05,eigenpro_pcg_q448,eigenpro_baseline,c1,448.0,4.0,4,5,5,4.0,0.0197015869998722,1.3974509280001255,0.0003249919998324,0.0070041890000993,0.0092481900001075,1.4244816959999298,0.395650285564502,0.3951969250387441,5.3089900459765575e-08,ok
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,10000000,1e-05,plain_cg,cg_baseline,original/default,,1496.0,1496,1497,1497,,0.1301072520000161,,,1.647528923999971,0.0555331969999315,1.7776370340000085,0.3821467759366366,0.3821805341323161,8.042324121636324e-08,ok
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,10000000,1e-05,eigenpro_pcg_q64,eigenpro_baseline,c1,64.0,52.0,52,53,53,52.0,0.073522511999954,0.226345603000027,0.0003063369999836,0.0759419749999779,0.0557872580000093,0.3761164269999426,0.3820847618097766,0.3821210851011595,9.6954286828948e-08,ok
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,10000000,1e-05,eigenpro_pcg_q128,eigenpro_baseline,c1,128.0,8.0,8,9,9,8.0,0.0716602249999596,0.4129975780001587,0.0003182999998898,0.0125576430000364,0.0560589819999677,0.4975337460000446,0.3820846367598326,0.3821209864568877,1.5667545452380953e-08,ok
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,10000000,1e-05,eigenpro_pcg_q256,eigenpro_baseline,c1,256.0,6.0,6,7,7,6.0,0.0716193079999811,0.8046779559999777,0.0002921780001088,0.0097463419999712,0.0551484709999385,0.886335784000039,0.3820846258278237,0.3821209754838989,3.4653355261610636e-08,ok
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,10000000,1e-05,eigenpro_pcg_q320,eigenpro_baseline,c1,320.0,4.0,4,5,5,4.0,0.0663754249999328,0.9969672260001516,0.0002979690000302,0.006841316999953,0.0541646399999535,1.0704819370000678,0.3820850213425985,0.3821213654481957,9.765781890595408e-08,ok
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,10000000,1e-05,eigenpro_pcg_q384,eigenpro_baseline,c1,384.0,4.0,4,5,5,4.0,0.064188798999794,1.193507782000097,0.0003156220000164,0.006835090000095,0.056307636999918,1.2648472930000023,0.3820847563729446,0.3821211084422772,3.6572019464206594e-08,ok
