M,S_kind,active_mode,active_size,active_tau,active_topk,box_memory_bytes,box_radii,box_shape,box_size,btab_active_mode,btab_active_size_raw,btab_active_tau,btab_active_topk,btab_box_budget,btab_box_size,btab_diagnostic_mode,btab_diagnostic_power_iter,btab_diagnostic_tol,btab_eig_apply_batch_cols,btab_eig_backend,btab_eig_eig_residual_max,btab_eig_eig_residual_median,btab_eig_maxiter,btab_eig_n_ABB_matvec_cols,btab_eig_n_eig_matvec,btab_eig_ncv,btab_eig_ncv_actual,btab_eig_q,btab_eig_size_S,btab_eig_size_T,btab_eig_storage_bytes,btab_eig_theta_q1,btab_eig_theta_q1_over_sigma2,btab_eig_tol,btab_exact_apply_mode,btab_exact_box_max_size,btab_experiment_route,btab_inner_maxiter,btab_inner_precond,btab_inner_tol,btab_outer_gmres_restart,btab_outer_solver,btab_route_group,btab_solve_mode,cg_iters,cg_n_matvec,cg_relres,chol_memory_bytes,chunk_size,coord_nystrom_gamma,dataset_dim,dataset_stem,debug_finite_checks,device_name,diagnostic_mode,diagnostic_n_ASS_matvec,diagnostic_n_A_matvec,diagnostic_n_eig_matvec,diagnostic_n_matvec,diagnostic_n_power_iter,diagnostic_n_precond,dim,efgp_matrix_dim,eig_block_size,eig_n_iter,eig_nystrom_kernel_s,eig_residual_cols_rel,eig_residual_fro,eig_residual_fro_rel,eig_residual_max,eig_residual_median,eigen_apply_A_block_calls,eigen_n_matvec,eigen_t_matvec_avg,eigen_t_matvec_total,eps,error_message,error_type,exact_apply_mode,gamma,has_nufft,injected_eps_coord_topq,inner_last_relres,inner_max_iters,inner_maxiter,inner_precond,inner_tol,inner_total_iters,inner_total_matvec,inner_total_precond,inverse_memory_bytes,is_warmup,iterations,kernel_family,kernel_lengthscale,kernel_nu,kernel_variance,lambda1_coord_nystrom,local_fft_memory_bytes,maxiter,method,mtot,n_matvec,n_precond,n_test,n_train,non_v1_maxiter,nufft_backend,nufft_stage,outer_gmres_restart,outer_iters,outer_relres,outer_solver,outer_status,precond_apply_calls,precond_kind,profile_components,reg_lambda,repeat_idx,rho_max_T,rmse_test,rmse_train,run_seed,sigma2_equiv_reg_lambda,solve_mode,status,surrogate_tag,t_matvec_avg,t_matvec_total,t_precond_avg,t_precond_total,tail_energy,tail_size,theta_coord_topq,theta_q1_over_sigma2,time_active_set,time_box_gather_avg,time_box_gather_total,time_box_scatter_avg,time_box_scatter_total,time_box_solve_avg,time_box_solve_total,time_build_Ag,time_build_box_matrix,time_build_inverse,time_build_local_fft,time_cholesky,time_diag_avg,time_diag_total,time_eig_setup,time_eigenspace,time_post_diagnostics,time_precompute,time_precond_build,time_predict,time_solve,time_symmetrize_regularize,time_total,time_total_with_diagnostics,tol,top_q,traceback,v1_maxiter,version
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_a,,,,,,group_a,,2730,2731,8.950891895392975e-08,,,,2,synthetic_true_func_2d_ntrain3000000,False,NVIDIA A100-SXM4-40GB,,,,,,,,2,35721,,,,,,,,,0,0,,,1e-05,,,,,True,,,,,,,,,,,False,2730.0,matern,0.1,1.5,1.0,,,80000,plain_cg,189,2731,,750000,3000000,3000,cufinufft,cufinufft,,,,,,,,True,0.1,0,,0.013059863347034965,0.2995625807105733,0,,,ok,,0.000642902149765291,1.7557657710090098,,,,,,,,,,,,,,,,,,,,,,,,0.04495460699990872,,0.018338064000090526,2.98855155199999,,3.033507663999899,,1e-07,,,80000,v1
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_a,,,,,,group_a,,957,958,9.39675165368262e-08,,,nan,2,synthetic_true_func_2d_ntrain3000000,False,NVIDIA A100-SXM4-40GB,,,,,,,,2,35721,72,3,nan,,4818.465106373193,0.011142831312162933,,,5,352,0.0005321600112048062,0.1873203239440918,1e-05,,,,,True,[],,,,,,,,,,False,957.0,matern,0.1,1.5,1.0,nan,,3000,eigenpro_pcg_q64,189,958,957,750000,3000000,3000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.013121984785598026,0.2995611850010416,0,,,ok,,0.0006472078684684736,0.6200251379927977,0.00018144399790235506,0.1736419059925538,,,[],,,,,,,,,,,,,,,,,0.2307553010000447,,0.04281671699982326,0.0002881630002775637,0.017532806000417622,1.405101318999641,,1.6789614999997866,,1e-07,64,,80000,v3
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_a,,,,,,group_a,,522,523,9.757320127272264e-08,,,nan,2,synthetic_true_func_2d_ntrain3000000,False,NVIDIA A100-SXM4-40GB,,,,,,,,2,35721,136,3,nan,,1818.175096152469,0.004189030246685361,,,5,672,0.0005353325775691441,0.35974349212646484,1e-05,,,,,True,[],,,,,,,,,,False,522.0,matern,0.1,1.5,1.0,nan,,3000,eigenpro_pcg_q128,189,523,522,750000,3000000,3000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.013122023203444768,0.2995611853563965,0,,,ok,,0.0006506662963759518,0.3402984730046228,0.0002095405766261859,0.10938018099886904,,,[],,,,,,,,,,,,,,,,,0.42573673400011103,,0.03633894799986592,0.0003000169999722857,0.017504531999747996,0.7864470520003124,,1.2488227510002616,,1e-07,128,,80000,v3
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_a,,,,,,group_a,,257,258,9.550448168673717e-08,,,nan,2,synthetic_true_func_2d_ntrain3000000,False,NVIDIA A100-SXM4-40GB,,,,,,,,2,35721,264,3,nan,,564.2532863699521,0.0012994463398018534,,,5,1312,0.0005434364923616735,0.7129886779785156,1e-05,,,,,True,[],,,,,,,,,,False,257.0,matern,0.1,1.5,1.0,nan,,3000,eigenpro_pcg_q256,189,258,257,750000,3000000,3000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.013122017842443245,0.2995611855600144,0,,,ok,,0.0006455340891351124,0.166547794996859,0.00032344591049399883,0.0831255989969577,,,[],,,,,,,,,,,,,,,,,0.8502875210001548,,0.03591521399994235,0.0003203319997737708,0.01750163699989571,0.415510999000162,,1.302034066000033,,1e-07,256,,80000,v3
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_a,,,,,,group_a,,195,196,9.55133409377678e-08,,,nan,2,synthetic_true_func_2d_ntrain3000000,False,NVIDIA A100-SXM4-40GB,,,,,,,,2,35721,328,3,nan,,374.759213801975,0.0008630305605405257,,,5,1632,0.0005518625857783299,0.9006397399902344,1e-05,,,,,True,[],,,,,,,,,,False,195.0,matern,0.1,1.5,1.0,nan,,3000,eigenpro_pcg_q320,189,196,195,750000,3000000,3000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.013122024638072173,0.2995611860548655,0,,,ok,,0.0006462768367397558,0.12667026000099213,0.0003714649025870387,0.07243565600447255,,,[],,,,,,,,,,,,,,,,,1.074818950000008,,0.0361135800003467,0.0002981569996336475,0.017504509999980655,0.3256960759999856,,1.436926762999974,,1e-07,320,,80000,v3
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_a,,,,,,group_a,,157,158,9.721996092013538e-08,,,nan,2,synthetic_true_func_2d_ntrain3000000,False,NVIDIA A100-SXM4-40GB,,,,,,,,2,35721,392,3,nan,,272.5065127530874,0.0006275477932611378,,,5,1952,0.0005587546239133742,1.0906890258789064,1e-05,,,,,True,[],,,,,,,,,,False,157.0,matern,0.1,1.5,1.0,nan,,3000,eigenpro_pcg_q384,189,158,157,750000,3000000,3000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.01312204896950839,0.29956118636938306,0,,,ok,,0.0006446044303888639,0.1018475000014405,0.0004231898025493462,0.06644079900024735,,,[],,,,,,,,,,,,,,,,,1.3030369119996976,,0.03640729300013845,0.00031092200015336857,0.01748481200002061,0.2708871189997808,,1.6106422459997702,,1e-07,384,,80000,v3
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_a,,,,,,group_a,,131,132,9.226238396895579e-08,,,nan,2,synthetic_true_func_2d_ntrain3000000,False,NVIDIA A100-SXM4-40GB,,,,,,,,2,35721,456,3,nan,,204.0505160781059,0.0004699004155864467,,,5,2272,0.0005678278157408809,1.2901047973632813,1e-05,,,,,True,[],,,,,,,,,,False,131.0,matern,0.1,1.5,1.0,nan,,3000,eigenpro_pcg_q448,189,132,131,750000,3000000,3000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.013122044223515011,0.2995611865132231,0,,,ok,,0.0006558686288137709,0.08657465900341776,0.0004773763740586705,0.06253630500168583,,,[],,,,,,,,,,,,,,,,,1.5457621990003645,,0.035727525999845966,0.00033178700005009887,0.01762715900031253,0.23775556699956724,,1.8195770789998278,,1e-07,448,,80000,v3
35721,expanded_box,topk,512,,512,0,"[12, 12]","[25, 25]",625,topk,512,,512,80000,625,cheap,30,0.01,,,,,,,,,,,,,,,,,inverse,20000,group_a,50,diag,0.001,50,auto,group_a,auto,359,360,9.678043322820668e-08,0,,,2,synthetic_true_func_2d_ntrain3000000,False,NVIDIA A100-SXM4-40GB,cheap,0,0,0,0,0,0,2,35721,,,,,,,,,,,,,1e-05,,,inverse,2999999.999996535,True,,nan,0,50,diag,0.001,0,0,0,6250000,False,359.0,matern,0.1,1.5,1.0,,0,3000,btab_auto_topk_512,189,360,359,750000,3000000,3000,cufinufft,binned_c1,50,359,9.678043322820668e-08,pcg,converged,359,,True,0.1,0,3940.5524016829067,0.013121979068573542,0.29956118484264077,0,0.1,exact,ok,,0.000649466022231435,0.2338077680033166,0.00026518779108158935,0.09520241699829057,1388670.8245110956,35096,,,0.0014420070001506247,4.5760473545913015e-05,0.016428010002982774,4.186693317262178e-05,0.015030229008971219,7.63239610089316e-05,0.027400302002206445,0.01150395100012247,0.008717737000097259,0.0012034950000270328,0.0,0.001332080999873142,5.7069083569105797e-05,0.02048780100130898,,,0.0002779880001071433,0.035977726000055554,0.01385024900037024,0.017539883000154077,0.5695061279998299,0.00025063800012503634,0.6054838539998855,0.6057618419999926,1e-07,,,80000,v6_btab
35721,expanded_box,topk,728,,728,0,"[15, 15]","[31, 31]",961,topk,728,,728,80000,961,cheap,30,0.01,,,,,,,,,,,,,,,,,inverse,20000,group_a,50,diag,0.001,50,auto,group_a,auto,283,284,7.720430641759209e-08,0,,,2,synthetic_true_func_2d_ntrain3000000,False,NVIDIA A100-SXM4-40GB,cheap,0,0,0,0,0,0,2,35721,,,,,,,,,,,,,1e-05,,,inverse,2999999.999996535,True,,nan,0,50,diag,0.001,0,0,0,14776336,False,283.0,matern,0.1,1.5,1.0,,0,3000,btab_auto_topk_728,189,284,283,750000,3000000,3000,cufinufft,binned_c1,50,283,7.720430641759209e-08,pcg,converged,283,,True,0.1,0,1580.874360297487,0.01312199328597134,0.2995611843320902,0,0.1,exact,ok,,0.0006372041690127216,0.18096598399961294,0.00026916475617616033,0.07617362599785338,781433.9513283625,34760,,,0.0015096039996933541,4.5215936401220697e-05,0.012796110001545458,4.1395441690169736e-05,0.011714909998318035,8.293565722742513e-05,0.023470790995361313,0.024968755000372767,0.020719961000395415,0.002174299000216706,0.0,0.001793982999970467,5.649749115621589e-05,0.015988789997209096,,,0.00026856300019062473,0.037296752000202105,0.027557591999993747,0.018288081000264356,0.45952479099969423,0.0002805119997901784,0.49682154299989634,0.49709010600008696,1e-07,,,80000,v6_btab
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,80000,1369,cheap,30,0.01,,,,,,,,,,,,,,,,,inverse,20000,group_a,50,diag,0.001,50,auto,group_a,auto,188,189,8.550675228164957e-08,0,,,2,synthetic_true_func_2d_ntrain3000000,False,NVIDIA A100-SXM4-40GB,cheap,0,0,0,0,0,0,2,35721,,,,,,,,,,,,,1e-05,,,inverse,2999999.999996535,True,,nan,0,50,diag,0.001,0,0,0,29986576,False,188.0,matern,0.1,1.5,1.0,,0,3000,btab_auto_topk_1024,189,189,188,750000,3000000,3000,cufinufft,binned_c1,50,188,8.550675228164957e-08,pcg,converged,188,,True,0.1,0,720.4550589697357,0.013122009005760157,0.2995611843810068,0,0.1,exact,ok,,0.0006319395872880089,0.11943658199743368,0.00028630599999911633,0.053825527999833866,477730.6417516551,34352,,,0.0014892670001245278,4.5182803171670416e-05,0.008494366996274039,4.250288297517979e-05,0.0079905419993338,9.875036700693872e-05,0.01856506899730448,0.05008865199988577,0.04161517800002912,0.004477294000025722,0.0,0.0034732760000224516,5.680409044253657e-05,0.010679169003196876,,,0.0002587009998933354,0.04214435499989122,0.0524986360001094,0.01822114500009775,0.3422932789999322,0.0005229039998084772,0.38443763399982345,0.3846963349997168,1e-07,,,80000,v6_btab
