run_id,timestamp,mode,N,eps,top_q,reg_lambda,cg_tol,wall_s_outer_s,rmse_test,peak_mem_gb,status,error,cg_iters,cg_relres,n_matvec,t_matvec_total,n_precond,t_precond_total,time_precompute,time_eigenspace,time_precond_build,time_solve,time_predict,nufft_stage,device_name,eig_nystrom_kernel_s,surrogate_tag,time_train,wall_s_total,repeat_idx,repeat_count
20260504_205248_gpu_v1_topq0_q0_N100000_20260421,2026-05-04T20:53:01.840830,gpu_v1_topq0,100000,1e-05,0,0.1,1e-06,0.9710217000101693,0.0025972093347338583,0.8711914056912065,ok,,399,9.873929993805643e-07,400,0.6085102999641094,0,,0.020252000002074055,0.0,0.0,0.9440733999945223,0.00514629999815952,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,,0.9643253999965964,0.9694716999947559,0,5
20260504_205248_gpu_v1_topq0_q0_N100000_20260422,2026-05-04T20:53:03.220717,gpu_v1_topq0,100000,1e-05,0,0.1,1e-06,1.1434984000079567,0.0027000504389057623,0.8711914056912065,ok,,407,8.39444310730309e-07,408,0.6759338001866126,0,,0.023127700012992136,0.0,0.0,1.1124546000064583,0.006313299993053079,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,,1.1355823000194505,1.1418956000125036,1,5
20260504_205248_gpu_v1_topq0_q0_N100000_20260423,2026-05-04T20:53:04.410462,gpu_v1_topq0,100000,1e-05,0,0.1,1e-06,1.0209814000118058,0.002518344017970135,0.8711914056912065,ok,,414,9.190237181891931e-07,415,0.6343257999105845,0,,0.020232399998349138,0.0,0.0,0.993779700002051,0.005837100005010143,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,,1.0140121000004,1.0198492000054102,2,5
20260504_205248_gpu_v1_topq0_q0_N100000_20260424,2026-05-04T20:53:05.501000,gpu_v1_topq0,100000,1e-05,0,0.1,1e-06,0.9487112999922829,0.0026130992797842242,0.8711914056912065,ok,,403,8.833746245919635e-07,404,0.594199499959359,0,,0.03476700000464916,0.0,0.0,0.9080245999939507,0.004860900007770397,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,,0.9427915999985998,0.9476525000063702,3,5
20260504_205248_gpu_v1_topq0_q0_N100000_20260425,2026-05-04T20:53:06.580179,gpu_v1_topq0,100000,1e-05,0,0.1,1e-06,0.9349087999871699,0.002588578998690221,0.8711914056912065,ok,,411,9.997566158596715e-07,412,0.5977499998407438,0,,0.018286199992871843,0.0,0.0,0.9103662999987137,0.0050675999955274165,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,,0.9286524999915855,0.9337200999871129,4,5
20260504_205248_gpu_v3_topq_q64_N100000_20260421,2026-05-04T20:53:08.238128,gpu_v3_topq,100000,1e-05,64,0.1,1e-06,1.4774589000007836,0.0025973471984511607,1.2676757806912065,ok,,140,7.635581841679867e-07,141,0.2105703999986872,140,0.12789430005068425,0.01893019999261014,0.9573327000107383,0.00025939999613910913,0.49471440000343136,0.005032699991716072,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,,1.471236700002919,1.476269399994635,0,5
20260504_205248_gpu_v3_topq_q64_N100000_20260422,2026-05-04T20:53:09.834913,gpu_v3_topq,100000,1e-05,64,0.1,1e-06,1.4519697000068845,0.0027001240148164336,1.2676757806912065,ok,,138,9.614764060736514e-07,139,0.20934630009287503,138,0.12850300011632498,0.019939699996029958,0.9304772000032244,0.0003623999946285039,0.4950758000049973,0.004970599999069236,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,,1.4458550999988802,1.4508256999979494,1,5
20260504_205248_gpu_v3_topq_q64_N100000_20260423,2026-05-04T20:53:11.481785,gpu_v3_topq,100000,1e-05,64,0.1,1e-06,1.4835727000026964,0.0025188693466196774,1.2676757806912065,ok,,135,9.647618442242348e-07,136,0.20547140008420683,135,0.1269964000384789,0.020630099999834783,0.9662581000011414,0.000255300008575432,0.4901475999940885,0.0050272999942535535,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,,1.4772911000036402,1.4823183999978937,2,5
20260504_205248_gpu_v3_topq_q64_N100000_20260424,2026-05-04T20:53:13.088018,gpu_v3_topq,100000,1e-05,64,0.1,1e-06,1.4445422000135295,0.002613354014586179,1.2676757806912065,ok,,140,8.064149889566773e-07,141,0.20651199998974334,140,0.12648229995102156,0.021680099991499446,0.9408999000006588,0.00023160000273492187,0.4754871000041021,0.004925899993395433,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,,1.4382986999989953,1.4432245999923907,3,5
20260504_205248_gpu_v3_topq_q64_N100000_20260425,2026-05-04T20:53:14.722724,gpu_v3_topq,100000,1e-05,64,0.1,1e-06,1.487833799998043,0.002588906000106235,1.2676757806912065,ok,,138,8.996890040725797e-07,139,0.21511979994829744,138,0.13171259994851425,0.018197400000644848,0.9319888999889372,0.0002820000081555918,0.5302818999916781,0.005553200011490844,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,,1.4807501999894157,1.4863034000009065,4,5
20260504_205248_gpu_v3_topq_cupy_eigsh_q64_N100000_20260421,2026-05-04T20:53:15.797002,gpu_v3_topq_cupy_eigsh,100000,1e-05,64,0.1,1e-06,0.9217428999982076,0.0025985879360575655,1.3555664056912065,ok,,118,9.702694800051911e-07,119,0.1785309999686433,118,0.10919740013196133,0.02074380000703968,0.4719814999989467,0.00020199999562464654,0.4221350000007078,0.004950200003804639,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,,0.9150623000023188,0.9200125000061234,0,5
