mode,top_q,precompute_method,N,eps,wall_s_total_median,wall_s_total_mean,wall_s_total_std,wall_s_total_p10,wall_s_total_p90,time_train_median,time_train_mean,time_train_std,time_train_p10,time_train_p90,time_precompute_median,time_precompute_mean,time_precompute_std,time_precompute_p10,time_precompute_p90,time_precompute_NUFFT_median,time_precompute_NUFFT_mean,time_precompute_NUFFT_std,time_precompute_NUFFT_p10,time_precompute_NUFFT_p90,time_precompute_binned_median,time_precompute_binned_mean,time_precompute_binned_std,time_precompute_binned_p10,time_precompute_binned_p90,t_original_exact_gpu_precompute_v1_s_median,t_original_exact_gpu_precompute_v1_s_mean,t_original_exact_gpu_precompute_v1_s_std,t_original_exact_gpu_precompute_v1_s_p10,t_original_exact_gpu_precompute_v1_s_p90,t_original_efgp_solver_precompute_s_median,t_original_efgp_solver_precompute_s_mean,t_original_efgp_solver_precompute_s_std,t_original_efgp_solver_precompute_s_p10,t_original_efgp_solver_precompute_s_p90,t_h2d_xy_s_median,t_h2d_xy_s_mean,t_h2d_xy_s_std,t_h2d_xy_s_p10,t_h2d_xy_s_p90,t_gpu_fused_bin_moments_s_median,t_gpu_fused_bin_moments_s_mean,t_gpu_fused_bin_moments_s_std,t_gpu_fused_bin_moments_s_p10,t_gpu_fused_bin_moments_s_p90,t_compact_occupied_s_median,t_compact_occupied_s_mean,t_compact_occupied_s_std,t_compact_occupied_s_p10,t_compact_occupied_s_p90,t_binned_cufinufft_on_centers_s_median,t_binned_cufinufft_on_centers_s_mean,t_binned_cufinufft_on_centers_s_std,t_binned_cufinufft_on_centers_s_p10,t_binned_cufinufft_on_centers_s_p90,t_rhs_D_multiply_s_median,t_rhs_D_multiply_s_mean,t_rhs_D_multiply_s_std,t_rhs_D_multiply_s_p10,t_rhs_D_multiply_s_p90,t_exact_dense_point_dual_nufft_s_median,t_exact_dense_point_dual_nufft_s_mean,t_exact_dense_point_dual_nufft_s_std,t_exact_dense_point_dual_nufft_s_p10,t_exact_dense_point_dual_nufft_s_p90,t_gpu_to_cpu_copy_s_median,t_gpu_to_cpu_copy_s_mean,t_gpu_to_cpu_copy_s_std,t_gpu_to_cpu_copy_s_p10,t_gpu_to_cpu_copy_s_p90,effective_work_ratio_median,effective_work_ratio_mean,effective_work_ratio_std,effective_work_ratio_p10,effective_work_ratio_p90,binned_used_exact_dense_point_nufft_median,binned_used_exact_dense_point_nufft_mean,binned_used_exact_dense_point_nufft_std,binned_used_exact_dense_point_nufft_p10,binned_used_exact_dense_point_nufft_p90,time_eigenspace_median,time_eigenspace_mean,time_eigenspace_std,time_eigenspace_p10,time_eigenspace_p90,time_precond_build_median,time_precond_build_mean,time_precond_build_std,time_precond_build_p10,time_precond_build_p90,time_solve_median,time_solve_mean,time_solve_std,time_solve_p10,time_solve_p90,time_predict_median,time_predict_mean,time_predict_std,time_predict_p10,time_predict_p90,cg_iters_median,cg_iters_mean,cg_iters_std,cg_iters_p10,cg_iters_p90,t_matvec_total_median,t_matvec_total_mean,t_matvec_total_std,t_matvec_total_p10,t_matvec_total_p90,t_precond_total_median,t_precond_total_mean,t_precond_total_std,t_precond_total_p10,t_precond_total_p90,rmse_test_median,rmse_test_mean,rmse_test_std,rmse_test_p10,rmse_test_p90,peak_mem_gb_median,peak_mem_gb_mean,peak_mem_gb_std,peak_mem_gb_p10,peak_mem_gb_p90,repeat_count,fail_count,logN,logT,local_alpha
gpu_v1_topq0,0,c1,100000,1e-07,20.197282300010556,20.197282300010556,,20.197282300010556,20.197282300010556,20.18383699998958,20.18383699998958,,20.18383699998958,20.18383699998958,0.19846959999995306,0.19846959999995306,,0.19846959999995306,0.19846959999995306,,,,,,0.19846959999995306,0.19846959999995306,,0.19846959999995306,0.19846959999995306,,,,,,,,,,,0.00019680001423694193,0.00019680001423694193,,0.00019680001423694193,0.00019680001423694193,0.00019720001728273928,0.00019720001728273928,,0.00019720001728273928,0.00019720001728273928,0.0013867999950889498,0.0013867999950889498,,0.0013867999950889498,0.0013867999950889498,0.17538539998349734,0.17538539998349734,,0.17538539998349734,0.17538539998349734,0.0011240000021643937,0.0011240000021643937,,0.0011240000021643937,0.0011240000021643937,,,,,,,,,,,0.7392,0.7392,,0.7392,0.7392,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,19.985367399989627,19.985367399989627,,19.985367399989627,19.985367399989627,0.013445300020975992,0.013445300020975992,,0.013445300020975992,0.013445300020975992,435.0,435.0,,435.0,435.0,19.22646350064315,19.22646350064315,,19.22646350064315,19.22646350064315,,,,,,0.002871209930473439,0.002871209930473439,,0.002871209930473439,0.002871209930473439,1.2325195306912065,1.2325195306912065,,1.2325195306912065,1.2325195306912065,1,0,11.512925464970229,3.004882135602104,
gpu_v1_topq0,0,c1,300000,1e-07,29.051720699993894,29.051720699993894,,29.051720699993894,29.051720699993894,29.034544499998447,29.034544499998447,,29.034544499998447,29.034544499998447,0.2202963999880012,0.2202963999880012,,0.2202963999880012,0.2202963999880012,,,,,,0.2202963999880012,0.2202963999880012,,0.2202963999880012,0.2202963999880012,,,,,,,,,,,0.0008345999813172966,0.0008345999813172966,,0.0008345999813172966,0.0008345999813172966,0.0008350999851245433,0.0008350999851245433,,0.0008350999851245433,0.0008350999851245433,0.0014894999912939966,0.0014894999912939966,,0.0014894999912939966,0.0014894999912939966,0.19418439999572001,0.19418439999572001,,0.19418439999572001,0.19418439999572001,0.001215899974340573,0.001215899974340573,,0.001215899974340573,0.001215899974340573,,,,,,,,,,,0.74486,0.74486,,0.74486,0.74486,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,28.814248100010445,28.814248100010445,,28.814248100010445,28.814248100010445,0.01717619999544695,0.01717619999544695,,0.01717619999544695,0.01717619999544695,628.0,628.0,,628.0,628.0,27.73515949997818,27.73515949997818,,27.73515949997818,27.73515949997818,,,,,,0.001883974487612017,0.001883974487612017,,0.001883974487612017,0.001883974487612017,1.2852539056912065,1.2852539056912065,,1.2852539056912065,1.2852539056912065,1,0,12.611537753638338,3.3684863107380987,0.3309667831740771
gpu_v1_topq0,0,original,100000,1e-07,19.185452300007455,19.185452300007455,,19.185452300007455,19.185452300007455,19.17248280000058,19.17248280000058,,19.17248280000058,19.17248280000058,0.10032460000365973,0.10032460000365973,,0.10032460000365973,0.10032460000365973,0.10032460000365973,0.10032460000365973,,0.10032460000365973,0.10032460000365973,,,,,,0.10032460000365973,0.10032460000365973,,0.10032460000365973,0.10032460000365973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,19.07215819999692,19.07215819999692,,19.07215819999692,19.07215819999692,0.012969500006875023,0.012969500006875023,,0.012969500006875023,0.012969500006875023,418.0,418.0,,418.0,418.0,18.352447500423295,18.352447500423295,,18.352447500423295,18.352447500423295,,,,,,0.002597269854836058,0.002597269854836058,,0.002597269854836058,0.002597269854836058,1.1836914056912065,1.1836914056912065,,1.1836914056912065,1.1836914056912065,1,0,11.512925464970229,2.9534760635382367,
gpu_v1_topq0,0,original,300000,1e-07,28.124155600031372,28.124155600031372,,28.124155600031372,28.124155600031372,28.10702890000539,28.10702890000539,,28.10702890000539,28.10702890000539,0.11832560002221726,0.11832560002221726,,0.11832560002221726,0.11832560002221726,0.11832560002221726,0.11832560002221726,,0.11832560002221726,0.11832560002221726,,,,,,0.11832560002221726,0.11832560002221726,,0.11832560002221726,0.11832560002221726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,27.98870329998317,27.98870329998317,,27.98870329998317,27.98870329998317,0.017126700025983155,0.017126700025983155,,0.017126700025983155,0.017126700025983155,610.0,610.0,,610.0,610.0,26.935871699504787,26.935871699504787,,26.935871699504787,26.935871699504787,,,,,,0.001816953211747819,0.001816953211747819,,0.001816953211747819,0.001816953211747819,1.2442382806912065,1.2442382806912065,,1.2442382806912065,1.2442382806912065,1,0,12.611537753638338,3.336019683850436,0.3482062091040071
gpu_v3_topq_eigenpro_nystrom,45,c1,100000,1e-07,9.58037010001135,9.58037010001135,,9.58037010001135,9.58037010001135,9.566869700007373,9.566869700007373,,9.566869700007373,9.566869700007373,0.1640363000042271,0.1640363000042271,,0.1640363000042271,0.1640363000042271,,,,,,0.1640363000042271,0.1640363000042271,,0.1640363000042271,0.1640363000042271,,,,,,,,,,,0.0002565999748185277,0.0002565999748185277,,0.0002565999748185277,0.0002565999748185277,0.0002573000092525035,0.0002573000092525035,,0.0002573000092525035,0.0002573000092525035,0.0017183999880217016,0.0017183999880217016,,0.0017183999880217016,0.0017183999880217016,0.13971679998212494,0.13971679998212494,,0.13971679998212494,0.13971679998212494,0.0011193999962415546,0.0011193999962415546,,0.0011193999962415546,0.0011193999962415546,,,,,,,,,,,0.7392,0.7392,,0.7392,0.7392,0.0,0.0,,0.0,0.0,0.2630914000037592,0.2630914000037592,,0.2630914000037592,0.2630914000037592,0.0003704999980982393,0.0003704999980982393,,0.0003704999980982393,0.0003704999980982393,9.139371500001289,9.139371500001289,,9.139371500001289,9.139371500001289,0.01350040000397712,0.01350040000397712,,0.01350040000397712,0.01350040000397712,193.0,193.0,,193.0,193.0,8.630264099832857,8.630264099832857,,8.630264099832857,8.630264099832857,0.11477209988515824,0.11477209988515824,,0.11477209988515824,0.11477209988515824,0.0028701830416703795,0.0028701830416703795,,0.0028701830416703795,0.0028701830416703795,1.6192382806912065,1.6192382806912065,,1.6192382806912065,1.6192382806912065,1,0,11.512925464970229,2.2583060568695474,
gpu_v3_topq_eigenpro_nystrom,45,c1,300000,1e-07,13.201471399981529,13.201471399981529,,13.201471399981529,13.201471399981529,13.183808499976294,13.183808499976294,,13.183808499976294,13.183808499976294,0.16688659999636002,0.16688659999636002,,0.16688659999636002,0.16688659999636002,,,,,,0.16688659999636002,0.16688659999636002,,0.16688659999636002,0.16688659999636002,,,,,,,,,,,0.0008577999833505601,0.0008577999833505601,,0.0008577999833505601,0.0008577999833505601,0.0008585999894421548,0.0008585999894421548,,0.0008585999894421548,0.0008585999894421548,0.0015364999999292195,0.0015364999999292195,,0.0015364999999292195,0.0015364999999292195,0.14289659998030402,0.14289659998030402,,0.14289659998030402,0.14289659998030402,0.0011597999837249517,0.0011597999837249517,,0.0011597999837249517,0.0011597999837249517,,,,,,,,,,,0.74486,0.74486,,0.74486,0.74486,0.0,0.0,,0.0,0.0,0.2628316999762319,0.2628316999762319,,0.2628316999762319,0.2628316999762319,0.0003504000196699053,0.0003504000196699053,,0.0003504000196699053,0.0003504000196699053,12.753739799984032,12.753739799984032,,12.753739799984032,12.753739799984032,0.017662900005234405,0.017662900005234405,,0.017662900005234405,0.017662900005234405,272.0,272.0,,272.0,272.0,12.037778399972012,12.037778399972012,,12.037778399972012,12.037778399972012,0.1623707003018353,0.1623707003018353,,0.1623707003018353,0.1623707003018353,0.0018833862674278582,0.0018833862674278582,,0.0018833862674278582,0.0018833862674278582,1.6641601556912065,1.6641601556912065,,1.6641601556912065,1.6641601556912065,1,0,12.611537753638338,2.5789894478777873,0.2918986018234121
gpu_v3_topq_eigenpro_nystrom,45,original,100000,1e-07,9.137739400030114,9.137739400030114,,9.137739400030114,9.137739400030114,9.123886700021103,9.123886700021103,,9.123886700021103,9.123886700021103,0.1006010000128299,0.1006010000128299,,0.1006010000128299,0.1006010000128299,0.1006010000128299,0.1006010000128299,,0.1006010000128299,0.1006010000128299,,,,,,0.1006010000128299,0.1006010000128299,,0.1006010000128299,0.1006010000128299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27204370000981726,0.27204370000981726,,0.27204370000981726,0.27204370000981726,0.00036330000148154795,0.00036330000148154795,,0.00036330000148154795,0.00036330000148154795,8.750878699996974,8.750878699996974,,8.750878699996974,8.750878699996974,0.013852700009010732,0.013852700009010732,,0.013852700009010732,0.013852700009010732,184.0,184.0,,184.0,184.0,8.24907819996588,8.24907819996588,,8.24907819996588,8.24907819996588,0.1166005001286976,0.1166005001286976,,0.1166005001286976,0.1166005001286976,0.0025996436046885427,0.0025996436046885427,,0.0025996436046885427,0.0025996436046885427,1.5000976556912065,1.5000976556912065,,1.5000976556912065,1.5000976556912065,1,0,11.512925464970229,2.2108958865481423,
gpu_v3_topq_eigenpro_nystrom,45,original,300000,1e-07,12.597722799982876,12.597722799982876,,12.597722799982876,12.597722799982876,12.581176699983189,12.581176699983189,,12.581176699983189,12.581176699983189,0.11696680000750348,0.11696680000750348,,0.11696680000750348,0.11696680000750348,0.11696680000750348,0.11696680000750348,,0.11696680000750348,0.11696680000750348,,,,,,0.11696680000750348,0.11696680000750348,,0.11696680000750348,0.11696680000750348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2658536999952048,0.2658536999952048,,0.2658536999952048,0.2658536999952048,0.00040940000326372683,0.00040940000326372683,,0.00040940000326372683,0.00040940000326372683,12.197946799977217,12.197946799977217,,12.197946799977217,12.197946799977217,0.016546099999686703,0.016546099999686703,,0.016546099999686703,0.016546099999686703,259.0,259.0,,259.0,259.0,11.501627499907045,11.501627499907045,,11.501627499907045,11.501627499907045,0.1624608001729939,0.1624608001729939,,0.1624608001729939,0.1624608001729939,0.001818209953564938,0.001818209953564938,,0.001818209953564938,0.001818209953564938,1.5606445306912065,1.5606445306912065,,1.5606445306912065,1.5606445306912065,1,0,12.611537753638338,2.532201784257502,0.29246523184160966
gpu_v3_topq_eigenpro_nystrom,90,c1,100000,1e-07,6.242658000002848,6.242658000002848,,6.242658000002848,6.242658000002848,6.228869700018549,6.228869700018549,,6.228869700018549,6.228869700018549,0.16038570000091568,0.16038570000091568,,0.16038570000091568,0.16038570000091568,,,,,,0.16038570000091568,0.16038570000091568,,0.16038570000091568,0.16038570000091568,,,,,,,,,,,0.00024679998750798404,0.00024679998750798404,,0.00024679998750798404,0.00024679998750798404,0.00024739999207668006,0.00024739999207668006,,0.00024739999207668006,0.00024739999207668006,0.0017738000024110079,0.0017738000024110079,,0.0017738000024110079,0.0017738000024110079,0.13635670000803657,0.13635670000803657,,0.13635670000803657,0.13635670000803657,0.0011854000040329993,0.0011854000040329993,,0.0011854000040329993,0.0011854000040329993,,,,,,,,,,,0.7392,0.7392,,0.7392,0.7392,0.0,0.0,,0.0,0.0,0.3295265000197105,0.3295265000197105,,0.3295265000197105,0.3295265000197105,0.00039420000393874943,0.00039420000393874943,,0.00039420000393874943,0.00039420000393874943,5.738563299993984,5.738563299993984,,5.738563299993984,5.738563299993984,0.013788299984298646,0.013788299984298646,,0.013788299984298646,0.013788299984298646,121.0,121.0,,121.0,121.0,5.420947099919431,5.420947099919431,,5.420947099919431,5.420947099919431,0.07144869994954206,0.07144869994954206,,0.07144869994954206,0.07144869994954206,0.002871414387017553,0.002871414387017553,,0.002871414387017553,0.002871414387017553,1.6075195306912065,1.6075195306912065,,1.6075195306912065,1.6075195306912065,1,0,11.512925464970229,1.829194887770757,
gpu_v3_topq_eigenpro_nystrom,90,c1,300000,1e-07,7.86403340002289,7.86403340002289,,7.86403340002289,7.86403340002289,7.847574900020845,7.847574900020845,,7.847574900020845,7.847574900020845,0.1655419000016991,0.1655419000016991,,0.1655419000016991,0.1655419000016991,,,,,,0.1655419000016991,0.1655419000016991,,0.1655419000016991,0.1655419000016991,,,,,,,,,,,0.000819200009573251,0.000819200009573251,,0.000819200009573251,0.000819200009573251,0.0008197000133804977,0.0008197000133804977,,0.0008197000133804977,0.0008197000133804977,0.0012583000061567873,0.0012583000061567873,,0.0012583000061567873,0.0012583000061567873,0.14205219998257235,0.14205219998257235,,0.14205219998257235,0.14205219998257235,0.0012719999940600246,0.0012719999940600246,,0.0012719999940600246,0.0012719999940600246,,,,,,,,,,,0.74486,0.74486,,0.74486,0.74486,0.0,0.0,,0.0,0.0,0.3455928000039421,0.3455928000039421,,0.3455928000039421,0.3455928000039421,0.00035489999572746456,0.00035489999572746456,,0.00035489999572746456,0.00035489999572746456,7.336085300019477,7.336085300019477,,7.336085300019477,7.336085300019477,0.016458500002045184,0.016458500002045184,,0.016458500002045184,0.016458500002045184,156.0,156.0,,156.0,156.0,6.919765399739845,6.919765399739845,,6.919765399739845,6.919765399739845,0.09440109992283396,0.09440109992283396,,0.09440109992283396,0.09440109992283396,0.0018842293808310978,0.0018842293808310978,,0.0018842293808310978,0.0018842293808310978,1.6563476556912065,1.6563476556912065,,1.6563476556912065,1.6563476556912065,1,0,12.611537753638338,2.060204554131985,0.21027406005196803
