run_id,timestamp,mode,precompute_method,N,eps,top_q,reg_lambda,cg_tol,wall_s_outer_s,rmse_test,peak_mem_gb,status,error,cg_iters,cg_relres,n_matvec,t_matvec_total,n_precond,t_precond_total,time_eigenspace,time_precond_build,time_solve,time_predict,nufft_stage,device_name,eig_nystrom_kernel_s,surrogate_tag,t_original_exact_gpu_precompute_v1_s,time_precompute_NUFFT,time_precompute_binned,time_precompute,time_train,wall_s_total,repeat_idx,repeat_count,precompute_benchmark_note,binned_theta_actual,binned_G,binned_num_occupied_bins,effective_work_ratio,binned_used_exact_dense_point_nufft,binned_order_bins_final,binned_allow_exact_nufft_fallback,t_h2d_xy_s,t_gpu_fused_bin_moments_s,t_compact_occupied_s,t_binned_cufinufft_on_centers_s,t_rhs_D_multiply_s
20260506_145346_eps1e-07_gpu_v1_topq0_pcmoriginal_q0_N100000_20260421,2026-05-06T14:56:16.483216,gpu_v1_topq0,original,100000,1e-07,0,0.1,1e-06,19.18716729999869,0.002597269854836058,1.1836914056912065,ok,,418,7.759202012704483e-07,419,18.352447500423295,0,,0.0,0.0,19.07215819999692,0.012969500006875023,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,,0.10032460000365973,0.10032460000365973,,0.10032460000365973,19.17248280000058,19.185452300007455,0,1,,,,,,,,,,,,,
20260506_145346_eps1e-07_gpu_v1_topq0_pcmc1_q0_N100000_20260421,2026-05-06T14:56:37.021926,gpu_v1_topq0,c1,100000,1e-07,0,0.1,1e-06,20.22288459999254,0.002871209930473439,1.2325195306912065,ok,,435,9.83097818134257e-07,436,19.22646350064315,0,,0.0,0.0,19.985367399989627,0.013445300020975992,binned_c1,NVIDIA GeForce RTX 3050 Laptop GPU,,,,,0.19846959999995306,0.19846959999995306,20.18383699998958,20.197282300010556,0,1,"binned pcm: build_binned_efgp_system provides XtXcol + rhs, then Gf=FFTN(XtXcol); no exact gpu_precompute_v1 is executed in this path.",17.41947884979242,12321.0,12320.0,0.7392,0.0,C1,0.0,0.00019680001423694193,0.00019720001728273928,0.0013867999950889498,0.17538539998349734,0.0011240000021643937
20260506_145346_eps1e-07_gpu_v3_topq_eigenpro_nystrom_pcmoriginal_q45_N100000_20260421,2026-05-06T14:56:46.494669,gpu_v3_topq_eigenpro_nystrom,original,100000,1e-07,45,0.1,1e-06,9.13974589999998,0.0025996436046885427,1.5000976556912065,ok,,184,9.54656505477201e-07,185,8.24907819996588,184,0.1166005001286976,0.27204370000981726,0.00036330000148154795,8.750878699996974,0.013852700009010732,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,0.27191129999118857,coordinate_nystrom_s2400_q45_oversample10_low0.25,0.1006010000128299,0.1006010000128299,,0.1006010000128299,9.123886700021103,9.137739400030114,0,1,,,,,,,,,,,,,
20260506_145346_eps1e-07_gpu_v3_topq_eigenpro_nystrom_pcmc1_q45_N100000_20260421,2026-05-06T14:56:56.435784,gpu_v3_topq_eigenpro_nystrom,c1,100000,1e-07,45,0.1,1e-06,9.609725199989043,0.0028701830416703795,1.6192382806912065,ok,,193,8.980020390874529e-07,194,8.630264099832857,193,0.11477209988515824,0.2630914000037592,0.0003704999980982393,9.139371500001289,0.01350040000397712,binned_c1,NVIDIA GeForce RTX 3050 Laptop GPU,0.2629616000049282,coordinate_nystrom_s2400_q45_oversample10_low0.25,,,0.1640363000042271,0.1640363000042271,9.566869700007373,9.58037010001135,0,1,"binned pcm: build_binned_efgp_system provides XtXcol + rhs, then Gf=FFTN(XtXcol); no exact gpu_precompute_v1 is executed in this path.",17.41947884979242,12321.0,12320.0,0.7392,0.0,C1,0.0,0.0002565999748185277,0.0002573000092525035,0.0017183999880217016,0.13971679998212494,0.0011193999962415546
20260506_145346_eps1e-07_gpu_v3_topq_eigenpro_nystrom_pcmoriginal_q90_N100000_20260421,2026-05-06T14:57:02.443823,gpu_v3_topq_eigenpro_nystrom,original,100000,1e-07,90,0.1,1e-06,5.700414099992486,0.002598804162558107,1.5098632806912065,ok,,111,9.679056081168972e-07,112,4.9681636001041625,111,0.06461440012208186,0.32982449998962693,0.00035069999285042286,5.257928200007882,0.013606599997729063,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,0.329696500004502,coordinate_nystrom_s2400_q90_oversample10_low0.25,0.09713559999363497,0.09713559999363497,,0.09713559999363497,5.685238999983994,5.698845599981723,0,1,,,,,,,,,,,,,
20260506_145346_eps1e-07_gpu_v3_topq_eigenpro_nystrom_pcmc1_q90_N100000_20260421,2026-05-06T14:57:09.016929,gpu_v3_topq_eigenpro_nystrom,c1,100000,1e-07,90,0.1,1e-06,6.269123700010823,0.002871414387017553,1.6075195306912065,ok,,121,8.552670703781414e-07,122,5.420947099919431,121,0.07144869994954206,0.3295265000197105,0.00039420000393874943,5.738563299993984,0.013788299984298646,binned_c1,NVIDIA GeForce RTX 3050 Laptop GPU,0.32939620001707226,coordinate_nystrom_s2400_q90_oversample10_low0.25,,,0.16038570000091568,0.16038570000091568,6.228869700018549,6.242658000002848,0,1,"binned pcm: build_binned_efgp_system provides XtXcol + rhs, then Gf=FFTN(XtXcol); no exact gpu_precompute_v1 is executed in this path.",17.41947884979242,12321.0,12320.0,0.7392,0.0,C1,0.0,0.00024679998750798404,0.00024739999207668006,0.0017738000024110079,0.13635670000803657,0.0011854000040329993
20260506_145346_eps1e-07_gpu_v3_topq_eigenpro_nystrom_pcmoriginal_q180_N100000_20260421,2026-05-06T14:57:12.907504,gpu_v3_topq_eigenpro_nystrom,original,100000,1e-07,180,0.1,1e-06,3.589420100004645,0.0025981914072363372,1.5196289056912065,ok,,61,9.649880869592788e-07,62,2.763515600003302,61,0.03488259995356202,0.5509382000018377,0.0004087999986950308,2.924550600000657,0.013394499983405694,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,0.5507185999886133,coordinate_nystrom_s2400_q180_oversample10_low0.25,0.09828539998852648,0.09828539998852648,,0.09828539998852648,3.5741829999897163,3.587577499973122,0,1,,,,,,,,,,,,,
20260506_145346_eps1e-07_gpu_v3_topq_eigenpro_nystrom_pcmc1_q180_N100000_20260421,2026-05-06T14:57:16.992441,gpu_v3_topq_eigenpro_nystrom,c1,100000,1e-07,180,0.1,1e-06,3.7853842000185978,0.002871404789315633,1.6075195306912065,ok,,64,9.330737785048368e-07,65,2.8887951000069734,64,0.035686699964571744,0.5330530000210274,0.00034989998675882816,3.0537346999917645,0.013158900022972375,binned_c1,NVIDIA GeForce RTX 3050 Laptop GPU,0.5329107999859843,coordinate_nystrom_s2400_q180_oversample10_low0.25,,,0.1601667999930214,0.1601667999930214,3.747304399992572,3.7604633000155445,0,1,"binned pcm: build_binned_efgp_system provides XtXcol + rhs, then Gf=FFTN(XtXcol); no exact gpu_precompute_v1 is executed in this path.",17.41947884979242,12321.0,12320.0,0.7392,0.0,C1,0.0,0.00019190000602975488,0.00019229997997172177,0.0012310000020079315,0.13680610002484173,0.0012457999982871115
20260506_145346_eps1e-07_gpu_v3_topq_eigenpro_nystrom_pcmoriginal_q360_N100000_20260421,2026-05-06T14:57:21.140238,gpu_v3_topq_eigenpro_nystrom,original,100000,1e-07,360,0.1,1e-06,3.8558028000115883,0.0025977701275350343,1.5196289056912065,ok,,56,8.782558521086044e-07,57,2.5243668000330217,56,0.031038399989483878,1.0720436999981757,0.0005705999792553484,2.6702743000059854,0.013748700002906844,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,1.0718226000026334,coordinate_nystrom_s2400_q360_oversample10_low0.25,0.09765839998726733,0.09765839998726733,,0.09765839998726733,3.840546999970684,3.8542956999735907,0,1,,,,,,,,,,,,,
20260506_145346_eps1e-07_gpu_v3_topq_eigenpro_nystrom_pcmc1_q360_N100000_20260421,2026-05-06T14:57:25.393667,gpu_v3_topq_eigenpro_nystrom,c1,100000,1e-07,360,0.1,1e-06,3.9571834999951534,0.0028711381467083795,1.6075195306912065,ok,,56,9.231912687949e-07,57,2.5406073000340257,56,0.03127940002013929,1.0713191000104416,0.0003698999935295433,2.6879538999928627,0.013644000020576641,binned_c1,NVIDIA GeForce RTX 3050 Laptop GPU,1.0711634999897797,coordinate_nystrom_s2400_q360_oversample10_low0.25,,,0.15958939999109134,0.15958939999109134,3.919232299987925,3.932876300008502,0,1,"binned pcm: build_binned_efgp_system provides XtXcol + rhs, then Gf=FFTN(XtXcol); no exact gpu_precompute_v1 is executed in this path.",17.41947884979242,12321.0,12320.0,0.7392,0.0,C1,0.0,0.00020899999071843922,0.0002094999945256859,0.0012399000115692616,0.13596479999250732,0.0012027000193484128
