run_id,timestamp,mode,precompute_method,N,eps,top_q,reg_lambda,cg_tol,wall_s_outer_s,rmse_test,peak_mem_gb,status,error,cg_iters,cg_relres,n_matvec,t_matvec_total,n_precond,t_precond_total,time_eigenspace,time_precond_build,time_solve,time_predict,nufft_stage,device_name,eig_nystrom_kernel_s,surrogate_tag,t_original_exact_gpu_precompute_v1_s,time_precompute_NUFFT,time_precompute_binned,time_precompute,time_train,wall_s_total,repeat_idx,repeat_count,precompute_benchmark_note,binned_theta_actual,binned_G,binned_num_occupied_bins,effective_work_ratio,binned_used_exact_dense_point_nufft,binned_order_bins_final,binned_allow_exact_nufft_fallback,t_h2d_xy_s,t_gpu_fused_bin_moments_s,t_compact_occupied_s,t_binned_cufinufft_on_centers_s,t_rhs_D_multiply_s
20260506_145346_eps1e-07_gpu_v1_topq0_pcmoriginal_q0_N300000_20260421,2026-05-06T14:57:53.968041,gpu_v1_topq0,original,300000,1e-07,0,0.1,1e-06,28.12713489998714,0.001816953211747819,1.2442382806912065,ok,,610,9.55689900894843e-07,611,26.935871699504787,0,,0.0,0.0,27.98870329998317,0.017126700025983155,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,,0.11832560002221726,0.11832560002221726,,0.11832560002221726,28.10702890000539,28.124155600031372,0,1,,,,,,,,,,,,,
20260506_145346_eps1e-07_gpu_v1_topq0_pcmc1_q0_N300000_20260421,2026-05-06T14:58:23.459129,gpu_v1_topq0,c1,300000,1e-07,0,0.1,1e-06,29.084481500001857,0.001883974487612017,1.2852539056912065,ok,,628,8.444872172622196e-07,629,27.73515949997818,0,,0.0,0.0,28.814248100010445,0.01717619999544695,binned_c1,NVIDIA GeForce RTX 3050 Laptop GPU,,,,,0.2202963999880012,0.2202963999880012,29.034544499998447,29.051720699993894,0,1,"binned pcm: build_binned_efgp_system provides XtXcol + rhs, then Gf=FFTN(XtXcol); no exact gpu_precompute_v1 is executed in this path.",10.018434446508753,37249.0,37243.0,0.74486,0.0,C1,0.0,0.0008345999813172966,0.0008350999851245433,0.0014894999912939966,0.19418439999572001,0.001215899974340573
20260506_145346_eps1e-07_gpu_v3_topq_eigenpro_nystrom_pcmoriginal_q45_N300000_20260421,2026-05-06T14:58:36.413781,gpu_v3_topq_eigenpro_nystrom,original,300000,1e-07,45,0.1,1e-06,12.600075099995593,0.001818209953564938,1.5606445306912065,ok,,259,9.877193769635625e-07,260,11.501627499907045,259,0.1624608001729939,0.2658536999952048,0.00040940000326372683,12.197946799977217,0.016546099999686703,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,0.2657300000137184,coordinate_nystrom_s2400_q45_oversample10_low0.25,0.11696680000750348,0.11696680000750348,,0.11696680000750348,12.581176699983189,12.597722799982876,0,1,,,,,,,,,,,,,
20260506_145346_eps1e-07_gpu_v3_topq_eigenpro_nystrom_pcmc1_q45_N300000_20260421,2026-05-06T14:58:49.998540,gpu_v3_topq_eigenpro_nystrom,c1,300000,1e-07,45,0.1,1e-06,13.231149100000039,0.0018833862674278582,1.6641601556912065,ok,,272,9.315579098545566e-07,273,12.037778399972012,272,0.1623707003018353,0.2628316999762319,0.0003504000196699053,12.753739799984032,0.017662900005234405,binned_c1,NVIDIA GeForce RTX 3050 Laptop GPU,0.2627113999915309,coordinate_nystrom_s2400_q45_oversample10_low0.25,,,0.16688659999636002,0.16688659999636002,13.183808499976294,13.201471399981529,0,1,"binned pcm: build_binned_efgp_system provides XtXcol + rhs, then Gf=FFTN(XtXcol); no exact gpu_precompute_v1 is executed in this path.",10.018434446508753,37249.0,37243.0,0.74486,0.0,C1,0.0,0.0008577999833505601,0.0008585999894421548,0.0015364999999292195,0.14289659998030402,0.0011597999837249517
20260506_145346_eps1e-07_gpu_v3_topq_eigenpro_nystrom_pcmoriginal_q90_N300000_20260421,2026-05-06T14:58:58.035926,gpu_v3_topq_eigenpro_nystrom,original,300000,1e-07,90,0.1,1e-06,7.68606209999416,0.0018177982100684878,1.5547851556912065,ok,,153,9.645303252269185e-07,154,6.7951423001650255,153,0.095481600263156,0.3448043999960646,0.0003479000006336719,7.2072023000218906,0.016945799987297505,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,0.3446518999990076,coordinate_nystrom_s2400_q90_oversample10_low0.25,0.11481659999117255,0.11481659999117255,,0.11481659999117255,7.667171200009761,7.684116999997059,0,1,,,,,,,,,,,,,
20260506_145346_eps1e-07_gpu_v3_topq_eigenpro_nystrom_pcmc1_q90_N300000_20260421,2026-05-06T14:59:06.268665,gpu_v3_topq_eigenpro_nystrom,c1,300000,1e-07,90,0.1,1e-06,7.8902250999817625,0.0018842293808310978,1.6563476556912065,ok,,156,9.566902562873222e-07,157,6.919765399739845,156,0.09440109992283396,0.3455928000039421,0.00035489999572746456,7.336085300019477,0.016458500002045184,binned_c1,NVIDIA GeForce RTX 3050 Laptop GPU,0.34544770000502467,coordinate_nystrom_s2400_q90_oversample10_low0.25,,,0.1655419000016991,0.1655419000016991,7.847574900020845,7.86403340002289,0,1,"binned pcm: build_binned_efgp_system provides XtXcol + rhs, then Gf=FFTN(XtXcol); no exact gpu_precompute_v1 is executed in this path.",10.018434446508753,37249.0,37243.0,0.74486,0.0,C1,0.0,0.000819200009573251,0.0008197000133804977,0.0012583000061567873,0.14205219998257235,0.0012719999940600246
20260506_145346_eps1e-07_gpu_v3_topq_eigenpro_nystrom_pcmoriginal_q180_N300000_20260421,2026-05-06T14:59:11.405131,gpu_v3_topq_eigenpro_nystrom,original,300000,1e-07,180,0.1,1e-06,4.789465499983635,0.0018180316764177156,1.5547851556912065,ok,,87,9.351419775213655e-07,88,3.871452300110832,87,0.04980109998723492,0.5562444999814034,0.0003563000063877553,4.09726470001624,0.016853699984494597,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,0.5560896999959368,coordinate_nystrom_s2400_q180_oversample10_low0.25,0.11661900000763126,0.11661900000763126,,0.11661900000763126,4.770484500011662,4.787338199996157,0,1,,,,,,,,,,,,,
20260506_145346_eps1e-07_gpu_v3_topq_eigenpro_nystrom_pcmc1_q180_N300000_20260421,2026-05-06T14:59:16.858463,gpu_v3_topq_eigenpro_nystrom,c1,300000,1e-07,180,0.1,1e-06,5.106278799998108,0.0018830611110677196,1.6563476556912065,ok,,91,7.488585547140823e-07,92,4.092091899859952,91,0.05449450004380196,0.5621477999957278,0.0003767999878618866,4.335769400000572,0.01728150001144968,binned_c1,NVIDIA GeForce RTX 3050 Laptop GPU,0.5619903999904636,coordinate_nystrom_s2400_q180_oversample10_low0.25,,,0.16457620001165196,0.16457620001165196,5.062870199995814,5.080151700007264,0,1,"binned pcm: build_binned_efgp_system provides XtXcol + rhs, then Gf=FFTN(XtXcol); no exact gpu_precompute_v1 is executed in this path.",10.018434446508753,37249.0,37243.0,0.74486,0.0,C1,0.0,0.0008321000204887241,0.000833099998999387,0.0013903999933972955,0.1410483999934513,0.0011546000023372471
20260506_145346_eps1e-07_gpu_v3_topq_eigenpro_nystrom_pcmoriginal_q360_N300000_20260421,2026-05-06T14:59:21.954260,gpu_v3_topq_eigenpro_nystrom,original,300000,1e-07,360,0.1,1e-06,4.737724899983732,0.001816296312866708,1.5547851556912065,ok,,73,9.113799463484549e-07,74,3.284630400041351,73,0.041383800155017525,1.1259902000019792,0.0006775000074412674,3.4754386999993585,0.017128499981481582,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,1.1256158000032883,coordinate_nystrom_s2400_q360_oversample10_low0.25,0.1160980999993626,0.1160980999993626,,0.1160980999993626,4.718204500008142,4.735332999989623,0,1,,,,,,,,,,,,,
20260506_145346_eps1e-07_gpu_v3_topq_eigenpro_nystrom_pcmc1_q360_N300000_20260421,2026-05-06T14:59:27.087502,gpu_v3_topq_eigenpro_nystrom,c1,300000,1e-07,360,0.1,1e-06,4.784758299996611,0.0018823319897363225,1.6563476556912065,ok,,73,8.734466656318206e-07,74,3.302958199987188,73,0.040480599709553644,1.07954969999264,0.000370699999621138,3.493917900021188,0.01701619999948889,binned_c1,NVIDIA GeForce RTX 3050 Laptop GPU,1.0793536999844946,coordinate_nystrom_s2400_q360_oversample10_low0.25,,,0.16720450000138953,0.16720450000138953,4.741042800014839,4.7580590000143275,0,1,"binned pcm: build_binned_efgp_system provides XtXcol + rhs, then Gf=FFTN(XtXcol); no exact gpu_precompute_v1 is executed in this path.",10.018434446508753,37249.0,37243.0,0.74486,0.0,C1,0.0,0.0008111000061035156,0.000811500009149313,0.0012306999997235835,0.1429702999885194,0.0011241999745834619
