M,S_kind,active_mode,active_size,active_tau,active_topk,box_memory_bytes,box_radii,box_shape,box_size,btab_active_mode,btab_active_size_raw,btab_active_tau,btab_active_topk,btab_box_budget,btab_box_size,btab_diagnostic_mode,btab_diagnostic_power_iter,btab_diagnostic_tol,btab_eig_apply_batch_cols,btab_eig_backend,btab_eig_eig_residual_max,btab_eig_eig_residual_median,btab_eig_maxiter,btab_eig_n_ABB_matvec_cols,btab_eig_n_eig_matvec,btab_eig_ncv,btab_eig_ncv_actual,btab_eig_q,btab_eig_size_S,btab_eig_size_T,btab_eig_storage_bytes,btab_eig_theta_q1,btab_eig_theta_q1_over_sigma2,btab_eig_tol,btab_exact_apply_mode,btab_exact_box_max_size,btab_experiment_route,btab_inner_maxiter,btab_inner_precond,btab_inner_tol,btab_outer_gmres_restart,btab_outer_solver,btab_solve_mode,cg_iters,cg_n_matvec,cg_relres,chol_memory_bytes,chunk_size,coord_nystrom_gamma,dataset_dim,dataset_stem,debug_finite_checks,device_name,diagnostic_mode,diagnostic_n_ASS_matvec,diagnostic_n_A_matvec,diagnostic_n_eig_matvec,diagnostic_n_matvec,diagnostic_n_power_iter,diagnostic_n_precond,dim,efgp_matrix_dim,eig_block_size,eig_n_iter,eig_nystrom_kernel_s,eig_residual_cols_rel,eig_residual_fro,eig_residual_fro_rel,eig_residual_max,eig_residual_median,eigen_apply_A_block_calls,eigen_n_matvec,eigen_t_matvec_avg,eigen_t_matvec_total,eps,epsilon_T,error_message,error_type,eta_eig,eta_eig_sq,eta_inv,eta_inv_sq,eta_inv_status,exact_apply_mode,gamma,has_nufft,injected_eps_coord_topq,inner_last_relres,inner_max_iters,inner_maxiter,inner_precond,inner_tol,inner_total_iters,inner_total_matvec,inner_total_precond,inverse_memory_bytes,is_warmup,iterations,kernel_family,kernel_lengthscale,kernel_nu,kernel_variance,lambda1_coord_nystrom,local_fft_memory_bytes,maxiter,method,mtot,n_matvec,n_precond,n_test,n_train,nufft_backend,nufft_stage,outer_gmres_restart,outer_iters,outer_relres,outer_solver,outer_status,precond_apply_calls,precond_kind,profile_components,reg_lambda,repeat_idx,rho_max_T,rmse_test,rmse_train,run_seed,sigma2_equiv_reg_lambda,solve_mode,status,surrogate_tag,t_matvec_avg,t_matvec_total,t_precond_avg,t_precond_total,tail_energy,tail_size,theta_coord_topq,theta_q1_over_sigma2,time_active_set,time_box_gather_avg,time_box_gather_total,time_box_scatter_avg,time_box_scatter_total,time_box_solve_avg,time_box_solve_total,time_build_Ag,time_build_box_matrix,time_build_inverse,time_build_local_fft,time_cholesky,time_diag_avg,time_diag_total,time_eig_setup,time_eigenspace,time_post_diagnostics,time_precompute,time_precond_build,time_predict,time_solve,time_symmetrize_regularize,time_total,time_total_with_diagnostics,tol,top_q,traceback,version
35721,expanded_box,topk,16384,,16384,0,"[72, 72]","[145, 145]",21025,topk,16384,,16384,25000,21025,full,30,0.01,,cupy,3.083816166717678e-14,1.7335770692748146e-15,960,418,418,,418,192,21025,14696,64591872,2983.8938556034295,29838.938556034293,0.001,boxeig,6000,group_c,50,diag,0.001,50,auto,boxeig,125,126,9.616249935732096e-07,0,,,2,synthetic_true_func_2d_n10000000,False,NVIDIA L4,full,192,93,192,285,60,31,2,35721,,,,,,,3.083816166717678e-14,1.7335770692748146e-15,,,,,1e-05,2.0225294743496143,,,0.23004708872437407,0.05292166303056004,,,,boxeig,9999999.999987034,True,,nan,0,0,,nan,0,0,0,0,False,125.0,matern,0.1,1.5,1.0,,1336336,6000,btab_boxeig_topk_16384_q192,189,126,125,1000,10000000,cufinufft,binned_c1,50,125,9.616249935732096e-07,pcg,converged,125,,True,0.1,0,3.4180464675207816,0.0005498982445861324,0.019996114103184377,0,0.1,boxeig,ok,,0.0006816780158852265,0.08589143000153854,0.0009071238240139791,0.1133904780017474,16085.64055186952,14696,,29838.938556034293,0.003158858999995573,4.527189598957193e-05,0.005658986998696491,4.2456727984244936e-05,0.005307090998030617,0.0007204713119826919,0.0900589139978365,0.5015992429998732,0.0,0.0,0.0010891689998970833,0.0,5.79506239919283e-05,0.007243827998991037,0.5005100739999762,,0.1751487100000304,0.10394973299980848,0.5057822389999274,0.09217086600028779,0.7865652969999246,0.0,0.8905150299997331,1.0656637399997635,1e-06,,,v7_btab_boxeig
35721,expanded_box,topk,16384,,16384,0,"[72, 72]","[145, 145]",21025,topk,16384,,16384,25000,21025,full,30,0.01,,cupy,3.400502374627534e-14,2.7158528493118865e-15,1280,546,546,,546,256,21025,14696,86122496,1502.1633460820356,15021.633460820354,0.001,boxeig,6000,group_c,50,diag,0.001,50,auto,boxeig,89,90,9.101601130184136e-07,0,,,2,synthetic_true_func_2d_n10000000,False,NVIDIA L4,full,256,93,256,349,60,31,2,35721,,,,,,,3.400502374627534e-14,2.7158528493118865e-15,,,,,1e-05,2.0225294743496147,,,0.25544139495084606,0.06525030625443412,,,,boxeig,9999999.999987034,True,,nan,0,0,,nan,0,0,0,0,False,89.0,matern,0.1,1.5,1.0,,1336336,6000,btab_boxeig_topk_16384_q256,189,90,89,1000,10000000,cufinufft,binned_c1,50,89,9.101601130184136e-07,pcg,converged,89,,True,0.1,0,3.4180464675207816,0.0005496098367830681,0.019996121972584286,0,0.1,boxeig,ok,,0.0006742658000297928,0.060683922002681356,0.0010773253483308876,0.095881956001449,16085.64055186952,14696,,15021.633460820354,0.0031320860002779227,4.4848438187983357e-05,0.003991510998730519,4.338370785916687e-05,0.0038611499994658516,0.0008911454606635069,0.07931194599905211,0.7919370659997185,0.0,0.0,0.001096455999686441,0.0,5.671053928851374e-05,0.0050472379966777225,0.790840610000032,,0.20453983099969264,0.10370406099991669,0.7962758329999815,0.09198116300012771,1.0109471000000667,0.0,1.1146511609999834,1.319190991999676,1e-06,,,v7_btab_boxeig
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_c,,,,,,,969,970,9.438705460641173e-07,,,,2,synthetic_true_func_2d_n30000000,False,NVIDIA L4,,,,,,,,2,35721,,,,,,,,,0,0,,,1e-05,,,,,,,,,,,True,,,,,,,,,,,False,969.0,matern,0.1,1.5,1.0,,,6000,plain_cg,189,970,,1000,30000000,cufinufft,cufinufft,,,,,,,,True,0.1,0,,0.000338396756507028,0.02000079819897957,0,,,ok,,0.000628766403092554,0.6099034109997774,,,,,,,,,,,,,,,,,,,,,,,,0.7555009949996929,,0.2725985009997203,1.0235576830000355,,1.779060121999919,,1e-06,,,v1
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_c,,,,,,,458,459,8.726069387700968e-07,,,nan,2,synthetic_true_func_2d_n30000000,False,NVIDIA L4,,,,,,,,2,35721,53,3,nan,,69943.94671433355,0.016280088791666137,,,5,257,0.0003911361323256437,0.10052198600769043,1e-05,,,,,,,,,,,True,[],,,,,,,,,,False,458.0,matern,0.1,1.5,1.0,nan,,6000,eigenpro_pcg_q45,189,459,458,1000,30000000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.00034308937329288053,0.020000798304236976,0,,,ok,,0.000646578703718563,0.2967796250068204,0.0003559218930068237,0.16301222699712525,,,[],,,,,,,,,,,,,,,,,0.1940428289999545,,0.20044479600028353,0.0002981079996970948,0.27191224899979716,0.7461020200003077,,1.1408877530002428,,1e-06,45,,v3
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_c,,,,,,,233,234,9.66276882254405e-07,,,nan,2,synthetic_true_func_2d_n30000000,False,NVIDIA L4,,,,,,,,2,35721,98,3,nan,,28187.932123317543,0.006500937926581668,,,5,482,0.00039014399991490535,0.18804940795898437,1e-05,,,,,,,,,,,True,[],,,,,,,,,,False,233.0,matern,0.1,1.5,1.0,nan,,6000,eigenpro_pcg_q90,189,234,233,1000,30000000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.00033662761632073353,0.02000092904010703,0,,,ok,,0.0006471533205062109,0.15143387699845334,0.0005934560643668133,0.1382752629974675,,,[],,,,,,,,,,,,,,,,,0.4737774290001653,,0.19825744099989606,0.00030210499971872196,0.27175076100002116,0.43721826000000874,,1.1095552349997888,,1e-06,90,,v3
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,25000,1369,full,30,0.01,,,,,,,,,,,,,,,,,inverse,6000,group_c,50,diag,0.001,50,auto,auto,253,254,9.246614055814467e-07,0,,,2,synthetic_true_func_2d_n30000000,False,NVIDIA L4,full,0,93,0,93,60,31,2,35721,,,,,,,,,,,,,1e-05,2.7285065078197492,,,,,1.8848227408397138,3.552556764386531,ok,inverse,29999999.99996126,True,,nan,0,50,diag,0.001,0,0,0,29986576,False,253.0,matern,0.1,1.5,1.0,,0,6000,btab_auto_topk_1024,189,254,253,1000,30000000,cufinufft,binned_c1,50,253,9.246614055814467e-07,pcg,converged,253,,True,0.1,0,7204.5585500542375,0.000348838203879846,0.020000512187472803,0,0.1,exact,ok,,0.00064105461417852,0.16282787200134408,0.00031261005140571535,0.07909034300564599,4777312.023860485,34352,,,0.0015603480001118442,4.38165968420356e-05,0.011085599001035007,3.940236363294806e-05,0.009968797999135859,0.00013552077073047272,0.0342867549948096,0.1347862099996746,0.04729707699971186,0.0647996359998615,0.0,0.02060397000013836,5.455462844305147e-05,0.013802320996092021,,,0.09419270500029597,0.19841552500020043,0.1373934289999852,0.27212942200003454,0.5327630239999053,0.0020855269999628945,0.7311785490001057,0.8253712540004017,1e-06,,,v6_btab
35721,expanded_box,topk,2048,,2048,0,"[25, 25]","[51, 51]",2601,topk,2048,,2048,25000,2601,full,30,0.01,,,,,,,,,,,,,,,,,inverse,6000,group_c,50,diag,0.001,50,auto,auto,146,147,9.77776851711932e-07,0,,,2,synthetic_true_func_2d_n30000000,False,NVIDIA L4,full,0,93,0,93,60,31,2,35721,,,,,,,,,,,,,1e-05,2.7188995811645706,,,,,1.8718870501081055,3.503961128362425,ok,inverse,29999999.999961257,True,,nan,0,50,diag,0.001,0,0,0,108243216,False,146.0,matern,0.1,1.5,1.0,,0,6000,btab_auto_topk_2048,189,147,146,1000,30000000,cufinufft,binned_c1,50,146,9.77776851711932e-07,pcg,converged,146,,True,0.1,0,1636.4322720961081,0.00034909404093156563,0.02000052684287539,0,0.1,exact,ok,,0.0006587005034222729,0.09682897400307411,0.0008356181643953838,0.12200025200172604,1890633.506455327,33120,,,0.0016705379998711578,4.362338357430118e-05,0.006369014001847972,4.4584376703587376e-05,0.0065093189987237565,0.0006504728218983037,0.09496903199715234,0.6891957729999376,0.19044883099968501,0.39896702599980927,0.0,0.09110290400030863,5.593747258687584e-05,0.008166870997683873,,,0.09251322399995843,0.198092220000035,0.6920340689998739,0.2731848710000122,1.002416422999886,0.00867701200013471,1.200508642999921,1.2930218669998794,1e-06,,,v6_btab
35721,expanded_box,topk,4096,,4096,0,"[36, 36]","[73, 73]",5329,topk,4096,,4096,25000,5329,full,30,0.01,,cupy,1.4883919598414667e-14,1.5591034953110193e-15,640,290,290,,290,128,5329,30392,10915840,20762.58680656778,207625.8680656778,0.001,boxeig,6000,group_c,50,diag,0.001,50,auto,boxeig,136,137,8.851868673510502e-07,0,,,2,synthetic_true_func_2d_n30000000,False,NVIDIA L4,full,128,93,128,221,60,31,2,35721,,,,,,,1.4883919598414667e-14,1.5591034953110193e-15,,,,,1e-05,2.6938491399842843,,,0.5437338052147924,0.29564645093335784,,,,boxeig,29999999.999961257,True,,nan,0,0,,nan,0,0,0,0,False,136.0,matern,0.1,1.5,1.0,,336400,6000,btab_boxeig_topk_4096_q128,189,137,136,1000,30000000,cufinufft,binned_c1,50,136,8.851868673510502e-07,pcg,converged,136,,True,0.1,0,295.15632516071355,0.0003498618234408397,0.020000614066153742,0,0.1,boxeig,ok,,0.0006926874598652797,0.09489818200154332,0.00045694537500233257,0.06214457100031723,637241.9552057744,30392,,207625.8680656778,0.0019088980002379685,4.578549998889096e-05,0.006226827998489171,3.874525734371513e-05,0.005269354998745257,0.00027252557350052216,0.037063477996071015,0.24616041599983873,0.0,0.0,0.001061595999999554,0.0,5.837172061680629e-05,0.007938554003885656,0.24509881999983918,,0.1462343250000231,0.19805601999996725,0.24854775899984816,0.27219646799994734,0.4941373840001688,0.0,0.6921934040001361,0.8384277290001592,1e-06,,,v7_btab_boxeig
35721,expanded_box,topk,4096,,4096,0,"[36, 36]","[73, 73]",5329,topk,4096,,4096,25000,5329,full,30,0.01,,cupy,3.7185390194232115e-14,2.1982253686690673e-15,960,418,418,,418,192,5329,30392,16373760,8947.113544134469,89471.13544134468,0.001,boxeig,6000,group_c,50,diag,0.001,50,auto,boxeig,101,102,9.22103054408546e-07,0,,,2,synthetic_true_func_2d_n30000000,False,NVIDIA L4,full,192,93,192,285,60,31,2,35721,,,,,,,3.7185390194232115e-14,2.1982253686690673e-15,,,,,1e-05,2.6938491399842843,,,0.6260021827083242,0.39187873275558605,,,,boxeig,29999999.999961257,True,,nan,0,0,,nan,0,0,0,0,False,101.0,matern,0.1,1.5,1.0,,336400,6000,btab_boxeig_topk_4096_q192,189,102,101,1000,30000000,cufinufft,binned_c1,50,101,9.22103054408546e-07,pcg,converged,101,,True,0.1,0,295.15632516071355,0.00034852117135904964,0.02000058177063162,0,0.1,boxeig,ok,,0.0007066893529277949,0.07208231399863507,0.00046498774258682237,0.04696376200126906,637241.9552057744,30392,,89471.13544134468,0.0019165260000590933,4.665712872293166e-05,0.004712370001016097,3.8811099019236134e-05,0.00391992100094285,0.00027765368314149866,0.028043021997291362,0.37120404400047846,0.0,0.0,0.0010853960002350505,0.0,5.945701982319847e-05,0.006005159002143046,0.3701186480002434,,0.1739753130000281,0.20029746499994872,0.37360191600009784,0.2723543580000296,0.560028260999843,0.0,0.7603257259997918,0.9343010389998199,1e-06,,,v7_btab_boxeig
35721,expanded_box,topk,8192,,8192,0,"[51, 51]","[103, 103]",10609,topk,8192,,8192,25000,10609,full,30,0.01,,cupy,1.4521903471706928e-14,1.4767469115357e-15,640,290,290,,290,128,10609,25112,21729280,20762.977070625806,207629.77070625804,0.001,boxeig,6000,group_c,50,diag,0.001,50,auto,boxeig,183,184,9.95605919910008e-07,0,,,2,synthetic_true_func_2d_n30000000,False,NVIDIA L4,full,128,93,128,221,60,31,2,35721,,,,,,,1.4521903471706928e-14,1.4767469115357e-15,,,,,1e-05,2.6300593414737983,,,0.3851401818829161,0.14833295970080568,,,,boxeig,29999999.999961257,True,,nan,0,0,,nan,0,0,0,0,False,183.0,matern,0.1,1.5,1.0,,672400,6000,btab_boxeig_topk_8192_q128,189,184,183,1000,30000000,cufinufft,binned_c1,50,183,9.95605919910008e-07,pcg,converged,183,,True,0.1,0,55.201049494353015,0.0003541450102106169,0.020000620448618167,0,0.1,boxeig,ok,,0.0006771736739012894,0.12459995599783724,0.0004359225956294886,0.07977383500019641,204445.14526602367,25112,,207629.77070625804,0.002301554000041506,4.4901617489376006e-05,0.00821699600055581,3.774636612841357e-05,0.006907585001499683,0.0002559667923527681,0.04684192300055656,0.24865998699942793,0.0,0.0,0.0011008849996869685,0.0,5.6754852463061064e-05,0.010386138000740175,0.24755910199974096,,0.14862819100017077,0.19786378200024046,0.2514538079999511,0.2725501909999366,0.5732265850001568,0.0,0.7710903670003972,0.919718558000568,1e-06,,,v7_btab_boxeig
35721,expanded_box,topk,8192,,8192,0,"[51, 51]","[103, 103]",10609,topk,8192,,8192,25000,10609,full,30,0.01,,cupy,3.975808496255648e-14,2.26987278911818e-15,960,418,418,,418,192,10609,25112,32593920,8947.52368433074,89475.23684330739,0.001,boxeig,6000,group_c,50,diag,0.001,50,auto,boxeig,122,123,8.783643956566733e-07,0,,,2,synthetic_true_func_2d_n30000000,False,NVIDIA L4,full,192,93,192,285,60,31,2,35721,,,,,,,3.975808496255648e-14,2.26987278911818e-15,,,,,1e-05,2.630059341473798,,,0.44236284454793723,0.19568488623654245,,,,boxeig,29999999.99996126,True,,nan,0,0,,nan,0,0,0,0,False,122.0,matern,0.1,1.5,1.0,,672400,6000,btab_boxeig_topk_8192_q192,189,123,122,1000,30000000,cufinufft,binned_c1,50,122,8.783643956566733e-07,pcg,converged,122,,True,0.1,0,55.20104949435302,0.00035380408832000115,0.0200006222899978,0,0.1,boxeig,ok,,0.0006879985447018797,0.08462382099833121,0.0006309481721093077,0.07697567699733554,204445.1452660237,25112,,89475.23684330739,0.0023405169999932696,4.616181966367385e-05,0.005631741998968209,4.0928270459144337e-05,0.004993248996015609,0.00044443460656931746,0.05422102200145673,0.3818138979995638,0.0,0.0,0.0010812659998009622,0.0,5.764950002290401e-05,0.007033239002794289,0.3807326319997628,,0.17678981900007784,0.1979843610001808,0.3848334290000821,0.2724951720001627,0.6263209599997026,0.0,0.8243053209998834,1.0010951399999612,1e-06,,,v7_btab_boxeig
35721,expanded_box,topk,16384,,16384,0,"[72, 72]","[145, 145]",21025,topk,16384,,16384,25000,21025,full,30,0.01,,cupy,1.4109494615470643e-14,1.255690226452471e-15,640,290,290,,290,128,21025,14696,43061248,20763.02904619498,207630.2904619498,0.001,boxeig,6000,group_c,50,diag,0.001,50,auto,boxeig,183,184,9.488075410810224e-07,0,,,2,synthetic_true_func_2d_n30000000,False,NVIDIA L4,full,128,93,128,221,60,31,2,35721,,,,,,,1.4109494615470643e-14,1.255690226452471e-15,,,,,1e-05,2.4069357762348855,,,0.22264137751800384,0.0495691829831143,,,,boxeig,29999999.999961257,True,,nan,0,0,,nan,0,0,0,0,False,183.0,matern,0.1,1.5,1.0,,1336336,6000,btab_boxeig_topk_16384_q128,189,184,183,1000,30000000,cufinufft,binned_c1,50,183,9.488075410810224e-07,pcg,converged,183,,True,0.1,0,10.254141230310388,0.0003410927217909253,0.020000805747121857,0,0.1,boxeig,ok,,0.0006701779891549766,0.12331275000451569,0.0007168350382508819,0.13118081199991138,48256.93027999156,14696,,207630.2904619498,0.0031283250000342377,4.531316941071959e-05,0.008292310002161685,4.0977071053592606e-05,0.0074988040028074465,0.0005332478524637662,0.0975843570008692,0.28485077999994246,0.0,0.0,0.0011227220002183458,0.0,5.630088525486215e-05,0.010303062001639773,0.2837280579997241,,0.14793246399995041,0.19773947800013048,0.28877514099986,0.27275895999991917,0.6617254170000706,0.0,0.8594648950002011,1.0073973590001515,1e-06,,,v7_btab_boxeig
35721,expanded_box,topk,16384,,16384,0,"[72, 72]","[145, 145]",21025,topk,16384,,16384,25000,21025,full,30,0.01,,cupy,2.3252169050922e-14,1.730144685451594e-15,960,418,418,,418,192,21025,14696,64591872,8947.578201963186,89475.78201963185,0.001,boxeig,6000,group_c,50,diag,0.001,50,auto,boxeig,116,117,9.12552179296296e-07,0,,,2,synthetic_true_func_2d_n30000000,False,NVIDIA L4,full,192,93,192,285,60,31,2,35721,,,,,,,2.3252169050922e-14,1.730144685451594e-15,,,,,1e-05,2.406935776234886,,,0.2552207958974218,0.06513765465851343,,,,boxeig,29999999.999961257,True,,nan,0,0,,nan,0,0,0,0,False,116.0,matern,0.1,1.5,1.0,,1336336,6000,btab_boxeig_topk_16384_q192,189,117,116,1000,30000000,cufinufft,binned_c1,50,116,9.12552179296296e-07,pcg,converged,116,,True,0.1,0,10.254141230310388,0.00033968133024897,0.02000084630005654,0,0.1,boxeig,ok,,0.0007062609658035391,0.08263253299901407,0.0009150809827713539,0.10614939400147705,48256.93027999156,14696,,89475.78201963185,0.0031339000001935347,4.7096465507444194e-05,0.005463189998863527,4.5213750001556915e-05,0.005244795000180602,0.0007193551034482691,0.08344519199999922,1.784879888999967,0.0,0.0,0.0010967459998028062,0.0,5.956825860909609e-05,0.006909917998655146,1.7837831430001643,,0.1749632199998814,0.19806075999986206,1.7890440070000295,0.2747728819999793,2.0564284719998795,0.0,2.2544892319997416,2.429452451999623,1e-06,,,v7_btab_boxeig
35721,expanded_box,topk,16384,,16384,0,"[72, 72]","[145, 145]",21025,topk,16384,,16384,25000,21025,full,30,0.01,,cupy,3.7987664910793036e-14,2.2120051985903563e-15,1280,546,546,,546,256,21025,14696,86122496,4505.95780082012,45059.57800820119,0.001,boxeig,6000,group_c,50,diag,0.001,50,auto,boxeig,75,76,9.589466996433335e-07,0,,,2,synthetic_true_func_2d_n30000000,False,NVIDIA L4,full,256,93,256,349,60,31,2,35721,,,,,,,3.7987664910793036e-14,2.2120051985903563e-15,,,,,1e-05,2.4069357762348855,,,0.2825472777896717,0.07983296418635391,,,,boxeig,29999999.999961257,True,,nan,0,0,,nan,0,0,0,0,False,75.0,matern,0.1,1.5,1.0,,1336336,6000,btab_boxeig_topk_16384_q256,189,76,75,1000,30000000,cufinufft,binned_c1,50,75,9.589466996433335e-07,pcg,converged,75,,True,0.1,0,10.254141230310388,0.00034025296066645945,0.020000947843242054,0,0.1,boxeig,ok,,0.0006794866710546749,0.05164098700015529,0.0010784081733193791,0.08088061299895344,48256.93027999156,14696,,45059.57800820119,0.003124288999970304,4.489699999491374e-05,0.0033672749996185303,4.371381331414644e-05,0.003278535998560983,0.0008906235866925271,0.06679676900193954,0.7665489129999514,0.0,0.0,0.0010949580000669812,0.0,5.6939159991695e-05,0.004270436999377125,0.7654539549998844,,0.20378795700025876,0.19941291500026637,0.7708803259997694,0.27308410499972524,0.9525630849998379,0.0,1.1519760000001042,1.355763957000363,1e-06,,,v7_btab_boxeig
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_c,,,,,,,843,844,9.861198551915424e-07,,,,2,synthetic_true_func_2d_n100000000,False,NVIDIA L4,,,,,,,,2,35721,,,,,,,,,0,0,,,1e-05,,,,,,,,,,,True,,,,,,,,,,,False,843.0,matern,0.1,1.5,1.0,,,6000,plain_cg,189,844,,1000,100000000,cufinufft,cufinufft,,,,,,,,True,0.1,0,,0.00018822461242440055,0.01999765377680459,0,,,ok,,0.0006321362049709855,0.5335229569955118,,,,,,,,,,,,,,,,,,,,,,,,2.5107418679999682,,0.9141736680003305,0.8970529849998456,,3.4077957549998246,,1e-06,,,v1
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_c,,,,,,,387,388,8.208070019875931e-07,,,nan,2,synthetic_true_func_2d_n100000000,False,NVIDIA L4,,,,,,,,2,35721,53,3,nan,,233228.55296428798,0.016286834969328146,,,5,257,0.0003936064753550964,0.10115686416625977,1e-05,,,,,,,,,,,True,[],,,,,,,,,,False,387.0,matern,0.1,1.5,1.0,nan,,6000,eigenpro_pcg_q45,189,388,387,1000,100000000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.00019058973936540287,0.01999767628145236,0,,,ok,,0.000659020337621703,0.2556998909972208,0.00036025990956581815,0.13942058500197163,,,[],,,,,,,,,,,,,,,,,0.196358472999691,,0.5387516450000476,0.0003028490000360762,0.9086069909999424,0.6427733680002348,,1.3781863350000094,,1e-06,45,,v3
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_c,,,,,,,211,212,8.495211569645659e-07,,,nan,2,synthetic_true_func_2d_n100000000,False,NVIDIA L4,,,,,,,,2,35721,98,3,nan,,93941.159735434,0.006500037649409986,,,5,482,0.00039249367931571745,0.1891819534301758,1e-05,,,,,,,,,,,True,[],,,,,,,,,,False,211.0,matern,0.1,1.5,1.0,nan,,6000,eigenpro_pcg_q90,189,212,211,1000,100000000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.00018731194793127098,0.019997709465530217,0,,,ok,,0.0006443283490569847,0.13659761000008075,0.0005926152938265564,0.1250418269974034,,,[],,,,,,,,,,,,,,,,,0.47747915600029955,,0.5367266260000179,0.00029922499970780336,0.9099786920000952,0.3954544640000677,,1.409959471000093,,1e-06,90,,v3
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,25000,1369,full,30,0.01,,,,,,,,,,,,,,,,,inverse,6000,group_c,50,diag,0.001,50,auto,auto,200,201,9.89326910260244e-07,0,,,2,synthetic_true_func_2d_n100000000,False,NVIDIA L4,full,0,93,0,93,60,31,2,35721,,,,,,,,,,,,,1e-05,2.7151667564683466,,,,,1.899524146529979,3.6081919832504457,ok,inverse,99999999.9998712,True,,nan,0,50,diag,0.001,0,0,0,29986576,False,200.0,matern,0.1,1.5,1.0,,0,6000,btab_auto_topk_1024,189,201,200,1000,100000000,cufinufft,binned_c1,50,200,9.89326910260244e-07,pcg,converged,200,,True,0.1,0,24015.196045030196,0.00019874674811601716,0.01999750066998845,0,0.1,exact,ok,,0.0006416697612069615,0.12897562200259927,0.0003098281549932835,0.06196563099865671,15924374.031357467,34352,,,0.0016885790000742418,4.2335100004038396e-05,0.008467020000807679,3.891328498184521e-05,0.007782656996369042,0.00013440249000950643,0.026880498001901287,0.13208172599979662,0.043933601999924576,0.06526613500000167,0.0,0.020759748999807925,5.47457899915571e-05,0.01094915799831142,,,0.09133730900020964,0.5352153419999013,0.13484812200022134,0.9143785749997733,0.44816290400012804,0.0021222400000624475,0.9833782460000293,1.074715555000239,1e-06,,,v6_btab
35721,expanded_box,topk,2048,,2048,0,"[25, 25]","[51, 51]",2601,topk,2048,,2048,25000,2601,full,30,0.01,,,,,,,,,,,,,,,,,inverse,6000,group_c,50,diag,0.001,50,auto,auto,169,170,8.306500717116649e-07,0,,,2,synthetic_true_func_2d_n100000000,False,NVIDIA L4,full,0,93,0,93,60,31,2,35721,,,,,,,,,,,,,1e-05,2.71033801367561,,,,,1.890344828133805,3.573403569252225,ok,inverse,99999999.9998712,True,,nan,0,50,diag,0.001,0,0,0,108243216,False,169.0,matern,0.1,1.5,1.0,,0,6000,btab_auto_topk_2048,189,170,169,1000,100000000,cufinufft,binned_c1,50,169,8.306500717116649e-07,pcg,converged,169,,True,0.1,0,5454.774452079139,0.00020166836322202186,0.01999751517431633,0,0.1,exact,ok,,0.0006488782705700406,0.11030930599690691,0.0008301000591620979,0.14028690999839455,6302111.940778754,33120,,,0.0017062799997802358,4.364133725207924e-05,0.007375385995601391,4.398243787988022e-05,0.0074330320016997575,0.000647684213034143,0.10945863200277017,0.6882880789999035,0.1886021330001313,0.3992873269999109,0.0,0.09174562099997274,5.4414721879760766e-05,0.00919608799767957,,,0.09297667199962234,0.537693355999636,0.6911098699997638,0.9148197610002171,1.0456925270000283,0.008652997999888612,1.5833858829996643,1.6763625549992867,1e-06,,,v6_btab
