dataset_family,n_train,eps,selected_topk,time_total,iterations,cg_iters,outer_iters,rmse_test,btab_eig_theta_q1_over_sigma2,btab_eig_eig_residual_max,eta_eig
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression,1000000,1e-05,1024.0,1.2116146000043957,154.0,154.0,154.0,0.0355266716639154,,,
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression,3000000,1e-05,1024.0,1.9431202000123449,248.0,248.0,248.0,0.0310974465140336,,,
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression,10000000,1e-05,1024.0,2.954102599993348,365.0,365.0,365.0,0.0286150065922644,,,
synthetic_true_func_2d,1000000,1e-05,1024.0,0.5739862000045832,91.0,91.0,91.0,0.0012661960952069,,,
synthetic_true_func_2d,3000000,1e-05,1024.0,1.3082481999881566,134.0,134.0,134.0,0.0008850994567808,,,
synthetic_true_func_2d,10000000,1e-05,1024.0,1.9524443999980576,187.0,187.0,187.0,0.0005597136677523,,,
