dataset_family,n_train,eps,selected_topk,selected_q,time_total,iterations,cg_iters,outer_iters,rmse_test,btab_eig_theta_q1_over_sigma2,btab_eig_eig_residual_max,eta_eig
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression,1000000,1e-05,1024.0,128.0,2.100654799985932,443.0,443.0,443.0,0.0355268487907429,6548.670269578816,1.0343899017165951e-14,1.2011182154975109
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression,3000000,1e-05,1024.0,128.0,2.790768900013063,608.0,608.0,608.0,0.0310974372084009,19595.849402133437,8.856611834235414e-15,1.2510762616754385
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression,10000000,1e-05,1024.0,128.0,3.906173099996522,915.0,915.0,915.0,0.0286150547563309,65378.76525704513,1.090351309416284e-14,1.2962760882780384
synthetic_true_func_2d,1000000,1e-05,1024.0,128.0,1.1165100999933202,116.0,116.0,116.0,0.0012631436138648,6912.003545512328,1.0322402461280626e-14,0.8840375934997834
synthetic_true_func_2d,3000000,1e-05,1024.0,128.0,1.610552700003609,164.0,164.0,164.0,0.0008838800046645,20735.68407717054,1.1116489226640721e-14,0.911592398266211
synthetic_true_func_2d,10000000,1e-05,1024.0,128.0,2.066914299997734,190.0,190.0,190.0,0.0005599965367994,69111.95760736614,9.70234805372076e-15,0.9308967331748712
